Id,Level,Name,Skill_Text,SkillID,SkillEffectNum,SkillScriptPrefix,SkillScriptPostfix,DamageScript,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,ConfirmScript,CostScript,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,,,,,,
1000136405,1,召唤暗神官,黑暗之王,1000136405,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_ZhaoHuanAnShenGuan,,DamageNil,1,,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136406,1,灵魂扩散,黑暗之王,1000136406,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_LingHunKuoSan,,MagicSkillCalc,1|1|1|1,,15000|15000|15000|15000,0,0,3.5,25,0,0,60000|60000|60000|60000,0,0,3.5,10,0,0,0,12,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaNaTuoSiZhiZhan|Monster_MoFaShi_LingHunKuoSan|0|0|0,,,,,,,
1000136407,1,恶灵撕咬,黑暗之王,1000136407,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_SiYao,,PhysicalSkillCalc,1,,18000,0,0,1,3,0,0,0,0,0,0,3,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaNaTuoSiZhiZhan|Monster_Eling_SiYao|0|0|0,,,,,,,
1000136408,1,恶灵冲锋,黑暗之王,1000136408,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_ChongFeng02,,PhysicalSkillCalc,1,,16000,0,0,1.5,10,0,0,0,0,0,0,3,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaNaTuoSiZhiZhan|Monster_Eling_ChongFeng02|0|0|0,,,,,,,
1000136409,1,召唤恶灵,黑暗之王,1000136409,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_ZhaoHuanEling,,DamageNil,1,,0,0,0,2,60,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136410,1,AGI提升,黑暗之王,1000136410,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_AGITiSheng,,DamageNil,1,2005101=10000,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_HaiDaoZhiWang|Monster_HaiDaoZhiWang_AGITiSheng|0|0|0,,,,,,,
1000136411,1,黑暗监牢,黑暗之王,1000136411,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_HeiAnJianLao,,DamageNil,1,,0,0,0,2,60,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136412,1,陨石术,黑暗之王,1000136412,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_YunShiShu,,DamageNil,1,,25000,0,0,0,40,0,0,30000,0,0,0,15,0,0,0,15,100,,,,,,0,1,5,,0,,,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_YunShiShu|0|0|0,,,,,,,
1000136413,1,陨石术召唤兽,黑暗之王,1000136413,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_YunShiShu_effect,,PhysicalSkillCalc,999|999|999|999|999|999|999,,20000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_YunShiShu_effect|0|0|0,,,,,,,
1000136414,1,黑暗监牢召唤水平,黑暗之王,1000136414,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_HeiAnJianLao_effect,,PhysicalSkillCalc,999,2012801=10000,4000,0,0,0,3600,0,0,15000,0,0,0,0,0,0,0,1.5,100,,,,,,0,1,0,,0,,,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_DarkWater_effect|0|0|0,,,,,,,
1000136415,1,黑暗监牢召唤监牢垂直,黑暗之王,1000136415,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_HeiAnJianLao_effect2,,PhysicalSkillCalc,999,2012801=10000,6000,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,1.5,100,,,,,,0,1,0,,0,,,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_DarkWater_effect|0|0|0,,,,,,,
1000136416,1,瞬间移动,黑暗之王,1000136416,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_ShunJianYiDong,,DamageNil,1,903801=10000,10000,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_ESaiLiSi|Monster_ESaiLiSi_ShunJianYiDong|0|0|0,,,,,,,
1000136417,1,灵魂泥沼,黑暗之王,1000136417,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_LingHunNiZhao,,MagicSkillCalc,999,2012101=10000,15000,0,0,0,5,0,0,1,0,0,0,2,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_LeiBaoShu_Effect|0|0|0,,,,,,,
1000136418,1,幽灵诅咒,黑暗之王,1000136418,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_YouLingZuZhou,,DamageNil,8,2014301=10000,10000,0,0,0,50,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136419,1,恐惧幽魂,黑暗之王,1000136419,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_KongJuYinHun,,MagicSkillCalc,999,2014501=10000,18000,0,0,2.5,10,0,0,50000,0,0,2,1,0,0,0,20,100,,,,,,,,,,,,,,,,,,,,Dungeon_GuiNv|Monster_GuiNv_KongJuYinHun|0|0|0,,,,,,,
1000136420,1,召唤迷幻,黑暗之王,1000136420,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_ZhaoHuanMiHuanZhiWang,,DamageNil,1,,0,0,0,0,300,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136421,1,螺旋雷暴,黑暗之王,1000136421,1,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_ChuiFeng_02,,MagicSkillCalc,999|999|999,,20000|20000|20000,0|0|0,0,1.5,55,0,0,20000|20000|20000,0|0|0,0,0,0,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_TanMiGeBuLin|Monster_GeBuLinShouLing_ChuiFeng_02|0|0|0,,,,,,,
1000136501,1,雷暴咏唱,鹗枭男爵,1000136501,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_AnChaoYongChang,,DamageNil,1,,0,0,0,0,37,0,0,1,0,0,0,2,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_LeiBaoShu|0|0|0,,,,,,,
1000136502,1,灵魂扩散,鹗枭男爵,1000136502,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_LingHunKuoSan,,MagicSkillCalc,1|1|1|1,,17000|17000|17000|17000,0,0,3.5,25,0,0,60000|60000|60000|60000,0,0,3.5,10,0,0,0,12,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaNaTuoSiZhiZhan|Monster_MoFaShi_LingHunKuoSan|0|0|0,,,,,,,
1000136503,1,普攻,鹗枭男爵,1000136503,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_KaLiSiGe|Monster_KaLiSiGe_Attack|0|0|0,,,,,,,
1000136504,1,AGI提升,鹗枭男爵,1000136504,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_AGITiSheng,,DamageNil,1,2005101=10000,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_HaiDaoZhiWang|Monster_HaiDaoZhiWang_AGITiSheng|0|0|0,,,,,,,
1000136505,1,召唤卡特拉小丑,鹗枭男爵,1000136505,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_ZhaoHuanKaLaTeXiaoChou,,DamageNil,1,,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136506,1,召唤鹗枭首领,鹗枭男爵,1000136506,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_ZhaoHuanEXiaoShouLing,,DamageNil,1,,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136507,1,雷暴术,鹗枭男爵,1000136507,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_LeiBaoShu,,DamageNil,1,,25000,0,0,2,40,0,0,1,0,0,0,2,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_LeiBaoShu|0|0|0,,,,,,,
1000136508,1,沉默攻击,鹗枭男爵,1000136508,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_ChenMoGongJi,,DamageNil,1,3030701=10000,0,0,0,1.5,20,0,0,0,0,0,0,20,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_ChenMoGongJi|0|0|0,,,,,,,
1000136509,1,雷击术,鹗枭男爵,1000136509,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_LeiJiShu,,MagicSkillCalc,1,,25000,0,1.92,0.48,16,1,1.8,30000,0,1.92,0.48,15,1,1.8,0,12,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_YueYeMao|Monster_YueYeMao_LeiJiShu|0|0|0,,,,,,,
1000136510,1,召唤龙卷风,鹗枭男爵,1000136510,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_ZhaoHuanLongJuanFeng,,DamageNil,999|999|999|999|999,925801=10000,20000|20000|20000|20000|20000,0,0,0,60,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136511,1,瞬间移动,鹗枭男爵,1000136511,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_ShunJianYiDong,,DamageNil,1,903801=10000,10000,0,0,0,10,0,0,10000,0,0,0,10,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_ESaiLiSi|Monster_ESaiLiSi_ShunJianYiDong|0|0|0,,,,,,,
1000136512,1,雷暴咏唱召唤物,鹗枭男爵,1000136512,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_AnChaoYongChang_Effect,,MagicSkillCalc,999,,24000,0,0,0,5,0,0,1,0,0,0,2,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_LeiBaoShu_Effect|0|0|0,,,,,,,
1000136513,1,螺旋吹风,鹗枭男爵,1000136513,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_ChuiFeng,,MagicSkillCalc,99|99|99|99|99|99,2014001=10000|2014001=10000|2014001=10000|2014001=10000|2014001=10000|2014001=10000,15000|15000|15000|15000|15000|15000,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_TanMiGeBuLing|Monster_JingYingGeBuLing_ChuiFeng|0|0|0,,,,,,,
1000136514,1,召唤吹风,鹗枭男爵,1000136514,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_ZhaoHuanChuiFeng,,DamageNil,,,0,0,0,0,45,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136515,1,广域沉默,鹗枭男爵,1000136515,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_GuangYuChenMo,,DamageNil,999,2014101=10000,0,0,0,0,55,0,0,0,0,0,0,45,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_PiLiEn|Monster_PiLiEn_GuangYuChenMo|0|0|0,,,,,,,
1000136516,1,治愈术,鹗枭男爵,1000136516,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_Heal,,CureMonster,1,,100,0,0,0,40,0,0,500,0,0,0,45,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Heal|0|0|0,,,,,,,
1000136517,1,雷之刃,鹗枭男爵,1000136517,1,Monster_EXiaoNanJue/Monster_EXiaoNanJue_HuanYingChangDao,,MagicSkillCalc,1|1|1|1,,6000|6000|6000|6000,0,1,0.5,28,2,0,10000,0,0.5,0,30,1,0,0,12,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_LuKeXiHuoChangJiYi|Monster_BaiNvW_HuanYingChangDao|0|0|0,,,,,,,
1000136601,1,普攻,血腥骑士,1000136601,1,Monster_XueXingQiShi/Monster_XueXingQiShi_Attack,,CommonSkillCritCalc,1,2014201=10000,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_KaLiSiGe|Monster_KaLiSiGe_Attack|0|0|0,,,,,,,
1000136602,1,力量提升！,血腥骑士,1000136602,1,Monster_XueXingQiShi/Monster_XueXingQiShi_LiLiangTiSheng,,DamageNil,1,2005101=10000,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_HaiDaoZhiWang|Monster_HaiDaoZhiWang_AGITiSheng|0|0|0,,,,,,,
1000136603,1,召唤卡利斯格,血腥骑士,1000136603,1,Monster_XueXingQiShi/Monster_XueXingQiShi_ZhaoHuanKaLiSiGe,,DamageNil,1,,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136604,1,自动防御,血腥骑士,1000136604,1,Monster_XueXingQiShi/Monster_XueXingQiShi_ZiDongFangYu,,DamageNil,1,2013101=10000,0,0,0,0,50,1,1,0,0,0,0,45,1,1,0,10,0,,,,,,0,0,0,,0,,,,,,,,,,Monster_YiHou|Monster_YiHou_ZiDongFangYu|0|0|0,,,,,,,
1000136605,1,旋风斩,血腥骑士,1000136605,1,Monster_XueXingQiShi/Monster_XueXingQiShi_DaoRenFengBao,,MagicSkillCalc,999|1|999,2014701=10000|2012001=10000|2014201=10000,0|0|0|0,0,2,0,60,1,0,10000,0,2,0,15,1,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_JiBaiPaShaNa|Monster_PaShaNa_DaoRenFengBao|0|0|0,,,,,,,
1000136606,1,嗜血怒爆,血腥骑士,1000136606,1,Monster_XueXingQiShi/Monster_XueXingQiShi_ShiZiFenXun,,MagicSkillCalc,1,2014201=10000,10000,0,1,0,25,1,0,10000,0,2,0,15,1,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_JiBaiPaShaNa|Monster_PaShaNa_ShiZiFenXun|0|0|0,,,,,,,
1000136607,1,骑乘攻击,血腥骑士,1000136607,1,Monster_XueXingQiShi/Monster_XueXingQiShi_QiChengGongJi,,MonsterQiChengGongJi,999,2014201=10000,56250|52500|45000|30000,,0,1,15,1,1,45000|42000|36000|24000,,0,1,15,1,1,0,5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_KuangBaoYiHou|Monster_KuangBaoYiHou_QiChengGongJi|0|0|0,,,,,,,
1000136608,1,裂地连击,血腥骑士,1000136608,1,Monster_XueXingQiShi/Monster_XueXingQiShi_LieDiLianJi,,PhysicalSkillCalc,999|999|999,2014201=10000|2014201=10000|2014201=10000,15000|15000|15000,0|0|0,0,3,50,0,0,15000|15000|15000,0|0|0,0,0,7,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_ZhengJiuBaLeiMengDe|Monster_BianYiWaWang_DuXingLiZhua|0|0|0,,,,,,,
1000136609,1,格挡冲锋,血腥骑士,1000136609,1,Monster_XueXingQiShi/Monster_XueXingQiShi_ChongFeng,,MagicSkillCalc,999|999|999|999,3010501=10000|2014201=10000,20000|0,0|0,0,3,55,0,0,5000|0,0|0,0,1.5,1,0,0,0,12,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_BossRush|Monster_MoHuaYeZhu02_ChongFeng|0|0|0,,,,,,,
1000136610,1,召唤深渊骑士,血腥骑士,1000136610,1,Monster_XueXingQiShi/Monster_XueXingQiShi_ZhaoHuanShenYuanQiShi,,DamageNil,1,,0,0,0,2,55,0,0,0,0,0,0,60,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0,,,,,,,
1000136611,1,瞬间移动,血腥骑士,1000136611,1,Monster_XueXingQiShi/Monster_XueXingQiShi_ShunJianYiDong,,DamageNil,1,903801=10000,10000,0,0,0,10,0,0,10000,0,0,0,10,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_ESaiLiSi|Monster_ESaiLiSi_ShunJianYiDong|0|0|0,,,,,,,
1000136612,1,裂缝召唤物1,血腥骑士,1000136612,1,Monster_XueXingQiShi/Monster_XueXingQiShi_LieDiLianJi_effect,,MagicSkillCalc,999,2012201=10000|2012101=10000,7000,0,0,0,5,0,0,1,0,0,0,2,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_LeiBaoShu_Effect|0|0|0,,,,,,,
1000136613,1,裂缝召唤物2,血腥骑士,1000136613,1,Monster_XueXingQiShi/Monster_XueXingQiShi_LieDiLianJi_effect2,,MagicSkillCalc,999,2012201=10000|2012101=10000,7000,0,0,0,5,0,0,1,0,0,0,2,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_LeiBaoShu_Effect|0|0|0,,,,,,,
1000136614,1,裂缝召唤物3,血腥骑士,1000136614,1,Monster_XueXingQiShi/Monster_XueXingQiShi_LieDiLianJi_effect3,,MagicSkillCalc,999,2012201=10000|2012101=10000,7000,0,0,0,5,0,0,1,0,0,0,2,0,0,0,20,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FengHou|Monster_FengHou_LeiBaoShu_Effect|0|0|0,,,,,,,
1000136615,1,地狱审判,血腥骑士,1000136615,,Monster_XueXingQiShi/Monster_XueXingQiShi_DiYuShenPan,,PhysicalSkillCalc,999|999|999,,10000|10000|15000,0|0|0,0,3,35,0,0,35000|35000|35000,0|0|0,0,0,38,0,0,0,5,100,,,,,,0,1,0,,0,,,,,,,,,,Dungeon_BossRush|Monster_DeGuLa_DiYuShenPan|0|0|0,,,,,,,
1000136616,1,拔刀斩,骑士,210115,1,Player_Knight_ShiZiFenXun,0=1|2=1|3=1|4=1|5=1,PhysicalSkillCalc,10,,14000,10,0,0,4,1,1,12000,0,0,0,4,1,1,0,3,200,,,,7=8,,2,0,0,,0,,,,140|10,,5,,,,Player_Knight|Player_Knight_ShiZiFenXun|0|0|0,,,,,,,
1000150201,1,治愈术,绿饼人,1000150201,1,Monster_LvBingRen/Monster_LvBingRen_ZhiYuShu,,CureMonster,1|1|1,,300|400|400,0,0,0,25,0,0,500,0,0,0,45,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_FaLaoWang|Monster_FaLaoWang_ZhiYuShu|0|0|0,,,,,,,
1000150202,1,不死属性攻击,绿饼人,1000150202,1,Monster_LvBingRen/Monster_LvBingRen_BuSiAttack,,MagicSkillCalc,1,,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_FuShiZhuanZhi|Monster_YouLingJianShi_AnAttack|0|0|0,,,,,,,
1000150203,1,普攻,绿饼人,1000150203,1,Monster_LvBingRen/Monster_LvBingRen_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_KaLiSiGe|Monster_KaLiSiGe_Attack|0|0|0,,,,,,,
1000150301,1,普攻,邪恶礼盒,1000150301,1,Monster_XieELiHe/Monster_XieELiHe_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_HuangJinChong|Monster_HuangJinChong_Attack|0|0|0,,,,,,,
1000150302,1,金钱攻击,邪恶礼盒,1000150302,1,Monster_XieELiHe/Monster_XieELiHe_JinQianGongJi,,PhysicalSkillCalc,1,,20000,0,0,0,10,0,0,35000,0,0,0,10,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_HuangJinChong|Monster_HuangJinChong_JinQianGongJi|0|0|0,,,,,,,
1000150303,1,长矛刺击,邪恶礼盒,1000150303,1,Monster_XieELiHe/Monster_XieELiHe_ChangMaoCiJi,,PhysicalSkillCalc,999,,15000,0,0,0,0,1,2,17500,0,0,0,0,1,2,0,4,200,,,,,,0,0,0,,0,,,,,,,,,,Monster_RenYuShiBing|Monster_RenYuShiBing_ChangMaoCiJi|0|0|0,,,,,,,
1000150401,1,冰波利普攻,冰波利,1000150401,1,Monster_Bingboli/Monster_Bingboli_NewAttack,,CommonSkillCritCalc,1,,20000,0,0,0,1.1,0,0,20000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Bingboli|Monster_Bingboli_Attack|0|0|0,,,,,,,
1000150402,1,冰波利冰冻术,冰冻术,1000150402,1,Monster_Bingboli/Monster_Bingboli_NewBingdongshu,,MagicSkillCalc,1,200601=1200,20000,0,0,0.6,25,0,0,20000,0,0,0.6,20,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Bingboli|Monster_Bingboli_Bingdongshu|0|0|0,,,,,,,
1000150403,1,冰波利水属性攻击,属性攻击,1000150403,1,Monster_Bingboli/Monster_Bingboli_NewShuishuxinggongji,,MagicSkillCalc,1,,20000,0,0,0,20,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Bingboli|Monster_Bingboli_Shuishuxinggongji|0|0|0,,,,,,,
1000150404,1,冰霜领域,冰波利,1000150404,1,Monster_Bingboli/Monster_Bingboli_BingShuangLingYu,,MagicSkillCalc,999,5003301=5000,10000,0,0,0,25,0,0,5000,0,0,0,7,0,0,0,2,100,,,,,,0,0,0,,0,,,,,,,,,,Affix|Affix_BingShuangLingYu_BaoZha|0|0|0,,,,,,,
1000150501,1,多重攻击,玩具士兵,1000150501,1,Monster_WanJuShiBing/Monster_WanJuShiBing_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,
1000150601,1,普攻,甜饼人,1000150601,1,Monster_TianBingRen/Monster_TianBingRen_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Lanfengtu|Monster_Lanfengtu_Attack|0|0|0,,,,,,,
1000150602,1,冰箭术,甜饼人,1000150602,1,Monster_TianBingRen/Monster_TianBingRen_BingJianShu,,MagicSkillCalc,1,,20000,0,0,2,0,1,1.8,30000,0,1.92,0.48,0,1,1.8,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Lanfengtu|Monster_Lanfengtu_BingJianShu|0|0|0,,,,,,,
1000150603,1,圣属性攻击,甜饼人,1000150603,1,Monster_TianBingRen/Monster_TianBingRen_ShengAttack,,MagicSkillCalc,1,,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_FuShiZhuanZhi|Monster_YouLingJianShi_AnAttack|0|0|0,,,,,,,
1000150701,1,猎蝇普攻,伊特瓢虫,1000150701,1,Monster_YiTePiaoChong/Monster_YiTePiaoChong_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Lieying|Monster_Lieying_Attack|0|0|0,,,,,,,
1000150702,1,穿刺攻击,伊特瓢虫,1000150702,1,Monster_YiTePiaoChong/Monster_YiTePiaoChong_ChuanCiGongJi,,PhysicalSkillCalc,1,,20000,0,0,0,8,0,0,0,0,0,0,3,0,0,0,2,0,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaNaTuoSiZhiZhan|Monster_MoShenYingZi_ChuanCiGongJi|0|0|0,,,,,,,
1000150703,1,猎蝇沉默攻击,伊特瓢虫,1000150703,1,Monster_YiTePiaoChong/Monster_YiTePiaoChong_ChenMoGongJi,,DamageNil,1,3030701=10000,20000,0,0,1.5,5,0,0,20000,0,0,0,5,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Lieying|Monster_Lieying_ChenMoGongJi|0|0|0,,,,,,,
1000150801,1,普攻,巫婆,1000150801,1,Monster_WuPo/Monster_WuPo_Attack,,CommonSkillCritCalc,1,,10000,0,0,0,0,0,0,50000,,0,0,0,0,0,0,2,1,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaNaTuoSiZhiZhan|Monster_ZuZhouMoShu_Attack|0|0|0,,,,,,,
1000150802,1,诅咒攻击,巫婆,1000150802,1,Monster_WuPo/Monster_WuPo_ZuZhouGongJi,,PhysicalSkillCalc,1,,10000,0,0,0,15,0,0,10000,0,0,0,15,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeon_DaNaTuoSiZhiZhan|Monster_ZuZhouMoShu_ZuZhouGongJi|0|0|0,,,,,,,
1000150803,1,猎蝇沉默攻击,巫婆,1000150803,1,Monster_WuPo/Monster_WuPo_ChenMoGongJi,,DamageNil,1,3030701=10000,20000,0,0,1.5,10,0,0,20000,0,0,0,5,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Monster_Lieying|Monster_Lieying_ChenMoGongJi|0|0|0,,,,,,,
