Id,Title,Desc,TypeTab,SystemPlace,SortID,ParentID,FatherID,HasSwitch,SystemAtlas,SystemIcon,Systembutton,FunctionOrder,NpcJudgeFunction,CanOpenFx,FunctionPreviewOpen,BaseLevel,JobLevel,TaskId,OpenCloseTime,ServerOpenTime,ServerDescLv,NoticeDescLv,NoticeDescTask,NoticeDescTask2,CanNotice,NoticeBaseLevel,NoticeTitleText1,NoticeTitleText2,NoticeTitleAtlas,NoticeTitleImg,NoticeTitlePhoto,NoticeAtlas,NoticePhoto,NoticeReward,IsOpen,ProfessionLimit,LoginDays,AchievementLevel,IsOpenInCrossServer,IsCrossOpen
1070,技能翻页,主UI右下角的技能按钮区域可以通过点击“翻页”按钮来翻到另一页显示其他的技能按钮。,,,,,1070,0,,,,,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
10806,合成,,2,,,108,10806,1,Icon01,UI_Icon_Duanzao02.png,,,,,,28,,,,,,,,,,,,,,,,,,,1,,,,1,0
5040,,爱神之约,2|3,,,109,5040,0,Icon01,UI_Icon_xintiaohuiyi.png,,,,,,33,,,,,,,,,,,,,,,,FunctionBG01,UI_functionOpen_Pic05.png,,1,,,,1,0
5151,,IDIP玩法禁入-角斗场进入,3,,,,5151,0,,,,,,,,35,,,,,,,,,,,,,,,,,,,1,,,,1,0
9002,,双人载具,3,,,,9002,0,Icon_Vehicles01,UI_icon_item_reqiqiu.png,,,,,,38,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic09.png,,1,,,,1,0
9004,,变身载具,3,,,,9004,0,Icon_Vehicles01,UI_icon_item_Baobaoxiong.png,,,,,,40,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic10.png,,1,,,,1,0
140,乘骑,上载具的按钮,,,,,140,1,Main,UI_Icon_Zuoqi.png,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
5076,玩法说明,迷雾之森玩法说明,3,,,,5076,0,,,,OpenGameTips|2,,,,35,,,,,,,,,,,,,,,,,,,1,,,,1,0
998,问卷调查,,2,,,112,112,1,,,,OpenQuestionnaireMethod,,,,52,,,,,,,,,,,,,,,,,,,1,,,,1,0
10814,高级附魔,更高一级的进阶版的附魔,3,,,,10814,1,Icon01,UI_Icon_Fumo.png,,OpenEnchantAdvancedEvent,,,,75,,,,,,,,,,,,,,,,,,,1,,,,1,0
10813,套装,装备套装,2,,,114,10813,1,Icon01,UI_Icon_Fumo.png,,,,,,25,,,,,,,,,,,,,,,,FunctionBG02,UI_functionOpen_Pic12.png,,1,,,,1,0
6060,甜品,烹饪出来的甜品,2,,,6000,6000,1,Icon01,UI_Icon_Tianpin.png,,DessertSkillEvent,,,,99,,,,,,,,,,,,,,,,,,,0,,,,0,0
3051,,卡片回收，卡片出售功能,3,,,,3051,1,,,,ShopSellEvent|111,,,,200,,,,,,,,,,,,,,,,,,,1,,,,1,0
3090,卡片分解,跟卡片进化一起开放,3,,,,3090,1,Icon01,UI_Icon_Molikapianji.png,,RecoveCardEvent,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
999,商店,,3,,,,999,1,Icon01,UI_Icon_Shangdian.png,Icon_Shop,PropertyShopEvent|110,,,,999,,,,,,,,,,,,,,,,,,,1,,,,0,0
1010,出售,出售按钮,3,,,,1010,0,,,,ShopSellEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
1020,取消,取消按钮,3,,,,1020,0,,,,CancelEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
1030,世界地图传送,卡普拉身上的一个按钮，点击之后会打开世界地图，然后玩家可以选择传送到哪个地方,3,,,,1030,0,,,,OpenWorldMapEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1031,卡普拉传送,,,,,,1031,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1040,美发,在美容师NPC那里有两个选项：美发和美瞳，选美发可以换发型和发色,3,,,,1040,1,,,,BarberShopEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1050,美瞳,在美容师NPC那里有两个选项：美发和美瞳，选美瞳可以换眼镜形状和瞳孔颜色,3,,,,1050,1,,,,BeautyShopEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1060,职业展示,转职预览动画,3,,,,1060,0,,,,JobPreviewEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
2010,观看流星雨,爱神玩法，两个人一起观看一场流星雨,3,,,,2010,0,,,,EnterDungeonEvent|106,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
3010,道具商店,道具商店1,3,,,,3010,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|101,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3011,出售,出售功能,3,,,,3011,1,,,,ShopSellEvent|101,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3020,装备商店,装备商店,3,,,,3020,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|104,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3021,出售,出售功能,3,,,,3021,1,,,,ShopSellEvent|104,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4020,剑士武器店,装备商店,3,,,,4020,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|114,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4021,出售,出售功能,3,,,,4021,1,,,,ShopSellEvent|114,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4030,魔法师武器店,装备商店,3,,,,4030,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|115,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4031,出售,出售功能,3,,,,4031,1,,,,ShopSellEvent|115,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4040,盗贼武器店,装备商店,3,,,,4040,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|116,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4041,出售,出售功能,3,,,,4041,1,,,,ShopSellEvent|116,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4050,弓箭手武器店,装备商店,3,,,,4050,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|117,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4051,出售,出售功能,3,,,,4051,1,,,,ShopSellEvent|117,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4060,服事武器店,装备商店,3,,,,4060,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|118,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4061,出售,出售功能,3,,,,4061,1,,,,ShopSellEvent|118,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4070,商人武器店,装备商店,3,,,,4070,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|121,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4071,出售,出售功能,3,,,,4071,1,,,,ShopSellEvent|121,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4080,水产商人,水产商人,3,,,,4080,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|127,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4081,出售,出售功能,3,,,,4081,1,,,,ShopSellEvent|127,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4090,谷物商人,谷物商人,3,,,,4090,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|128,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
4091,出售,出售功能,3,,,,4091,1,,,,ShopSellEvent|128,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3030,头饰商店,头饰商店,3,,,,3030,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|107,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3031,出售,出售功能,3,,,,3031,1,,,,ShopSellEvent|107,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3040,染料商店,卖美发材料的商店,3,,,,3040,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|102,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3041,出售,出售功能,3,,,,3041,1,,,,ShopSellEvent|102,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3050,卡片商人,卡片商店,3,,,,3050,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|111,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3052,初心者商店,新手村卖药的商店,3,,,,3052,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|105,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3060,置换器商店,卖稀有道具的商人,3,,,,3060,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|108,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3061,出售,出售功能,3,,,,3061,1,,,,ShopSellEvent|108,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3071,出售,出售功能,3,,,,3071,1,,,,ShopSellEvent|120,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
3100,图纸碎片商店,用高等级图纸碎片兑换低等级图纸碎片,3,,,,3100,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|129,,,,45,,,,,,,,,,,,,,,,,,,1,,,,0,0
3110,奇异金属兑换,用于紫色碎片兑换饰品等道具,3,,,,3110,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|132,,,,40,,,,,,,,,,,,,,,,,,,1,,,,0,0
4990,,GM商店,3,,,,4990,0,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|103,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
5090,开始试炼,进入试炼副本，转职前体验各职业,2,,,,5090,0,Icon01,UI_Icon_Shangdian.png,,JobSelectEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
20001,奖励预览,预览某个玩法的奖励,1,1,10,,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1100,初心者登记,玩家进入游戏的时候在NPC处起名,,,,,1100,0,,,,ModifyNameEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1108,骑乘大嘴鸟,大嘴鸟兑换,3,,,,1108,1,Icon01,UI_Icon_Shangdian.png,,OpenBattleVehicleEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1109,训练猎鹰,猎鹰兑换,3,,,,1109,1,Icon01,UI_Icon_Shangdian.png,,OpenBattleBirdEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1110,改造手推车,手推车兑换,3,,,,1110,1,Icon01,UI_Icon_Shangdian.png,,OpenRefitTrolleyEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
9008,任务,,,,,,9008,0,Task,UI_Common_Task_Type_1.png,,OpenTask,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90081,喷泉舞蹈会,,,,,,9008,0,Icon01,UI_Icon_Paidui.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90082,物种天然,,,,,,9008,0,Icon01,UI_Icon_Diaoyu.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90083,白羽团历练,,,,,,9008,0,Icon01,UI_Icon_Gonghui02.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90084,收集道具,,,,,,9008,0,Icon02,UI_Icon_Zawushiqu.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90085,魔物试炼,,,,,,9008,0,Icon01,UI_Icon_Guaji.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90086,沿路之景,,,,,,9008,0,Icon01,UI_Icon_Xiangji02.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90087,高级魔物研究,,,,,,9008,0,Icon01,UI_Icon_Mvp.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
90088,贸易传说手记,,,,,,9008,0,Icon02,UI_Icon_Shangcheng.png,,DelegateEvent,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
5121,野外练级,野外练级，经验获取途径用,,,,,5121,0,Icon01,UI_Icon_Guaji.png,,OpenGuaji,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
5123,跑商,倒买倒卖，在一个地方买东西然后到另一个地方卖,3,,,,5123,1,,,,OpenBusinessMap,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
5124,玩法说明,幻化成商玩法说明,3,,,,5124,0,,,,OpenGameTips|13,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
10816,喵喵丰收,喵喵丰收,2,,,112,10816,1,IconMain,UI_Icon_Xianshi_Main.png,,OpenTimeLimit,,,,11,,,,,55,,,,,,,,,,,,,,0,,,,1,0
1204,挂机设置,,,,,,1204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
9101,玩法说明,钓鱼采集玩法说明,3,,,,9101,0,,,,OpenGameTips|6,,,,32,,,,,,,,,,,,,,,,,,,1,,,,1,0
9102,玩法说明,无导航拍照玩法说明,3,,,,9102,0,,,,OpenGameTips|7,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
9103,玩法说明,收集道具玩法说明,3,,,,9103,0,,,,OpenGameTips|8,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
9104,玩法说明,魔物试炼玩法说明,3,,,,9104,0,,,,OpenGameTips|9,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
9105,玩法说明,生命的奇迹玩法说明,3,,,,9105,0,,,,OpenGameTips|10,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
9106,玩法说明,诗人阿戴尔玩法说明,3,,,,9106,0,,,,OpenGameTips|11,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
9107,玩法说明,高级魔物研究玩法说明,3,,,,9107,0,,,,OpenGameTips|12,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
9108,玩法说明,喷泉舞蹈会玩法说明,3,,,,9108,0,,,,OpenGameTips|21,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
141,,收益统计开启,5,,,,141,1,,,,,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
142,,BGM房间,3,,,,142,0,,,,OpenBGMRoomEvent,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
144,,挂机按钮（自动战斗）,5,,,,144,1,,,,,,,,10,,,,,,,,,,,,,,,,,,,1,,,,1,0
148,,搭配,5,,,,148,1,,,,,,,50,60,,,,,,,,,,50,,,,,,,,,1,,,,1,0
149,天赋,贝鲁兹多方案,2,,,,149,1,Icon_ItemMaterial05,UI_icon_item_beiluzhexin.png,,,,,,55,,,,,,55,,,,,,,,,,,,,1,,,,0,0
1205,挂机自动吃药设置,,,,,,1205,0,,,,UseAutoMedicine,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1206,挂机范围设置,,,,,,1206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,0
1207,挂机杂物拾取设置,,,,,,1207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,0
1028,技能队列设置,,,,,,1028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,0
160,聊天,聊天频道（占用）,,,,,160,1,,,,OpenChat,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
170,成长贴士,卡普拉咨询（暂命名为贴士）,1,2,4,,170,1,IconMain,UI_Icon_CapraFAQ.png,,OpenCapraFAQEvent,,,,10,,,,,,,,,,,,,FunctionPreview,,,,,,1,,,,1,0
1701,问答,卡普拉咨询，问答界面,2,,,170,170,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,1,0
1702,贴士,卡普拉咨询，贴士界面（原百科）,2,,,170,170,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,1,0
171,推送,推送,2,,,,171,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,1,0
11407,称号,,2,,,114,114,1,,,,OpenTitleEvent,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
11408,首领图鉴,,4,,,,114,0,,,,OpenLeaderEvent,,,,0,,,,,,,,,,,,,,,,,,,1,,,,1,0
11409,头像,称号和头像拆分了,,,,,114,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
11413,首领攻略,,2,,,114,114,0,HandbookIcon01,UI_HandbookIcon_Icon_08.png,,OpenLeaderEvent,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
11204,卡普拉贵宾卡,特权月卡功能（卡普拉贵宾卡）,2,,,112,11204,1,,,,OpenMonthCard,,,,11,,,,,,,,,,,,,,,,,,,1,,,,1,0
11205,卡普拉贵宾礼包,月卡特权礼包,,,,,11204,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,1,,,,1,0
1029,挂机状态设置,,,,,,1029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,0
151,占用,道具飞到背包的动画,4,3,,,151,0,Icon01,UI_Icon_Beibao.png,Icon_Beibao,OpenBagEvent,,1,,103,,,,,,,,,,,,,,,,,,,1,,,,1,0
10601,时尚度奖励,时尚度奖励功能id，暂时只用于前端获取途径显示,2,,,,106,0,Icon01,UI_Icon_Zhuangban.png,,,,,,9,,,,,,,,,,,,,,,,,,,1,,,,1,0
11301,成就等级,成就等级功能id，暂时只用于前端获取途径显示,2,,,,113,0,Icon01,UI_Icon_Chengjiu02.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,0,0
10001,使用条款,使用条款、利用条款、个人隐私、运营政策,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0
11302,领取奖励,成就-领取奖励,2,,,,113,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,0,0
16009,语音聊天,发送语音功能,,,,,160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
11206,特权月卡IOS订阅,特权月卡IOS订阅,,,,,11204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0
12000,勘测器,宝藏猎人勘测器,3,,,,180,0,,,,OpenTreasureHunterInfo,,,,35,,,,,,,,,,,,,,,,,,,1,,,,1,0
12001,宝藏猎人,宝藏猎人功能,3,,,,180,0,,,,GetTreasureHunterTask|TreasureSearchTaskID,,,,35,,,,,,,,,,,,,,,,,,,1,,,,1,0
12002,彩虹之约,双人契约功能,3,,,,180,1,,,,RequestOpenStartDoubleContractPanel,CheckShowDoubleContractBtn,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
12003,彩虹之约道具界面,双人契约功能,3,,,,12003,1,,,,RequestOpenDoubleContractPanel,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
12004,回归招募,回归招募功能-节日活动,2,,,,180,1,,,,OpenReturnRecruitTask,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
12005,回归招募,回归招募功能-npc对话,3,,,,180,1,,,,OpenReturnRecruitContract,CheckShowReturnRecruitBtn,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
12007,招募商店,招募商店开关,2,,,,12004,1,,,,OpenRecruitShopContract,CheckShowRecruitShopBtn,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
12008,回归招募奖励开关,玩法说明,2,,,,12004,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
12009,回归招募任务总开关,玩法说明,2,,,,12004,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
12013,回归招募线下分享奖励,回归招募线下分享奖励,2,,,,12004,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,0,0
180,节日活动,节日限时活动,1,2,10,,180,1,IconMain,UI_Icon_Jierihuodong.png,,OpenFestivalActivity,,,,25,,,,,,,,,,,,,,,,,,,1,,,,0,0
18001,节日活动,节日限时活动,,,,,,,Icon01,UI_Icon_Paidui.png,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,0,0
11207,兑换礼包,兑换码礼包,2,,,112,112,1,,,,OpenCDKey,,,,20,,,,,,,,,,,,,,,,,,,0,,,,0,0
1220,会员卡（双倍奖励触发道具）,会员卡（双倍奖励触发道具）,,,,,1220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
1221,贵宾卡道具,贵宾卡道具，月卡特权发,,,,,1221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
172,社区,韩国社区URL入口,1,4,6,,172,1,IconMain,UI_Icon_Luntan.png,,OpenCommunityURL,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,0
1085,游戏评价,功能屏蔽专用,,,,,1085,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0
8001,绵绵岛补给,限时活动签到,2,,,,8001,1,,,,OpenActivityCheckIn,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
124,普通返利月卡,普通返利月卡,,,,,126,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,0,,,,1,0
1241,普通返利月卡,用于投食直接购买,,,,,124,1,,,,OpenBuyRebateNormal,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
1251,超级返利月卡,用于投食直接购买,,,,,125,1,,,,OpenBuyRebateSuper,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
125,超级返利月卡,超级返利月卡,,,,,126,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
126,返利月卡,返利月卡,2,,,112,126,1,,,,OpenRebateMonthCardPanel,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
12401,普通返利月卡,普通返利月卡快速获得,,,,,124,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,0,,,,0,0
12501,超级返利月卡,超级返利月卡快速获得,,,,,125,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,0,,,,0,0
20002,韩国扣费政策本地化,,,,,,20002,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,0
12010,BINGO游戏,BINGO游戏,2,,,,180,0,,,,OpenBingo,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
13000,新王的号角,新王的号角,2,,,,180,1,,,,OnBtnOpenActivityNewKing,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
152,聊天屏蔽,通过屏蔽他人来使聊天频道清净,,,,,152,1,,,,,,,,10,,,,,,,,,,,,,,,,,,,1,,,,1,0
1045,免费装扮,针对预注册玩家,3,,,,1045,0,,,,LetsDressUp,,,,0,,,,,,,,,,,,,,,,,,,1,,,,1,0
19007,时空商人,限时卡片租赁,3,,,,19007,1,Icon01,UI_Icon_Kapian.png,,OpenCardExchangeShop,,,,30,,,,,,,,,,,,,,,,,,,1,,,,1,0
11410,头像框,头像的边框,,,,,114,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
11411,气泡框,聊天发言时，聊天框装饰,,,,,114,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
11412,聊天标签,聊天发言时，名称前方的小图标,,,,,114,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
11415,卡片合成,卡片手册中，通过卡片碎片合成整张卡片,2,,,,11415,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,0,,,,0,0
11414,卡片收藏,收藏卡片增加属性,,,,,11406,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
11208,首充礼包,首充后赠送礼包,1,1,12,,11208,1,IconMain,UI_Icon_Shouchong.png,,OpenFirstRecharge,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
11209,卡普拉礼包,定期开启金币礼包（显示）,,,,118,118,1,,,,OpenCapraReward,,,,25,,,,,,,,,,,,,,,,,,,0,,,,0,0
11210,卡普拉礼包1,卡普拉礼包1,,,,,11209,0,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,0,0
11211,卡普拉礼包2,卡普拉礼包2,,,,,11209,0,,,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,0,0
11212,卡普拉礼包3,卡普拉礼包3,,,,,11209,0,,,,,,,,30,,,,,,,,,,,,,,,,,,,0,,,,0,0
4100,装备图纸商人,使用材料兑换装备图纸,3,,,,4100,1,Icon01,UI_Icon_Jiaoyi.png,,OpenEquipShardTable,,,,45,,,,,,,,,,,,,,,,,,,1,,,,1,0
19008,卡片额外掉落,卡片额外掉落开关,,,,,19008,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
1089,分享功能,分享功能,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
153,祈福经验,祈福经验,,,,,153,1,,,,,,,,30,,1000190|1000191|1000192|1000193|1000194|1000195,,,,,,,,,,,,,,,,,1,,,,1,0
154,查看他人装备,查看他人装备,2,,,107,107,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
11213,回归奖励,回归奖励app入口,,,,112,112,1,,,,OpenReturnActivity,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
11214,回归登录奖励,回归奖励app页签,,,,11213,11213,1,,,,,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
11215,回归活跃奖励,回归奖励app页签,,,,11213,11213,1,,,,,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
11216,回归积分商店,回归奖励app页签,,,,11213,11213,1,,,,,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
11217,回归果实商店,回归奖励app页签,,,,11213,11213,1,,,,,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
11218,回归特权展示,回归奖励app页签,,,,11213,11213,1,,,,,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
6710,剧情外链分享,剧情外链分享,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0
11311,萌新奖励,萌新奖励app入口,,,,112,112,1,,,,OpenNewPlayerBox,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
11312,萌新等级礼盒,萌新奖励app页签,,,,11311,11311,1,,,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
11313,萌新喵果商店,萌新奖励app页签,,,,11311,11311,1,,,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
11314,萌新特权展示,萌新奖励app页签,,,,11311,11311,1,,,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,1,0
11333,意见反馈,,,,,,,1,,,,OpenSuggestionCollect,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
3200,博仁斯攻略战,功能开启，进入战场,3,,,,3200,1,,,,,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
3201,博仁斯攻略战兑换商店,狩猎场积分兑换商店,3,,,,3200,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|147,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
3202,进入战场,博仁斯攻略战入口,3,,,,3200,1,,,,EnterHuntField|401,CheckShowEnterHuntFieldBtn,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
3203,退出战场,博仁斯攻略战出口1,,,,,3200,1,,,,LeaveScene,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
3204,退出战场,博仁斯攻略战出口2,,,,,3200,1,,,,LeaveScene,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
3205,道具商店,道具商店1,3,,,,3205,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|133,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
3206,玩法说明,博仁斯攻略战玩法说明,3,,,,3206,0,,,,OpenGameTips|23,,,,55,,,,,,,,,,,,,,,,,,,1,,,,1,0
