ID,TalkLanguage,AudioPath,TalkTime,Pos,Scale,IsDistinguishSex,LocalizationArea,Area
10805,面具弄丢了，刚才那个白袍女巫……是什么人呢？,,4,,,,,
10806,问问教堂前的那个人吧，看他是不是知道班波在哪。,,2.5,,,,,
10807,蓝莓、朗姆酒、薄荷叶……摇一摇~,,3,,,,,
10808,要小心一点，被发现就糟糕了。,,3,,,,,
10809,居然忙到忘记去乐园团了……快点过去吧~,,4,,,,,
10810,野猪刚刚从这附近逃跑，烤肉或许可以把他引出来~,,3,,,,,
10811,就是这些野猪之中，有变异魔物！,,4,,,,,
10812,嗯……向士兵询问吧！,,4,,,,,
10813,又是那个邪门的仪式…唉，这古卷看上去不对劲啊…,,3,,,,,
10814,怎么来的这么慢，快来帮助我解开封印！,,3,,,,,
10815,该死的魔物，通通去死吧！,,2.5,,,,,
10816,两位不要争吵了，刺客公会来报，说梦罗克发生了异变,,3,,,,,
10817,使用这个定向蝴蝶翅膀，快速到达梦罗克吧,,3,,,,,
10818,糟糕，这些尸体好像发生了异变！,,3,,,,,
10819,喝下变声药水就能模仿露克希的声音了吧~,,3,,,,,
10820,愚蠢的人类，竟然扰人清梦，受死吧！,,3,,2,,,
10821,这法阵中，竟然藏着一个人……,,3,,,,,
10822,乐园团应该就是这里了。,,3,,,,,
10823,咦，好像听见有孩子的歌声……,,3,,,,,
10824,嗯，应该是这个方向。,,3,,,,,
10825,变身药水好像失效了……不过还好混了进来。,,3,,,,,
10826,好奇怪的东西,,2.5,,,,,
10827,住手！,,2.5,,,,,
10828,毛躁！,,2.5,,,,,
10829,这野猪皮糙肉厚， 我的武器似乎很难奏效,,2.5,,,,,
10830,突然，不知道它哪里来的蛮力，它加速将我撞倒了……,,2.5,,,,,
10831,危机时分，我听到有身着铠甲之人向我靠近，来者正是赛依连,,2.5,,,,,
10832,好奇怪的……十字印痕！什么？竟让这些人变成魔物！,,3,,,,,
10833,咦？我的包呢？,event:/CV/Cutscene/CS_100013_01,2.5,,,1,,24
10834,可恶的盗贼，别跑！,event:/CV/Cutscene/CS_100013_02,3,,,1,,24
10835,原来这里就是秋之实啊，和稻草人合张影吧~,,3,,,,,
10836,哇~这真是春日里的一抹亮色~,,3,,,,,
10837,下面去梦罗克找奇诺问问夏之海在哪吧~,,3,,,,,
10838,奇诺说沿着这个爬上去就是了,,3,,,,,
10839,嗯……去找情报贩子应该能买到Z团窝点的相关情报,,3,,,,,
10840,哈哈哈，这就是我说的那条自己送上门的大鱼，兄弟们收好咯,,4,,,,,
10841,波利岛，好像有点远呐……,,3,,,,,
10842,应该就是那个巨大的波波利了！,,3,,,,,
10843,这个闪闪发光的项链……应该就是葛豪丢的那条吧~,,4,,,,,
10844,前面应该就是他们的秘密基地了吧~,,3,,,,,
10845,就是这里了，塔姬乌丝已经进到去了吗？,,3,,,,,
10846,咦，新面孔嘛~好像之前没怎么见过你,,3,,,,,
10847,前面好像有个蚂蚁自言自语说着什么,,3,,,,,
10848,塔姬乌丝并不在这里，中心处好像有声响！快过去看看吧,,3,,,,,
10849,不要过来喵~可恶！,,3,,,,,
10850,沉船小岛附近的确有很大概率藏着丢失的物资,,4,,,,,
10851,物资果然就在这里……检查周围有没有可疑的人！,,3,,,,,
10852,哼！既然被发现了，那就去死吧,,3,,,,,
10853,算你有本事，这次就饶过你！,,3,,,,,
10854,材料问题已经确定了，下面去找占卜者吧,,3,,,,,
10855,占卜者说的没错，果然有个苦差事……,,3,,,,,
10856,这以前好像是船员的房间，搜查一下有没有那本笔记,,3,,,,,
10857,与玛娅约定好在这沉船迷宫集合，可是……人呢？,,4,,,,,
10858,击败那些巨大幽灵，乔那丹的笔记就在他的腹中……,,3,,,,,
10859,外、外来……的人类？,,3,,,,,
10860,那里是……骑士团留下的标记？,,3,,,,,
10861,这标记还很新，指向那个方向。,,3,,,,,
10862,已经……牺牲了吗？为这位骑士默哀。,,3,,,,,
10863,（尖锐的）嗷！！！,,3,,,,,
10864,叽嘻嘻，是时候实验下最新的研究成果了！,,3,,,,,
10865,可恶……只差一点了！,,3,,,,,
10866,另外的方向是指……那个方位？,,3,,,,,
10867,这血迹是新鲜的，并且指向前面一点的地方！,,3,,,,,
10868,嗯……是时候打开一条路了,,3,,,,,
10869,应该就是这附近，喝下蘑菇汁液就能看到远古石碑了吧,,3,,,,,
10870,这可真是个苦差事，海底洞窟2F居然那么远……还要往下一层,,4,,,,,
10871,珍珠、黄玉、彩鳞、漆珠，嗯……下可以回去交差了,,3,,,,,
10872,那就是……迪文吗？,,3,,,,,
10873,嘿！巫师公会可不是能随意进入的！,,3,,,,,
10874,我来看看，怎么前往吉芬塔2F呢？,,3,,,,,
10875,墓地区域，好像有奇怪的光……去哪里看看吧。,,3,,,,,
10876,那边似乎……有个人？,,3,,,,,
10877,若是我没记错的话，这南瓜先生应该是下一层的魔物……,,3,,,,,
10878,鬼火也不应该出现在这里啊……裂隙的另一边莫非是葛帔尼亚吗？,,3,,,,,
10879,嗯，去下一层看看吧……,,3,,,,,
10880,里面似乎有一股，更加邪恶的气息！,,3,,,,,
10881,那种恶魔……怎么可能出现在这里！,,3,,,,,
10882,这样魔物标本就足够了，下面去找找巨大花朵的花粉吧,,4,,,,,
10883,果然越往深处，怨恨之气越加明显,,3,,,,,
10884,还要往下一层吗……这里的瘴气都已经重成这样了,,4,,,,,
10885,这么多磷粉，足以照亮整个3F！,,3,,,,,
10886,此处极度危险……快离开！,,3,0.1=0.3=0,,,,
10887,嗯……下面去西北方向看看吧……,,3,,,,,
10888,可恶！真不甘心死在这里啊,,3,,,,,
10889,那就先回去吧，不过塞尼亚……真的能全身而退吗？,,3,,,,,
10890,汪汪！汪汪汪汪！,,3,,,,,
10891,小心，那里有陷阱！,,3,,,,,
10892,嗷！！！,,3,,,,,
10893,很好，利用陷阱把这个大家伙打趴下！,,3,,,,,
10894,斐扬的医者……去找孟春问问看吧,,3,,,,,
10895,嗯……记得要先拍照,,3,,,,,
10896,真不知道时隔那么久，还能不能找回那枚戒指,,3,,,,,
10897,符文指向……沉船迷宫深处！,,3,,,,,
10898,戒指居然找到了，这样应该能获取杨森船长的信任了吧,,3,,,,,
10899,居然能找到这里来，依靠的是能量波长探测仪吧,,3,,,,,
10900,糟了，陷阱！,,3,,,,,
10901,哪里来个送死的冒险者，既然被发现了，那就干掉他！,,3,,,,,
10902,堕落在无尽的噩梦之中吧！,,3,,,,,
10903,去贤者之间打探一下吧~,,3,,,,,
10904,可恶，竟然被他逃走了……去找巴雷蒙德吧。,,3,,,,,
10905,呵呵呵，贤者的命我收下了！,,3,,,,,
10906,这就是巴斯德所说的地方了吧，那里有个可疑的人！,,3,,,,,
10907,窝点的入口就是前面的那个石碑吗？,,3,,,,,
10908,关于宝妮说的博仁斯的相关记载就在这里吗？,,3,,,,,
10909,试试能不能阻止他们！,,3,,,,,
10910,既然已经选择献上生命，那就变成另外一种献身吧。,,4,,,,,
10911,神器成型之时，就是世界覆灭之日！,,3,,,,,
10912,这就是献祭点附近了吗？先藏起来，那边似乎有动静。,,4,,,,,
10913,可恶的人类，居然扰鬼清梦！,,3,,,,,
10914,奇怪？这里……难道不是露克希的墓地吗？,,3,,,,,
10915,嗯，差不多了。去找宝妮吧,,3,,,,,
10916,看看他还掉了什么东西……,,3,,,,,
10917,多亏你我才能找到这个，多谢~,,3,,,,,
10918,哈哈哈，先走一步，恕不奉陪！ ,,3,,,,,
10919,那里……好像有一个昏迷的人,,4,,,,,
10920,喂！冒险者，我们在这里！,,3,,,,,
10921,去找找幸存的考古学者吧，兴许能问出些什么,,4,,,,,
10922,就是现在！使用圣灵项链！,,3,,,,,
10923,搞错了吗？怎么会在这么偏僻的地方？,,3,,,,,
10924,嘿嘿嘿，兄弟们有生意来了！,,3,,,,,
10925,好厉害！兄弟们快撤！,,2.5,,,,,
10926,快给我酒！我要梦罗克果酒！,,3,,,,,
10927,这么快……就被发现了吗？,,3,,,,,
10928,小心，若是你也被困住就麻烦了！,,3,,,,,
10929,爬上去就足够高了吧！,,3,,,,,
10930,果然是经过加密的，还是去找找暗号学专家吧,,3,,,,,
10931,哈哈！果然前面有一个奇异的石碑~,,3,,,,,
10932,嗯……不错，我认可你们的能力,,3,,,,,
10933,婚礼的日期，竟然是一百多年前。这……,,4,,,,,
10934,年幼时玛莎和路易在一个雨巷救下了一几乎饿到昏厥的、比他们年龄稍长孩子,event:/CV/Cutscene/CS_100045_01,3,,,,,26
10935,她有着异于常人的元素亲和力，在她用法术救下卢易之后，就成了他们的老大,event:/CV/Cutscene/CS_100045_02,3,,,,,26
10936,他们一起偷东西是为了养活城中更多的孤儿，而那时候的团长会为这些小贼的任性买单,event:/CV/Cutscene/CS_100045_03,3,,,,,26
10937,她的似乎被善良和爱意感化，愿意放下仇恨开始了新生活,event:/CV/Cutscene/CS_100045_04,3,,,,,26
10938,人们议论纷纷，年轻善良的骑士团团长因为对王室不恭而被捕并处以极刑,event:/CV/Cutscene/CS_100046_01,3,,,,,26
10939,团长成了政治阴谋的牺牲品，她的太阳从此熄灭，绝望的她倒下了,event:/CV/Cutscene/CS_100046_02,3,,,,,26
10940,那些幻想终于被现实的冷水泼醒，从此之后绝望的她托着病躯消失，她的名字叫做古娜,event:/CV/Cutscene/CS_100046_03,3,,,,,26
10941,拉乐希斯与妻子相拥看在埃尔贝塔的夜色中看海，衔尾蛇戒指是他们永恒的约定,event:/CV/Cutscene/CS_100050_01,3,,,,,26
10942,可悲的是，拉乐希斯以代号衔尾蛇出现在王室的对赌协议之中,event:/CV/Cutscene/CS_100050_02,3,,,,,26
10943,拉乐希斯效忠的巴尔特家族政要，诱导路娜代替拉乐希斯以衔尾蛇的身份牺牲,event:/CV/Cutscene/CS_100050_03,3,,,,,26
10944,路娜死后，拉乐希斯以被抹杀的衔尾蛇的幽灵身份获得了王室对赌协议的最终胜利,event:/CV/Cutscene/CS_100050_04,3,,,,,26
10945,普隆德拉骑士团定制计划希望夺回被教国偷走的神器盐之桩,event:/CV/Cutscene/CS_100047_01,3,,,,,8
10946,争夺神器的战斗在教国边陲的博仁斯一触即发，却出现了所有人都意想不到的局面,event:/CV/Cutscene/CS_100047_02,3,,,,,8
10947,骑士团法师失误击中了神器盐之桩引发了巨大的爆炸将整个博仁斯小镇夷为平地,event:/CV/Cutscene/CS_100047_03,3,,,,,8
10948,那些弱小的人，在这巨大的力量之下，一瞬间便被剥夺了所有,event:/CV/Cutscene/CS_100047_04,3,,,,,8
10949,弟弟的灵魂前往亡者国度尼夫海姆，哥哥一直都与他同行，似乎从未离开过,event:/CV/Cutscene/CS_100068_01,3,,,,,26
10950,可、可恶的人类！兄弟们上！,,3,,,,,
10951,嗯……在这附近吗？试试波长探索装置吧！,,3,,,,,
10952,啊咔咔咔咔咔，挡、我、者……死！,,3,,,,,
10953,尤利卡好像并不在这里，问问登记官吧,,3,,,,,
10954,尤利卡被魔物困住了！先去帮她解围吧,,3,,,,,
10955,卑鄙的人类！受死吧！,,3,,,,,
10956,嘿！冒险者，与我一同成就一件大事吧！,,3,,,,,
10957,冒险者，我这里有一件事需要你的帮助…,,3,,,,,
10958,冒险者，这里有一件很适合你的工作哟~,,3,,,,,
10959,嘿！朋友，好久不见！希望委托你去做一件事。,,3,,,,,
10960,嘿！冒险者，这里有你的信！,,3,,,,,
10961,难道你也要骗我吗？受死吧！,,3,,,,,
10962,不好！塔姬乌丝被蚁后击败了，我得去帮帮她！,,3,,,,,
10963,你抵挡蚁潮，我要想办法点燃物资树里的易燃物，这是我们逃出去的唯一方法！,,3,,,,,
10964,来帮帮忙，还差一点……,,3,,,,,
10965,尽全力跟上我吧！,,3,,,,,
10966,这冥界之门明明可以释放魔物，却又如同虚影一般不可触碰……,,3,,,,,
10967,嘿，冒险者，这东西我找了很久，我们来做个交易吧！,,3,,,,,
10968,可恶！竟然是伪装的魔物！,,3,,,,,
10969,这里有一只睡懒觉的猫……,,3,,,,,
10970,原来是一只狗……,,3,,,,,
10971,这里怎么会有恶灵？干掉他！,,3,,,,,
10972,到了，找个人问问吧,,3,,,,,
10973,灯塔管理员应该就在上面吧,,3,,,,,
10974,走开！可恶的魔物！,,3,,,,,
10975,年轻人，不如坐下来喝碗汤吧,,3,,,,,
10976,有谁能看到我吗？帮帮我吧！,,3,,,,,
10977,这附近……翻滚着邪恶的魔法力量,,3,,,,,
10978,这痕迹似乎是……指向那棵树下！,,3,,,,,
10979,出乎意料的顺利……进去看看吧,,3,,,,,
10980,跟我来吧，就在不远的地方,,3,,,,,
10981,诸灵听我呼唤，遵循神之旨意，从混沌中苏醒……,,3,,,,,
10982,300余年居然还能保持如记载中的原貌……,,3,,,,,
10983,这里就是特雷斯特汉姆古城……吗？,,3,,,,,
10984,这就是宝妮说的能量波动点了吧，确实有些特殊……,,3,,,,,
10985,这是黑色羽毛？我们的调查方向，应该是对的,,3,,,,,
10986,若不是要找坠落者和钥匙……一定不会放过你们,,3,,,,,
10987,一封……沾有血迹的手书？,,3,,,,,
10988,去死！都去死！哈、哈哈哈哈哈哈！,event:/CV/Cutscene/CS_100106_01,3,,,,,26
10989, 啊！！！,event:/CV/Cutscene/CS_100106_02,3,,,,,26
10990,这是一封信？拿去给王子吧,,3,,,,,
10991,这是……刺杀者！？快去看看王子是否安好,,3,,,,,
10992,好高啊，一定要爬上去才行……,,3,,,,,
10993,这里没有半个影子，口哨真能引出他吗？,,3,,,,,
10994,嗯，应该就是这附近了,,3,,,,,
10995,这里似乎有一股……杀气！,,3,,,,,
10996,墓地的人不多，询问一下那个人吧,,3,,,,,
10997,信中提到的……应该是这个人吧！,,3,,,,,
10998,出来吧，不要打扰安眠的灵魂！,,3,,,,,
10999,那是……其他的冒险者？,,3,,,,,
11000,前面那颗树下好像有人！让我去看看！,,3,,,,,
11001,啊，人鱼公主，为何你变得不一样了！这是…眼泪！,,3,,,,,
11002,买到好吃的冰淇淋啦！,,3,,,,,
11003,拉武雷你真是逊毙了！,,3.5,,,,,
11004,他的情绪很不稳定，需要弄些安神药水来。,,3,,,,,
11005,看起来他好像清醒了点,,3,,,,,
11006,你最好快点帮我把他揪出来！,,3.5,,,,,
11007,这就是宝妮和卡努吗？这就去找他们！,,3.5,,,,,
11008,到吉芬了以后毫无头绪啊！先去问问卫兵吧，或许有消息。,,3.5,,,,,
11009,吉芬东这么大！去哪里找他们呢……问问卡普拉小姐姐吧！,,3.5,,,,,
11010,这里的魔物比想象的多……,,3.5,,,,,
11011,卡努听话，别唱了……有陌生人来了！别像上次那样惹麻烦……,,3.5,,,,,
11012,啊，好可怕呀，蘑菇为什么会长嘴巴，妈妈救我。,,3.5,,,,,
11013,班波一定隐瞒了什么！！我一定要找他问清楚！,,3.5,,,,,
11014,这都写了些什么，看不懂……,,3.5,,,,,
11015,都来看一看啊！刚做好的红色药水！治愈力超强！冒险必备！,,4,,,,,
11016,翻东西的时候当心藏在货物里的魔物们！,,3.5,,,,,
11017,这么多财宝……客户怎么还没来，问问导师该怎么办,,3.5,,,,,
11018,辛苦你了，我有点事情耽搁了一下……,,3.5,,,,,
11019,该死！真有魔物！,,3.5,,,,,
11020,似乎比平时多了些人呐！,,3.5,,,,,
11021,到处都是切磋的人啊！,,3.5,,,,,
11022,就是这里了，我先进去了~,,3.5,,,,,
11023,似乎就是前面那种魔物！,,3.5,,,,,
11024,太好了，这下一定能打败扎尔曼了！,,3.5,,,,,
11025,嘿！在这呢！好久不见！,,3.5,,,,,
11026,是尤利卡！,,3.5,,,,,
11027,那边孩子的手上似乎是护身符！,,3.5,,,,,
11028,伊斯鲁德角斗场依然这么热闹啊！,,3.5,,,,,
11029,嘿！这里，老位置！,,3.5,,,,,
11030,再…..再来一杯！嗝！,,3.5,,,,,
11031,应该就是这棵树了没错。,,3.5,,,,,
11032,喝！喝一杯，嗝，你们都，喝不过我……,,3.5,,,,,
11033,还是先去找赫拉的丈夫了解情况吧,,3.5,,,,,
11034,古德拉斯似乎不在家，去问问那边的人吧。,,3.5,,,,,
11035,询问下这里的卡普拉有没有见过赫拉吧！,,3.5,,,,,
11036,这柄法杖是属于赫拉的！,,3.5,,,,,
11037,是赫拉！我们快救她！,,3.5,,,,,
11038,不要停下，按我的做你马上就能恢复青春！,,3.5,,,,,
11039,找到了！在这里！给您看看。,,3.5,,,,,
11040,那边的人似乎在谈论赫拉，去问问吧。,,3.5,,,,,
11041,前面似乎有什么东西，捡起来看看。,,3.5,,,,,
11042,嗨！就差你了，快来！,,3.5,,,,,
11043,救命啊！好多黑蛇！,,3.5,,,,,
11044,前面似乎有什么东西，去看看！,,3.5,,,,,
11045,这似乎是一把染血的斧头！,,3.5,,,,,
11046,糟糕，这么多狂暴的螳螂！,,3.5,,,,,
11047,一只巨大的地龙……它发现我们了！,,3.5,,,,,
11048,这只小狗的身上……似乎有一个纸团,,3.5,,,,,
11049,就在前面了！,,3.5,,,,,
11050,一本残破的手记……里面记载了什么？,,3.5,,,,,
11051,是黑蛇的躯体残骸，有人在这里研究魔物吗？,,3.5,,,,,
11052,前面似乎有个人，去问问他吧！,,4,,,,,
11053,糟糕，好多大斧犬妖挡道！,,4,,,,,
11054,树下有好多榔头犬妖，先消灭他们！,,4,,,,,
11055,哎，这糟糕的天气！,,4,,,,,
11056,老人家，请问你过去曾经参加过犬妖之战吗？,,4,,,,,
11057,一群拦路的榔头犬妖……这里魔物可真多！,,4,,,,,
11058,等等……那里掉落了一块绿宝石？,,4,,,,,
11059,刚刚真是危险，你被绿宝石所操控了！,,4,,,,,
11060,不错……是个能打的，看来能帮助我。,,4,,,,,
11061,奇怪……凯莉为什么要采集魔物血液？,,4,,,,,
11062,这个旅行团鬼鬼祟祟的，果然有古怪，跟去看看。,,4,,,,,
11063,这个人竟然就这样走了？！也太奇怪了！,,4,,,,,
11064,我们沿着卡普拉小姐说的方向去看看。,,4,,,,,
11065,我还是先去马车森林吧,,4,,,,,
11066,我要在这里给骑士团留下标记,,4,,,,,
11067,酒果然在这里！快拿起来。,,4,,,,,
11068,赶紧带着酒去找卡洛吧。,,4,,,,,
11069,先使用回神药水，防止被绿宝石迷惑,,4,,,,,
11070,接下来在地上放置绿宝石,,4,,,,,
11071,接下去在绿宝石上撒上圣水,,4,,,,,
11072,不在这里，去那边看看吧！,,4,,,,,
11073,等等，那边似乎有什么……,,3,,,,,
11074,那是遗失了……一本日记？,,4,,,,,
11075,看起来是个内心渴望友情却孤独的人啊……追上去看看吧！,,4,,,,,
11076,不好，她似乎被魔物围住了，先驱散魔物帮她解围！,,4,,,,,
11077,好美的地方！,,4,,,,,
11078,好漂亮！,,3,,,,,
11079,让我静静……,,3.5,,,,,
11080,我好了……,,3.5,,,,,
11081,咦，前面似乎有什么东西，去看看吧！,,3.5,,,,,
11082,一个箭袋，还写着申智，拿去还给申智吧,,3.5,,,,,
11083,糟糕，已经有村民受伤了，快去消灭这些魔物,,3.5,,,,,
11084,顺利的拿到了皮革，快拿给申智吧！,,4,,,,,
11085,唔……这样就修好了！,,3.5,,,,,
11086,好像是遇袭的小队成员，去消灭魔物救下他吧！,,4,,,,,
11087,等我一下，我马上回来,,3,,,,,
11088,雷金竟然一直在袖手旁观？,,4,,,,,
11089,算了，去看看刚才的小队成员有没有事吧！,,4,,,,,
11090,已经得到了海盐结晶，接下来去搬运娜塔莉所说的气球吧！,,4,,,,,
11091,甜甜的糖果最好吃，护身符还给你们吧！,,4,,,,,
11092,太好了，拿回护身符可以回去找尤利卡了！,,4,,,,,
11093,我们找到了你的护身符！,,4,,,,,
11094,登记完了！你已经是一名合格的挑战者了！,,4,,,,,
11095,似乎就是埋在这里！,,4,,,,,
11096,好大一桶酒，快带回去给卡洛吧！,,4,,,,,
11097,先在摊位附近看看有什么蛛丝马迹吧！,,4,,,,,
11098,脚印往那边去了！,,4,,,,,
11099,脚印消失了，向周围的人打听下有什么可疑的人吧！,,4,,,,,
11100,有人正在欺负她！住手，放开那个女孩！,,3,,,,,
11101,克特森林……那片荒野里能有什么样的收获呢？,,2.5,,,,,
11102,希望你能帮助他们俩个重归于好！,,3.5,,,,,
12300,冒险者，想带走这魔法书吗？不如与我谈谈。,,3,,,,,
12301,这痕迹附近好像有……鼾声？过去看看！,,3,,,,,
12302,不如先在附近找找吧，或许会有意外收获呢！,,3,,,,,
12303,诶，前面那个发光的东西是什么？,,3,,,,,
12304,似乎没有什么可采集的了，先回去把材料交给研究员吧！,,3,,,,,
100002,……哈哈哈哈哈，你们是哪里来的软脚虾，敢对我紫袍凯里这样说话？,event:/CV/Cutscene/CS_1001_02,2.5,,,,,8
100003,不过都不重要，在我眼里你们连我鞋底的灰都不如……,event:/CV/Cutscene/CS_1001_03,2.5,,,,,8
100004,“绿龙之心”现在是我的了，想要？先问问我的剑！,event:/CV/Cutscene/CS_1001_04,2.5,,,,,8
100005,那天，我正准备做一只烤全羊款待我的朋友们，可是，我的羊居然逃了……,event:/CV/Cutscene/CS_1005_01,3,,,,,26
100006,我当时很郁闷、很生气！一路寻到北门，可羊消失了……,event:/CV/Cutscene/CS_1005_02,2.5,,,,,8
100007,就在我苦恼的时候，一只长着羊角的怪物从我面前跑了过去……,event:/CV/Cutscene/CS_1005_03,2.5,,,,,26
100008,它那么调皮，我以为它就是那只逃跑的羊……,event:/CV/Cutscene/CS_1005_04,2.5,,,,,26
100009,我怎么能让它再次跑掉呢？于是我追了上去……,event:/CV/Cutscene/CS_1005_05,3,,,,,26
100010,一番功夫之后，烤全羊终于上架了！,event:/CV/Cutscene/CS_1006_01,2.5,,,,,26
100011,现在再加点调料就更完美了，嘿嘿……,event:/CV/Cutscene/CS_1006_02,2.5,,,,,26
100012,那天我正在北门打铁,event:/CV/Cutscene/CS_1007_01,2.5,,,,,26
100013,就在这时，一个羊角生物从我面前走了过去，当然，它也注意到了我……,event:/CV/Cutscene/CS_1007_02,2.5,,,,,26
100014,很明显，他被魁梧的我给吓到了，迅速逃进了树林深处……,event:/CV/Cutscene/CS_1007_03,2.5,,,,,8
100015,我很快反应过来，它就是巴风特！,event:/CV/Cutscene/CS_1007_04,2.5,,,,,26
100016,卫兵：古娜乖，回家给你吃棒棒糖,,2.5,,,,,
100017,古娜：讨厌(#^.^#),,2.5,,,,,
100018,古娜：那是什么东西！好可怕！,,2.5,,,,,
100019,卫兵：乖乖不要怕，看我把他抓过来！,,2.5,,,,,
100020,那是浪漫的一天，我和女神古娜在约会,,2.5,,,,,
11200,天呐，这里发生了命案？,,2.5,,,,,
11201,像是魔法爆炸……还是先问问旁边这个信徒吧,,3,,,,,
11202,看来是受了强烈魔法的袭击，去看看那个伤的不太重的,,3,,,,,
11203,这里发生了什么？我的天，我才刚出去研究几天而已…,,3,,,,,
11204,我先告辞了，这件事骑士团一定追查到底,,3,,,,,
11205,别抢走我的蘑菇，你这个坏人！,,3,0=-0.4=0,,,,
11206,那不是骑士古娜吗，她对普隆德拉肯定熟悉，上去问问她,,3,,,,,
11207,哇，里面都是些虫啊！,,3,,,,,
11208,年轻人，没事别在我家房子门口乱转悠,,3,,,,,
11209,你知道的太多了！给我死！,,3,,,,,
11210,难道情报有误？太危险了啊，回去找巴雷蒙德吧,,3,,,,,
11211,巴雷蒙德大人，刚才有人委托我把这个给你,,3,,,,,
11212,这是个……残破的水晶吗？,,2.5,,,,,
11213,古娜是骑士团的人，等我暗中打听一下，确认情报再说,,4,,,,,
11214,冒险者，忘了告诉你，配置药剂你还需要去收集朝天菇,,3,,,,,
11215,你在这里鬼鬼祟祟的干什么？,,2.5,,,,,
11216,白女巫，你果然出现了！,,2.5,,,,,
11217,真是碍手碍脚，竟然让白女巫跑掉了！我走了！,,3,,,,,
11218,巴雷蒙德大人，这里有给你的一封信,,3,,,,,
11219,当心你的舌头！宝妮！,,2.5,,,,,
11220,我们分头行动吧，去找出宝妮所说的魔力波动严重的地方,,3,,,,,
11221,小心，使用结晶会扰乱附近魔物的思维，可能会攻击你,,3,,,,,
11222,糟了，看来不是这里，还惊扰到了魔物，赶紧消灭它们,,2.5,,,,,
11223,好像没什么收获，去洞窟深处看看,,2.5,,,,,
11224,真是愚不可及，白女巫马上要出现了，我是来抓捕她的！,,3,,,,,
11225,奇怪，这里好像有不寻常的魔法波动……？,,2.5,,,,,
11226,啊——————,,2.5,,,,,
11227,我还有事情要做，没时间陪你们玩儿！喂饱我的宠物吧,,3,,,,,
11228,我先进去了……你快来，更多卫兵追上来就麻烦了,,3,,,,,
11229,站住！你的同伙已经被抓住，还不束手就擒？,,2.5,,,,,
11230,有刺客！,,1.5,,,,,
11231,快跑吧，小傻瓜……,,3,,,,,
11232,基德说霖应当就在梦罗克西,,2.5,,,,,
11233,可恶，没想到会栽在这鬼地方......,,2.5,,,,,
11234,快到我这里来!,,2.5,,,,,
11235,嗯……去找麻略加娜吧,,2.5,,,,,
11236,吉芬图书馆里确实传来了那神秘的哭声,,2.5,,,,,
11237,离我远一点，如果你不想遭遇不幸的话,,2.5,,,,,
11238,那树下的商人，就是大家讨论得沸沸扬扬的神秘商人！,,3,,,,,
11239,这一定是一场激动人心的冒险之旅！,,2.5,,,,,
11240,这里还真到处是可恶讨厌的哥布林！,,2.5,,,,,
11241,冒险者，帮我解开这渔网！,,2.5,,,,,
11242,有人族在这里遇害了，看来传言不假,,2.5,,,,,
11243,我找到魔力异动点了,,1.5,,,,,
11244,真是没想到啊，竟然有人能够发现我的魔法轨迹,,2.5,,,,,
11245,冒险者！行色匆匆要去哪？来我这儿，告诉你一件事。,,3,,,,,
11246,这边卫兵怎么这么多……我得当心点,,3,,,,,
11247,果然上钩了！大家快把叛国贼抓住。,,3,,,,,
11248,兄弟们，别让他跑了，这可是杀死古娜领主的凶手。,,3,,,,,
11249,这吊坠好像露克希也有一个……你真的是他的弟弟吗？,,2.5,,,,,
11250,这里魔物众多，巴雷蒙德真的被关在这里吗？,,2.5,,,,,
11251,就是这样，被隐藏的据点显露出来了，现在要小心,,2.5,,,,,
11252,你们是怎么进来的？有入侵者！,,2.5,,,,,
11253,侦测到强敌入侵，未完全孵化机体紧急激活中……,,2.5,,,,,
11254,快来帮一下忙，巴雷蒙德在这里！,,2.5,,,,,
11255,你手臂上这个奇怪的符号是什么？,,2.5,,,,,
11256,奇怪……雷根贝勒为什么会和教国的白女巫纠缠在一起？,,8,,,,,
11257,在雷根贝勒研究时，我特意留下缺陷以便回收机体，但愿还有用……,,3,,,,,
11258,冒险者，来我这里一下。有点事情需要和你商量。,,4,,,,,
11259,信已经寄出，事不宜迟，我现在就去和他碰面。,,3,,,,,
11260,对不起……我脑子还是很乱，不知道是否该忤逆骑士团,,4,,,,,
11261,算了……我们时间不多，他既然不帮我们只能靠自己了！,,3,,,,,
11262,呀比呀比，有人偷我们的红伞孢子！给他们点厉害瞧瞧,,3,,,,,
11263,这里魔物太多了，消灭它们再进行次元分离的仪式！,,3,,,,,
11264,拿着这个卷轴，念出咒文，再次进入古娜的秘密据点！,,4,,,,,
11265,通往白女巫老巢的次元入口已经打开了，一场大战即将开始！,,3,,,,,
11266,愚蠢的家伙，别以为你们拯救了世界，其实恰好相反！,,3,,,,,
11267,安心的去吧，你的冤屈我们会给你洗刷的！,,3,,,,,
11268,难怪卫兵这么多，我还是走吧！不过那个白衣修士是谁,,2.5,,,,,
200001,嗨，还以为是一条肥鱼呢……,event:/CV/Cutscene/CS_100012_01,2.5,,,,,26
200002,咦，这是什么？似乎是一个面具？嗯？谁？,event:/CV/Cutscene/CS_100012_02,3,,,,,26
200003,把我的包还给我！,event:/CV/Cutscene/CS_100012_03,1.5,,,1,,24
200004,真是个年轻气盛的冒险者啊，看来我们得好好给他上一课了，嘿嘿！,event:/CV/Cutscene/CS_100012_04,3,,,,,26
200005,啊……什么人！,event:/CV/Cutscene/CS_100012_05,1.5,,,,,26
