ID,BuffId,Concatenate_1,5,10,15,20,25,30,35,40,45,50,55
序号,BuffId,实际使用的配置，玩家加成(世界奇闻),相差5级以内,相差6-10级,相差11-15级,相差16-20级,相差21-25级,相差26-30级,相差31-35级,相差36-40级,相差4145级,相差46-50级,相差51-55级
73,400043001,5=48=782=65=872=66=872|10=48=1463=65=1802=66=1802|15=48=2366=65=2790=66=2790|20=48=3155=65=3835=66=3835|25=48=3966=65=4939=66=4939|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=782=65=872=66=872|,10=48=1463=65=1802=66=1802|,15=48=2366=65=2790=66=2790|,20=48=3155=65=3835=66=3835|,25=48=3966=65=4939=66=4939|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
74,400043001,5=48=763=65=859=66=859|10=48=1423=65=1775=66=1775|15=48=2326=65=2747=66=2747|20=48=3103=65=3775=66=3775|25=48=3890=65=4859=66=4859|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=763=65=859=66=859|,10=48=1423=65=1775=66=1775|,15=48=2326=65=2747=66=2747|,20=48=3103=65=3775=66=3775|,25=48=3890=65=4859=66=4859|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
75,400043001,5=48=770=65=847=66=847|10=48=1413=65=1748=66=1748|15=48=2321=65=2705=66=2705|20=48=3080=65=3716=66=3716|25=48=3881=65=4782=66=4782|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=770=65=847=66=847|,10=48=1413=65=1748=66=1748|,15=48=2321=65=2705=66=2705|,20=48=3080=65=3716=66=3716|,25=48=3881=65=4782=66=4782|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
76,400043001,5=48=671=65=835=66=835|10=48=1311=65=1723=66=1723|15=48=2212=65=2664=66=2664|20=48=2963=65=3659=66=3659|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=671=65=835=66=835|,10=48=1311=65=1723=66=1723|,15=48=2212=65=2664=66=2664|,20=48=2963=65=3659=66=3659|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
77,400043001,5=48=678=65=823=66=823|10=48=1323=65=1698=66=1698|15=48=2196=65=2625=66=2625|20=48=2940=65=3604=66=3604|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=678=65=823=66=823|,10=48=1323=65=1698=66=1698|,15=48=2196=65=2625=66=2625|,20=48=2940=65=3604=66=3604|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
78,400043001,5=48=602=65=811=66=811|10=48=1401=65=1674=66=1674|15=48=2098=65=2587=66=2587|20=48=2816=65=3550=66=3550|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=602=65=811=66=811|,10=48=1401=65=1674=66=1674|,15=48=2098=65=2587=66=2587|,20=48=2816=65=3550=66=3550|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
79,400043001,5=48=585=65=800=66=800|10=48=1386=65=1651=66=1651|15=48=2076=65=2550=66=2550|20=48=2774=65=3499=66=3499|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=585=65=800=66=800|,10=48=1386=65=1651=66=1651|,15=48=2076=65=2550=66=2550|,20=48=2774=65=3499=66=3499|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
80,400043001,5=48=570=65=790=66=790|10=48=1375=65=1628=66=1628|15=48=2047=65=2514=66=2514|20=48=2757=65=3448=66=3448|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=570=65=790=66=790|,10=48=1375=65=1628=66=1628|,15=48=2047=65=2514=66=2514|,20=48=2757=65=3448=66=3448|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
81,400043001,5=48=575=65=779=66=779|10=48=1385=65=1606=66=1606|15=48=2061=65=2479=66=2479|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=575=65=779=66=779|,10=48=1385=65=1606=66=1606|,15=48=2061=65=2479=66=2479|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
82,400043001,5=48=579=65=769=66=769|10=48=1364=65=1584=66=1584|15=48=2033=65=2445=66=2445|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=579=65=769=66=769|,10=48=1364=65=1584=66=1584|,15=48=2033=65=2445=66=2445|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
83,400043001,5=48=726=65=759=66=759|10=48=1360=65=1563=66=1563|15=48=2011=65=2412=66=2412|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=726=65=759=66=759|,10=48=1360=65=1563=66=1563|,15=48=2011=65=2412=66=2412|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
84,400043001,5=48=730=65=750=66=750|10=48=1358=65=1543=66=1543|15=48=1994=65=2380=66=2380|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=730=65=750=66=750|,10=48=1358=65=1543=66=1543|,15=48=1994=65=2380=66=2380|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
85,400043001,5=48=735=65=740=66=740|10=48=1348=65=1523=66=1523|15=48=1997=65=2348=66=2348|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=735=65=740=66=740|,10=48=1348=65=1523=66=1523|,15=48=1997=65=2348=66=2348|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
86,400043001,5=48=738=65=731=66=731|10=48=1355=65=1504=66=1504|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=738=65=731=66=731|,10=48=1355=65=1504=66=1504|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
87,400043001,5=48=715=65=722=66=722|10=48=1325=65=1485=66=1485|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=715=65=722=66=722|,10=48=1325=65=1485=66=1485|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
88,400043001,5=48=565=65=713=66=713|10=48=1147=65=1467=66=1467|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=565=65=713=66=713|,10=48=1147=65=1467=66=1467|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
89,400043001,5=48=559=65=705=66=705|10=48=1127=65=1449=66=1449|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=559=65=705=66=705|,10=48=1127=65=1449=66=1449|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
90,400043001,5=48=546=65=696=66=696|10=48=1124=65=1431=66=1431|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=546=65=696=66=696|,10=48=1124=65=1431=66=1431|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
91,400043001,5=48=549=65=688=66=688|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=549=65=688=66=688|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
92,400043001,5=48=544=65=680=66=680|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=544=65=680=66=680|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
93,400043001,5=48=531=65=673=66=673|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=531=65=673=66=673|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
94,400043001,5=48=518=65=665=66=665|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=518=65=665=66=665|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
95,400043001,5=48=529=65=658=66=658|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=529=65=658=66=658|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
96,400043001,5=48=0=65=0=66=0|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=0=65=0=66=0|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
97,400043001,5=48=0=65=0=66=0|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=0=65=0=66=0|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
98,400043001,5=48=0=65=0=66=0|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=0=65=0=66=0|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
99,400043001,5=48=0=65=0=66=0|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=0=65=0=66=0|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
100,400043001,5=48=0=65=0=66=0|10=48=0=65=0=66=0|15=48=0=65=0=66=0|20=48=0=65=0=66=0|25=48=0=65=0=66=0|30=48=0=65=0=66=0|35=48=0=65=0=66=0|40=48=0=65=0=66=0|45=48=0=65=0=66=0|50=48=0=65=0=66=0|55=48=0=65=0=66=0,5=48=0=65=0=66=0|,10=48=0=65=0=66=0|,15=48=0=65=0=66=0|,20=48=0=65=0=66=0|,25=48=0=65=0=66=0|,30=48=0=65=0=66=0|,35=48=0=65=0=66=0|,40=48=0=65=0=66=0|,45=48=0=65=0=66=0|,50=48=0=65=0=66=0|,55=48=0=65=0=66=0
