Id,MedalId,level,BaseAtttibuteSwordman,BaseAtttibuteAcolyte,BaseAtttibuteMagician,BaseAtttibuteThief,BaseAtttibuteMerchant,BaseAtttibuteArcher,dec,TEXT
ID,勋章Id,等级,剑士（2000）基础属性，每级对应的属性全部枚举,服事（3000）基础属性，每级对应的属性全部枚举,魔法师（4000）基础属性，每级对应的属性全部枚举,刺客（5000）基础属性，每级对应的属性全部枚举,商人（6000）基础属性，每级对应的属性全部枚举,弓箭手（7000）基础属性，每级对应的属性全部枚举,前端专用,策划备注
255,7,15,0=68=0=375,0=68=0=375,0=68=0=375,0=68=0=375,0=68=0=375,0=68=0=375,,魔伤减免%
256,7,16,0=68=0=400,0=68=0=400,0=68=0=400,0=68=0=400,0=68=0=400,0=68=0=400,,魔伤减免%
257,7,17,0=68=0=425,0=68=0=425,0=68=0=425,0=68=0=425,0=68=0=425,0=68=0=425,,魔伤减免%
258,7,18,0=68=0=450,0=68=0=450,0=68=0=450,0=68=0=450,0=68=0=450,0=68=0=450,,魔伤减免%
259,7,19,0=68=0=475,0=68=0=475,0=68=0=475,0=68=0=475,0=68=0=475,0=68=0=475,,魔伤减免%
260,7,20,0=68=0=500,0=68=0=500,0=68=0=500,0=68=0=500,0=68=0=500,0=68=0=500,,魔伤减免%
261,7,21,0=68=0=540,0=68=0=540,0=68=0=540,0=68=0=540,0=68=0=540,0=68=0=540,,魔伤减免%
262,7,22,0=68=0=580,0=68=0=580,0=68=0=580,0=68=0=580,0=68=0=580,0=68=0=580,,魔伤减免%
263,7,23,0=68=0=620,0=68=0=620,0=68=0=620,0=68=0=620,0=68=0=620,0=68=0=620,,魔伤减免%
264,7,24,0=68=0=660,0=68=0=660,0=68=0=660,0=68=0=660,0=68=0=660,0=68=0=660,,魔伤减免%
265,7,25,0=68=0=700,0=68=0=700,0=68=0=700,0=68=0=700,0=68=0=700,0=68=0=700,,魔伤减免%
266,7,26,0=68=0=740,0=68=0=740,0=68=0=740,0=68=0=740,0=68=0=740,0=68=0=740,,魔伤减免%
267,7,27,0=68=0=780,0=68=0=780,0=68=0=780,0=68=0=780,0=68=0=780,0=68=0=780,,魔伤减免%
268,7,28,0=68=0=820,0=68=0=820,0=68=0=820,0=68=0=820,0=68=0=820,0=68=0=820,,魔伤减免%
269,7,29,0=68=0=860,0=68=0=860,0=68=0=860,0=68=0=860,0=68=0=860,0=68=0=860,,魔伤减免%
270,7,30,0=68=0=900,0=68=0=900,0=68=0=900,0=68=0=900,0=68=0=900,0=68=0=900,,魔伤减免%
271,7,31,0=68=0=940,0=68=0=940,0=68=0=940,0=68=0=940,0=68=0=940,0=68=0=940,,魔伤减免%
272,7,32,0=68=0=980,0=68=0=980,0=68=0=980,0=68=0=980,0=68=0=980,0=68=0=980,,魔伤减免%
273,7,33,0=68=0=1020,0=68=0=1020,0=68=0=1020,0=68=0=1020,0=68=0=1020,0=68=0=1020,,魔伤减免%
274,7,34,0=68=0=1060,0=68=0=1060,0=68=0=1060,0=68=0=1060,0=68=0=1060,0=68=0=1060,,魔伤减免%
275,7,35,0=68=0=1100,0=68=0=1100,0=68=0=1100,0=68=0=1100,0=68=0=1100,0=68=0=1100,,魔伤减免%
276,7,36,0=68=0=1140,0=68=0=1140,0=68=0=1140,0=68=0=1140,0=68=0=1140,0=68=0=1140,,魔伤减免%
277,7,37,0=68=0=1180,0=68=0=1180,0=68=0=1180,0=68=0=1180,0=68=0=1180,0=68=0=1180,,魔伤减免%
278,7,38,0=68=0=1220,0=68=0=1220,0=68=0=1220,0=68=0=1220,0=68=0=1220,0=68=0=1220,,魔伤减免%
279,7,39,0=68=0=1260,0=68=0=1260,0=68=0=1260,0=68=0=1260,0=68=0=1260,0=68=0=1260,,魔伤减免%
280,7,40,0=68=0=1300,0=68=0=1300,0=68=0=1300,0=68=0=1300,0=68=0=1300,0=68=0=1300,,魔伤减免%
281,8,1,0=435=0=100,0=435=0=100,0=435=0=100,0=435=0=100,0=435=0=100,0=435=0=100,,额外生命%
282,8,2,0=435=0=200,0=435=0=200,0=435=0=200,0=435=0=200,0=435=0=200,0=435=0=200,,额外生命%
283,8,3,0=435=0=300,0=435=0=300,0=435=0=300,0=435=0=300,0=435=0=300,0=435=0=300,,额外生命%
284,8,4,0=435=0=400,0=435=0=400,0=435=0=400,0=435=0=400,0=435=0=400,0=435=0=400,,额外生命%
285,8,5,0=435=0=500,0=435=0=500,0=435=0=500,0=435=0=500,0=435=0=500,0=435=0=500,,额外生命%
286,8,6,0=435=0=600,0=435=0=600,0=435=0=600,0=435=0=600,0=435=0=600,0=435=0=600,,额外生命%
287,8,7,0=435=0=700,0=435=0=700,0=435=0=700,0=435=0=700,0=435=0=700,0=435=0=700,,额外生命%
288,8,8,0=435=0=800,0=435=0=800,0=435=0=800,0=435=0=800,0=435=0=800,0=435=0=800,,额外生命%
289,8,9,0=435=0=900,0=435=0=900,0=435=0=900,0=435=0=900,0=435=0=900,0=435=0=900,,额外生命%
290,8,10,0=435=0=1000,0=435=0=1000,0=435=0=1000,0=435=0=1000,0=435=0=1000,0=435=0=1000,,额外生命%
291,8,11,0=435=0=1100,0=435=0=1100,0=435=0=1100,0=435=0=1100,0=435=0=1100,0=435=0=1100,,额外生命%
292,8,12,0=435=0=1200,0=435=0=1200,0=435=0=1200,0=435=0=1200,0=435=0=1200,0=435=0=1200,,额外生命%
293,8,13,0=435=0=1300,0=435=0=1300,0=435=0=1300,0=435=0=1300,0=435=0=1300,0=435=0=1300,,额外生命%
294,8,14,0=435=0=1400,0=435=0=1400,0=435=0=1400,0=435=0=1400,0=435=0=1400,0=435=0=1400,,额外生命%
295,8,15,0=435=0=1500,0=435=0=1500,0=435=0=1500,0=435=0=1500,0=435=0=1500,0=435=0=1500,,额外生命%
296,8,16,0=435=0=1600,0=435=0=1600,0=435=0=1600,0=435=0=1600,0=435=0=1600,0=435=0=1600,,额外生命%
297,8,17,0=435=0=1700,0=435=0=1700,0=435=0=1700,0=435=0=1700,0=435=0=1700,0=435=0=1700,,额外生命%
298,8,18,0=435=0=1800,0=435=0=1800,0=435=0=1800,0=435=0=1800,0=435=0=1800,0=435=0=1800,,额外生命%
299,8,19,0=435=0=1900,0=435=0=1900,0=435=0=1900,0=435=0=1900,0=435=0=1900,0=435=0=1900,,额外生命%
300,8,20,0=435=0=2000,0=435=0=2000,0=435=0=2000,0=435=0=2000,0=435=0=2000,0=435=0=2000,,额外生命%
301,8,21,0=435=0=2100,0=435=0=2100,0=435=0=2100,0=435=0=2100,0=435=0=2100,0=435=0=2100,,额外生命%
302,8,22,0=435=0=2200,0=435=0=2200,0=435=0=2200,0=435=0=2200,0=435=0=2200,0=435=0=2200,,额外生命%
303,8,23,0=435=0=2300,0=435=0=2300,0=435=0=2300,0=435=0=2300,0=435=0=2300,0=435=0=2300,,额外生命%
304,8,24,0=435=0=2400,0=435=0=2400,0=435=0=2400,0=435=0=2400,0=435=0=2400,0=435=0=2400,,额外生命%
305,8,25,0=435=0=2500,0=435=0=2500,0=435=0=2500,0=435=0=2500,0=435=0=2500,0=435=0=2500,,额外生命%
306,8,26,0=435=0=2600,0=435=0=2600,0=435=0=2600,0=435=0=2600,0=435=0=2600,0=435=0=2600,,额外生命%
307,8,27,0=435=0=2700,0=435=0=2700,0=435=0=2700,0=435=0=2700,0=435=0=2700,0=435=0=2700,,额外生命%
308,8,28,0=435=0=2800,0=435=0=2800,0=435=0=2800,0=435=0=2800,0=435=0=2800,0=435=0=2800,,额外生命%
309,8,29,0=435=0=2900,0=435=0=2900,0=435=0=2900,0=435=0=2900,0=435=0=2900,0=435=0=2900,,额外生命%
310,8,30,0=435=0=3000,0=435=0=3000,0=435=0=3000,0=435=0=3000,0=435=0=3000,0=435=0=3000,,额外生命%
311,8,31,0=435=0=3100,0=435=0=3100,0=435=0=3100,0=435=0=3100,0=435=0=3100,0=435=0=3100,,额外生命%
312,8,32,0=435=0=3200,0=435=0=3200,0=435=0=3200,0=435=0=3200,0=435=0=3200,0=435=0=3200,,额外生命%
313,8,33,0=435=0=3300,0=435=0=3300,0=435=0=3300,0=435=0=3300,0=435=0=3300,0=435=0=3300,,额外生命%
314,8,34,0=435=0=3400,0=435=0=3400,0=435=0=3400,0=435=0=3400,0=435=0=3400,0=435=0=3400,,额外生命%
315,8,35,0=435=0=3500,0=435=0=3500,0=435=0=3500,0=435=0=3500,0=435=0=3500,0=435=0=3500,,额外生命%
316,8,36,0=435=0=3600,0=435=0=3600,0=435=0=3600,0=435=0=3600,0=435=0=3600,0=435=0=3600,,额外生命%
317,8,37,0=435=0=3700,0=435=0=3700,0=435=0=3700,0=435=0=3700,0=435=0=3700,0=435=0=3700,,额外生命%
318,8,38,0=435=0=3800,0=435=0=3800,0=435=0=3800,0=435=0=3800,0=435=0=3800,0=435=0=3800,,额外生命%
319,8,39,0=435=0=3900,0=435=0=3900,0=435=0=3900,0=435=0=3900,0=435=0=3900,0=435=0=3900,,额外生命%
320,8,40,0=435=0=4000,0=435=0=4000,0=435=0=4000,0=435=0=4000,0=435=0=4000,0=435=0=4000,,额外生命%
321,9,1,0=402=0=100|0=403=0=100,0=402=0=100|0=403=0=100,0=402=0=100|0=403=0=100,0=402=0=100|0=403=0=100,0=402=0=100|0=403=0=100,0=402=0=100|0=403=0=100,,物理攻击，魔法攻击
322,9,2,0=402=0=200|0=403=0=200,0=402=0=200|0=403=0=200,0=402=0=200|0=403=0=200,0=402=0=200|0=403=0=200,0=402=0=200|0=403=0=200,0=402=0=200|0=403=0=200,,物理攻击，魔法攻击
323,9,3,0=402=0=300|0=403=0=300,0=402=0=300|0=403=0=300,0=402=0=300|0=403=0=300,0=402=0=300|0=403=0=300,0=402=0=300|0=403=0=300,0=402=0=300|0=403=0=300,,物理攻击，魔法攻击
324,9,4,0=402=0=400|0=403=0=400,0=402=0=400|0=403=0=400,0=402=0=400|0=403=0=400,0=402=0=400|0=403=0=400,0=402=0=400|0=403=0=400,0=402=0=400|0=403=0=400,,物理攻击，魔法攻击
325,9,5,0=402=0=500|0=403=0=500,0=402=0=500|0=403=0=500,0=402=0=500|0=403=0=500,0=402=0=500|0=403=0=500,0=402=0=500|0=403=0=500,0=402=0=500|0=403=0=500,,物理攻击，魔法攻击
326,9,6,0=402=0=600|0=403=0=600,0=402=0=600|0=403=0=600,0=402=0=600|0=403=0=600,0=402=0=600|0=403=0=600,0=402=0=600|0=403=0=600,0=402=0=600|0=403=0=600,,物理攻击，魔法攻击
327,9,7,0=402=0=700|0=403=0=700,0=402=0=700|0=403=0=700,0=402=0=700|0=403=0=700,0=402=0=700|0=403=0=700,0=402=0=700|0=403=0=700,0=402=0=700|0=403=0=700,,物理攻击，魔法攻击
328,9,8,0=402=0=800|0=403=0=800,0=402=0=800|0=403=0=800,0=402=0=800|0=403=0=800,0=402=0=800|0=403=0=800,0=402=0=800|0=403=0=800,0=402=0=800|0=403=0=800,,物理攻击，魔法攻击
329,9,9,0=402=0=900|0=403=0=900,0=402=0=900|0=403=0=900,0=402=0=900|0=403=0=900,0=402=0=900|0=403=0=900,0=402=0=900|0=403=0=900,0=402=0=900|0=403=0=900,,物理攻击，魔法攻击
330,9,10,0=402=0=1000|0=403=0=1000,0=402=0=1000|0=403=0=1000,0=402=0=1000|0=403=0=1000,0=402=0=1000|0=403=0=1000,0=402=0=1000|0=403=0=1000,0=402=0=1000|0=403=0=1000,,物理攻击，魔法攻击
331,9,11,0=402=0=1100|0=403=0=1100,0=402=0=1100|0=403=0=1100,0=402=0=1100|0=403=0=1100,0=402=0=1100|0=403=0=1100,0=402=0=1100|0=403=0=1100,0=402=0=1100|0=403=0=1100,,物理攻击，魔法攻击
332,9,12,0=402=0=1200|0=403=0=1200,0=402=0=1200|0=403=0=1200,0=402=0=1200|0=403=0=1200,0=402=0=1200|0=403=0=1200,0=402=0=1200|0=403=0=1200,0=402=0=1200|0=403=0=1200,,物理攻击，魔法攻击
333,9,13,0=402=0=1300|0=403=0=1300,0=402=0=1300|0=403=0=1300,0=402=0=1300|0=403=0=1300,0=402=0=1300|0=403=0=1300,0=402=0=1300|0=403=0=1300,0=402=0=1300|0=403=0=1300,,物理攻击，魔法攻击
334,9,14,0=402=0=1400|0=403=0=1400,0=402=0=1400|0=403=0=1400,0=402=0=1400|0=403=0=1400,0=402=0=1400|0=403=0=1400,0=402=0=1400|0=403=0=1400,0=402=0=1400|0=403=0=1400,,物理攻击，魔法攻击
335,9,15,0=402=0=1500|0=403=0=1500,0=402=0=1500|0=403=0=1500,0=402=0=1500|0=403=0=1500,0=402=0=1500|0=403=0=1500,0=402=0=1500|0=403=0=1500,0=402=0=1500|0=403=0=1500,,物理攻击，魔法攻击
336,9,16,0=402=0=1600|0=403=0=1600,0=402=0=1600|0=403=0=1600,0=402=0=1600|0=403=0=1600,0=402=0=1600|0=403=0=1600,0=402=0=1600|0=403=0=1600,0=402=0=1600|0=403=0=1600,,物理攻击，魔法攻击
337,9,17,0=402=0=1700|0=403=0=1700,0=402=0=1700|0=403=0=1700,0=402=0=1700|0=403=0=1700,0=402=0=1700|0=403=0=1700,0=402=0=1700|0=403=0=1700,0=402=0=1700|0=403=0=1700,,物理攻击，魔法攻击
338,9,18,0=402=0=1800|0=403=0=1800,0=402=0=1800|0=403=0=1800,0=402=0=1800|0=403=0=1800,0=402=0=1800|0=403=0=1800,0=402=0=1800|0=403=0=1800,0=402=0=1800|0=403=0=1800,,物理攻击，魔法攻击
339,9,19,0=402=0=1900|0=403=0=1900,0=402=0=1900|0=403=0=1900,0=402=0=1900|0=403=0=1900,0=402=0=1900|0=403=0=1900,0=402=0=1900|0=403=0=1900,0=402=0=1900|0=403=0=1900,,物理攻击，魔法攻击
340,9,20,0=402=0=2000|0=403=0=2000,0=402=0=2000|0=403=0=2000,0=402=0=2000|0=403=0=2000,0=402=0=2000|0=403=0=2000,0=402=0=2000|0=403=0=2000,0=402=0=2000|0=403=0=2000,,物理攻击，魔法攻击
341,9,21,0=402=0=2100|0=403=0=2100,0=402=0=2100|0=403=0=2100,0=402=0=2100|0=403=0=2100,0=402=0=2100|0=403=0=2100,0=402=0=2100|0=403=0=2100,0=402=0=2100|0=403=0=2100,,物理攻击，魔法攻击
342,9,22,0=402=0=2200|0=403=0=2200,0=402=0=2200|0=403=0=2200,0=402=0=2200|0=403=0=2200,0=402=0=2200|0=403=0=2200,0=402=0=2200|0=403=0=2200,0=402=0=2200|0=403=0=2200,,物理攻击，魔法攻击
343,9,23,0=402=0=2300|0=403=0=2300,0=402=0=2300|0=403=0=2300,0=402=0=2300|0=403=0=2300,0=402=0=2300|0=403=0=2300,0=402=0=2300|0=403=0=2300,0=402=0=2300|0=403=0=2300,,物理攻击，魔法攻击
344,9,24,0=402=0=2400|0=403=0=2400,0=402=0=2400|0=403=0=2400,0=402=0=2400|0=403=0=2400,0=402=0=2400|0=403=0=2400,0=402=0=2400|0=403=0=2400,0=402=0=2400|0=403=0=2400,,物理攻击，魔法攻击
345,9,25,0=402=0=2500|0=403=0=2500,0=402=0=2500|0=403=0=2500,0=402=0=2500|0=403=0=2500,0=402=0=2500|0=403=0=2500,0=402=0=2500|0=403=0=2500,0=402=0=2500|0=403=0=2500,,物理攻击，魔法攻击
346,9,26,0=402=0=2600|0=403=0=2600,0=402=0=2600|0=403=0=2600,0=402=0=2600|0=403=0=2600,0=402=0=2600|0=403=0=2600,0=402=0=2600|0=403=0=2600,0=402=0=2600|0=403=0=2600,,物理攻击，魔法攻击
347,9,27,0=402=0=2700|0=403=0=2700,0=402=0=2700|0=403=0=2700,0=402=0=2700|0=403=0=2700,0=402=0=2700|0=403=0=2700,0=402=0=2700|0=403=0=2700,0=402=0=2700|0=403=0=2700,,物理攻击，魔法攻击
348,9,28,0=402=0=2800|0=403=0=2800,0=402=0=2800|0=403=0=2800,0=402=0=2800|0=403=0=2800,0=402=0=2800|0=403=0=2800,0=402=0=2800|0=403=0=2800,0=402=0=2800|0=403=0=2800,,物理攻击，魔法攻击
349,9,29,0=402=0=2900|0=403=0=2900,0=402=0=2900|0=403=0=2900,0=402=0=2900|0=403=0=2900,0=402=0=2900|0=403=0=2900,0=402=0=2900|0=403=0=2900,0=402=0=2900|0=403=0=2900,,物理攻击，魔法攻击
350,9,30,0=402=0=3000|0=403=0=3000,0=402=0=3000|0=403=0=3000,0=402=0=3000|0=403=0=3000,0=402=0=3000|0=403=0=3000,0=402=0=3000|0=403=0=3000,0=402=0=3000|0=403=0=3000,,物理攻击，魔法攻击
351,9,31,0=402=0=3100|0=403=0=3100,0=402=0=3100|0=403=0=3100,0=402=0=3100|0=403=0=3100,0=402=0=3100|0=403=0=3100,0=402=0=3100|0=403=0=3100,0=402=0=3100|0=403=0=3100,,物理攻击，魔法攻击
352,9,32,0=402=0=3200|0=403=0=3200,0=402=0=3200|0=403=0=3200,0=402=0=3200|0=403=0=3200,0=402=0=3200|0=403=0=3200,0=402=0=3200|0=403=0=3200,0=402=0=3200|0=403=0=3200,,物理攻击，魔法攻击
353,9,33,0=402=0=3300|0=403=0=3300,0=402=0=3300|0=403=0=3300,0=402=0=3300|0=403=0=3300,0=402=0=3300|0=403=0=3300,0=402=0=3300|0=403=0=3300,0=402=0=3300|0=403=0=3300,,物理攻击，魔法攻击
354,9,34,0=402=0=3400|0=403=0=3400,0=402=0=3400|0=403=0=3400,0=402=0=3400|0=403=0=3400,0=402=0=3400|0=403=0=3400,0=402=0=3400|0=403=0=3400,0=402=0=3400|0=403=0=3400,,物理攻击，魔法攻击
355,9,35,0=402=0=3500|0=403=0=3500,0=402=0=3500|0=403=0=3500,0=402=0=3500|0=403=0=3500,0=402=0=3500|0=403=0=3500,0=402=0=3500|0=403=0=3500,0=402=0=3500|0=403=0=3500,,物理攻击，魔法攻击
356,9,36,0=402=0=3600|0=403=0=3600,0=402=0=3600|0=403=0=3600,0=402=0=3600|0=403=0=3600,0=402=0=3600|0=403=0=3600,0=402=0=3600|0=403=0=3600,0=402=0=3600|0=403=0=3600,,物理攻击，魔法攻击
357,9,37,0=402=0=3700|0=403=0=3700,0=402=0=3700|0=403=0=3700,0=402=0=3700|0=403=0=3700,0=402=0=3700|0=403=0=3700,0=402=0=3700|0=403=0=3700,0=402=0=3700|0=403=0=3700,,物理攻击，魔法攻击
358,9,38,0=402=0=3800|0=403=0=3800,0=402=0=3800|0=403=0=3800,0=402=0=3800|0=403=0=3800,0=402=0=3800|0=403=0=3800,0=402=0=3800|0=403=0=3800,0=402=0=3800|0=403=0=3800,,物理攻击，魔法攻击
359,9,39,0=402=0=3900|0=403=0=3900,0=402=0=3900|0=403=0=3900,0=402=0=3900|0=403=0=3900,0=402=0=3900|0=403=0=3900,0=402=0=3900|0=403=0=3900,0=402=0=3900|0=403=0=3900,,物理攻击，魔法攻击
360,9,40,0=402=0=4000|0=403=0=4000,0=402=0=4000|0=403=0=4000,0=402=0=4000|0=403=0=4000,0=402=0=4000|0=403=0=4000,0=402=0=4000|0=403=0=4000,0=402=0=4000|0=403=0=4000,,物理攻击，魔法攻击
