ID,Comment,DungeonID,Wave,Level,MinionFactors,EliteFactors,BossFactors
873,双人3,2180,-43,82,691869=4114,1932898=13655,4206968=20193
874,双人3,2180,-44,83,740299=4401,2068200=14610,4501455=21606
875,双人3,2180,-45,83,792119=4709,2212974=15632,4816556=23118
876,双人3,2180,-46,83,847567=5038,2367882=16726,5153714=24736
877,双人3,2180,-47,83,906896=5390,2533633=17896,5514473=26467
878,双人3,2180,-48,83,970378=5767,2710987=19148,5900486=28319
879,双人3,2180,-49,84,1038304=6170,2900756=20488,6313520=30301
880,双人3,2180,-50,84,1110985=6601,3103808=21922,6755466=32422
881,双人3,2180,-51,84,1222083=7129,3414188=23675,7431012=35015
882,双人3,2180,-52,84,1344291=7699,3755606=25569,8174113=37816
883,双人3,2180,-53,84,1478720=8314,4131166=27614,8991524=40841
884,双人3,2180,-54,85,1626592=8979,4544282=29823,9890676=44108
885,双人3,2180,-55,85,1789251=9697,4998710=32208,10879743=47636
886,双人3,2180,-56,85,1968176=10472,5498581=34784,11967717=51446
887,双人3,2180,-57,85,2164993=11309,6048439=37566,13164488=55561
888,双人3,2180,-58,85,2381492=12213,6653282=40571,14480936=60005
889,双人3,2180,-59,86,2619641=13190,7318610=43816,15929029=64805
890,双人3,2180,-60,86,2881605=14245,8050471=47321,17521931=69989
891,双人3,2180,-61,86,3746086=15954,10465612=52999,22778510=78387
892,双人3,2180,-62,86,4869911=17868,13605295=59358,29612063=87793
893,双人3,2180,-63,86,6330884=20012,17686883=66480,38495681=98328
894,双人3,2180,-64,87,8230149=22413,22992947=74457,50044385=110127
895,双人3,2180,-65,87,10699193=25102,29890831=83391,65057700=123342
896,双人3,2180,-66,87,13908950=28114,38858080=93397,84575010=138143
897,双人3,2180,-67,87,18081635=31487,50515504=104604,109947513=154720
898,双人3,2180,-68,87,23506125=35265,65670155=117156,142931766=173286
899,双人3,2180,-69,88,30557962=39496,85371201=131214,185811295=194080
900,双人3,2180,-70,88,39725350=44235,110982561=146959,241554683=217369
901,双人4,2181,1,70,7870=234,94447=880,283342=1173
902,双人4,2181,2,70,12592=241,94447=904,283342=1205
903,双人4,2181,3,71,17818=252,97191=947,291573=1263
904,双人4,2181,4,71,23758=259,101821=972,305463=1296
905,双人4,2181,5,72,28318=270,106193=1015,318581=1353
906,双人4,2181,6,72,31858=277,106193=1039,318581=1386
907,双人4,2181,7,73,36941=283,110823=1064,332471=1419
908,双人4,2181,8,73,40018=296,117198=1112,345877=1483
909,双人4,2181,9,74,41924=303,120056=1138,348736=1517
910,双人4,2181,10,74,45605=310,127892=1163,365831=1551
911,双人4,2181,11,75,52454=322,147318=1210,415169=1614
912,双人4,2181,12,75,53570=329,150666=1236,418517=1648
913,双人4,2181,13,76,54686=336,154014=1262,421866=1683
914,双人4,2181,14,76,57983=412,163512=1547,441830=2063
915,双人4,2181,15,76,61110=421,172547=1578,460125=2105
916,双人4,2181,16,77,62308=422,176141=1584,463720=2112
917,双人4,2181,17,77,63506=423,179736=1589,467314=2119
918,双人4,2181,18,77,66704=452,188995=1695,485459=2260
919,双人4,2181,19,78,69174=453,192701=1700,489165=2267
920,双人4,2181,20,78,73883=455,202541=1706,508265=2275
921,双人4,2181,21,78,80923=463,218492=1738,542185=2318
922,双人4,2181,22,79,83620=465,222538=1744,546231=2325
923,双人4,2181,23,79,86318=466,226584=1749,550277=2333
924,双人4,2181,24,79,89514=476,231925=1786,557433=2381
925,双人4,2181,25,80,94851=477,242707=1792,577476=2389
926,双人4,2181,26,80,97640=480,246892=1803,581660=2404
927,双人4,2181,27,81,100058=491,253668=1842,591893=2457
928,双人4,2181,28,81,101467=494,257896=1854,596120=2472
929,双人4,2181,29,82,102876=497,262124=1866,600348=2488
930,双人4,2181,30,82,125640=546,320891=2049,728373=2732
931,双人4,2181,-1,82,128224=558,328253=2092,738570=2790
932,双人4,2181,-2,82,132768=571,340656=2141,759926=2855
933,双人4,2181,-3,83,135265=583,347826=2186,769434=2915
934,双人4,2181,-4,83,146039=596,376331=2236,825683=2981
935,双人4,2181,-5,83,150099=626,387599=2349,843599=3132
936,双人4,2181,-6,84,157603=657,406978=2466,885778=3288
937,双人4,2181,-7,84,165483=689,427326=2589,930066=3452
938,双人4,2181,-8,84,173757=723,448692=2718,976569=3624
939,双人4,2181,-9,85,182444=759,471126=2853,1025397=3805
940,双人4,2181,-10,85,191566=796,494682=2995,1076666=3995
941,双人4,2181,-11,85,201144=835,519416=3144,1130499=4194
942,双人4,2181,-12,86,211201=876,545386=3301,1187023=4403
943,双人4,2181,-13,86,221761=919,572655=3466,1246374=4623
944,双人4,2181,-14,86,232849=964,601287=3639,1308692=4854
945,双人4,2181,-15,87,244491=1012,631351=3820,1374126=5096
946,双人4,2181,-16,86,256715=1062,662918=4011,1442832=5350
947,双人4,2181,-17,87,269550=1115,696063=4211,1514973=5617
948,双人4,2181,-18,87,283027=1170,730866=4421,1590721=5897
949,双人4,2181,-19,87,297178=1228,767409=4642,1670257=6191
950,双人4,2181,-20,88,312036=1289,805779=4874,1753769=6500
951,双人4,2181,-21,87,327637=1353,846067=5117,1841457=6825
952,双人4,2181,-22,88,344018=1420,888370=5372,1933529=7166
953,双人4,2181,-23,88,361218=1491,932788=5640,2030205=7524
954,双人4,2181,-24,88,379278=1565,979427=5922,2131715=7900
955,双人4,2181,-25,89,398241=1643,1028398=6218,2238300=8295
956,双人4,2181,-26,88,418153=1725,1079817=6528,2350215=8709
957,双人4,2181,-27,89,439060=1811,1133807=6854,2467725=9144
958,双人4,2181,-28,89,461013=1901,1190497=7196,2591111=9601
959,双人4,2181,-29,89,484063=1996,1250021=7555,2720666=10081
960,双人4,2181,-30,90,508266=2095,1312522=7932,2856699=10585
961,双人4,2181,-31,89,538761=2220,1391273=8407,3028100=11220
962,双人4,2181,-32,90,571086=2353,1474749=8911,3209786=11893
963,双人4,2181,-33,90,605351=2494,1563233=9445,3402373=12606
964,双人4,2181,-34,90,641672=2643,1657026=10011,3606515=13362
965,双人4,2181,-35,91,680172=2801,1756447=10611,3822905=14163
966,双人4,2181,-36,90,720982=2969,1861833=11247,4052279=15012
967,双人4,2181,-37,91,764240=3147,1973542=11921,4295415=15912
968,双人4,2181,-38,91,810094=3335,2091954=12636,4553139=16866
969,双人4,2181,-39,91,858699=3535,2217471=13394,4826327=17877
970,双人4,2181,-40,92,910220=3747,2350519=14197,5115906=18949
971,双人4,2181,-41,91,973935=4009,2515055=15190,5474019=20275
972,双人4,2181,-42,92,1042110=4289,2691108=16253,5857200=21694
973,双人4,2181,-43,92,1115057=4589,2879485=17390,6267204=23212
974,双人4,2181,-44,92,1193110=4910,3081048=18607,6705908=24836
975,双人4,2181,-45,93,1276627=5253,3296721=19909,7175321=26574
976,双人4,2181,-46,92,1365990=5620,3527491=21302,7677593=28434
977,双人4,2181,-47,93,1461609=6013,3774415=22793,8215024=30424
978,双人4,2181,-48,93,1563921=6433,4038624=24388,8790075=32553
979,双人4,2181,-49,93,1673395=6883,4321327=26095,9405380=34831
980,双人4,2181,-50,94,1790532=7364,4623819=27921,10063756=37269
981,双人4,2181,-51,93,1969585=7953,5086200=30154,11070131=40250
982,双人4,2181,-52,94,2166543=8589,5594820=32566,12177144=43470
983,双人4,2181,-53,94,2383197=9276,6154302=35171,13394858=46947
984,双人4,2181,-54,94,2621516=10018,6769732=37984,14734343=50702
985,双人4,2181,-55,95,2883667=10819,7446705=41022,16207777=54758
986,双人4,2181,-56,94,3172033=11684,8191375=44303,17828554=59138
987,双人4,2181,-57,95,3489236=12618,9010512=47847,19611409=63869
988,双人4,2181,-58,95,3838159=13627,9911563=51674,21572549=68978
989,双人4,2181,-59,95,4221974=14717,10902719=55807,23729803=74496
990,双人4,2181,-60,96,4644171=15894,11992990=60271,26102783=80455
991,双人4,2181,-61,95,6037422=17801,15590887=67503,33933617=90109
992,双人4,2181,-62,96,7848648=19937,20268153=75603,44113702=100922
993,双人4,2181,-63,96,10203242=22329,26348598=84675,57347812=113032
994,双人4,2181,-64,96,13264214=25008,34253177=94836,74552155=126595
995,双人4,2181,-65,97,17243478=28008,44529130=106216,96917801=141786
996,双人4,2181,-66,96,22416521=31368,57887869=118961,125993141=158800
997,双人4,2181,-67,97,29141477=35132,75254229=133236,163791083=177856
998,双人4,2181,-68,97,37883920=39347,97830497=149224,212928407=199198
999,双人4,2181,-69,97,49249096=44068,127179646=167130,276806929=223101
1000,双人4,2181,-70,98,64023824=49356,165333539=187185,359849007=249873
1001,双人5,2182,1,80,15632=351,187592=1319,562777=1758
1002,双人5,2182,2,80,25012=361,187592=1356,562777=1809
1003,双人5,2182,3,81,34693=377,189234=1416,567704=1888
1004,双人5,2182,4,81,45235=387,193864=1454,581594=1939
1005,双人5,2182,5,82,53085=404,199072=1516,597217=2022
1006,双人5,2182,6,82,59721=414,199072=1555,597217=2074
1007,双人5,2182,7,83,67900=425,203702=1594,611107=2126
1008,双人5,2182,8,83,71913=442,210602=1660,621535=2214
1009,双人5,2182,9,84,75337=453,215739=1700,626671=2267
1010,双人5,2182,10,84,80536=463,225853=1739,646045=2319
1011,双人5,2182,11,85,87928=481,246949=1807,695948=2409
1012,双人5,2182,12,85,89799=485,252561=1820,701560=2427
1013,双人5,2182,13,86,91670=489,258174=1834,707173=2445
1014,双人5,2182,14,86,95245=515,268593=1933,725773=2577
1015,双人5,2182,15,86,99118=519,279864=1947,746304=2596
1016,双人5,2182,16,87,101062=523,285694=1961,752134=2615
1017,双人5,2182,17,87,103005=526,291525=1975,757965=2633
1018,双人5,2182,18,87,105674=544,299411=2042,769077=2723
1019,双人5,2182,19,88,109588=548,305282=2056,774948=2742
1020,双人5,2182,20,88,115740=552,317288=2071,796213=2761
1021,双人5,2182,21,88,121103=565,326978=2119,811391=2825
1022,双人5,2182,22,89,125140=569,333033=2134,817446=2845
1023,双人5,2182,23,89,129176=573,339089=2148,823501=2864
1024,双人5,2182,24,89,136368=585,353319=2195,849206=2927
1025,双人5,2182,25,90,143124=589,366231=2210,871378=2947
1026,双人5,2182,26,90,147334=593,372545=2225,877692=2966
1027,双人5,2182,27,91,151064=606,382980=2275,893622=3033
1028,双人5,2182,28,91,153192=610,389363=2290,900005=3054
1029,双人5,2182,29,92,155320=614,395746=2305,906388=3074
1030,双人5,2182,30,92,167834=633,428659=2373,972988=3164
1031,双人5,2182,-1,92,171545=646,439155=2424,988100=3232
1032,双人5,2182,-2,92,175600=660,450552=2478,1005079=3304
1033,双人5,2182,-3,93,187658=675,482551=2531,1067461=3374
1034,双人5,2182,-4,93,191818=697,494301=2615,1084512=3487
1035,双人5,2182,-5,93,197523=726,510059=2722,1110129=3630
1036,双人5,2182,-6,94,207399=762,535561=2858,1165635=3811
1037,双人5,2182,-7,94,217768=800,562339=3000,1223916=4001
1038,双人5,2182,-8,94,228656=840,590455=3150,1285111=4201
1039,双人5,2182,-9,95,240088=882,619977=3307,1349366=4411
1040,双人5,2182,-10,95,252092=926,650975=3472,1416834=4631
1041,双人5,2182,-11,95,264696=972,683523=3645,1487675=4862
1042,双人5,2182,-12,96,277930=1020,717699=3827,1562058=5105
1043,双人5,2182,-13,96,291826=1071,753583=4018,1640160=5360
1044,双人5,2182,-14,96,306417=1124,791262=4218,1722168=5628
1045,双人5,2182,-15,97,321737=1180,830825=4428,1808276=5909
1046,双人5,2182,-16,96,337823=1239,872366=4649,1898689=6204
1047,双人5,2182,-17,97,354714=1300,915984=4881,1993623=6514
1048,双人5,2182,-18,97,372449=1365,961783=5125,2093304=6839
1049,双人5,2182,-19,97,391071=1433,1009872=5381,2197969=7180
1050,双人5,2182,-20,98,410624=1504,1060365=5650,2307867=7539
1051,双人5,2182,-21,97,431155=1579,1113383=5932,2423260=7915
1052,双人5,2182,-22,98,452712=1657,1169052=6228,2544423=8310
1053,双人5,2182,-23,98,475347=1739,1227504=6539,2671644=8725
1054,双人5,2182,-24,98,499114=1825,1288879=6865,2805226=9161
1055,双人5,2182,-25,99,524069=1916,1353322=7208,2945487=9619
1056,双人5,2182,-26,98,550272=2011,1420988=7568,3092761=10099
1057,双人5,2182,-27,99,577785=2111,1492037=7946,3247399=10603
1058,双人5,2182,-28,99,606674=2216,1566638=8343,3409768=11133
1059,双人5,2182,-29,99,637007=2326,1644969=8760,3580256=11689
1060,双人5,2182,-30,100,668857=2442,1727217=9198,3759268=12273
1061,双人5,2182,-31,99,708988=2588,1830850=9749,3984824=13009
1062,双人5,2182,-32,100,751527=2743,1940701=10333,4223913=13789
1063,双人5,2182,-33,100,796618=2907,2057143=10952,4477347=14616
1064,双人5,2182,-34,100,844415=3081,2180571=11609,4745987=15492
1065,双人5,2182,-35,101,895079=3265,2311405=12305,5030746=16421
1066,双人5,2182,-36,100,948783=3460,2450089=13043,5332590=17406
1067,双人5,2182,-37,101,1005709=3667,2597094=13825,5652545=18450
1068,双人5,2182,-38,101,1066051=3887,2752919=14654,5991697=19557
1069,双人5,2182,-39,101,1130014=4120,2918094=15533,6351198=20730
1070,双人5,2182,-40,102,1197814=4367,3093179=16464,6732269=21973
1071,双人5,2182,-41,101,1281660=4672,3309701=17616,7203527=23511
1072,双人5,2182,-42,102,1371376=4999,3541380=18849,7707773=25156
1073,双人5,2182,-43,102,1467372=5348,3789276=20168,8247317=26916
1074,双人5,2182,-44,102,1570088=5722,4054525=21579,8824629=28800
1075,双人5,2182,-45,103,1679994=6122,4338341=23089,9442353=30816
1076,双人5,2182,-46,102,1797593=6550,4642024=24705,10103317=32973
1077,双人5,2182,-47,103,1923424=7008,4966965=26434,10810549=35281
1078,双人5,2182,-48,103,2058063=7498,5314652=28284,11567287=37750
1079,双人5,2182,-49,103,2202127=8022,5686677=30263,12376997=40392
1080,双人5,2182,-50,104,2356275=8583,6084744=32381,13243386=43219
1081,双人5,2182,-51,103,2591902=9269,6693218=34971,14567724=46676
1082,双人5,2182,-52,104,2851092=10010,7362539=37768,16024496=50410
1083,双人5,2182,-53,104,3136201=10810,8098792=40789,17626945=54442
1084,双人5,2182,-54,104,3449821=11674,8908671=44052,19389639=58797
1085,双人5,2182,-55,105,3794803=12607,9799538=47576,21328602=63500
1086,双人5,2182,-56,104,4174283=13615,10779491=51382,23461462=68580
1087,双人5,2182,-57,105,4591711=14704,11857440=55492,25807608=74066
1088,双人5,2182,-58,105,5050882=15880,13043184=59931,28388368=79991
1089,双人5,2182,-59,105,5555970=17150,14347502=64725,31227204=86390
1090,双人5,2182,-60,106,6111567=18522,15782252=69903,34349924=93301
1091,双人5,2182,-61,105,7945037=20744,20516927=78291,44654901=104497
1092,双人5,2182,-62,106,10328548=23233,26672005=87685,58051371=117036
1093,双人5,2182,-63,106,13427112=26020,34673606=98207,75466782=131080
1094,双人5,2182,-64,106,17455245=29142,45075687=109991,98106816=146809
1095,双人5,2182,-65,107,22691818=32639,58598393=123189,127538860=164426
1096,双人5,2182,-66,106,29499363=36555,76177910=137971,165800518=184157
1097,双人5,2182,-67,107,38349171=40941,99031283=154527,215540673=206255
1098,双人5,2182,-68,107,49853922=45853,128740667=173070,280202874=231005
1099,双人5,2182,-69,107,64810098=51355,167362867=193838,364263736=258725
1100,双人5,2182,-70,108,84253127=57517,217571727=217098,473542856=289772
1101,双人6,2183,1,90,20365=369,244384=1386,733154=1849
1102,双人6,2183,2,90,32584=382,244384=1433,733154=1910
1103,双人6,2183,3,91,45226=400,246692=1501,740076=2001
1104,双人6,2183,4,91,58641=412,251322=1548,753966=2064
1105,双人6,2183,5,92,67763=432,254113=1620,762339=2160
1106,双人6,2183,6,92,76233=444,254113=1667,762339=2223
1107,双人6,2183,7,93,86247=457,258743=1715,776229=2287
1108,双人6,2183,8,93,95877=477,280783=1789,828654=2385
1109,双人6,2183,9,94,100442=490,287632=1837,835502=2450
1110,双人6,2183,10,94,106783=502,299457=1885,856588=2514
1111,双人6,2183,11,95,110142=529,309336=1986,871767=2648
1112,双人6,2183,12,95,112486=534,316367=2002,878797=2670
1113,双人6,2183,13,96,114829=538,323397=2019,885828=2692
1114,双人6,2183,14,96,119227=561,336220=2105,908510=2807
1115,双人6,2183,15,96,123579=566,348930=2123,930480=2830
1116,双人6,2183,16,97,126002=570,356199=2140,937749=2853
1117,双人6,2183,17,97,128425=575,363468=2157,945018=2876
1118,双人6,2183,18,97,131871=588,373636=2205,959733=2940
1119,双人6,2183,19,98,136755=592,380963=2222,967060=2963
1120,双人6,2183,20,98,143877=597,394424=2240,989781=2986
1121,双人6,2183,21,98,150822=623,407221=2338,1010511=3118
1122,双人6,2183,22,99,155850=628,414762=2356,1018053=3142
1123,双人6,2183,23,99,160877=633,422303=2374,1025594=3165
1124,双人6,2183,24,99,166998=647,432679=2426,1039947=3235
1125,双人6,2183,25,100,174683=651,446983=2444,1063512=3259
1126,双人6,2183,26,100,179820=656,454689=2462,1071218=3283
1127,双人6,2183,27,101,196504=671,498179=2517,1162419=3357
1128,双人6,2183,28,101,199271=676,506482=2536,1170722=3381
1129,双人6,2183,29,102,202039=681,514785=2554,1179025=3406
1130,双人6,2183,30,102,214731=696,548435=2610,1244861=3480
1131,双人6,2183,-1,102,217633=701,557140=2629,1253567=3505
1132,双人6,2183,-2,102,220534=706,565846=2647,1262272=3530
1133,双人6,2183,-3,102,223436=711,574551=2666,1270977=3555
1134,双人6,2183,-4,102,226338=716,583256=2685,1279683=3580
1135,双人6,2183,-5,102,229240=721,591962=2704,1288388=3605
1136,双人6,2183,-6,103,240702=757,621560=2839,1352807=3785
1137,双人6,2183,-7,103,252737=794,652638=2980,1420447=3974
1138,双人6,2183,-8,103,265373=833,685269=3129,1491469=4172
1139,双人6,2183,-9,103,278641=874,719532=3285,1566042=4380
1140,双人6,2183,-10,103,292573=917,755508=3449,1644344=4599
1141,双人6,2183,-11,104,307201=962,793283=3621,1726561=4828
1142,双人6,2183,-12,104,322561=1010,832947=3802,1812889=5069
1143,双人6,2183,-13,104,338689=1060,874594=3992,1903533=5322
1144,双人6,2183,-14,104,355623=1113,918323=4191,1998709=5588
1145,双人6,2183,-15,104,373404=1168,964239=4400,2098644=5867
1146,双人6,2183,-16,105,392074=1226,1012450=4620,2203576=6160
1147,双人6,2183,-17,105,411677=1287,1063072=4851,2313754=6468
1148,双人6,2183,-18,105,432260=1351,1116225=5093,2429441=6791
1149,双人6,2183,-19,105,453873=1418,1172036=5347,2550913=7130
1150,双人6,2183,-20,105,476566=1488,1230637=5614,2678458=7486
1151,双人6,2183,-21,106,500394=1562,1292168=5894,2812380=7860
1152,双人6,2183,-22,106,525413=1640,1356776=6188,2952999=8253
1153,双人6,2183,-23,106,551683=1722,1424614=6497,3100648=8665
1154,双人6,2183,-24,106,579267=1808,1495844=6821,3255680=9098
1155,双人6,2183,-25,106,608230=1898,1570636=7162,3418464=9552
1156,双人6,2183,-26,107,638641=1992,1649167=7520,3589387=10029
1157,双人6,2183,-27,107,670573=2091,1731625=7896,3768856=10530
1158,双人6,2183,-28,107,704101=2195,1818206=8290,3957298=11056
1159,双人6,2183,-29,107,739306=2304,1909116=8704,4155162=11608
1160,双人6,2183,-30,107,776271=2419,2004571=9139,4362920=12188
1161,双人6,2183,-31,108,822847=2564,2124845=9687,4624695=12919
1162,双人6,2183,-32,108,872217=2717,2252335=10268,4902176=13694
1163,双人6,2183,-33,108,924550=2880,2387475=10884,5196306=14515
1164,双人6,2183,-34,108,980023=3052,2530723=11537,5508084=15385
1165,双人6,2183,-35,108,1038824=3235,2682566=12229,5838569=16308
1166,双人6,2183,-36,109,1101153=3429,2843519=12962,6188883=17286
1167,双人6,2183,-37,109,1167222=3634,3014130=13739,6560215=18323
1168,双人6,2183,-38,109,1237255=3852,3194977=14563,6953827=19422
1169,双人6,2183,-39,109,1311490=4083,3386675=15436,7371056=20587
1170,双人6,2183,-40,109,1390179=4327,3589875=16362,7813319=21822
1171,双人6,2183,-41,110,1487491=4629,3841166=17507,8360251=23349
1172,双人6,2183,-42,110,1591615=4953,4110047=18732,8945468=24983
1173,双人6,2183,-43,110,1703028=5299,4397750=20043,9571650=26731
1174,双人6,2183,-44,110,1822239=5669,4705592=21446,10241665=28602
1175,双人6,2183,-45,110,1949795=6065,5034983=22947,10958581=30604
1176,双人6,2183,-46,111,2086280=6489,5387431=24553,11725681=32746
1177,双人6,2183,-47,111,2232319=6943,5764551=26271,12546478=35038
1178,双人6,2183,-48,111,2388581=7429,6168069=28109,13424731=37490
1179,双人6,2183,-49,111,2555781=7949,6599833=30076,14364462=40114
1180,双人6,2183,-50,111,2734685=8505,7061821=32181,15369974=42921
1181,双人6,2183,-51,112,3008153=9185,7768003=34755,16906971=46354
1182,双人6,2183,-52,112,3308968=9919,8544803=37535,18597668=50062
1183,双人6,2183,-53,112,3639864=10712,9399283=40537,20457434=54066
1184,双人6,2183,-54,112,4003850=11568,10339211=43779,22503177=58391
1185,双人6,2183,-55,112,4404235=12493,11373132=47281,24753494=63062
1186,双人6,2183,-56,113,4844658=13492,12510445=51063,27228843=68106
1187,双人6,2183,-57,113,5329123=14571,13761489=55148,29951727=73554
1188,双人6,2183,-58,113,5862035=15736,15137637=59559,32946899=79438
1189,双人6,2183,-59,113,6448238=16994,16651400=64323,36241588=85793
1190,双人6,2183,-60,113,7093061=18353,18316540=69468,39865746=92656
1191,双人6,2183,-61,114,9220979=20555,23811502=77804,51825469=103774
1192,双人6,2183,-62,114,11987272=23021,30954952=87140,67373109=116226
1193,双人6,2183,-63,114,15583453=25783,40241437=97596,87585041=130173
1194,双人6,2183,-64,114,20258488=28876,52313868=109307,113860553=145793
1195,双人6,2183,-65,114,26336034=32341,68008028=122423,148018718=163288
1196,双人6,2183,-66,115,34236844=36221,88410436=137113,192424333=182882
1197,双人6,2183,-67,115,44507897=40567,114933566=153566,250151632=204827
1198,双人6,2183,-68,115,57860266=45435,149413635=171993,325197121=229406
1199,双人6,2183,-69,115,75218345=50887,194237725=192632,422756257=256934
1200,双人6,2183,-70,115,97783848=56993,252509042=215747,549583134=287766
