ID,Comment,SceneType,GatheringNav,EventID,StageType,PublicSceneID,SceneCfgFile,SceneUnityFile,ViewType,ViewGridLen,SceneGridFile,SceneAIFile,LoadingTips,LoadingPic,SyncMode,LineRoleCount,RelationMode,SpecialRelation,BGM,EnvironmentSound,MapName,MapSize,MapSizeChange,MapOffset,MapEntryName,MiniMap,MiniMapName,MiniMapSize,CamDis,CamConfig,SceneEnterType,StartPos,StartFace,StartCamFace,IsStaticScene,ReviveType,IsUseItemRevive,ReviveCost,ReviveScenePosition,ReviveSceneFace,ReviveSceneCamera,LandPos,LandFace,LandCamFace,LineWarningRoleNum,LineThresholdRoleNum,LineRecycleRoleNum,Campmatching,IsNeedStore,Vehicle,VehicleFly,BattleVehicle,IsHudWordMask,FirstInCutscene,SceneUiId,CanAutoPath,RecommendLevel,EventTriggerPoint,TeamSyncInterval,MemberConfirm,ForceFollow,Forbid3D,CanMnMapNav,NotReconnect,MerceneryNotAllow,PetNotAllow,EnterCutSceneId,IsFAQImport,DynamicAttrType,HidingFriendlyCanSee,LocalizationArea,ParamKeys,ParamValues
2150,坐骑副本,3,0,0,5,38,RO_JingXiang_ZuoQiFuBen,sc_sukelatenanbu_001/sc_sukelatenanbu_001,1,,sc_sukelatenanbu_001,Dungeons_JingXiang_ZuoQiFuBen_SceneAI,1,2,1,,0,,BGM_TeMPorsche_MlkNanBu,,sc_sukelatenanbu_001,220,0.9=1,-14=-3,,苏克拉特南部,沙漠南,512,15,,,70.9=13.34=95.2,0,180,0,2,0,,70.9=13.34=95.2,0,180,,0,0,50,80,40,,0,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2188,进入英灵殿代入副本,3,0,0,5,,RO_JingXiang_XiongMengHuanShou1,sc_jifenxibu_001/sc_jifenxibu_001,1,,sc_jifenxibu_001,Common_Story_XiongMengHuanShou_SceneAI,1,2,1,,0,,BGM_Travel_JiFenXiBu,Ambience_Island,sc_jifenxibu_001,185,0.85=1,7=0,,吉芬西部,吉芬西,512,15,5,,52.54=2.22=90.26,0,180,0,2,0,,52.54=2.22=90.26,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2189,古卷揭示1,3,0,0,5,,RO_JingXiang_GuJuanJieShi1,sc_jinzita2f_001/sc_jinzita2f_001,1,,sc_jinzita2f_001,Dungeons_GuJuanJieShi1_SceneAI,1,2,1,,0,,BGM_Backattack_JinZiTa,,sc_jinzita2f_001,240,0.85=1,-5=-6,,金字塔1层,金字塔,512,15,,,86.44=30.85=110.71,0,180,0,1,0,,86.44=30.85=110.71,0,180,,0,0,200,300,150,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2190,古卷揭示2,3,0,0,5,,RO_JingXiang_GuJuanJieShi2,sc_xianzhedating_001/sc_xianzhedating_001,1,,sc_xianzhedating_001,Dungeons_GuJuanJieShi2_SceneAI,1,2,1,,0,,BGM_DreadAndBold,,sc_xianzhedating_001,125,1=1,7=0,,贤者之间,贤者之间,512,15,,,63.34=10.21=58.51,0,180,0,1,0,,63.34=10.21=58.51,0,180,,0,0,200,300,150,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2191,魔化巴雷蒙德,3,0,0,5,,RO_JingXiang_MoHuaBaLeiMengDe,sc_mengluoke_001/sc_mengluoke_001,1,,sc_mengluoke_001,Common_SceneAI_Default,1,2,1,,0,,BGM_MonasteryInDisguise,,sc_mengluoke_001,230,0.95=1.2,0=0,,梦罗克,梦罗克,512,15,,,120.63=9.91=63.42,0,180,0,1,0,,166.30=9.91=176.52,0,180,,0,0,200,300,150,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2192,跟踪白衣修士,3,0,0,5,516,RO_JingXiang_GenZongBaiYiXiuShi,sc_sfksmx1f_001/sc_sfksmx1f_001,1,,sc_sfksmx1f_001,Common_Story_GenZongBaiYiXiuShi_SceneAI,1,2,1,,0,,BGM_Backattack_JinZiTa,Ambience_Island,sc_sfksmx1f_001,235,0.85=1,1=2,,斯芬克斯密穴,斯芬克斯密穴,512,15,5,,164.40=24.67=97.78,0,180,0,2,0,,164.40=24.67=97.78,0,180,164.40=24.67=97.78,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2193,联手白衣,3,0,0,5,,RO_JingXiang_LianShouBaiYi,sc_sfksmx1f_001/sc_sfksmx1f_001,1,,sc_sfksmx1f_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Backattack_JinZiTa,,sc_sfksmx1f_001,235,0.85=1,1=2,,斯芬克斯密穴,斯芬克斯密穴,512,15,,,189.73=24.67=162.08,0,180,0,1,0,,189.73=24.67=162.08,0,180,,0,0,200,300,150,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2194,古卷揭示3,3,0,0,5,,RO_JingXiang_GuJuanJieShi3,sc_sfksmx1f_001/sc_sfksmx1f_001,1,,sc_sfksmx1f_001,Dungeons_GuJuanJieShi3_SceneAI,1,2,1,,0,,BGM_Backattack_JinZiTa,,sc_sfksmx1f_001,235,0.85=1,1=2,,斯芬克斯密穴,斯芬克斯密穴,512,15,,,160.22=24.67=188.39,0,180,0,1,0,,160.22=24.67=188.39,0,180,,0,0,200,300,150,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2195,抓捕白衣修士副本,3,0,0,5,512,RO_JingXiang_ZhuBuBaiYiXiuShi,sc_jinzita3f_001/sc_jinzita3f_001,1,,sc_jinzita3f_001,Common_Story_ZhuaBuBaiYiXiuShi_SceneAI,1,2,1,,0,,BGM_Backattack_JinZiTa,,sc_jinzita3f_001,200,0.8=1,0=0,,金字塔3层,3F,512,15,5,,33.95=17.10=116.43,0,180,0,2,0,,33.95=17.10=116.43,0,180,33.95=17.10=116.43,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2196,封印暴走的黑衣修士副本,3,0,0,5,63,RO_JingXiang_FengyinHeiYiXiuShi,sc_mlkchengbao_001/sc_mlkchengbao_001,1,,sc_mlkchengbao_001,Common_SceneAI_Default,1,2,1,,0,,BGM_TeMpItUp,,sc_mlkchengbao_001,300,0.8=0.8,82=2,,混沌的枷锁,混沌的枷锁,512,15,5,,104.18=1.13=69.82,0,0,0,2,0,,104.18=1.13=69.82,0,0,104.18=1.13=69.82,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2197,巴雷蒙德意识领域玩法副本,3,0,0,5,,RO_JingXiang_BaLeiMengDeYiShiLingYu,sc_heianmigong_001/sc_heianmigong_001,1,,sc_heianmigong_001,Common_Story_BaLeiMengDeYiShi_SceneAI,1,2,1,,0,,BGM_ForbiddenAnguish,,sc_heianmigong_001,140,1=1,0=0,,意识领域,意识领域,512,15,5,,98.73=5.36=58.78,180,0,0,2,0,,98.73=5.36=58.78,180,0,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2198,重现所罗门之书记载副本,3,0,0,5,,RO_JingXiang_XiongMengHuanShou1,sc_jifenxibu_001/sc_jifenxibu_001,1,,sc_jifenxibu_001,Common_Story_XiongMengHuanShou_SceneAI,1,2,1,,0,,BGM_Travel_JiFenXiBu,Ambience_Island,sc_jifenxibu_001,185,0.85=1,7=0,,吉芬西部,吉芬西,512,15,5,,52.54=2.22=90.26,0,180,0,2,0,,52.54=2.22=90.26,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2199,奇怪青年的挑战,3,0,0,5,21,RO_JingXiang_QiGuaiQingNianDeTiaoZhan,sc_yisilude_001/sc_yisilude_001,1,,sc_yisilude_001,Common_SceneAI_Default,1,2,1,,0,,BGM_DreadAndBold,,sc_yisilude_001,300,1=1.2,20=12,,伊斯鲁得,伊斯鲁得,512,15,,,151.81=17.18=153.87,0,180,0,1,0,,151.81=17.18=153.87,,,151.81=17.18=153.87,180,180,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2200,挑战尤利卡,3,0,0,5,61,RO_JingXiang_TiaoZhanYouLiKa,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Common_SceneAI_Default,1,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,挑战场,,512,15,,,64.9=10.90=53.09,90,90,0,1,0,,64.9=10.90=53.09,90,90,64.9=10.90=53.09,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2201,挑战柏得,3,0,0,5,61,RO_JingXiang_TiaoZhanBoDe,sc_tiaozhanchang_001/sc_tiaozhanchang_001,1,,sc_tiaozhanchang_001,Common_SceneAI_Default,1,2,1,,0,,BGM_DreadAndBold,,sc_tiaozhanchang_001,140,1=1,13=71,,挑战场,,512,15,,,67.21=10.90=55.13,90,90,0,1,0,,67.21=10.90=55.13,90,90,67.21=10.90=55.13,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2202,挑战卡洛,3,0,0,5,21,RO_JingXiang_TiaoZhanKaLuo,sc_yisilude_001/sc_yisilude_001,1,,sc_yisilude_001,Common_SceneAI_Default,1,2,1,,0,,BGM_DreadAndBold,,sc_yisilude_001,300,1=1.2,20=12,,伊斯鲁得,伊斯鲁得,512,15,,,119.65=17.184=141.63,90,90,0,1,0,,119.65=17.184=141.63,90,90,119.65=17.184=141.63,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2203,标识任务英灵殿,3,0,0,5,,RO_JingXiang_XiongMengHuanShou1,sc_jifenxibu_001/sc_jifenxibu_001,1,,sc_jifenxibu_001,Common_Story_XiongMengHuanShou_SceneAI,1,2,1,,0,,BGM_Travel_JiFenXiBu,Ambience_Island,sc_jifenxibu_001,185,0.85=1,7=0,,吉芬西部,吉芬西,512,15,5,,52.54=2.22=90.26,0,180,0,2,0,,52.54=2.22=90.26,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2204,海利翁踩阵法,3,0,0,5,,RO_JingXiang_HaiLiWengCaiZhenFa,sc_mlkxibu_001/sc_mlkxibu_001,1,,sc_mlkxibu_001,Dungeons_JingXiang_HaiLiWengZhenFa_SceneAI,1,2,1,,0,,BGM_TeMpItUp,,sc_mlkxibu_001,200,1=1.2,-10=-2,,梦罗克西部,梦罗克西,512,15,,,70=12=105,0,180,0,1,0,,70=12=105,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2205,海利翁boss,3,0,0,5,,RO_JingXiang_HaiLiWengBoss,sc_mlkxibu_001/sc_mlkxibu_001,1,,sc_mlkxibu_001,Common_SceneAI_Default,1,2,1,,0,,BGM_TeMpItUp,,sc_mlkxibu_001,200,1=1.2,-10=-2,,梦罗克西部,梦罗克西,512,15,,,70=12=105,0,180,0,1,0,,70=12=105,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2206,对战古德拉斯,3,0,0,5,17,RO_JingXiang_DuiZhanGuDeLaSi,sc_huayuan_001/sc_huayuan_001,1,,sc_huayuan_001,Common_SceneAI_Default,1,2,1,,0,,BGM_TeMpItUp,Ambience_Forest2,sc_huayuan_001,300,0.8=1,0=4,,花园,花园,512,15,5,,140.93=37.62=138.93,15,195,0,2,0,,140.93=37.62=138.93,15,195,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2207,斯芬克斯：击败帕莎那军长单人镜像,3,0,0,5,,RO_JingXiang_JiBaiPaShaNa,sc_sfksmx1f_001/sc_sfksmx1f_001,1,,sc_sfksmx1f_001,Common_SceneAI_Default,1,2,1,,0,,BGM_Hamatan,Ambience_Island,sc_sfksmx1f_001,235,0.85=1,1=2,,斯芬克斯密穴,斯芬克斯密穴,512,15,,,176=24.67=35,0,180,0,1,0,,176=24.67=35,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2208,斯芬克斯：击败安毕斯守关boss镜像,3,0,0,5,,RO_JingXiang_JiBaiAnBiSi,sc_sfksmx1f_001/sc_sfksmx1f_001,1,,sc_sfksmx1f_001,Dungeons_JingXiang_JiBaiAnBiSi_SceneAI,1,2,1,,0,,BGM_Hamatan,,sc_sfksmx1f_001,235,0.85=1,1=2,,斯芬克斯密穴,斯芬克斯密穴,512,15,,,118=27=70,0,180,0,1,0,,118=27=70,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2209,梦魇空间,3,0,0,5,,RO_JingXiang_MengYanKongJian,sc_huanjing_001/sc_huanjing_001,1,,sc_huanjing_001,Dungeons_JingXiang_MengYanKongJian_SceneAI,1,2,1,,0,,BGM_Abyss_MiWuDao,,sc_huanjing_001,100,1=1,0=-6,,梦魇空间,,512,15,5,,45.61=8.5=56.12,0,0,0,1,0,,45.61=8.5=56.12,0,0,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2210,月夜猫战斗副本,3,0,0,5,514,RO_JingXiang_YueYeMaoZhanDou,sc_jiangshidong_003/sc_jiangshidong_003,1,,sc_jiangshidong_003,Common_Story_YueYeMao_SceneAI,1,2,1,,0,,BGM_TeMpItUp,,sc_jiangshidong_003,210,0.85=1,10=7,,斐扬洞窟3层,3F,512,15,5,,113.96=30.11=39.63,0,180,0,2,0,,113.96=30.11=39.63,0,180,113.96=30.11=39.63,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2211,英灵殿,3,0,0,5,,RO_YingLingDian_SuZhiJiaDian,sc_yinglingdian_002/sc_yinglingdian_002,1,,sc_yinglingdian_002,Dungeons_SuZhiJiaDian_SceneAI,1,2,1,,0,,BGM_OpeningBossBattle,,sc_yinglingdian_001,200,0.9=0.9,3=7,,瓦尔哈拉,瓦尔哈拉,512,15,5,,28.2=100.1=71.67,0,160,0,2,0,,28.2=100.1=71.67|99.37=59.9=38.61,0|0,160|220,21.7=100.1=56.1,0,160,0,0,0,,1,0,0,1,,,28,0,,,,,,,,,1,1,,,,,,,
2212,元素掌控-火之间,3,0,0,5,2142,RO_JingXiang_WuShiZhuanZhi2,sc_zzfs_002/sc_zzfs_002,1,,sc_zzfs_002,Dungeons_JingXiang_YuanSuZhangKong2_SceneAI,1,2,1,,0,,BGM_DreadAndBold,,sc_zzfs_002,170,1=1,0=0,,元素掌控,,512,15,,,126=6=66,0,90,0,2,0,,126=6=66,0,90,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2213,元素掌控-地之间,3,0,0,5,2142,RO_JingXiang_WuShiZhuanZhi3,sc_zzfs_002/sc_zzfs_002,1,,sc_zzfs_002,Dungeons_JingXiang_YuanSuZhangKong3_SceneAI,1,2,1,,0,,BGM_DreadAndBold,,sc_zzfs_002,170,1=1,0=0,,元素掌控,,512,15,,,43=6=66,0,90,0,2,0,,43=6=66,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2214,雷金冒险,3,0,0,5,21,RO_JingXiang_YongBingLeiJin,sc_yisilude_001/sc_yisilude_001,1,,sc_yisilude_001,Dungeons_YongBingLeiJin_SceneAI,1,2,1,,0,,BGM_DreadAndBold,,sc_yisilude_001,300,1=1.2,20=12,,伊斯鲁得,伊斯鲁得,512,15,,,108.3=17.1=161.14,0,180,0,1,0,,108.3=17.1=161.14,0,180,108.3=17.1=161.14,0,180,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2215,重现所罗门之书记载副本,3,0,0,5,26,RO_JingXiang_ChongXianSuoLuoMen,sc_mengluoke_001/sc_mengluoke_001,1,,sc_mengluoke_001,Dungeons_SuoLuoMenZhiYao_SceneAI,1,2,1,,0,,BGM_DreadAndBold,,sc_mengluoke_001,230,0.95=1.2,0=0,,曾经的梦罗克,,512,15,,,170.73=9.88=180.28,180,180,0,1,0,,170.73=9.88=180.28,180,180,170.73=9.88=180.28,180,180,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2216,尾行妖道,3,0,0,5,47,RO_JingXiang_WeiXingYaoDao,sc_feiyang_001/sc_feiyang_001,1,,sc_feiyang_001,Dungeons_WeiXingYaoDao_SceneAI,1,2,1,,0,,BGM_ThemeOfPayon_FeiYang,,sc_feiyang_001,270,1=1,-25=21,,斐杨,斐杨,512,15,,,188=16=144,180,0,0,1,0,,188=16=144,180,0,188=16=144,180,180,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2217,马车森林副本,3,0,0,5,,RO_JingXiang_DuiZhanAoLun1,sc_machesenlin_001/sc_machesenlin_001,1,,sc_machesenlin_001,Common_SceneAI_Default,1,2,1,,0,,BGM_NanoEast_FeiYangShuLin,,sc_machesenlin_001,310,1=1,-2=-4,马车森林,马车森林,马车森林,512,15,,,77=20=225,0,0,0,1,0,,77=20=225,0,0,77=20=225,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2218,弓箭手佣兵,3,0,0,5,,RO_JingXiang_YongBingShenZhi,sc_gongshoucun_001/sc_gongshoucun_001,1,,sc_gongshoucun_001,Common_SceneAI_Default,1,2,1,,0,,BGM_ThemeOfPayon_FeiYang,,sc_gongshoucun_001,140,1=1,-6=16,弓手村,弓手村,弓手村,512,15,,,70.40=13.38=79.52,0,180,0,1,0,,70.40=13.38=79.52,0,180,70.40=13.38=79.52,0,180,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2219,商人佣兵,3,0,0,5,,RO_JingXiang_YongBingNaTaLi,sc_aierbeita_001/sc_aierbeita_001,1,,sc_aierbeita_001,Common_SceneAI_Default,1,2,1,,0,,BGM_ThemeOfAlberta_AiErBeiTa,,sc_aierbeita_001,260,0.9=1,6=-9,艾尔贝塔,艾尔贝塔,艾尔贝塔,512,15,,,159=19.37=90.58,0,180,0,1,0,,159=19.37=90.58,0,180,159=19.37=90.58,0,180,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2220,卢恩往事,3,0,0,5,,RO_JingXiang_LuEnWangShi,sc_sfksmx1f_001/sc_sfksmx1f_001,1,,sc_sfksmx1f_001,Dungeons_LuEnWangShi_SceneAI,1,2,1,,0,,BGM_Backattack_JinZiTa,Ambience_Island,sc_sfksmx1f_001,235,0.85=1,1=2,,斯芬克斯密穴,斯芬克斯密穴,512,15,,,52.31=24.67=200.04,0,0,0,2,0,,52.31=24.67=200.04,0,0,52.31=24.67=200.04,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2221,英魂列传,3,0,0,5,50,RO_JingXiang_YingHunLieZhuan,sc_aierbeita_001/sc_aierbeita_001,1,,sc_aierbeita_001,Dungeons_YingHunLieZhuan_SceneAI,1,2,1,,0,,BGM_ThemeOfAlberta_AiErBeiTa,,sc_aierbeita_001,260,0.9=1,6=-9,艾尔贝塔,艾尔贝塔,艾尔贝塔,512,15,,,192.71=19.47=85.82,90,90,0,1,0,,192.71=19.47=85.82,90,90,192.71=19.47=85.82,90,90,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,,,,,,,,
2222,初战露希尔,3,0,0,5,,RO_JingXiang_ChuZhanLuXiEr,sc_mengluoke_001/sc_mengluoke_001,1,,sc_mengluoke_001,Common_SceneAI_Default,1,2,1,,0,,BGM_ThemeOfMorroc_MengLuoKe,,sc_mengluoke_001,230,0.95=1.2,0=0,,梦罗克,梦罗克,512,15,,,61.99=10=178,90,180,0,1,0,,60.99=9.91=182.38,,,114.8=9.85=64.7,0,180,400,500,300,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2223,抓捕露希尔,3,0,0,5,,RO_JingXiang_ZhuaBuLuXiEr,sc_xianzhedating_001/sc_xianzhedating_001,1,,sc_xianzhedating_001,Common_SceneAI_Default,1,2,1,,0,,BGM_DreadAndBold,,sc_xianzhedating_001,125,1=1,7=0,,贤者之间,贤者之间,512,15,,,53.51=10.20=66.77,0,180,0,1,0,,53.51=10.20=66.77,,,53.51=10.20=66.77,0,180,400,500,300,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2224,抓捕福金,3,0,0,5,,RO_JingXiang_ZhuaBuFuJin,sc_xianzhedating_001/sc_xianzhedating_001,1,,sc_xianzhedating_001,Common_SceneAI_Default,1,2,1,,0,,BGM_DreadAndBold,,sc_xianzhedating_001,125,1=1,7=0,,贤者之间,贤者之间,512,15,,,53.51=10.20=66.77,0,180,0,1,0,,53.51=10.20=66.77,,,53.51=10.20=66.77,0,180,400,500,300,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2225,大战露西尔,3,0,0,5,,RO_JingXiang_LuXiEr,sc_mlkchengbao_001/sc_mlkchengbao_001,1,,sc_mlkchengbao_001,Dungeons_DaZhanLuXiiEr_SceneAI,1,2,1,,0,,BGM_MysticHaze2,,sc_mlkchengbao_001,300,0.8=0.8,82=2,混沌的枷锁,混沌的枷锁,混沌的枷锁,512,15,,,90=1=81,180,0,0,1,0,,106=1=53,0,,104.23=4.64=97.26,0,0,200,300,150,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2226,魔神初生,3,0,0,5,,RO_JingXiang_MoShenChuSheng,sc_mlkchengbao_001/sc_mlkchengbao_001,1,,sc_mlkchengbao_001,Common_SceneAI_Default,1,2,1,,0,,BGM_MysticHaze2,,sc_mlkchengbao_001,300,0.8=0.8,82=2,混沌的枷锁,混沌的枷锁,混沌的枷锁,512,15,,,90=1=81,180,0,0,1,0,,106=1=53,0,,104.23=4.64=97.26,0,0,200,300,150,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2227,童年噩梦,3,0,0,5,34,RO_JingXiang_TongNianEMeng,sc_shourencunluo_001/sc_shourencunluo_001,1,,sc_shourencunluo_001,Dungeons_TongNianEMeng_SceneAI,1,2,1,,0,,BGM_TeMPoison_ShouRenCunLuo,,sc_shourencunluo_001,230,0.9=1,-2=0,过去的兽人村落,过去的兽人村落,过去的兽人村落,512,15,,,94.18=6.31=64.62,270,270,0,1,0,,94.18=6.31=64.62,270,270,94.18=6.31=64.62,270,270,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2228,光与暗的终点,3,0,0,5,63,RO_JingXiang_GuangYuAnDeZhongDian,sc_mlkchengbao_001/sc_mlkchengbao_001,1,,sc_mlkchengbao_001,Dungeons_GuangYuAnDeZhongDian_SceneAI,1,2,1,,0,,BGM_MysticHaze2,,sc_mlkchengbao_001,300,0.8=0.8,82=2,混沌的枷锁,混沌的枷锁,混沌的枷锁,512,15,,,89=1.13=74.67,0,0,0,1,0,,89=1.13=74.67,0,,89=1.13=74.67,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,0,,,,,,,,
2229,动力室,3,0,0,5,,RO_Donglishi,sc_donglishi_001/sc_donglishi_001,1,,sc_donglishi_001,Dungeons_DongLiShi_SceneAI,1,2,1,,0,,BGM_DarkLight,,sc_donglishi_001,230,1=1,-24=-14,动力室,动力室,动力室,512,15,,,145.89=30.1=189,180,0,0,1,0,,145.89=30.1=189,0,180,145.89=30.1=189,0,0,200,300,150,,1,0,0,0,,,2,0,,,,,,,,,1,1,,,,,,,
2230,朱诺学院,3,0,0,5,64,RO_JingXiang_Mofaxueyuan,sc_zhuansheng_001/sc_zhuansheng_001,1,,sc_zhuansheng_001,Dungeons_MoFaXueYuan_SceneAI,1,2,1,,0,,BGM_BeyondTheGrave,,sc_zhuansheng_001,400,1=1,0=0,朱诺学院,朱诺学院,朱诺学院,512,15,,,198.7=58.34=181.37,0,180,0,1,0,,198.7=58.34=181.37,0,180,198.7=58.34=181.37,0,0,200,300,150,,1,0,0,0,,,2,0,,,,,,,,,1,1,,,,,,,
2231,公会魅力,3,0,0,5,,RO_JingXiang_GongHuiMeiLi,sc_gonghui_001/sc_gonghui_001,1,,sc_gonghui_001,Common_SceneAI_gonghui,1,2,1,,0,,BGM_ThemeOfProntera_PuLongDeLa,Ambience_Island,sc_gonghui_001,150,1=1,87=25,公会,公会,公会,512,15,,,51.05=25.66=34.34,90,180,0,4,0,,51.05=25.66=34.34,,,51.05=25.66=34.34,0,0,0,0,0,,1,1,0,1,,,2,0,,,,,,,,,,,,,,,,,
2232,白女巫上,3,0,0,5,50,RO_JingXiang_BaiNvWuShang,sc_aierbeita_001/sc_aierbeita_001,1,,sc_aierbeita_001,Dungeons_BaiNvWuShang_SceneAI,1,2,1,,0,,BGM_ThemeOfAlberta_AiErBeiTa,,sc_aierbeita_001,260,0.9=1,6=-9,艾尔贝塔,艾尔贝塔,艾尔贝塔,512,15,,,183.7058=19.37331=114.7685,0,0,0,1,0,,183.7058=19.37331=114.7685,0,0,183.7058=19.37331=114.7685,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2233,白女巫下,3,0,0,5,50,RO_JingXiang_BaiNvWuXia,sc_aierbeita_001/sc_aierbeita_001,1,,sc_aierbeita_001,Dungeons_BaiNvWuXia_SceneAI,1,2,1,,0,,BGM_ThemeOfAlberta_AiErBeiTa,,sc_aierbeita_001,260,0.9=1,6=-9,艾尔贝塔,艾尔贝塔,艾尔贝塔,512,15,,,183.7058=19.37331=114.7685,0,0,0,1,0,,183.7058=19.37331=114.7685,0,0,183.7058=19.37331=114.7685,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,1,1,,,,,,,
2234,吉芬旷野·时间裂隙,3,1,0,5,53,RO_Jifenkuangye2,sc_jifenkuangye_001/sc_jifenkuangye_001,2,7,sc_jifenkuangye_001,Common_SceneAI_Default,1,2,1,,0,,BGM_NanoEast_FeiYangShuLin,,sc_jifenkuangye_001,270,0.86=1,0=0,吉芬旷野·时空裂隙,吉芬旷野·时空裂隙,吉芬旷野·时空裂隙,512,15,,,203=1.52=208,0,180,0,1,0,,203=1.52=208,0,0,203=1.52=208,0,0,80,100,50,,1,1,0,1,,,1,1,,,,,,,,,0,,,,,,,,
2235,艾吉尔圣所,3,0,0,5,,RO_JingXiang_AiJiErShengSuo,sc_dungeon_shenggeshilian/sc_dungeon_shenggeshilian,1,,sc_dungeon_shenggeshilian,Dungeons_AiJiErShengSuo_SceneAI,1,2,1,,0,,BGM_TimeUp_PVPZhanDou,,sc_dungeon_shenggeshilian,120,0.9=1,0=0,,艾吉尔圣所,,512,15,6,,58.65=9.26=58,0,180,0,2,0,,58.65=9.26=58,0,180,,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2236,狂暴地龙,3,0,0,5,,RO_JingXiang_KuangBaoDiLong,sc_machesenlin_001/sc_machesenlin_001,1,,sc_machesenlin_001,Dungeons_KuangBaoDiLong_SceneAI,1,2,1,,0,,BGM_NanoEast_FeiYangShuLin,,sc_machesenlin_001,310,1=1,-2=-4,马车森林,马车森林,马车森林,512,15,,,223.22=20.17=80.17,0,0,0,1,0,,223.22=20.17=80.17,0,0,77=20=225,0,0,0,0,0,,1,0,0,1,,,2,0,,,,,,,,,,,,,,,,,
2237,犬妖亡灵之战,3,0,0,5,,RO_JingXiang_QuanYaoWangLingZhiZhan,sc_ketesenlin_001/sc_ketesenlin_001,1,,sc_ketesenlin_001,Dungeons_QuanYaoWangLingZhiZhan_SceneAI,1,2,1,,0,,BGM_NanoEast_FeiYangShuLin,,sc_ketesenlin_001,320,0.88=1,3=-6,克特森林,克特森林,克特森林,512,15,,,75.70=20.10=214.85,0,180,0,1,0,,75.70=20.10=214.85,0,0,75.70=20.10=214.85,180,0,80,100,50,,1,0,0,1,,,1,0,,,,,,,,,,,,,,,,,
