SkillEffectId,UUID
编号,唯一Id，程序用
1000112201,Monster_QiPaoChong|Monster_QiPaoChong_Attack|0|0|0
1000112202,Monster_QiPaoChong|Monster_QiPaoChong_Zibao|0|0|0
1000112301,Monster_KaNaDuoSi|Monster_KaNaDuoSi_Attack|0|0|0
1000112302,Monster_KaNaDuoSi|Monster_KaNaDuosi_ZiDongFangYu|0|0|0
1000112303,Monster_KaNaDuoSi|Monster_KaNaDuosi_BengLieShu|0|0|0
1000112401,Monster_MoKa|Monster_MoKa_Attack|0|0|0
1000112402,Monster_MoKa|Monster_MoKa_JingJiGuangHuan|0|0|0
1000112403,Monster_MoKa|Monster_MoKa_BengLieShu|0|0|0
1000112404,Monster_MoKa|Monster_MoKa_DiZhenShu|0|0|0
1000112501,Monster_LongYing|Monster_LongYing_Attack|0|0|0
1000112502,Monster_LongYing|Monster_LongYing_ChenMoGongJi|0|0|0
1000112503,Monster_LongYing|Monster_LongYing_ZhaoHuanCangYing|0|0|0
1000112504,Monster_LongYing|Monster_LongYing_FengShuXingGongJi|0|0|0
1000112505,Monster_LongYing|Monster_LongYing_ZhaoHuanCangYing_KuShuZhi|0|0|0
1000112601,Monster_LvCangYing|Monster_LvCangYing_Attack|0|0|0
1000112602,Monster_LvCangYing|Monster_LvCangYing_ChenMoGongJi|0|0|0
1000112701,Monster_LvFuShi|Monster_LvFuShi_Attack|0|0|0
1000112702,Monster_LvFuShi|Monster_LvFuShi_ShiDuGongJi|0|0|0
1000112801,Monster_FuShi|Monster_FuShi_Attack|0|0|0
1000112901,Monster_ChiCangYing|Monster_ChiCangYing_Attack|0|0|0
1000113001,Monster_ShouRenZhanShi|Monster_ShouRenZhanShi_Attack|0|0|0
1000113002,Monster_ShouRenZhanShi|Monster_ShouRenZhanShi_NuBao|0|0|0
1000113003,Monster_ShouRenZhanShi|Monster_ShouRenZhanShi_SuDuJiFa|0|0|0
1000113101,Monster_NvShouRenZhanShi|Monster_NvShouRenZhanShi_Attack|0|0|0
1000113102,Monster_NvShouRenZhanShi|Monster_NvShouRenZhanShi_AGITiSheng|0|0|0
1000113201,Monster_ShouRenGongJianShou|Monster_ShouRenGongJianShou_Attack|0|0|0
1000113202,Monster_ShouRenGongJianShou|Monster_ShouRenGongJianShou_DuoChongJian|0|0|0
1000113203,Monster_ShouRenGongJianShou|Monster_ShouRenGongJianShou_ErLianShi|0|0|0
1000113204,Monster_ShouRenGongJianShou|Monster_ShouRenGongJianShou_JianYu|0|0|0
1000113301,Monster_ShouRenZhanShiZhang|Monster_ShouRenZhanShiZhang_Attack|0|0|0
1000113401,Monster_ShouRenYingEr|Monster_ShouRenYingEr_Attack|0|0|0
1000113402,Monster_ShouRenYingEr|Monster_ShouRenYingEr_ZhaoHuanBaMa|0|0|0
1000113501,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_Attack|0|0|0
1000113502,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_ZiDongFangYu|0|0|0
1000113503,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_AGIXiaJiang|0|0|0
1000113504,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_ZhiYuShu|0|0|0
1000113505,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_WeiLiTiSheng|0|0|0
1000113506,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_AGITiSheng|0|0|0
1000113507,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_ZhaoHuanShouRenZhanShiZhang|0|0|0
1000113508,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_ShunJianYiDong|0|0|0
1000113509,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_LuoXuanCiJi|0|0|0
1000113510,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_ChongFeng|0|0|0
1000113511,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_JianTa|0|0|0
1000113512,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_FenNuJianTaZuHe|0|0|0
1000113513,Monster_ShouRenYingXiong|Monster_ShouRenYingXiong_JianGongSuZengJia|0|0|0
1000113601,Monster_NiRen|Monster_NiRen_Attack|0|0|0
1000113701,Monster_MoGuoDan|Monster_MoGuoDan_Attack|0|0|0
1000113702,Monster_MoGuoDan|Monster_MoGuoDan_BingJianShu|0|0|0
1000113703,Monster_MoGuoDan|Monster_MoGuoDan_MoFaFanShe|0|0|0
1000113801,Monster_QiuYin|Monster_QiuYin_Attack|0|0|0
1000113802,Monster_QiuYin|Monster_QiuYin_ShiHuaShu|0|0|0
1000113901,Monster_XieHaiGongJianShou|Monster_XieHaiGongJianShou_Attack|0|0|0
1000114001,Monster_XieHaiShiBing|Monster_XieHaiShiBing_Attack|0|0|0
1000114101,Monster_BiLaiTe|Monster_BiLaiTe_Attack|0|0|0
1000114201,Monster_XieEXiang|Monster_XieEXiang_Attack|0|0|0
1000114301,Monster_NvXiaoEMo|Monster_NvXiaoEMo_Attack|0|0|0
1000114401,Monster_SiLing|Monster_SiLing_Attack|0|0|0
1000114501,Monster_XieHaiFuLu|Monster_XieHaiFuLu_Attack|0|0|0
1000114601,Monster_XieHaiFaShi|Monster_XieHaiFaShi_Attack|0|0|0
1000114602,Monster_XieHaiFaShi|Monster_XieHaiFaShi_MoFaiWaiKe|0|0|0
1000115101,Monster_YaoGunHuangChong|Monster_YaoGunHuangChong_Attack|0|0|0
1000115102,Monster_YaoGunHuangChong|Monster_YaoGunHuangChong_ZhaoHuanHuangChong|0|0|0
1000115103,Monster_YaoGunHuangChong|Monster_YaoGunHuangChong_ChenMoGongJi|0|0|0
1000115104,Monster_YaoGunHuangChong|Monster_YaoGunHuangChong_ZhaoHuanHuangChong_KuShuZhi|0|0|0
1000115201,Monster_BoLiZhiWang|Monster_BoLiZhiWang_Attack|0|0|0
1000115202,Monster_BoLiZhiWang|Monster_BoLiZhiWang_ZhaoHuanBoLi|0|0|0
1000115203,Monster_BoLiZhiWang|Monster_BoLiZhiWang_BingJianShu|0|0|0
1000115204,Monster_BoLiZhiWang|Monster_BoLiZhiWang_ZhaoHuanBoLi_KuShuZhi|0|0|0
1000115301,Monster_WaWang|Monster_WaWang_Attack|0|0|0
1000115302,Monster_WaWang|Monster_WaWang_ZhaoHuanLuoDaWa|0|0|0
1000115303,Monster_WaWang|Monster_WaWang_ShuiShuXingGongJi|0|0|0
1000115304,Monster_WaWang|Monster_WaWang_ZhiYuShu|0|0|0
1000115305,Monster_WaWang|Monster_WaWang_ZhaoHuanLuoDaWa_KuShuZhi|0|0|0
1000116901,Monster_XiaoJi|Monster_XiaoJi_Attack|0|0|0
1000117001,Monster_WoNiu|Monster_WoNiu_Attack|0|0|0
1000117201,Monster_FuLeDaoChong|Monster_FuLeDaoChong_Attack|0|0|0
1000117202,Monster_FuLeDaoChong|Monster_FuLeDaoChong_AGITiSheng|0|0|0
1000117301,Monster_MaLeDaoChong|Monster_MaLeDaoChong_Attack|0|0|0
1000117302,Monster_MaLeDaoChong|Monster_MaLeDaoChong_AGITiSheng|0|0|0
1000117401,Monster_XieHaiZhanShi|Monster_XieHaiZhanShi_Attack|0|0|0
1000117501,Monster_QiaoXingChong|Monster_QiaoXingChong_Attack|0|0|0
1000117601,Monster_DaJiaoXiong|Monster_DaJiaoXiong_Attack|0|0|0
1000117602,Monster_DaJiaoXiong|Monster_DaJiaoXiong_BaTi|0|0|0
1000117701,Monster_PiaoFuChong|Monster_PiaoFuChong_Attack|0|0|0
1000117801,Monster_ZhangLaoShuJing|Monster_ZhangLaoShuJing_Attack|0|0|0
1000117802,Monster_ZhangLaoShuJing|Monster_ZhangLaoShuJing_HuoJianShu|0|0|0
1000117901,Monster_HongBianFu|Monster_HongBianFu_Attack|0|0|0
1000118101,Monster_ShouRenFuShi|Monster_ShouRenFuShi_Attack|0|0|0
1000118201,Monster_ZhuanZhuanDan|Monster_ZhuanZhuanDan_Attack|0|0|0
1000118202,Monster_ZhuanZhuanDan|Monster_ZhuanZhuanDan_ZiDongFangYu|0|0|0
1000118301,Monster_MaiSiTe|Monster_MaiSiTe_Attack|0|0|0
1000118401,Monster_XieHaiShouRen|Monster_XieHaiShouRen_Attack|0|0|0
1000118402,Monster_XieHaiShouRen|Monster_XieHaiShouRen_XuanJi|0|0|0
1000118403,Monster_XieHaiShouRen|Monster_XieHaiShouRen_JuFuDuoHun|0|0|0
1000118501,Monster_ZhongJinShuHuangChong|Monster_ZhongJinShuHuangChong_Attack|0|0|0
1000118502,Monster_ZhongJinShuHuangChong|Monster_ZhongJinShuHuangChong_ChenMoGongJi|0|0|0
1000118601,Monster_YaoDao|Monster_YaoDao_Attack|0|0|0
1000118602,Monster_YaoDao|Monster_YaoDao_ChangMaoCiJi|0|0|0
1000118701,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_Attack|0|0|0
1000118702,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_TiaoXin|0|0|0
1000118703,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_BingJianShu|0|0|0
1000118704,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_HuoJianShu|0|0|0
1000118705,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_ZhiYuShu|0|0|0
1000118706,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_AGITiSheng|0|0|0
1000118707,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_GuangYuChenMo|0|0|0
1000118708,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_DunJi|0|0|0
1000118709,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_WeiLiTiSheng|0|0|0
1000118710,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_ZhaoHuanShouRenGongJianShou|0|0|0
1000118711,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_ShunJianYiDong|0|0|0
1000118712,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_QiChengGongJi|0|0|0
1000118713,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_ShouRenBuXiu1|0|0|0
1000118714,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_ShouRenBuXiu2|0|0|0
1000118715,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_ShouRenBuXiu3|0|0|0
1000118716,Monster_ShouRenQiuZhang|Monster_ShouRenQiuZhang_ShouRenBuXiu_ZuHe|0|0|0
1000118801,Monster_YiBianYu|Monster_YiBianYu_Attack|0|0|0
1000118901,Monster_JuXiangJiaChong|Monster_JuXiangJiaChong_Attack|0|0|0
1000119001,Monster_JuShiGuai|Monster_JuShiGuai_Attack|0|0|0
1000119002,Monster_JuShiGuai|Monster_JuShiGuai_ZiDongFangYu|0|0|0
1000119003,Monster_JuShiGuai|Monster_JuShiGuai_ShiHuaShu|0|0|0
1000119004,Monster_JuShiGuai|Monster_JuShiGuai_JuShiZhenJi|0|0|0
1000119201,Monster_JiangJunMoBei|Monster_JiangJunMoBei_Attack|0|0|0
1000119202,Monster_JiangJunMoBei|Monster_JiangJunMoBei_DiZhenShu|0|0|0
1000119601,Monster_HuWang|Monster_HuWang_Attack|0|0|0
1000119602,Monster_HuWang|Monster_HuWang_NuBao|0|0|0
1000119603,Monster_HuWang|Monster_HuWang_HuoQiuShu|0|0|0
1000119604,Monster_HuWang|Monster_HuWang_ZhiYuShu|0|0|0
1000119605,Monster_HuWang|Monster_HuWang_WeiLiTiSheng|0|0|0
1000119606,Monster_HuWang|Monster_HuWang_BaoNuMengJi|0|0|0
1000119607,Monster_HuWang|Monster_HuWang_ZhaoHuanDaJiaoXiong|0|0|0
1000119608,Monster_HuWang|Monster_HuWang_ShunJianYiDong|0|0|0
1000119609,Monster_HuWang|Monster_HuWang_LiuXueGongJi|0|0|0
1000119610,Monster_HuWang|Monster_HuWang_HuoLongJuan|0|0|0
1000119701,Monster_HeiShe|Monster_HeiShe_Attack|0|0|0
1000119702,Monster_HeiShe|Monster_HeiShe_ShiDuGongJi|0|0|0
1000119703,Monster_HeiShe|Monster_HeiShe_DuYePenShe|0|0|0
1000120401,Monster_CiNuoKe|Monster_CiNuoKe_Attack|0|0|0
1000120402,Monster_CiNuoKe|Monster_CiNuoKe_ShiDuGongJi|0|0|0
1000121001,Monster_JiangShi|Monster_JiangShi_Attack|0|0|0
1000121002,Monster_JiangShi|Monster_JiangShi_KuangJi|0|0|0
1000121101,Monster_JuanJiaChong|Monster_JuanJiaChong_Attack|0|0|0
1000121201,Monster_Eling|Monster_Eling_Attack|0|0|0
1000121202,Monster_Eling|Monster_Eling_ZuZhouGongJi|0|0|0
1000121301,Monster_ShaMoZhiLang|Monster_ShaMoZhiLang_Attack|0|0|0
1000121401,Monster_LiuLangZhiLang|Monster_LiuLangZhiLang_Attack|0|0|0
1000121501,Monster_XieHaiKuangGong|Monster_XieHaiKuangGong_Attack|0|0|0
1000121601,Monster_Tuboshu|Monster_Tuboshu_Attack|0|0|0
1000121602,Monster_Tuboshu|Monster_TuBoShu_YinNi|0|0|0
1000121701,Monster_MaiSiTe|Monster_MaiSiTe_Attack|0|0|0
1000121702,Monster_MaiSiTe|Monster_MaiSiTe_ShiDuGongJi|0|0|0
1000121801,Monster_YiBianYu|Monster_YiBianYu_Attack|0|0|0
1000121802,Monster_YiBianYu|Monster_YiBianYu_ShuiQiuShu|0|0|0
1000121901,Monster_JiuWeiHu|Monster_JiuWeiHu_Attack|0|0|0
1000121902,Monster_JiuWeiHu|Monster_JiuWeiHu_ShunJianYiDong|0|0|0
1000122001,Monster_GuiNv|Monster_GuiNv_Attack|0|0|0
1000122101,Monster_GuiHuo|Monster_GuiHuo_Attack|0|0|0
1000122102,Dungeon_FaShiZhuanZhi|Monster_GuiHuo_ShaoYun|0|0|0
1000122201,Monster_TuRen|Monster_TuRen_Attack|0|0|0
1000122202,Monster_TuRen|Monster_TuRen_JinQianGongJi|0|0|0
1000122203,Monster_TuRen|Monster_TuRen_Sudujifa|0|0|0
1000122301,Monster_KuangBaoYueYeMao|Monster_KuangBaoYueYeMao_Attack|0|0|0
1000122302,Monster_KuangBaoYueYeMao|Monster_KuangBaoYueYeMao_JinQianGongJi|0|0|0
1000122303,Monster_KuangBaoYueYeMao|Monster_KuangBaoYueYeMao_DaDiZhiJi|0|0|0
1000122304,Monster_KuangBaoYueYeMao|Monster_KuangBaoYueYeMao_ZhaoHuanJiuWeiHu|0|0|0
1000122401,Monster_YueYeMao|Monster_YueYeMao_Attack|0|0|0
1000122402,Monster_YueYeMao|Monster_YueYeMao_BingJianShu|0|0|0
1000122403,Monster_YueYeMao|Monster_YueYeMao_HuoJianShu|0|0|0
1000122404,Monster_YueYeMao|Monster_YueYeMao_LeiJiShu|0|0|0
1000122405,Monster_YueYeMao|Monster_YueYeMao_DaDiZhiJi|0|0|0
1000122406,Monster_YueYeMao|Monster_YueYeMao_JinQianGongJi|0|0|0
1000122407,Monster_YueYeMao|Monster_YueYeMao_WeiLiTiSheng|0|0|0
1000122408,Monster_YueYeMao|Monster_YueYeMao_ZhaoHuanJiuWeiHu|0|0|0
1000122409,Monster_YueYeMao|Monster_YueYeMao_ShunJianYiDong|0|0|0
1000122410,Monster_YueYeMao|Monster_YueYeMao_DingLingDang|0|0|0
1000122411,Monster_YueYeMao|Monster_YueYeMao_DingLingDang_Effect|0|0|0
1000122501,Monster_MengYan|Monster_MengYan_Attack|0|0|0
1000122601,Monster_NanGuaXianSheng|Monster_NanGuaXianSheng_Attack|0|0|0
1000122701,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_Attack|0|0|0
1000122702,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_AGIXiaJiang|0|0|0
1000122703,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_WuYingZhiYa|0|0|0
1000122704,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_YinNi|0|0|0
1000122705,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_ChenMoGongJi|0|0|0
1000122706,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_XiXue|0|0|0
1000122707,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_ZhaoHuanXiXueBianFu|0|0|0
1000122708,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_ShunJianYiDong|0|0|0
1000122709,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_NengLiangQingXieNei|0|0|0
1000122710,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_NengLiangQingXieZhong|0|0|0
1000122711,Monster_DeGuLaNanJue|Monster_DeGuLaNanJue_NengLiangQingXieWai|0|0|0
1000122801,Monster_KuiLeiWaWa|Monster_KuiLeiWaWa_Attack|0|0|0
1000122802,Monster_KuiLeiWaWa|Monster_KuiLeiWaWa_HuoYanZhiBi|0|0|0
1000122803,Monster_KuiLeiWaWa|Monster_KuiLeiWaWa_ShuangDongXianJing|0|0|0
1000122804,Monster_KuiLeiWaWa|Monster_KuiLeiWaWa_HuoYanZhiBi_effect|0|0|0
1000122805,Monster_KuiLeiWaWa|Monster_KuiLeiWaWa_ShuangDongXianJing_effect|0|0|0
1000122901,Monster_AnHeiJiSi|Monster_AnHeiJiSi_Attack|0|0|0
1000122902,Monster_AnHeiJiSi|Monster_AnHeiJiSi_AnShiZiShenPan|0|0|0
1000123001,Monster_SiLing|Monster_SiLing_Attack|0|0|0
1000123002,Monster_SiLing|Monster_SiLing_AGIXiaJiang|0|0|0
1000123003,Monster_SiLing|Monster_SiLing_JianGongSuZengJia|0|0|0
1000123004,Monster_SiLing|Monster_SiLing_DaDiZhiJi|0|0|0
1000123005,Monster_SiLing|Monster_SiLing_WuShiFangYuGongJi|0|0|0
1000123006,Monster_SiLing|Monster_SiLing_LuoXuanJiCi|0|0|0
1000123007,Monster_SiLing|Monster_SiLing_WeiLiTiSheng|0|0|0
1000123008,Monster_SiLing|Monster_SiLing_KaiJiaPoHuai|0|0|0
1000123009,Monster_SiLing|Monster_SiLing_ZhaoHuanMengYan|0|0|0
1000123010,Monster_SiLing|Monster_SiLing_ShunJianYiDong|0|0|0
1000123011,Dungeon_JiFenDiXia|Monster_SiLing_MinMieZhiJi|0|0|0
1000123012,Monster_SiLing|Monster_SiLing_GuaiWuHuJi|0|0|0
1000123101,Monster_MiLuoSi|Monster_MiLuoSi_Attack|0|0|0
1000123102,Monster_MiLuoSi|Monster_MiLuoSi_BengLieShu|0|0|0
1000123103,Monster_MiLuoSi|Monster_MiLuoSi_DaJiZhiJi|0|0|0
1000123201,Monster_MaErDuKe|Monster_MaErDuKe_Attack|0|0|0
1000123202,Monster_MaErDuKe|Monster_MaErDuKe_HuoYanZhiBi|0|0|0
1000123203,Monster_MaErDuKe|Monster_MaErDuKe_HuoJianShu|0|0|0
1000123204,Monster_MaErDuKe|Monster_MaErDuKe_ShunJianYiDong|0|0|0
1000123301,Monster_BiDiTeDiLong|Monster_BiDiTeDiLong_Attack|0|0|0
1000123401,Monster_HuiSenLing|Monster_HuiSenLing_Attack|0|0|0
1000123501,Monster_BiDiTeFeiLong|Monster_BiDiTeFeiLong_Attack|0|0|0
1000123601,Monster_DaFuQuanYao|Monster_DaFuQuanYao_Attack|0|0|0
1000123701,Monster_LangTouQuanYao|Monster_LangTouQuanYao_Attack|0|0|0
1000123801,Monster_CiChuiQuanYao|Monster_CiChuiQuanYao_Attack|0|0|0
1000123901,Monster_QuanYaoGongJianShou|Monster_QuanYaoGongJianShou_Attack|0|0|0
1000123902,Monster_QuanYaoGongJianShou|Monster_QuanYaoGongJianShou_ErLianShi|0|0|0
1000124001,Monster_KuangBaoYeMao|Monster_KuangBaoYeMao_Attack|0|0|0
1000124002,Monster_KuangBaoYeMao|Monster_KuangBaoYeMao_YinSuTouZhi|0|0|0
1000124101,Monster_QuanYaoShouLing|Monster_QuanYaoShouLing_Attack|0|0|0
1000124102,Monster_QuanYaoShouLing|Monster_QuanYaoShouLing_Sudujifa|0|0|0
1000124103,Monster_QuanYaoShouLing|Monster_QuanYaoShouLing_DunJi|0|0|0
1000124104,Monster_QuanYaoShouLing|Monster_QuanYaoShouLing_ZhaoHuanQuanYao|0|0|0
1000124201,Monster_AnBiSi|Monster_AnBiSi_Attack|0|0|0
1000124202,Monster_AnBiSi|Monster_AnBiSi_LeiMingShu|0|0|0
1000124203,Monster_AnBiSi|Monster_AnBiSi_LeiBaoShu|0|0|0
1000124204,Monster_AnBiSi|Monster_AnBiSi_YinSuTouZhi|0|0|0
1000124205,Monster_AnBiSi|Monster_AnBiSi_HuoYanZhiBi|0|0|0
1000124301,Monster_PaShaNa|Monster_PaShaNa_Attack|0|0|0
1000124302,Monster_PaShaNa|Monster_PaShaNa_KuangJi|0|0|0
1000124401,Monster_FaLaoWang|Monster_FaLaoWang_Attack|0|0|0
1000124402,Monster_FaLaoWang|Monster_FaLaoWang_ChongFengJian|0|0|0
1000124403,Monster_FaLaoWang|Monster_FaLaoWang_LingHunAnJi|0|0|0
1000124404,Monster_FaLaoWang|Monster_FaLaoWang_ZhiYuShu|0|0|0
1000124405,Monster_FaLaoWang|Monster_FaLaoWang_ZhaoHuanSuiCong|0|0|0
1000124406,Monster_FaLaoWang|Monster_FaLaoWang_ShunJianYiDong|0|0|0
1000124407,Monster_FaLaoWang|Monster_FaLaoWang_FaLaoDeDiYu|0|0|0
1000124408,Monster_FaLaoWang|Monster_FaLaoWang_FaLaoDeDiYu_Effect|0|0|0
1000124409,Monster_FaLaoWang|Monster_FaLaoWang_LeiBaoShu|0|0|0
1000125001,Monster_JunZhuMoBei|Monster_JunZhuMoBei_Attack|0|0|0
1000125002,Monster_JunZhuMoBei|Monster_JunZhuMoBei_HuoShuXingGongJi|0|0|0
1000125003,Monster_JunZhuMoBei|Monster_JunZhuMoBei_HuoQiuShu|0|0|0
1000125004,Monster_JunZhuMoBei|Monster_JunZhuMoBei_YunShiShu|0|0|0
1000125005,Monster_JunZhuMoBei|Monster_JunZhuMoBei_YunShiShu_effect|0|0|0
1000125006,Monster_JunZhuMoBei|Monster_JunZhuMoBei_BengLieShu|0|0|0
1000125007,Monster_JunZhuMoBei|Monster_JunZhuMoBei_JunZhuChiLing|0|0|0
1000125008,Monster_JunZhuMoBei|Monster_JunZhuMoBei_ZhaoHuanJiangJunMoBei|0|0|0
1000125009,Monster_JunZhuMoBei|Monster_JunZhuMoBei_JunZhuNuHuo|0|0|0
1000125101,Monster_DiYuMengYan|Monster_DiYuMengYan_Attack|0|0|0
1000125102,Monster_DiYuMengYan|Monster_DiYuMengYan_AnShuXingGongJi|0|0|0
1000125103,Monster_DiYuMengYan|Monster_DiYuMengYan_AnYanTuXi|0|0|0
1000125104,Monster_DiYuMengYan|Monster_DiYuMengYan_EYanChongFeng|0|0|0
1000125105,Monster_DiYuMengYan|Monster_DiYuMengYan_EMengNingShi|0|0|0
1000125106,Monster_DiYuMengYan|Monster_DiYuMengYan_ZhaoHuanHeiHu|0|0|0
1000125201,Monster_WoNiuWang|Monster_WoNiuWang_Attack|0|0|0
1000125202,Monster_WoNiuWang|Monster_WoNiuWang_ShuiShuXingGongJi|0|0|0
1000125203,Monster_WoNiuWang|Monster_WoNiuWang_ZhiMingGongJi|0|0|0
1000125204,Monster_WoNiuWang|Monster_WoNiuWang_NianYeChongFeng_01|0|0|0
1000125205,Monster_WoNiuWang|Monster_WoNiuWang_NianYeChongFeng_effect|0|0|0
1000125206,Monster_WoNiuWang|Monster_WoNiuWang_NianYeChongFeng_03|0|0|0
1000125207,Monster_WoNiuWang|Monster_WoNiuWang_ZhaoHuanWoNiuZhaDan|0|0|0
1000125208,Monster_WoNiuWang|Monster_WoNiuWang_WoNiuZhaDanZiBao|0|0|0
1000125209,Monster_WoNiuWang|Monster_WoNiuWang_NianYeChongFeng_effect|0|0|0
1000125210,Monster_WoNiuWang|Monster_WoNiuWang_JueDuiFangYu|0|0|0
1000125301,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_Attack|0|0|0
1000125302,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_ShuiShuXingGongJi|0|0|0
1000125303,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_ShuiQiuShu|0|0|0
1000125304,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_ShuangDongZhiShu|0|0|0
1000125305,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_LeiJiShu|0|0|0
1000125306,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_BaoFengXue|0|0|0
1000125307,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_ZhaoHuanRenYu|0|0|0
1000125308,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_HaiLangChongJi|0|0|0
1000125309,Monster_YuanGuHaiShen|Monster_YuanGuHaiShen_ZhiYuShu|0|0|0
1000125401,Monster_XieHaiShiRenYu|Monster_XieHaiShiRenYu_Attack|0|0|0
1000125501,Monster_LanShu|Monster_LanShu_Attack|0|0|0
1000125502,Monster_LanShu|Monster_LanShu_ShiDuGongJi|0|0|0
1000125601,Monster_SanXi|Monster_SanXi_Attack|0|0|0
1000125602,Monster_SanXi|Monster_SanXi_YinNi|0|0|0
1000125701,Monster_MeiNaHaiKui|Monster_MeiNaHaiKui_Attack|0|0|0
1000125702,Monster_MeiNaHaiKui|Monster_MeiNaHaiKui_DuoChongGongJi|0|0|0
1000125801,Monster_BaoZuanSanXi|Monster_BaoZuanSanXi_Attack|0|0|0
1000125802,Monster_BaoZuanSanXi|Monster_BaoZuanSanXi_YinNi|0|0|0
1000126301,Monster_GangZongJuXiong|Monster_GangZongJuXiong_Attack|0|0|0
1000126302,Monster_GangZongJuXiong|Monster_GangZongJuXiong_JianTa|0|0|0
1000126303,Monster_GangZongJuXiong|Monster_GangZongJuXiong_MengJi|0|0|0
1000126304,Monster_GangZongJuXiong|Monster_GangZongJuXiong_WeiLiTiSheng|0|0|0
1000126305,Monster_GangZongJuXiong|Monster_GangZongJuXiong_ZhaoHuanLiMao|0|0|0
1000126401,Monster_ShenHaiRenYu|Monster_ShenHaiRenYu_Attack|0|0|0
1000126402,Monster_ShenHaiRenYu|Monster_ShenHaiRenYu_ShuiQiuShu|0|0|0
1000126403,Monster_ShenHaiRenYu|Monster_ShenHaiRenYu_LeiMingShu|0|0|0
1000126404,Monster_ShenHaiRenYu|Monster_ShenHaiRenYu_ZhiYuShu|0|0|0
1000126405,Monster_ShenHaiRenYu|Monster_ShenHaiRenYu_ZhaoHuanShuiMu|0|0|0
1000126406,Monster_ShenHaiRenYu|Monster_ShenHaiRenYu_ShuangDongZhiShu|0|0|0
1000126501,Monster_LiuLangZhiLang|Monster_LiuLangZhiLang_Attack|0|0|0
1000126502,Monster_LiuLangZhiLang|Monster_LiuLangZhiLang_DuoChongGongJi|0|0|0
1000126503,Monster_LiuLangZhiLang|Monster_LiuLangZhiLang_DiShuXingGongJi|0|0|0
1000126504,Monster_LiuLangZhiLang|Monster_LiuLangZhiLang_ChongFengSiYao|0|0|0
1000126505,Monster_LiuLangZhiLang|Monster_LiuLangZhiLang_ZhaoHuanLang|0|0|0
1000126601,Monster_ShiJiuShou|Monster_ShiJiuShou_Attack|0|0|0
1000126602,Monster_ShiJiuShou|Monster_ShiJiuShou_LianCiGongJi|0|0|0
1000126603,Monster_ShiJiuShou|Monster_ShiJiuShou_FengShuXingGongJi|0|0|0
1000126604,Monster_ShiJiuShou|Monster_ShiJiuShou_PoJiaGongJi|0|0|0
1000126605,Monster_ShiJiuShou|Monster_ShiJiuShou_QiChengGongJi|0|0|0
1000126606,Monster_ShiJiuShou|Monster_ShiJiuShou_NuBao|0|0|0
1000126607,Monster_ShiJiuShou|Monster_ShiJiuShou_ZhaoHuanDaZuiNiao|0|0|0
