Id,Name,Desc1,Desc,Desc2,DefaultEquipID,PresentID,PresentRatio,UnitSkillID,BornBuff,AI,IsCopyHatredList,AIStartTime,AIHeartInterval,AIHeartIntervalCombat,UnitTypeLevel,MonsterID,HatredBuildType,HatredDeleteType,ScreenLimit,SelfLimit,LimitType,LimitRadius,MobPVECoexistencelimit,MobPVPCoexistencelimit,FightTargetOffsetDegree,MiniMapIcon,BuffCanCall,UnitRace,UnitAttrType,UnitSize,MoveSpeed,ASPD,IsInitiative,HatredAway,HatredAwayStateDuration,Sight,HatredBuildAngle,HatredDetectionInterval,IgnoreDead,IgnoreHide,BodyDisappearTime,UnitLevel,DynamicAttr,AtkDef,STR,INT,AGI,VIT,DEX,LUK,BaseHP,BaseSP,BaseATK,BaseMATK,BaseDEF,BaseMDEF,HIT,FLEE,CRI,CRI_RES,WEAPON_ATK,WEAPON_MATK,DEF,MDEF,DEF_IGNORE,SheildIgnore,MDEF_IGNORE,BaseExp,JobExp,Award,StealAward,DropDoodad,BloodLineNum,MonsterDesc,IsCountData,DeadEffcet,IsDummy,CanChangeColor,HugeMonsterColliders,IsDynamicGroup,DefaultGroup,EntityShowScript,AlwaysShowOnMap,NotShowOnMap,IsShowInHandBook,IsFieldMonster,FeaturesDesc,OutViewMove,HatredAllience,EVO,CanFeelSkill,ElfId,AlwaysShowHud,IsFAQImport,DynamicAtk,DynamicHp,,,,,,
14417,流浪之狼,单人材料本MINI,地60-69MINI,流浪之狼,,10202,1.5,1000126504=1|1000126503=1|1000126502=1|1000126501=1,902001=10000|3654901=10000,Common_Mini_LiuLangZhiLang,1,1,1,0.2,2,,,,,,,,,,,5,0,0,2,0,6.2,147,1,2=15,1500,8,,1000,1,1,2,60,,,72,29,63,55,108,15,67937,0,0,0,0,0,182,79,15,10,1239,640,63,90,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14418,龙蝇,单人材料本MINI,风60-69MINI,龙蝇,,10125,1.5,1000112502=1=1=500|1000112504=1=1=500|1000112501=1=0=10000,902001=10000|3654901=10000,Common_Mini_LongYing,1,1,1,0.2,2,,,,,,,,,,,5,0,8,1,2,7.27,146,1,2=15,1500,8,,1000,1,1,2,60,,,37,15,44,30,44,15,59839,0,0,0,0,0,242,98,15,10,1499,666,44,44,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,<a href=MarkTips@@ATTR_TIPS_INDUCTION_FEATURES><color=$$Blue$$>感应被魔法锁定</color></a>,,,,1,,,,,,,,,,,
14419,蜗牛王,单人材料本MINI,水60-69MINI,蜗牛王,,10254,1.5,1000125202=1|1000125203=1|1000125204=1|1000125201=1,902001=10000|3654901=10000,Common_Mini_WoNiuWang,1,1,1,0.2,2,,,,,,,,,,,5,0,8,4,1,3.93,116,1,2=15,1500,8,,1000,1,1,2,60,,,16,10,20,11,21,5,60501,0,0,0,0,0,265,122,14,9,1463,452,20,21,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14420,深海人鱼,单人材料本MINI,水60-69MINI,深海人鱼,,10099,1.5,1000126406=1|1000126404=1|1000126403=1|1000126402=1|1000126401=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_ShenHaiRenYu,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,0,6.2,129,1,2=15,1500,8,,1000,1,1,2,60,,,86,128,52,65,86,38,51212,0,0,0,0,0,403,90,19,12,1355,482,87,196,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14421,地狱梦魇,单人材料本MINI,暗不死60-69MINI,地狱梦魇,,10253,1.5,1000125102=1|1000125103=1|1000125104=1|1000125105=1|1000125101=1,902001=10000|3654901=10000,Common_Mini_DiYuMengYan,1,1,1,0.2,2,,,,,,,,,,,5,0,2,7,1,5.6,129,1,2=15,1500,8,,1000,1,1,2,60,,,57,15,32,20,77,15,60926,0,0,0,0,0,209,110,15,10,1611,668,32,70,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14422,君主魔碑,单人材料本MINI,火70-79MINI,君主魔碑,,10252,1.5,1000125002=1|1000125003=1|1000125006=1|1000125007=1|1000125009=1|1000125001=1,902001=10000|3654901=10000,Common_Mini_JunZhuMoBei,1,1,1,0.2,2,,,,,,,,,,,5,0,5,3,1,0,142,1,2=15,1500,8,,1000,1,1,2,70,,,58,25,30,20,28,20,76393,0,0,0,0,0,274,124,16,10,2367,1254,30,25,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14423,狂暴月夜猫,单人材料本MINI,火70-79MINI,狂暴月夜猫,,10195,1,1000122301=1=0=10000|1000122302=1=1=2000|1000122303=1=1=2000,902001=10000|3654901=10000,Common_Mini_KuangBaoYueYeMao,1,1,1,0.2,2,,,,,,,,,,,5,0,2,3,0,4.9,136,1,2=15,1500,8,,1000,1,1,2,70,,,72,50,75,40,79,48,67880,0,0,0,0,0,226,79,21,14,2295,1204,75,79,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14424,钢鬃巨熊,单人材料本MINI,地70-79MINI,钢鬃巨熊,,10170,1.5,1000126304=1|1000126303=1|1000126302=1|1000126301=1,902001=10000|3654901=10000,Common_Mini_GangZongJuXiong,1,1,1,0.2,2,,,,,,,,,,,5,0,0,2,1,6.2,142,1,2=15,1500,8,,1000,1,1,2,70,,,72,35,35,80,77,27,89387,0,0,0,0,0,260,119,17,11,2188,1225,35,77,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14425,流浪之狼,单人材料本MINI,地70-79MINI,流浪之狼,,10202,1.5,1000126504=1|1000126503=1|1000126502=1|1000126501=1,902001=10000|3654901=10000,Common_Mini_LiuLangZhiLang,1,1,1,0.2,2,,,,,,,,,,,5,0,0,2,0,6.2,147,1,2=15,1500,8,,1000,1,1,2,70,,,72,29,63,55,108,15,84200,0,0,0,0,0,194,91,15,10,2097,1243,63,90,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14426,狮鹫兽,单人材料本MINI,风70-79MINI,狮鹫兽,,10229,1.5,1000126606=1|1000126605=1|1000126604=1|1000126603=1|1000126602=1|1000126601=1,902001=10000|3654901=10000,Common_Mini_ShiJiuShou,1,1,1,0.2,2,,,,,,,,,,,5,0,0,1,1,6.2,158,1,2=15,1500,8,,1000,1,1,2,70,,,82,62,102,50,130,30,60669,0,0,0,0,0,210,52,18,12,1692,1190,133,137,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14427,蜗牛王,单人材料本MINI,水70-79MINI,蜗牛王,,10254,1.5,1000125202=1|1000125203=1|1000125204=1|1000125201=1,902001=10000|3654901=10000,Common_Mini_WoNiuWang,1,1,1,0.2,2,,,,,,,,,,,5,0,8,4,1,3.93,116,1,2=15,1500,8,,1000,1,1,2,70,,,16,10,20,11,21,5,74639,0,0,0,0,0,281,134,14,9,2334,795,20,21,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14428,深海人鱼,单人材料本MINI,水70-79MINI,深海人鱼,,10099,1.5,1000126406=1|1000126404=1|1000126403=1|1000126402=1|1000126401=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_ShenHaiRenYu,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,0,6.2,129,1,2=15,1500,8,,1000,1,1,2,70,,,86,128,52,65,86,38,63412,0,0,0,0,0,403,102,19,12,2363,1085,87,196,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14429,地狱梦魇,单人材料本MINI,暗不死70-79MINI,地狱梦魇,,10253,1.5,1000125102=1|1000125103=1|1000125104=1|1000125105=1|1000125101=1,902001=10000|3654901=10000,Common_Mini_DiYuMengYan,1,1,1,0.2,2,,,,,,,,,,,5,0,2,7,1,5.6,129,1,2=15,1500,8,,1000,1,1,2,70,,,57,15,32,20,77,15,75350,0,0,0,0,0,225,122,15,10,2768,1271,32,70,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14430,君主魔碑,单人材料本MINI,火80-89MINI,君主魔碑,,10252,1.5,1000125002=1|1000125003=1|1000125006=1|1000125007=1|1000125009=1|1000125001=1,902001=10000|3654901=10000,Common_Mini_JunZhuMoBei,1,1,1,0.2,2,,,,,,,,,,,5,0,5,3,1,0,142,1,2=15,1500,8,,1000,1,1,2,80,,,58,25,30,20,28,20,230284,0,0,0,0,0,290,136,17,11,3623,1768,30,25,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14431,狂暴月夜猫,单人材料本MINI,火80-89MINI,狂暴月夜猫,,10195,1,1000122301=1=0=10000|1000122302=1=1=2000|1000122303=1=1=2000,902001=10000|3654901=10000,Common_Mini_KuangBaoYueYeMao,1,1,1,0.2,2,,,,,,,,,,,5,0,2,3,0,4.9,136,1,2=15,1500,8,,1000,1,1,2,80,,,72,50,75,40,79,48,206624,0,0,0,0,0,239,91,22,14,3533,1717,75,79,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14432,狂暴蚁后,单人材料本MINI,地80-89MINI,狂暴蚁后,,10117,1,1000111702=1=1=500|1000111703=1=1=500|1000111701=1=0=10000,902001=10000|3654901=10000,Common_Mini_KuangBaoYiHou,1,1,1,0.2,2,,,,,,,,,,,5,0,8,2,1,7.27,148,1,2=15,1500,8,,1000,1,1,2,80,,,95,95,52,80,88,119,237553,0,0,0,0,0,230,114,33,22,2574,1618,52,73,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,<a href=MarkTips@@ATTR_TIPS_INDUCTION_FEATURES><color=$$Blue$$>感应被魔法锁定</color></a>,,,,1,,,,,,,,,,,
14433,狮鹫兽,单人材料本MINI,风80-89MINI,狮鹫兽,,10229,1.5,1000126606=1|1000126605=1|1000126604=1|1000126603=1|1000126602=1|1000126601=1,902001=10000|3654901=10000,Common_Mini_ShiJiuShou,1,1,1,0.2,2,,,,,,,,,,,5,0,0,1,1,6.2,158,1,2=15,1500,8,,1000,1,1,2,80,,,82,62,102,50,130,30,187603,0,0,0,0,0,210,64,19,12,2604,1703,133,137,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14434,犬妖首领,单人材料本MINI,风80-89MINI,犬妖首领,,10246,1.5,1000124101=1=0=10000|1000124102=1=1=2500|1000124103=1=1=2000,902001=10000|3654901=10000,Common_Mini_QuanYaoShouLing,1,1,1,0.2,2,5,,,,,,,,,,5,0,1,1,0,5.04,148,1,2=30,1500,8,,1000,1,1,2,80,,,135,56,34,68,116,47,223631,0,0,0,0,0,202,132,21,14,2406,1703,34,83,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14435,深海人鱼,单人材料本MINI,水80-89MINI,深海人鱼,,10099,1.5,1000126406=1|1000126404=1|1000126403=1|1000126402=1|1000126401=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_ShenHaiRenYu,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,0,6.2,129,1,2=15,1500,8,,1000,1,1,2,80,,,86,128,52,65,86,38,199094,0,0,0,0,0,403,114,20,13,3652,1599,87,196,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14436,远古海神,单人材料本MINI,水80-89MINI,远古海神,,10255,1.5,1000125302=1|1000125303=1|1000125304=1|1000125305=1|1000125306=1|1000125308=1|1000125309=1|1000125301=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_YuanGuHaiShen,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,1,5.6,136,1,2=15,1500,8,,1000,1,1,2,80,,,49,20,16,31,36,20,188871,0,0,0,0,0,488,150,17,11,4033,1774,126,183,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14437,地狱梦魇,单人材料本MINI,暗不死80-89MINI,地狱梦魇,,10253,1.5,1000125102=1|1000125103=1|1000125104=1|1000125105=1|1000125101=1,902001=10000|3654901=10000,Common_Mini_DiYuMengYan,1,1,1,0.2,2,,,,,,,,,,,5,0,2,7,1,5.6,129,1,2=15,1500,8,,1000,1,1,2,80,,,57,15,32,20,77,15,229697,0,0,0,0,0,241,134,16,10,4244,1785,32,70,0,0,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14438,君主魔碑,单人材料本MINI,火90-99MINI,君主魔碑,,10252,1.5,1000125002=1|1000125003=1|1000125006=1|1000125007=1|1000125009=1|1000125001=1,902001=10000|3654901=10000,Common_Mini_JunZhuMoBei,1,1,1,0.2,2,,,,,,,,,,,5,0,5,3,1,0,142,1,2=15,1500,8,,1000,1,1,2,90,,,58,25,30,20,28,20,318211,0,0,0,0,0,306,148,25,16,4602,2204,30,25,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14439,狂暴月夜猫,单人材料本MINI,火90-99MINI,狂暴月夜猫,,10195,1,1000122301=1=0=10000|1000122302=1=1=2000|1000122303=1=1=2000,902001=10000|3654901=10000,Common_Mini_KuangBaoYueYeMao,1,1,1,0.2,2,,,,,,,,,,,5,0,2,3,0,4.9,136,1,2=15,1500,8,,1000,1,1,2,90,,,72,50,75,40,79,48,290204,0,0,0,0,0,255,103,25,16,4647,2153,75,79,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14440,狂暴蚁后,单人材料本MINI,地90-99MINI,狂暴蚁后,,10117,1,1000111702=1=1=500|1000111703=1=1=500|1000111701=1=0=10000,902001=10000|3654901=10000,Common_Mini_KuangBaoYiHou,1,1,1,0.2,2,,,,,,,,,,,5,0,8,2,1,7.27,148,1,2=15,1500,8,,1000,1,1,2,90,,,95,95,52,80,88,119,333611,0,0,0,0,0,246,126,33,22,3459,2054,52,73,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,<a href=MarkTips@@ATTR_TIPS_INDUCTION_FEATURES><color=$$Blue$$>感应被魔法锁定</color></a>,,,,1,,,,,,,,,,,
14441,狮鹫兽,单人材料本MINI,风90-99MINI,狮鹫兽,,10229,1.5,1000126606=1|1000126605=1|1000126604=1|1000126603=1|1000126602=1|1000126601=1,902001=10000|3654901=10000,Common_Mini_ShiJiuShou,1,1,1,0.2,2,,,,,,,,,,,5,0,0,1,1,6.2,158,1,2=15,1500,8,,1000,1,1,2,90,,,82,62,102,50,130,30,261242,0,0,0,0,0,210,76,25,16,3341,2139,133,137,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14442,犬妖首领,单人材料本MINI,风90-99MINI,犬妖首领,,10246,1.5,1000124101=1=0=10000|1000124102=1=1=2500|1000124103=1=1=2000,902001=10000|3654901=10000,Common_Mini_QuanYaoShouLing,1,1,1,0.2,2,5,,,,,,,,,,5,0,1,1,0,5.04,148,1,2=30,1500,8,,1000,1,1,2,90,,,135,56,34,68,116,47,314147,0,0,0,0,0,218,144,25,16,3174,2139,34,83,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14443,深海人鱼,单人材料本MINI,水90-99MINI,深海人鱼,,10099,1.5,1000126406=1|1000126404=1|1000126403=1|1000126402=1|1000126401=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_ShenHaiRenYu,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,0,6.2,129,1,2=15,1500,8,,1000,1,1,2,90,,,86,128,52,65,86,38,278229,0,0,0,0,0,403,126,25,16,4765,2034,87,196,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14444,远古海神,单人材料本MINI,水90-99MINI,远古海神,,10255,1.5,1000125302=1|1000125303=1|1000125304=1|1000125305=1|1000125306=1|1000125308=1|1000125309=1|1000125301=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_YuanGuHaiShen,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,1,5.6,136,1,2=15,1500,8,,1000,1,1,2,90,,,49,20,16,31,36,20,261038,0,0,0,0,0,488,162,25,16,5125,2209,126,183,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14445,暗黑祭司,单人材料本MINI,暗不死90-99MINI,暗黑祭司,,10221,1.5,1000122902=1=1=1500|1000122901=1=0=10000,902001=10000|3654901=10000,Common_Mini_Default,1,1,1,0.2,2,,,,,,,,,,,5,0,2,9,0,5.04,156,1,2=15,1500,8,,1000,1,1,2,90,,,5,89,60,41,94,42,298438,0,0,0,0,0,240,118,25,16,4874,2096,60,78,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14446,安毕斯,单人材料本MINI,暗不死90-99MINI,安毕斯,,10247,1.5,1000124201=1=0=10000|1000124202=1=1=2000|1000124203=1=1=1500|1000124204=1=1=1500,902001=10000|3654901=10000,Common_Mini_Default,1,1,1,0.2,2,,,,,,,,,,,5,0,1,9,1,5.04,137,1,2=30,1500,8,,1000,1,1,2,90,,,88,128,67,40,107,55,337984,0,0,0,0,0,227,111,25,16,4324,2034,0,0,100,20,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14447,君主魔碑,单人材料本MINI,火100-109MINI,君主魔碑,,10252,1.5,1000125002=1|1000125003=1|1000125006=1|1000125007=1|1000125009=1|1000125001=1,902001=10000|3654901=10000,Common_Mini_JunZhuMoBei,1,1,1,0.2,2,,,,,,,,,,,5,0,5,3,1,0,142,1,2=15,1500,8,,1000,1,1,2,100,,,58,25,30,20,28,20,434282,0,0,0,0,0,322,160,36,24,5730,2728,30,25,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14448,狂暴月夜猫,单人材料本MINI,火100-109MINI,狂暴月夜猫,,10195,1,1000122301=1=0=10000|1000122302=1=1=2000|1000122303=1=1=2000,902001=10000|3654901=10000,Common_Mini_KuangBaoYueYeMao,1,1,1,0.2,2,,,,,,,,,,,5,0,2,3,0,4.9,136,1,2=15,1500,8,,1000,1,1,2,100,,,72,50,75,40,79,48,396402,0,0,0,0,0,271,115,36,24,5798,2677,75,79,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14449,狂暴蚁后,单人材料本MINI,地100-109MINI,狂暴蚁后,,10117,1,1000111702=1=1=500|1000111703=1=1=500|1000111701=1=0=10000,902001=10000|3654901=10000,Common_Mini_KuangBaoYiHou,1,1,1,0.2,2,,,,,,,,,,,5,0,8,2,1,7.27,148,1,2=15,1500,8,,1000,1,1,2,100,,,95,95,52,80,88,119,439113,0,0,0,0,0,262,138,36,24,4546,2578,52,73,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,<a href=MarkTips@@ATTR_TIPS_INDUCTION_FEATURES><color=$$Blue$$>感应被魔法锁定</color></a>,,,,1,,,,,,,,,,,
14450,狮鹫兽,单人材料本MINI,风100-109MINI,狮鹫兽,,10229,1.5,1000126606=1|1000126605=1|1000126604=1|1000126603=1|1000126602=1|1000126601=1,902001=10000|3654901=10000,Common_Mini_ShiJiuShou,1,1,1,0.2,2,,,,,,,,,,,5,0,0,1,1,6.2,158,1,2=15,1500,8,,1000,1,1,2,100,,,82,62,102,50,130,30,357181,0,0,0,0,0,220,88,36,24,4160,2663,133,137,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14451,犬妖首领,单人材料本MINI,风100-109MINI,犬妖首领,,10246,1.5,1000124101=1=0=10000|1000124102=1=1=2500|1000124103=1=1=2000,902001=10000|3654901=10000,Common_Mini_QuanYaoShouLing,1,1,1,0.2,2,5,,,,,,,,,,5,0,1,1,0,5.04,148,1,2=30,1500,8,,1000,1,1,2,100,,,135,56,34,68,116,47,429198,0,0,0,0,0,234,156,36,24,3975,2663,34,83,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14452,远古海神,单人材料本MINI,水100-109MINI,远古海神,,10255,1.5,1000125302=1|1000125303=1|1000125304=1|1000125305=1|1000125306=1|1000125308=1|1000125309=1|1000125301=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_YuanGuHaiShen,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,1,5.6,136,1,2=15,1500,8,,1000,1,1,2,100,,,49,20,16,31,36,20,363508,0,0,0,0,0,488,174,36,24,6383,2733,126,183,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14453,暗黑祭司,单人材料本MINI,暗不死100-99MINI,暗黑祭司,,10221,1.5,1000122902=1=1=1500|1000122901=1=0=10000,902001=10000|3654901=10000,Common_Mini_Default,1,1,1,0.2,2,,,,,,,,,,,5,0,2,9,0,5.04,156,1,2=15,1500,8,,1000,1,1,2,100,,,5,89,60,41,94,42,407690,0,0,0,0,0,256,130,36,24,6035,2620,60,78,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14454,安毕斯,单人材料本MINI,暗不死100-109MINI,安毕斯,,10247,1.5,1000124201=1=0=10000|1000124202=1=1=2000|1000124203=1=1=1500|1000124204=1=1=1500,902001=10000|3654901=10000,Common_Mini_Default,1,1,1,0.2,2,,,,,,,,,,,5,0,1,9,1,5.04,137,1,2=30,1500,8,,1000,1,1,2,100,,,88,128,67,40,107,55,401993,0,0,0,0,0,243,123,36,24,5401,2558,67,89,200,40,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14455,君主魔碑,单人材料本MINI,火110-119MINI,君主魔碑,,10252,1.5,1000125002=1|1000125003=1|1000125006=1|1000125007=1|1000125009=1|1000125001=1,902001=10000|3654901=10000,Common_Mini_JunZhuMoBei,1,1,1,0.2,2,,,,,,,,,,,5,0,5,3,1,0,142,1,2=15,1500,8,,1000,1,1,2,110,,,58,25,30,20,28,20,776152,0,0,0,0,0,338,172,47,31,7158,3328,30,25,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14456,狂暴月夜猫,单人材料本MINI,火110-119MINI,狂暴月夜猫,,10195,1,1000122301=1=0=10000|1000122302=1=1=2000|1000122303=1=1=2000,902001=10000|3654901=10000,Common_Mini_KuangBaoYueYeMao,1,1,1,0.2,2,,,,,,,,,,,5,0,2,3,0,4.9,136,1,2=15,1500,8,,1000,1,1,2,110,,,72,50,75,40,79,48,709058,0,0,0,0,0,287,127,47,31,7259,3277,75,79,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14457,古钟魔,单人材料本MINI,地110-119MINI,古钟魔,,11055,1.1,1000152701=1|1000152702=1|1000152704=1,902001=10000|3654901=10000,Common_Mini_GuZhongMo,1,1,1,0.2,2,,,,,,,,,,,5,0,5,2,0,6.2,145,1,2=15,1500,8,,1000,1,1,2,110,,,68,41,24,35,81,15,831892,0,0,0,0,0,285,178,47,31,6598,3302,24,81,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14458,犬妖首领,单人材料本MINI,风110-119MINI,犬妖首领,,10246,1.5,1000124101=1=0=10000|1000124102=1=1=2500|1000124103=1=1=2000,902001=10000|3654901=10000,Common_Mini_QuanYaoShouLing,1,1,1,0.2,2,5,,,,,,,,,,5,0,1,1,0,5.04,148,1,2=30,1500,8,,1000,1,1,2,110,,,135,56,34,68,116,47,767760,0,0,0,0,0,250,168,47,31,4987,3262,34,83,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14459,狮鹫兽,单人材料本MINI,风110-119MINI,狮鹫兽,,10229,1.5,1000126606=1|1000126605=1|1000126604=1|1000126603=1|1000126602=1|1000126601=1,902001=10000|3654901=10000,Common_Mini_ShiJiuShou,1,1,1,0.2,2,,,,,,,,,,,5,0,0,1,1,6.2,158,1,2=15,1500,8,,1000,1,1,2,110,,,82,62,102,50,130,30,639517,0,0,0,0,0,236,100,47,31,5188,3263,133,137,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14460,远古海神,单人材料本MINI,水110-119MINI,远古海神,,10255,1.5,1000125302=1|1000125303=1|1000125304=1|1000125305=1|1000125306=1|1000125308=1|1000125309=1|1000125301=1,902001=10000|3654901=10000|2007101=10000,Common_Mini_YuanGuHaiShen,1,1,1,0.2,2,,,,,,,,,,,5,0,6,4,1,5.6,136,1,2=15,1500,8,,1000,1,1,2,110,,,49,20,16,31,36,20,649834,0,0,0,0,0,488,186,47,31,7978,3333,126,183,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14461,兽牙怪,单人材料本MINI,暗不死110-119MINI,兽牙怪,,11022,1.5,1000135001=1|1000135002=1|1000135003=1|1000135004=1|1000135005=1,902001=10000|3654901=10000,Common_Mini_ShouYaGuai,1,1,1,0.2,2,,,,,,,,,,,5,0,5,7,0,6.2,139,1,2=15,1500,8,,1000,1,1,2,110,,,105,73,105,75,108,65,670931,0,0,0,0,0,258,97,47,31,6181,3230,105,108,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14462,迷幻之王,单人材料本MINI,暗不死110-119MINI,迷幻之王,,11021,1,1000135201=1|1000135202=1|1000135203=1|1000135205=1,902001=10000|3654901=10000,Common_Mini_MiHuanZhiWang,1,1,1,0.2,2,,,,,,,,,,,5,0,2,9,1,6.2,150,1,2=15,1500,8,,1000,1,1,2,110,,,82,100,36,55,102,88,764913,0,0,0,0,0,264,166,47,31,5821,3185,36,102,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14463,深渊骑士,单人材料本MINI,暗不死110-119MINI,深渊骑士,,11028,1,1000135301=1|1000135302=1|1000135303=1|1000135304=1|1000135305=1|1000135306=1|1000135307=1,902001=10000|3654901=10000,Common_Mini_ShenYuanQiShi,1,1,1,0.2,2,,,,,,,,,,,5,0,1,7,1,5.5,156,1,2=15,1500,8,,1000,1,1,2,110,,,121,70,97,68,55,37,736929,0,0,0,0,0,331,105,47,31,4635,3245,55,97,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14464,弑神者,单人材料本MINI,暗不死110-119MINI,弑神者,,11029,1.5,1000135401=1|1000135402=1|1000135403=1|1000135404=1,902001=10000|3654901=10000,Common_Mini_ShiShenZhe,1,1,1,0.2,2,,,,,,,,,,,5,0,5,7,1,5.5,156,1,2=15,1500,8,,1000,1,1,2,110,,,102,65,139,62,130,65,632971,0,0,0,0,0,236,63,47,31,4946,3244,139,130,300,60,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
14465,狂暴月夜猫,单人材料本MINI,火120-129MINI,狂暴月夜猫,,10195,1,1000122301=1=0=10000|1000122302=1=1=2000|1000122303=1=1=2000,902001=10000|3654901=10000,Common_Mini_KuangBaoYueYeMao,1,1,1,0.2,2,,,,,,,,,,,5,0,2,3,0,4.9,136,1,2=15,1500,8,,1000,1,1,2,120,,,72,50,75,40,79,48,782508,0,0,0,0,0,303,139,59,39,8154,3939,75,79,400,80,0,,,,,,4,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
