Id,Name,Prefab,AudioPath,Atlas,Icon,BoundRadius,BoundHeight,IdleAnim,IdleFAnim,RunSpeed,RunPercent,IsLoopMoveAudio,BaseRunSpeed,RunAnim,RunFAnim,BeHitTime,BeHitAnim,BeHitRule,StunAnim,SingingAnim,DeadAnim,BornAnim,BornAnimTime,BeginFxID,BeginFxPoint,ClimbIdleAnim,ClimbUpAnim,ClimbDownAnim,ClimbLeftAnim,ClimbRightAnim,ClimbToIdleUpAnim,ClimbToIdleDownAnim,IdleToClimbUpAnim,IdleToClimbDownAnim,BornBuff,HugeMonsterColliders,OpenAnim,FreeStyleAnim,IdleComboAnim,AnimationFx
100187,火盆（黑暗迷宫）,Monster_HuoPen,,,,0.5,2,,,5,0,0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
100188,枯树枝,Item_Collect_KuShuZhi,,,,0.5,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100189,骑士团团长,NPC_M_QiShiTuanTuanZhangHeNiao,NPC/NPC_M_QiShiTuanTuanZhang,NpcIcon01,NPC_Qishituantuanzhang.png,0.5,1,NPC_M_QiShiTuanTuanZhangHeNiao_Idle,0=NPC_M_QiShiTuanTuanZhangHeNiao_Idle,3,0,0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
100190,新引导员,Common_F_Default,,,,0.5,1,NPC_F_Public09_Idle,0=NPC_F_Public09_Idle,3,0,0,,NPC_F_Public09_Run,,,,,,,,,,,,,,,,,,,,,,,,,,
100191,共用个性待机女1,Common_F_Default,,,,0.5,1,NPC_F_Public01_Show_01,0=NPC_F_Public01_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100192,共用个性待机女2,Common_F_Default,,,,0.5,1,NPC_F_Public02_Show_01,0=NPC_F_Public02_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100193,共用个性待机女3,Common_F_Default,,,,0.5,1,NPC_F_Public03_Show_01,0=NPC_F_Public03_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100194,共用个性待机女4,Common_F_Default,,,,0.5,1,NPC_F_Public04_Show_01,0=NPC_F_Public04_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100195,共用个性待机女5,Common_F_Default,,,,0.5,1,NPC_F_Public05_Show_01,0=NPC_F_Public05_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100196,共用个性待机女6,Common_F_Default,,,,0.5,1,NPC_F_Public06_Show_01,0=NPC_F_Public06_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100197,共用个性待机女7,Common_F_Default,,,,0.5,1,NPC_F_Public07_Show_01,0=NPC_F_Public07_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100198,共用个性待机女8,Common_F_Default,,,,0.5,1,NPC_F_Public06_Show_01,0=NPC_F_Public06_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100199,梦幻秘境工作人员普通待机,Common_F_Default,,,,0.5,1,NPC_F_MengHuanMiJingGongZuoRenYuan_Idle,0=NPC_F_MengHuanMiJingGongZuoRenYuan_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100200,梦幻秘境工作人员普个性待机,Common_F_Default,,,,0.5,1,NPC_F_MengHuanMiJingGongZuoRenYuan_Show_01,0=NPC_F_MengHuanMiJingGongZuoRenYuan_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100201,爱神个性待机,NPC_F_AiSheng,,,,0.5,1,NPC_F_AiSheng_Show_01,0=NPC_F_AiSheng_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100202,亲切的阿姨个性待机,NPC_F_QinQieDeAYi,,,,0.5,1,NPC_F_QinQieDeAYi_Idle,0=NPC_F_QinQieDeAYi_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100203,卖花少女个性待机,NPC_F_MaiHuaShaoNv,,,,0.5,1,NPC_F_MaiHuaShaoNv_Show_01,0=NPC_F_MaiHuaShaoNv_Show_01,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100204,男共用待机1,Common_M_Default,,,,0.5,1,NPC_M_Public01_Idle,0=NPC_M_Public01_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100205,男共用待机2,Common_M_Default,,,,0.5,1,NPC_M_Public02_Idle,0=NPC_M_Public02_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100206,男公共待机3,Common_M_Default,,,,0.5,1,NPC_M_Public03_Idle,0=NPC_M_Public03_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100207,男公共待机4,Common_M_Default,,,,0.5,1,NPC_M_Public04_Idle,0=NPC_M_Public04_Idle,3,0,0,,Novice_M_Run,Novice_M_Run,,,,,,,,,,,,,,,,,,,,,,,,,
100208,男公共待机5,Common_M_Default,,,,0.5,1,NPC_M_Public05_Idle,0=NPC_M_Public05_Idle,3,0,0,,Novice_M_Run,Novice_M_Run,,,,,NPC_M_Public06_Singing_01,Acolyte_M_Death,,,,,,,,,,,,,,,,,,,
100209,男公共待机6,Common_M_Default,,,,0.5,1,NPC_M_Public06_Idle,0=NPC_M_Public06_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100210,男公共待机7,Common_M_Default,,,,0.5,1,NPC_M_Public07_Idle,0=NPC_M_Public07_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100211,来奇,Common_M_Default,,,,0.5,1,NPC_M_LaiQi_Idle,0=NPC_M_LaiQi_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100212,人类卫兵2,Common_M_Default,,,,0.5,1,NPC_M_YuShenDuiZhang_Idle,0=NPC_M_YuShenDuiZhang_Idle,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100213,成功商人,NPC_M_ChengGongShangRen,,NpcIcon01,NPC_M_ChengGongShangRen.png,0.5,1,NPC_M_ChengGongShangRen_Idle,0=NPC_M_ChengGongShangRen_Idle,3,0,0,,NPC_M_ChengGongShangRen_Walk,NPC_M_ChengGongShangRen_Walk,,NPC_M_ChengGongShangRen_BeHit,,NPC_M_ChengGongShangRen_Idle,NPC_M_ChengGongShangRen_Singing,NPC_M_ChengGongShangRen_DaoDi_Idle,,,,,,,,,,,,,,,,,,,
100214,新手村舞台背景板,NPC_M_XscWuTaiBeiJingBan,,NpcIcon01,NPC_Sexilisi.png,0.5,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100215,举火炬（男）,Common_M_Default,,,,0.5,2,Novice_M_Idle,0=Novice_M_Idle,4,0.1|0.6,0,4.5,Novice_M_Run,Novice_M_Run,0.1,Novice_M_BeHit,,Novice_M_Stun,Novice_M_IdleF,Novice_M_Death,,,,,Common_M_Panpa_Idle,Common_M_PanpaRun_Up,Common_M_PanpaRun_Down,Common_M_PanpaRun_Left,Common_M_PanpaRun_Right,Common_M_Panpa_To_Idle_Up,Common_M_Panpa_To_Idle_Down,Common_M_Idle_To_Panpa_Up,Common_M_Idle_To_Panpa_Down,,,,,,
100216,举火炬（女）,Common_F_Default,,,,0.5,2,Novice_F_Idle,0=Novice_F_Idle,4,0.1|0.6,0,4.5,Novice_F_Run,Novice_F_Run,0.1,Novice_F_BeHit,,Novice_F_Stun,Novice_F_IdleF,Novice_F_Death,,,,,Common_F_Panpa_Idle,Common_F_PanpaRun_Up,Common_F_PanpaRun_Down,Common_F_PanpaRun_Left,Common_F_PanpaRun_Right,Common_F_Panpa_To_Idle_Up,Common_F_Panpa_To_Idle_Down,Common_F_Idle_To_Panpa_Up,Common_F_Idle_To_Panpa_Down,,,,,,
100217,蝗虫贝斯手,NPC_M_HuangChongBeiSi,,NpcIcon01,NPC_M_HuangChongBeiSi.png,0.5,1,NPC_M_HuangChongBeiSi_Idle,0=NPC_M_HuangChongBeiSi_Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100218,蝗虫鼓手,NPC_M_HuangChongGuShou,,NpcIcon01,NPC_M_HuangChongGuShou.png,0.5,1,NPC_M_HuangChongGuShou_Idle,0=NPC_M_HuangChongGuShou_Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100219,蝗虫键盘手,NPC_M_JianPanShou,,NpcIcon01,NPC_M_JianPanShou.png,0.5,1,NPC_M_JianPanShou_Idle,0=NPC_M_JianPanShou_Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100220,蝗虫经纪人,NPC_M_HuangChongJingJiRen,,NpcIcon01,NPC_M_HuangChongJingJiRen.png,0.5,1,NPC_M_HuangChongJingJiRen_Idle,0=NPC_M_HuangChongJingJiRen_Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100221,点唱机,Item_Collect_DianChangJi,,NpcIcon01,NPC_Dianchangji.png,0.5,1,Item_Collect_DianChangJi_Idle01,0=Item_Collect_DianChangJi_Idle01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100222,布莱伊德（没武器）,NPC_M_KongShouShiZiJunDuiZhang,NPC/NPC_M_ShiZiJunDuiZhang,NpcIcon01,NPC_Shizijunduizhang.png,0.5,1,NPC_M_ShiZiJunDuiZhang_Idle,0=NPC_M_ShiZiJunDuiZhang_Idle,3,0,0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
100223,蝗虫小提琴手,NPC_M_HuangChongXiaoTiQin,,NpcIcon01,NPC_Huangchong.png,0.5,1,NPC_M_HuangChongXiaoTiQin_Idle,0=NPC_M_HuangChongXiaoTiQin_Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100224,蝗虫吉他手,NPC_M_JiTa,,NpcIcon01,NPC_M_HuangChongBeiSi.png,0.5,1,NPC_M_JiTa_Idle,0=NPC_M_JiTa_Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100225,拉乐西斯（重伤）,Common_M_Default,NPC/NPC_M_Ailiusi,,,0.5,1,Common_M_ShouShangZuo,0=Common_M_ShouShangZuo,3,0,0,,Swordman_M_Run,Swordman_M_Run,0.1,,,,,,,,,,,,,,,,,,,,,,,,
100226,舞会舞娘,Common_F_Default,,,,0.5,1,Common_F_LvDong,0=Common_F_LvDong,4,0,0,,Fashion_F_JieHunLiFu_Walk,Fashion_F_JieHunLiFu_Walk,0.1,,,,,,,,,,,,,,,,,,,,,,,,
100227,人鱼公主,Monster_RenYuGongZhu,,NpcIcon01,NPC_RenYuGongZhu.png,0.5,1,Monster_ShuiJingLing_Idle,0=Monster_ShuiJingLing_Idle,3,0,0,,Monster_ShuiJingLing_Run,Monster_ShuiJingLing_Run,0.1,Monster_ShuiJingLing_BeHit,,,,,Monster_ShuiJingLing_ChuSheng,,,,,,,,,,,,,,,,,,
100228,亚度尼斯死亡,Common_M_Default,,,,0.5,1,Common_M_Tang,0=Common_M_Tang,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100229,商人的大嘴鸟【人文】,NPC_M_DaZuiNiao,,,,0.5,2,NPC_M_DaZuiNiao_Idle,0=NPC_M_DaZuiNiao_Idle,5,0,0,,Mount_DaZuiNiao_Walk,Mount_DaZuiNiao_Walk,0.1,NPC_M_DaZuiNiao_Idle,,NPC_M_DaZuiNiao_Idle,NPC_M_DaZuiNiao_Idle,NPC_M_DaZuiNiao_Idle,,,,,,,,,,,,,,,,,,,
100230,商人的大嘴鸟（坐）【人文】,NPC_M_DaZuiNiao,,,,0.5,2,Mount_DaZuiNiao_Zuo,0=Mount_DaZuiNiao_Zuo,5,0,0,,Mount_DaZuiNiao_Walk,Mount_DaZuiNiao_Walk,0.1,NPC_M_DaZuiNiao_Idle,,NPC_M_DaZuiNiao_Idle,NPC_M_DaZuiNiao_Idle,NPC_M_DaZuiNiao_Idle,,,,,,,,,,,,,,,,,,,
100231,羊驼,Mount_YangTuo,,,,0.5,2,Mount_YangTuo_Idle,,5,0,0,,Mount_YangTuo_Run,,,,,,,,,,,,,,,,,,,,,,,,,,
100232,火场记忆露克希,Common_F_Default,,,,0.5,2,Assassin_F_Idle,0=Assassin_F_IdleF,4,0,0,4.5,Thief_F_Run,Thief_F_RunF,0.1,Thief_F_BeHit,,Thief_F_Stun,Assassin_F_IdleF,Thief_F_Death,,,,,Common_F_Panpa_Idle,Common_F_PanpaRun_Up,Common_F_PanpaRun_Down,Common_F_PanpaRun_Left,Common_F_PanpaRun_Right,Common_F_Panpa_To_Idle_Up,Common_F_Panpa_To_Idle_Down,Common_F_Idle_To_Panpa_Up,Common_F_Idle_To_Panpa_Down,,,,,,
100233,滚石（黑暗迷宫）,Item_Collect_HeiAnMiGong_GunShi,,,,0.5,2,Item_Collect_HeiAnMiGong_GunShi_Idle,0=Item_Collect_HeiAnMiGong_GunShi_Idle,4,0,0,,Item_Collect_HeiAnMiGong_GunShi_Run,Item_Collect_HeiAnMiGong_GunShi_Run,0.1,Item_Collect_HeiAnMiGong_GunShi_Idle,,Item_Collect_HeiAnMiGong_GunShi_Idle,Item_Collect_HeiAnMiGong_GunShi_Idle,Item_Collect_HeiAnMiGong_GunShi_Death,Item_Collect_HeiAnMiGong_GunShi_Born,0.43,,,,,,,,,,,,,,,,,
100234,护送卡努：卡努,NPC_M_ShaoNian,,NpcIcon01,NPC_M_ShaoNian.png,0.5,2,NPC_M_ShaoNian_BaoTou_Idle,0=NPC_M_ShaoNian_BaoTou_Idle,5,0,0,,NPC_M_ShaoNian_Walk,NPC_M_ShaoNian_Walk,,NPC_M_ShaoNian_BaoTou_Idle,,NPC_M_ShaoNian_BaoTou_Idle,NPC_M_ShaoNian_Idle,,,,,,,,,,,,,,,,,,,,
100235,料理商人（双人厨房）,Common_M_Default,,,,0.5,2,NPC_M_LiaoLiShangRen02_CookHouse_Idle,0=NPC_M_LiaoLiShangRen02_CookHouse_Idle,5,0,0,,NPC_M_LiaoLiShangRen02_Run,NPC_M_LiaoLiShangRen02_Run,0.1,NPC_M_LiaoLiShangRen02_CookHouse_Idle,,NPC_M_LiaoLiShangRen02_CookHouse_Idle,NPC_M_LiaoLiShangRen02_CookHouse_Idle,NPC_M_LiaoLiShangRen02_CookHouse_Idle,,,,,,,,,,,,,,,,,,,
100236,抽签台子,Item_Collect_JuanZhou,,NpcIcon01,NPC_Yanjiuxuezhe.png,0.5,1,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100237,阿罗,NPC_M_5V5MaoMi02,,,,0.5,1,NPC_M_5V5MaoMi02_Idle,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100238,小美,NPC_M_5V5MaoMi01,,,,0.5,1,NPC_M_5V5MaoMi01_Idle,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110001,躺下（病重,Common_M_Default,,,,0.5,2,Common_M_ZuoYi,0=Common_M_ZuoYi,5,0,0,,Acolyte_M_Run,Acolyte_M_RunF,0.1,Acolyte_M_BeHit,,Acolyte_M_Stun,Acolyte_M_Skill_Nomal_Singing01|Acolyte_M_Skill_Nomal_Singing02,Acolyte_M_Death,,,,,,,,,,,,,,,,,,,
200000,曼特花,Item_Collect_ManTeHua,Collect/Item_Collect_ManTeHua,,,0.5,1,Item_Collect_ManTeHua_Idle,0=Item_Collect_ManTeHua_Idle,4,0,0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
200001,破碎蛋壳,Item_Collect_PoSuiDanKe,,,,0.5,1,,,4,0,0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
200002,光芒草,Monster_HuangCao,Monster/Monster_WuSeCao,MonsterIcon001,Monster_HongCao.png,0.5,1,Monster_WuSeCao_Idle,0=Monster_WuSeCao_Idle,0,0,0,,,,0.1,Monster_WuSeCao_BeHit,,Monster_WuSeCao_Idle,Monster_WuSeCao_Idle,Monster_WuSeCao_Death,,,,,,,,,,,,,,,,,,,
200003,气球屋,Item_Collect_FeiWu_001,,,,0.5,1,Item_Collect_FeiWu_001_Idle,0=Item_Collect_FeiWu_001_Idle,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200004,红色魔力矿石,Item_Collect_MoLiKuangShi,,,,0.5,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200005,红色魔力矿石堆,Item_Collect_MoLiKuangShiDui,,,,0.5,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200006,木柴,Item_Collect_MuChai,,,,0.5,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200007,缸,Item_Collect_Gang,,,,0.5,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200008,恶魔书,Item_Collect_EMoShu,,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200009,残卷,Item_Collect_CanJuan,,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010,永不凋零的玫瑰,Item_Collect_YbdlMeiGui,,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200011,晶石矿采集点,Item_CaiKuang_KuangShi_01,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200012,金属矿采集点,Item_CaiKuang_KuangShi_02,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200016,矮灌木采集点,Item_CaiZhai_GuanMu_01,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200021,黄金果,Item_Collect_GuoZi_001,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200022,树莓,Item_Collect_GuoZi_002,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200023,剑梨,Item_Collect_GuoZi_003,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200024,椰子,Item_Collect_GuoZi_004,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200025,气球装饰物,Item_Collect_QiQiu,,NpcIcon01,NPC_Sexilisi.png,0.5,1,Item_Collect_QiQiu_Idle,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200026,花盆,Item_Collect_HuaPen,,,,0.5,1,Item_Collect_HuaPen_Idle,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200027,货物箱,Item_Collect_HuoWuXiang,,NpcIcon01,NPC_Sexilisi.png,0.5,1,Item_Collect_HuoWuXiang_Idle,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200028,酒桶,Item_Collect_JiuTong,,NpcIcon01,NPC_Sexilisi.png,0.5,1,Item_Collect_JiuTong_Idle,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200029,红玉果,Item_Collect_GuoZi_005,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200030,浆果（大世界果子保留id段至200040）,Item_Collect_GuoZi_006,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200041,死海古卷,Item_Collect_SiHaiGuJuan,,,,0.5,1,Item_Collect_SiHaiGuJuan_Idle,0=Item_Collect_SiHaiGuJuan_Idle,,0,0,,Item_Collect_SiHaiGuJuan_Idle,Item_Collect_SiHaiGuJuan_Idle,,Item_Collect_SiHaiGuJuan_Idle,,,Item_Collect_SiHaiGuJuan_Idle,Item_Collect_SiHaiGuJuan_Idle,,,,,,,,,,,,,,,,,,,
201001,无限塔宝箱,Item_Collect_BaoXiang02,,,,0.5,1,Item_Collect_BaoXiang02_Idle,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210001,战场用蓝门,Item_ZhanChang_DaMen_02,,MonsterIcon003,Monster_Zhanchangdamen02.png,0.5,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210002,战场用红门,Item_ZhanChang_DaMen_01,,MonsterIcon003,Monster_Zhanchangdamen01.png,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210003,战场用蓝水晶,Item_ZhanChang_ShuiJing_01,,MonsterIcon003,Monster_Zhanchangshuijing.png,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210004,战场用红水晶,Item_ZhanChang_ShuiJing_01,,MonsterIcon003,Monster_Zhanchangshuijing.png,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210005,战场用蓝大炮,Item_ZhanChang_Pao_01,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210006,战场用红大炮,Item_ZhanChang_Pao_01,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210007,守护者,Monster_ShouHuZhe,Monster/Monster_ShouHuZhe,MonsterIcon004,Monster_ShouHuZhe.png,0.5,1,Monster_ShouHuZhe_Idle,0=Monster_ShouHuZhe_IdleF,4,0,0,,Monster_ShouHuZhe_Run,Monster_ShouHuZhe_Run,0.1,Monster_ShouHuZhe_Idle,,Monster_ShouHuZhe_Idle,Monster_ShouHuZhe_Idle,Monster_ShouHuZhe_Death,,,,,,,,,,,,,,,,,,,
210008,塔防：防御塔,Monster_TaFangFangYuTa,,MonsterIcon003,Monster_Zhanchangshuijing.png,0.5,1,Monster_TaFangFangYuTa_Idle,0=Monster_TaFangFangYuTa_Idle,,0,0,,Monster_TaFangFangYuTa_Idle,Monster_TaFangFangYuTa_Idle,0.1,Monster_TaFangFangYuTa_Idle,,Monster_TaFangFangYuTa_Idle,Monster_TaFangFangYuTa_Idle,Monster_TaFangFangYuTa_Death,,,,,,,,,,,,,,,,,,,
210010,恶魔波利神龛,Item_emoboli_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210011,天使波利神龛,Item_tianshiboli_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210012,喵利神龛,Item_miaoli_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210013,波利兔神龛,Item_bolitu_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210014,哼利神龛,Item_hengli_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210015,土波利神龛,Item_tuboli_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210016,幽灵波利神龛,Item_youlingboli_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210017,波波鱼神龛,Item_boliyu_shrine,,,,0.5,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210018,心之旅人,Common_M_Default,,,,0.5,2,Common_M_KanBao,0=Champion_M_IdleF,4.6,0.1|0.6,0,4,Monk_M_Run,Monk_M_RunF,0.1,Monk_M_BeHit,,Monk_M_Stun,Champion_M_Skill_Singing_01_None,Common_M_DiShang,,,,,Common_M_Panpa_Idle,Common_M_PanpaRun_Up,Common_M_PanpaRun_Down,Common_M_PanpaRun_Left,Common_M_PanpaRun_Right,Common_M_Panpa_To_Idle_Up,Common_M_Panpa_To_Idle_Down,Common_M_Idle_To_Panpa_Up,Common_M_Idle_To_Panpa_Down,,,,,0=Monk_M_IdleF_Connect,
211001,死去的俘虏,Monster_XieHaiFuLu,Monster/Monster_XieHaiFuLu,MonsterIcon002,Monster_Siqudefuru.png,0.5,1,Monster_XieHaiFuLu_Death_Loop,0=Monster_XieHaiFuLu_Death_Loop,0,0,0,,Monster_XieHaiFuLu_Run,Monster_XieHaiFuLu_Run,0.1,Monster_XieHaiFuLu_BeHit,,Monster_XieHaiFuLu_Idle,Monster_XieHaiFuLu_Idle,Monster_XieHaiFuLu_Death,,,,,,,,,,,,,,,,,,,
211002,腐烂的水果,Item_Collect_ShuiGuoDai,,,,0.5,1,Item_Collect_ShuiGuoDai_Idle,0=Item_Collect_ShuiGuoDai_Idle,4,0,0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
211003,死去的巴啦啦,Common_M_Default,,MonsterIcon003,Monster_Balala.png,0.5,2,NPC_M_YuShenDuiZhang_Death_Loop,0=NPC_M_YuShenDuiZhang_Death_Loop,0,0,0,,NPC_M_YuShenDuiZhang_RunF,NPC_M_YuShenDuiZhang_RunF,0.1,NPC_M_YuShenDuiZhang_BeHit,,,,NPC_M_YuShenDuiZhang_Death,,,,,,,,,,,,,,,,,,,
211004,巴啦啦,Common_M_Default,NPC/NPC_M_YuShenDuiZhang,MonsterIcon003,Monster_Balala.png,0.5,2,NPC_M_YuShenDuiZhang_Idle,0=NPC_M_YuShenDuiZhang_Idle,3,0,0,,NPC_M_YuShenDuiZhang_RunF,NPC_M_YuShenDuiZhang_RunF,0.1,NPC_M_YuShenDuiZhang_BeHit,,NPC_M_YuShenDuiZhang_Idle,NPC_M_YuShenDuiZhang_Idle,NPC_M_YuShenDuiZhang_Death,,,,,,,,,,,,,,,,,,,
211005,魔法水晶,Item_Dummy,,,,0.5,2,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211006,恶魔女神像,Item_Scene_DiZuo,,,,0.5,2,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211007,狸猫帮用狸猫,Monster_LiMao,Monster/Monster_LiMao,MonsterIcon001,Monster_LiMao.png,0.5,1,Monster_LiMao_DaiJi,0=Monster_LiMao_DaiJi,4,0,0,,Monster_LiMao_Run,Monster_LiMao_Run,0.1,Monster_LiMao_BeHit,,Monster_LiMao_DaiJi,Monster_LiMao_DaiJi,Monster_LiMao_Death,,,,,,,,,,,,,,,,,,,
211008,货箱,Monster_HuoXiang,,,,0.5,1,Monster_HuoXiang_Idle,0=Monster_HuoXiang_Idle,4,0,0,,Monster_HuoXiang_Idle,Monster_HuoXiang_Idle,0.1,Monster_HuoXiang_Idle,,Monster_HuoXiang_Idle,Monster_HuoXiang_Idle,Monster_HuoXiang_Idle,,,,,,,,,,,,,,,,,,,
211009,铁砧,Monster_TieZhen,,,,0.5,1,Monster_TieZhen_Idle,0=Monster_TieZhen_Idle,4,0,0,,Monster_TieZhen_Idle,Monster_TieZhen_Idle,0.1,Monster_TieZhen_Idle,,Monster_TieZhen_Idle,Monster_TieZhen_Idle,Monster_TieZhen_Idle,,,,,,,,,,,,,,,,,,,
211010,探照灯,Monster_TanZhaoDeng,,,,0.5,1,Monster_TanZhaoDeng_Idle,0=Monster_TanZhaoDeng_Idle,4,0,0,,Monster_TanZhaoDeng_Idle,Monster_TanZhaoDeng_Idle,0.1,Monster_TanZhaoDeng_Idle,,Monster_TanZhaoDeng_Idle,Monster_TanZhaoDeng_Idle,Monster_TanZhaoDeng_Idle,,,,,,,,,,,,,,,,,,,
211011,修女,Common_F_Default,,NpcIcon01,NPC_F_XiuNv.png,0.5,2,NPC_F_Public05_Idle,0=NPC_F_Public05_Idle,4,0,0,,NPC_F_Public05_Walk,NPC_F_Public05_Walk,0.1,NPC_F_Public05_BeHit,,NPC_F_Public05_Idle,NPC_F_Public05_Idle,NPC_F_Public05_Death,,,,,,,,,,,,,,,,,,,
