Profession,STR,INT,AGI,DEX,VIT,LUK
流派,力量,智力,敏捷,灵巧,体力,幸运
8|500002,11,1,2,1,1,1
9|500002,12,1,2,1,1,1
10|500002,13,1,2,1,1,1
11|500002,28,1,2,1,1,1
12|500002,29,1,3,1,1,1
13|500002,30,1,3,1,1,1
14|500002,31,1,3,1,1,1
15|500002,32,1,3,1,1,1
16|500002,33,1,3,1,1,1
17|500002,34,1,4,1,1,1
18|500002,35,1,4,1,1,1
19|500002,36,1,5,1,1,1
20|500002,37,1,5,1,1,1
21|500002,37,1,9,1,1,1
22|500002,37,1,11,1,1,1
23|500002,37,1,13,1,1,1
24|500002,37,1,16,1,1,1
25|500002,37,1,18,1,1,1
26|500002,37,1,20,1,1,1
27|500002,37,1,22,1,1,1
28|500002,37,1,24,1,1,1
29|500002,37,1,24,1,1,6
30|500002,37,1,24,1,1,9
31|500002,37,1,24,1,1,12
32|500002,37,1,24,1,1,15
33|500002,37,1,24,1,1,18
34|500002,37,1,24,1,1,21
35|500002,38,1,25,1,1,21
36|500002,39,1,25,1,1,22
37|500002,40,1,25,1,1,23
38|500002,41,1,25,1,1,24
39|500002,42,1,25,1,1,25
40|500002,43,1,25,1,1,26
41|500002,44,1,25,1,1,27
42|500002,45,1,25,1,1,28
43|500002,46,1,25,1,1,29
44|500002,47,1,25,1,1,30
45|500002,48,1,25,1,1,31
46|500002,49,1,25,1,1,33
47|500002,50,1,25,1,1,34
48|500002,51,1,25,1,1,35
49|500002,52,1,25,1,1,36
50|500002,53,1,25,1,1,37
51|500002,54,1,25,1,1,38
52|500002,55,1,25,1,1,39
53|500002,56,1,25,1,1,40
54|500002,57,1,25,1,1,41
55|500002,58,1,25,1,1,42
56|500002,59,1,25,1,1,43
57|500002,60,1,25,1,1,44
58|500002,60,1,27,1,1,45
59|500002,60,1,28,1,1,47
60|500002,60,1,30,1,1,48
61|500002,60,1,31,1,1,49
62|500002,60,1,33,1,1,50
63|500002,60,1,35,1,1,51
64|500002,60,1,36,1,1,52
65|500002,60,1,38,1,1,53
66|500002,60,1,39,1,1,54
67|500002,60,1,41,1,1,55
68|500002,60,1,42,1,1,56
69|500002,60,1,43,1,1,58
70|500002,60,1,44,1,1,59
71|500002,60,1,45,1,1,60
72|500002,61,1,46,1,1,61
73|500002,62,1,47,1,1,61
74|500002,63,1,49,1,1,61
75|500002,64,1,50,1,1,61
76|500002,65,1,52,1,1,61
77|500002,66,1,53,1,1,61
78|500002,67,1,54,1,1,61
79|500002,68,1,56,1,1,61
80|500002,69,1,57,1,1,61
81|500002,70,1,59,1,1,61
82|500002,71,1,60,1,1,61
83|500002,72,1,61,1,1,61
84|500002,73,1,62,1,1,61
85|500002,74,1,64,1,1,61
86|500002,75,1,65,1,1,61
87|500002,75,1,66,1,1,63
88|500002,75,1,67,1,1,64
89|500002,75,1,68,1,1,66
90|500002,75,1,69,1,1,67
91|500002,75,1,70,1,1,69
92|500002,76,1,70,1,1,70
93|500002,77,1,71,1,1,70
94|500002,78,1,73,1,1,70
95|500002,79,1,74,1,1,70
96|500002,80,1,75,1,1,70
97|500002,81,1,77,1,1,70
98|500002,81,1,79,1,1,70
99|500002,82,1,80,1,1,70
100|500002,83,1,81,1,1,70
101|500002,84,1,82,1,1,71
102|500002,85,1,83,1,1,71
103|500002,86,1,84,1,1,71
104|500002,87,1,85,1,1,72
105|500002,88,1,86,1,1,72
106|500002,89,1,87,1,1,72
107|500002,90,1,88,1,1,73
108|500002,90,1,88,1,1,75
109|500002,90,1,88,1,1,78
110|500002,90,1,89,1,1,79
111|500002,90,1,90,1,1,80
112|500002,90,1,90,1,1,83
113|500002,90,1,90,1,1,85
114|500002,90,1,90,1,1,88
115|500002,90,1,90,1,1,90
116|500002,91,1,91,1,1,90
117|500002,92,1,92,1,1,90
118|500002,93,1,93,1,1,90
119|500002,94,1,94,1,1,91
120|500002,95,1,95,1,1,91
121|500002,96,1,96,1,1,91
122|500002,97,1,97,1,1,91
123|500002,98,1,98,1,1,92
124|500002,99,1,99,1,1,92
125|500002,99,1,99,1,1,94
126|500002,99,1,99,1,1,96
127|500002,99,1,99,1,1,99
128|500002,99,1,99,1,12,99
129|500002,99,1,99,1,20,99
130|500002,99,1,99,1,26,99
131|500002,99,1,99,1,32,99
132|500002,99,1,99,1,37,99
133|500002,99,1,99,1,42,99
134|500002,99,1,99,1,46,99
135|500002,99,1,99,1,50,99
136|500002,99,1,99,1,54,99
137|500002,99,1,99,1,58,99
138|500002,99,1,99,1,61,99
139|500002,99,1,99,1,64,99
140|500002,99,1,99,1,67,99
141|500002,99,1,99,1,71,99
142|500002,99,1,99,1,74,99
143|500002,99,1,99,1,77,99
144|500002,99,1,99,1,79,99
145|500002,99,1,99,1,82,99
146|500002,99,1,99,1,85,99
147|500002,99,1,99,1,88,99
148|500002,99,1,99,1,90,99
149|500002,99,1,99,1,93,99
150|500002,99,1,99,1,95,99
151|500002,99,1,99,1,98,99
152|500002,99,99,99,99,99,99
153|500002,99,99,99,99,99,99
154|500002,99,99,99,99,99,99
155|500002,99,99,99,99,99,99
156|500002,99,99,99,99,99,99
157|500002,99,99,99,99,99,99
158|500002,99,99,99,99,99,99
159|500002,99,99,99,99,99,99
160|500002,99,99,99,99,99,99
161|500002,99,99,99,99,99,99
162|500002,99,99,99,99,99,99
163|500002,99,99,99,99,99,99
164|500002,99,99,99,99,99,99
165|500002,99,99,99,99,99,99
166|500002,99,99,99,99,99,99
167|500002,99,99,99,99,99,99
168|500002,99,99,99,99,99,99
169|500002,99,99,99,99,99,99
170|500002,99,99,99,99,99,99
171|500002,99,99,99,99,99,99
172|500002,99,99,99,99,99,99
173|500002,99,99,99,99,99,99
174|500002,99,99,99,99,99,99
175|500002,99,99,99,99,99,99
176|500002,99,99,99,99,99,99
177|500002,99,99,99,99,99,99
178|500002,99,99,99,99,99,99
179|500002,99,99,99,99,99,99
180|500002,99,99,99,99,99,99
181|500002,99,99,99,99,99,99
182|500002,99,99,99,99,99,99
183|500002,99,99,99,99,99,99
184|500002,99,99,99,99,99,99
185|500002,99,99,99,99,99,99
186|500002,99,99,99,99,99,99
187|500002,99,99,99,99,99,99
188|500002,99,99,99,99,99,99
189|500002,99,99,99,99,99,99
190|500002,99,99,99,99,99,99
191|500002,99,99,99,99,99,99
192|500002,99,99,99,99,99,99
193|500002,99,99,99,99,99,99
194|500002,99,99,99,99,99,99
195|500002,99,99,99,99,99,99
196|500002,99,99,99,99,99,99
197|500002,99,99,99,99,99,99
198|500002,99,99,99,99,99,99
199|500002,99,99,99,99,99,99
200|500002,99,99,99,99,99,99
1|500003,1,1,1,1,1,1
2|500003,2,1,1,1,1,1
3|500003,4,1,1,1,1,1
4|500003,4,1,1,2,1,1
5|500003,6,1,1,2,1,1
6|500003,8,1,1,2,1,1
7|500003,9,1,1,2,1,1
8|500003,11,1,1,2,1,1
9|500003,12,1,1,2,1,1
10|500003,13,1,1,2,1,1
11|500003,28,1,1,2,1,1
12|500003,29,1,2,2,1,1
13|500003,30,1,2,2,1,1
14|500003,31,1,2,2,1,1
15|500003,31,1,4,2,1,1
16|500003,32,1,5,2,1,1
17|500003,33,1,5,2,1,1
18|500003,33,1,8,2,1,1
19|500003,33,1,10,2,1,1
20|500003,33,1,12,2,1,1
21|500003,33,1,15,2,1,1
22|500003,33,1,17,2,1,1
23|500003,34,1,18,2,1,1
24|500003,35,1,18,2,1,1
25|500003,36,1,19,2,1,1
26|500003,37,1,20,2,1,1
27|500003,38,1,20,3,1,1
28|500003,38,1,22,3,1,1
29|500003,38,1,24,3,1,1
30|500003,38,1,26,3,1,1
31|500003,39,1,27,3,1,1
32|500003,40,1,28,3,1,1
33|500003,40,1,29,5,1,1
34|500003,40,1,30,7,1,1
35|500003,40,1,32,7,1,1
36|500003,40,1,33,9,1,1
37|500003,40,1,35,9,1,1
38|500003,41,1,35,10,1,1
39|500003,42,1,36,10,1,1
40|500003,43,1,37,10,1,1
41|500003,44,1,38,10,1,1
42|500003,45,1,39,10,1,1
43|500003,45,1,40,11,1,1
44|500003,45,1,41,13,1,1
45|500003,45,1,42,15,1,1
46|500003,46,1,43,15,1,1
47|500003,47,1,44,15,1,1
48|500003,48,1,45,15,1,1
49|500003,49,1,46,15,1,1
50|500003,50,1,46,16,1,1
51|500003,51,1,47,16,1,1
52|500003,52,1,48,16,1,1
53|500003,53,1,49,16,1,1
54|500003,54,1,50,16,1,1
55|500003,55,1,51,16,1,1
56|500003,56,1,52,16,1,1
57|500003,57,1,53,16,1,1
58|500003,58,1,54,16,1,1
59|500003,59,1,55,16,1,1
60|500003,59,1,56,18,1,1
61|500003,60,1,57,18,1,1
62|500003,61,1,58,18,1,1
63|500003,62,1,59,18,1,1
64|500003,63,1,60,18,1,1
65|500003,63,1,61,20,1,1
66|500003,64,1,62,20,1,1
67|500003,65,1,63,20,1,1
68|500003,66,1,64,20,1,1
69|500003,67,1,65,20,1,1
70|500003,68,1,66,20,1,1
71|500003,69,1,67,20,1,1
72|500003,69,1,69,20,1,1
73|500003,69,1,71,20,1,1
74|500003,69,1,72,22,1,1
75|500003,69,1,73,24,1,1
76|500003,69,1,74,26,1,1
77|500003,70,1,75,26,1,1
78|500003,71,1,76,26,1,1
79|500003,72,1,77,26,1,1
80|500003,73,1,78,26,1,1
81|500003,74,1,79,26,1,1
82|500003,75,1,80,26,1,1
83|500003,76,1,81,26,1,1
84|500003,77,1,82,26,1,1
85|500003,78,1,83,26,1,1
86|500003,79,1,84,27,1,1
87|500003,80,1,85,27,1,1
88|500003,81,1,86,27,1,1
89|500003,81,1,87,29,1,1
90|500003,82,1,88,29,1,1
91|500003,83,1,89,29,1,1
92|500003,84,1,90,29,1,1
93|500003,85,1,91,29,1,1
94|500003,86,1,92,29,1,1
95|500003,87,1,93,29,1,1
96|500003,88,1,94,29,1,1
97|500003,89,1,95,30,1,1
98|500003,90,1,96,30,1,1
99|500003,90,1,98,30,1,1
100|500003,90,1,99,32,1,1
101|500003,92,1,99,32,1,1
102|500003,94,1,99,32,1,1
103|500003,96,1,99,32,1,1
104|500003,98,1,99,32,1,1
105|500003,99,1,99,35,1,1
106|500003,99,1,99,39,1,1
107|500003,99,1,99,43,1,1
108|500003,99,1,99,47,1,1
109|500003,99,1,99,51,1,1
110|500003,99,1,99,54,1,1
111|500003,99,1,99,57,1,1
112|500003,99,1,99,60,1,1
113|500003,99,1,99,60,14,1
114|500003,99,1,99,60,21,1
115|500003,99,1,99,60,27,1
116|500003,99,1,99,60,32,1
117|500003,99,1,99,60,37,1
118|500003,99,1,99,60,41,1
119|500003,99,1,99,60,45,1
120|500003,99,1,99,60,49,1
121|500003,99,1,99,60,53,1
122|500003,99,1,99,60,56,1
123|500003,99,1,99,60,60,1
124|500003,99,1,99,60,60,12
125|500003,99,1,99,60,60,20
126|500003,99,1,99,60,60,26
127|500003,99,1,99,60,60,31
128|500003,99,1,99,60,60,36
129|500003,99,1,99,60,60,41
130|500003,99,1,99,60,60,45
131|500003,99,1,99,60,60,49
132|500003,99,1,99,60,60,53
133|500003,99,1,99,60,60,57
134|500003,99,1,99,60,60,60
135|500003,99,1,99,60,60,63
136|500003,99,1,99,60,60,67
137|500003,99,1,99,60,60,70
138|500003,99,1,99,60,60,73
139|500003,99,1,99,60,60,76
140|500003,99,1,99,61,60,78
141|500003,99,1,99,62,60,80
142|500003,99,1,99,65,60,80
143|500003,99,1,99,68,60,80
144|500003,99,1,99,71,60,80
145|500003,99,1,99,74,60,80
146|500003,99,1,99,77,60,80
147|500003,99,1,99,80,60,80
148|500003,99,1,99,83,60,80
149|500003,99,1,99,86,60,80
150|500003,99,1,99,88,60,80
151|500003,99,1,99,91,60,80
152|500003,99,1,99,93,60,80
153|500003,99,1,99,96,60,80
154|500003,99,1,99,98,60,80
155|500003,99,1,99,99,63,80
156|500003,99,1,99,99,66,80
157|500003,99,1,99,99,70,80
158|500003,99,1,99,99,73,80
159|500003,99,1,99,99,76,80
160|500003,99,1,99,99,79,80
161|500003,99,1,99,99,82,80
162|500003,99,1,99,99,85,80
163|500003,99,1,99,99,88,80
164|500003,99,1,99,99,90,81
165|500003,99,1,99,99,92,81
166|500003,99,1,99,99,94,82
167|500003,99,1,99,99,96,83
168|500003,99,1,99,99,98,83
169|500003,99,99,99,99,99,85
170|500003,99,99,99,99,99,88
171|500003,99,99,99,99,99,91
172|500003,99,99,99,99,99,94
173|500003,99,99,99,99,99,96
174|500003,99,99,99,99,99,99
175|500003,99,99,99,99,99,99
176|500003,99,99,99,99,99,99
177|500003,99,99,99,99,99,99
178|500003,99,99,99,99,99,99
179|500003,99,99,99,99,99,99
180|500003,99,99,99,99,99,99
181|500003,99,99,99,99,99,99
182|500003,99,99,99,99,99,99
183|500003,99,99,99,99,99,99
184|500003,99,99,99,99,99,99
185|500003,99,99,99,99,99,99
186|500003,99,99,99,99,99,99
187|500003,99,99,99,99,99,99
188|500003,99,99,99,99,99,99
189|500003,99,99,99,99,99,99
190|500003,99,99,99,99,99,99
191|500003,99,99,99,99,99,99
192|500003,99,99,99,99,99,99
193|500003,99,99,99,99,99,99
194|500003,99,99,99,99,99,99
195|500003,99,99,99,99,99,99
196|500003,99,99,99,99,99,99
197|500003,99,99,99,99,99,99
198|500003,99,99,99,99,99,99
199|500003,99,99,99,99,99,99
200|500003,99,99,99,99,99,99
1|500004,1,1,1,1,1,1
2|500004,2,1,1,1,1,1
3|500004,4,1,1,1,1,1
4|500004,4,1,2,1,1,1
5|500004,6,1,2,1,1,1
6|500004,8,1,2,1,1,1
7|500004,9,1,2,1,1,1
8|500004,11,1,2,1,1,1
9|500004,12,1,2,1,1,1
10|500004,13,1,2,1,1,1
11|500004,28,1,2,1,1,1
12|500004,29,1,3,1,1,1
13|500004,30,1,3,1,1,1
14|500004,31,1,3,1,1,1
15|500004,32,1,3,1,1,1
16|500004,33,1,3,1,1,1
17|500004,34,1,4,1,1,1
18|500004,35,1,4,1,1,1
19|500004,36,1,5,1,1,1
20|500004,37,1,5,1,1,1
21|500004,37,1,9,1,1,1
22|500004,37,1,11,1,1,1
23|500004,37,1,13,1,1,1
24|500004,37,1,16,1,1,1
25|500004,37,1,18,1,1,1
26|500004,37,1,20,1,1,1
27|500004,37,1,22,1,1,1
28|500004,37,1,24,1,1,1
29|500004,37,1,24,1,1,6
30|500004,37,1,24,1,1,9
31|500004,37,1,24,1,1,12
32|500004,37,1,24,1,1,15
33|500004,37,1,24,1,1,18
34|500004,37,1,24,1,1,21
35|500004,38,1,25,1,1,21
36|500004,39,1,25,1,1,22
37|500004,40,1,25,1,1,23
38|500004,41,1,25,1,1,24
39|500004,42,1,25,1,1,25
40|500004,43,1,25,1,1,26
41|500004,44,1,25,1,1,27
42|500004,45,1,25,1,1,28
43|500004,46,1,25,1,1,29
44|500004,47,1,25,1,1,30
45|500004,48,1,25,1,1,31
46|500004,49,1,25,1,1,33
47|500004,50,1,25,1,1,34
48|500004,51,1,25,1,1,35
49|500004,52,1,25,1,1,36
50|500004,53,1,25,1,1,37
51|500004,54,1,25,1,1,38
52|500004,55,1,25,1,1,39
53|500004,56,1,25,1,1,40
54|500004,57,1,25,1,1,41
55|500004,58,1,25,1,1,42
56|500004,59,1,25,1,1,43
57|500004,60,1,25,1,1,44
58|500004,60,1,27,1,1,45
59|500004,60,1,28,1,1,47
60|500004,60,1,30,1,1,48
61|500004,60,1,31,1,1,49
62|500004,60,1,33,1,1,50
63|500004,60,1,35,1,1,51
64|500004,60,1,36,1,1,52
65|500004,60,1,38,1,1,53
66|500004,60,1,39,1,1,54
67|500004,60,1,41,1,1,55
68|500004,60,1,42,1,1,56
69|500004,60,1,43,1,1,58
70|500004,60,1,44,1,1,59
71|500004,60,1,45,1,1,60
72|500004,61,1,46,1,1,61
73|500004,62,1,47,1,1,61
74|500004,63,1,49,1,1,61
75|500004,64,1,50,1,1,61
76|500004,65,1,52,1,1,61
77|500004,66,1,53,1,1,61
78|500004,67,1,54,1,1,61
79|500004,68,1,56,1,1,61
80|500004,69,1,57,1,1,61
81|500004,70,1,59,1,1,61
82|500004,71,1,60,1,1,61
83|500004,72,1,61,1,1,61
84|500004,73,1,62,1,1,61
85|500004,74,1,64,1,1,61
86|500004,75,1,65,1,1,61
87|500004,75,1,66,1,1,63
88|500004,75,1,67,1,1,64
89|500004,75,1,68,1,1,66
90|500004,75,1,69,1,1,67
91|500004,75,1,70,1,1,69
92|500004,76,1,70,1,1,70
93|500004,77,1,71,1,1,70
94|500004,78,1,73,1,1,70
95|500004,79,1,74,1,1,70
96|500004,80,1,75,1,1,70
97|500004,81,1,77,1,1,70
98|500004,81,1,79,1,1,70
99|500004,82,1,80,1,1,70
100|500004,83,1,81,1,1,70
101|500004,84,1,82,1,1,71
102|500004,85,1,83,1,1,71
103|500004,86,1,84,1,1,71
104|500004,87,1,85,1,1,72
105|500004,88,1,86,1,1,72
106|500004,89,1,87,1,1,72
107|500004,90,1,88,1,1,73
108|500004,90,1,88,1,1,75
109|500004,90,1,88,1,1,78
110|500004,90,1,89,1,1,79
111|500004,90,1,90,1,1,80
112|500004,90,1,90,1,1,83
113|500004,90,1,90,1,1,85
114|500004,90,1,90,1,1,88
115|500004,90,1,90,1,1,90
116|500004,91,1,91,1,1,90
117|500004,92,1,92,1,1,90
118|500004,93,1,93,1,1,90
119|500004,94,1,94,1,1,91
120|500004,95,1,95,1,1,91
121|500004,96,1,96,1,1,91
122|500004,97,1,97,1,1,91
123|500004,98,1,98,1,1,92
124|500004,99,1,99,1,1,92
125|500004,99,1,99,1,1,94
126|500004,99,1,99,1,1,96
127|500004,99,1,99,1,1,99
128|500004,99,1,99,1,12,99
129|500004,99,1,99,1,20,99
130|500004,99,1,99,1,26,99
131|500004,99,1,99,1,32,99
132|500004,99,1,99,1,37,99
133|500004,99,1,99,1,42,99
134|500004,99,1,99,1,46,99
135|500004,99,1,99,1,50,99
136|500004,99,1,99,1,54,99
137|500004,99,1,99,1,58,99
138|500004,99,1,99,1,61,99
139|500004,99,1,99,1,64,99
140|500004,99,1,99,1,67,99
141|500004,99,1,99,1,71,99
142|500004,99,1,99,1,74,99
143|500004,99,1,99,1,77,99
144|500004,99,1,99,1,79,99
145|500004,99,1,99,1,82,99
146|500004,99,1,99,1,85,99
147|500004,99,1,99,1,88,99
148|500004,99,1,99,1,90,99
149|500004,99,1,99,1,93,99
150|500004,99,1,99,1,95,99
151|500004,99,1,99,1,98,99
152|500004,99,99,99,99,99,99
153|500004,99,99,99,99,99,99
154|500004,99,99,99,99,99,99
155|500004,99,99,99,99,99,99
156|500004,99,99,99,99,99,99
157|500004,99,99,99,99,99,99
158|500004,99,99,99,99,99,99
159|500004,99,99,99,99,99,99
160|500004,99,99,99,99,99,99
161|500004,99,99,99,99,99,99
162|500004,99,99,99,99,99,99
163|500004,99,99,99,99,99,99
164|500004,99,99,99,99,99,99
165|500004,99,99,99,99,99,99
166|500004,99,99,99,99,99,99
167|500004,99,99,99,99,99,99
168|500004,99,99,99,99,99,99
169|500004,99,99,99,99,99,99
170|500004,99,99,99,99,99,99
171|500004,99,99,99,99,99,99
172|500004,99,99,99,99,99,99
173|500004,99,99,99,99,99,99
174|500004,99,99,99,99,99,99
175|500004,99,99,99,99,99,99
176|500004,99,99,99,99,99,99
177|500004,99,99,99,99,99,99
178|500004,99,99,99,99,99,99
179|500004,99,99,99,99,99,99
180|500004,99,99,99,99,99,99
181|500004,99,99,99,99,99,99
182|500004,99,99,99,99,99,99
183|500004,99,99,99,99,99,99
184|500004,99,99,99,99,99,99
185|500004,99,99,99,99,99,99
186|500004,99,99,99,99,99,99
187|500004,99,99,99,99,99,99
188|500004,99,99,99,99,99,99
189|500004,99,99,99,99,99,99
190|500004,99,99,99,99,99,99
191|500004,99,99,99,99,99,99
192|500004,99,99,99,99,99,99
193|500004,99,99,99,99,99,99
194|500004,99,99,99,99,99,99
195|500004,99,99,99,99,99,99
196|500004,99,99,99,99,99,99
197|500004,99,99,99,99,99,99
198|500004,99,99,99,99,99,99
199|500004,99,99,99,99,99,99
200|500004,99,99,99,99,99,99
1|600001,1,1,1,1,1,1
2|600001,2,1,1,1,1,1
3|600001,4,1,1,1,1,1
4|600001,4,1,2,1,1,1
5|600001,6,1,2,1,1,1
6|600001,8,1,2,1,1,1
7|600001,9,1,2,1,1,1
8|600001,11,1,2,1,1,1
9|600001,12,1,2,1,1,1
10|600001,13,1,2,1,1,1
11|600001,28,1,2,1,1,1
12|600001,29,1,2,1,1,1
13|600001,30,1,2,1,1,1
14|600001,31,1,2,1,1,1
15|600001,32,1,2,1,1,1
16|600001,32,1,4,3,1,1
17|600001,32,1,6,4,1,1
18|600001,32,1,8,5,1,1
19|600001,32,1,10,5,1,1
20|600001,32,1,12,5,1,1
21|600001,32,1,14,6,1,1
22|600001,32,1,16,6,1,1
23|600001,33,1,16,7,1,1
24|600001,34,1,16,8,1,1
25|600001,35,1,17,8,1,1
26|600001,36,1,18,8,1,1
27|600001,37,1,19,8,1,1
28|600001,38,1,19,9,1,1
29|600001,39,1,20,9,1,1
30|600001,40,1,20,9,1,1
31|600001,40,1,22,10,1,1
32|600001,40,1,24,10,1,1
33|600001,40,1,26,10,1,1
34|600001,41,1,27,10,1,1
35|600001,42,1,28,10,1,1
36|600001,43,1,29,10,1,1
37|600001,44,1,29,10,1,1
38|600001,45,1,30,10,1,1
39|600001,46,1,31,10,1,1
40|600001,47,1,32,10,1,1
41|600001,48,1,33,10,1,1
42|600001,49,1,33,11,1,1
43|600001,50,1,34,11,1,1
44|600001,50,1,35,13,1,1
45|600001,50,1,36,15,1,1
46|600001,51,1,37,15,1,1
47|600001,52,1,38,15,1,1
48|600001,53,1,39,15,1,1
49|600001,54,1,40,15,1,1
50|600001,55,1,41,15,1,1
51|600001,56,1,42,15,1,1
52|600001,57,1,43,15,1,1
53|600001,58,1,44,15,1,1
54|600001,59,1,45,15,1,1
55|600001,60,1,45,16,1,1
56|600001,61,1,46,16,1,1
57|600001,62,1,47,16,1,1
58|600001,63,1,48,16,1,1
59|600001,64,1,49,16,1,1
60|600001,65,1,50,16,1,1
61|600001,66,1,51,16,1,1
62|600001,67,1,52,16,1,1
63|600001,68,1,53,16,1,1
64|600001,69,1,54,16,1,1
65|600001,70,1,55,16,1,1
66|600001,70,1,56,18,1,1
67|600001,70,1,58,19,1,1
68|600001,70,1,60,19,1,1
69|600001,71,1,60,21,1,1
70|600001,72,1,61,21,1,1
71|600001,73,1,62,21,1,1
72|600001,74,1,63,21,1,1
73|600001,75,1,64,21,1,1
74|600001,76,1,65,21,1,1
75|600001,77,1,66,21,1,1
76|600001,78,1,67,21,1,1
77|600001,78,1,68,24,1,1
78|600001,78,1,69,26,1,1
79|600001,79,1,70,26,1,1
80|600001,80,1,71,26,1,1
81|600001,80,1,72,28,1,1
82|600001,80,1,73,30,1,1
83|600001,80,1,74,32,1,1
84|600001,80,1,75,34,1,1
85|600001,80,1,76,36,1,1
86|600001,80,1,77,39,1,1
87|600001,80,1,78,40,1,1
88|600001,81,1,79,41,1,1
89|600001,82,1,80,41,1,1
90|600001,83,1,81,41,1,1
91|600001,84,1,82,41,1,1
92|600001,85,1,83,41,1,1
93|600001,86,1,84,41,1,1
94|600001,87,1,85,41,1,1
95|600001,88,1,86,41,1,1
96|600001,89,1,87,42,1,1
97|600001,90,1,88,42,1,1
98|600001,91,1,89,42,1,1
99|600001,92,1,90,42,1,1
100|600001,92,1,92,42,1,1
101|600001,93,1,93,42,1,1
102|600001,94,1,94,42,1,1
103|600001,95,1,95,42,1,1
104|600001,96,1,96,42,1,1
105|600001,97,1,97,42,1,1
106|600001,98,1,98,42,1,1
107|600001,99,1,99,43,1,3
108|600001,99,1,99,43,1,12
109|600001,99,1,99,44,1,18
110|600001,99,1,99,45,2,22
111|600001,99,1,99,45,8,25
112|600001,99,1,99,45,16,25
113|600001,99,1,99,45,23,25
114|600001,99,1,99,45,29,25
115|600001,99,1,99,45,34,25
116|600001,99,1,99,45,38,25
117|600001,99,1,99,45,42,25
118|600001,99,1,99,45,46,25
119|600001,99,1,99,45,50,25
120|600001,99,1,99,45,50,31
121|600001,99,1,99,45,50,36
122|600001,99,1,99,45,50,41
123|600001,99,1,99,45,50,45
124|600001,99,1,99,45,50,49
125|600001,99,1,99,45,50,52
126|600001,99,1,99,45,50,56
127|600001,99,1,99,45,50,59
128|600001,99,1,99,45,50,63
129|600001,99,1,99,45,50,66
130|600001,99,1,99,45,50,69
131|600001,99,1,99,45,50,72
132|600001,99,1,99,45,50,75
133|600001,99,1,99,49,50,75
134|600001,99,1,99,53,50,75
135|600001,99,1,99,56,50,75
136|600001,99,1,99,59,51,75
137|600001,99,1,99,60,54,75
138|600001,99,1,99,60,56,76
139|600001,99,1,99,60,58,77
140|600001,99,1,99,60,60,78
141|600001,99,1,99,60,62,80
142|600001,99,1,99,60,64,81
143|600001,99,1,99,60,66,82
144|600001,99,1,99,60,68,83
145|600001,99,1,99,60,70,84
146|600001,99,1,99,60,72,85
147|600001,99,1,99,60,74,86
148|600001,99,1,99,60,76,87
149|600001,99,1,99,60,77,88
150|600001,99,1,99,60,79,89
151|600001,99,1,99,60,81,90
152|600001,99,1,99,60,83,91
153|600001,99,1,99,60,84,92
154|600001,99,1,99,60,86,93
155|600001,99,1,99,60,88,94
156|600001,99,1,99,60,90,94
157|600001,99,1,99,60,92,95
158|600001,99,1,99,60,94,95
159|600001,99,1,99,60,96,96
160|600001,99,1,99,60,98,97
161|600001,99,1,99,60,99,98
162|600001,99,1,99,63,99,99
163|600001,99,1,99,66,99,99
164|600001,99,1,99,70,99,99
165|600001,99,1,99,73,99,99
166|600001,99,1,99,76,99,99
167|600001,99,1,99,79,99,99
168|600001,99,1,99,82,99,99
169|600001,99,1,99,85,99,99
170|600001,99,1,99,88,99,99
171|600001,99,1,99,91,99,99
172|600001,99,1,99,94,99,99
173|600001,99,1,99,96,99,99
174|600001,99,99,99,99,99,99
175|600001,99,99,99,99,99,99
176|600001,99,99,99,99,99,99
177|600001,99,99,99,99,99,99
178|600001,99,99,99,99,99,99
179|600001,99,99,99,99,99,99
180|600001,99,99,99,99,99,99
181|600001,99,99,99,99,99,99
182|600001,99,99,99,99,99,99
183|600001,99,99,99,99,99,99
184|600001,99,99,99,99,99,99
185|600001,99,99,99,99,99,99
186|600001,99,99,99,99,99,99
187|600001,99,99,99,99,99,99
188|600001,99,99,99,99,99,99
189|600001,99,99,99,99,99,99
190|600001,99,99,99,99,99,99
191|600001,99,99,99,99,99,99
192|600001,99,99,99,99,99,99
193|600001,99,99,99,99,99,99
194|600001,99,99,99,99,99,99
195|600001,99,99,99,99,99,99
196|600001,99,99,99,99,99,99
197|600001,99,99,99,99,99,99
198|600001,99,99,99,99,99,99
199|600001,99,99,99,99,99,99
200|600001,99,99,99,99,99,99
1|600002,1,1,1,1,1,1
2|600002,1,1,1,2,1,1
3|600002,1,1,1,4,1,1
4|600002,1,1,1,4,1,2
5|600002,1,1,1,6,1,2
6|600002,2,1,1,6,1,3
7|600002,3,1,1,6,1,4
8|600002,3,1,1,8,1,4
9|600002,3,1,1,9,1,4
10|600002,4,1,1,9,1,5
11|600002,4,1,1,25,1,5
12|600002,4,1,1,26,1,6
13|600002,4,1,1,27,1,6
14|600002,4,1,1,28,1,7
15|600002,4,1,1,29,1,7
16|600002,4,1,1,30,1,8
17|600002,5,1,1,30,1,9
18|600002,6,1,1,30,1,11
19|600002,7,1,1,30,1,12
20|600002,8,1,1,30,1,13
21|600002,9,1,1,30,1,15
22|600002,10,1,1,30,1,16
23|600002,11,1,1,31,1,16
24|600002,12,1,1,32,1,16
25|600002,13,1,1,32,1,17
26|600002,14,1,1,32,1,19
27|600002,15,1,1,33,1,19
