ID,CardName,CardTexture,CardColor,CardAttributes,CanUsePosition,RecommendSchool,IsShowInHandBook,ResolveAmount,ExpendZeny,CardLevelType,SortId,CardCollectAttr,TakeoutConsume,SyntheticConsume,LocalizationArea,AwakeningCardID,AwakeningConsume,StarConsume,StarAddAttr
4050022,爆炎蝙蝠卡片,MonsterCard/UI_MonsterCard_BaoYanBianFu_zn.jpg,3,0=48=400|1=510032080=0,5,,1,30000051=200=201,1000000,7,90,0=48=100,,,9,405002201,30000051=50,,
4060041,沙妖卡片,MonsterCard/UI_MonsterCard_ShaYao_zn.jpg,2,0=173=300,6,,1,30000050=400=401,400000,7,40,0=193=100,,,9,406004101,30000050=50,,
4060042,火焰妖卡片,MonsterCard/UI_MonsterCard_HuoYanYao_zn.jpg,3,1=510031979=0,6,,1,30000051=200=201,1000000,7,100,0=48=100,,,9,406004201,30000051=50,,
4060043,伊夫利特卡片,MonsterCard/UI_MonsterCard_YiFuLiTe_zn.jpg,4,0=174=1000|1=510032585=0,6,,1,,,8,10,0=174=300,,,9,406004301,,,
4070026,七彩大嘴鸟卡片,MonsterCard/UI_MonsterCard_QiCaiDaZuiNiao_zn.jpg,2,1=510031575=0,7,,1,30000050=400=401,400000,7,50,0=67=100,,,9,407002601,30000050=50,,
5060043,封印的伊夫利特卡片,MonsterCard/UI_MonsterCard_YiFuLiTe_zn.jpg,4,0=174=600|1=510032585=0,6,,0,,,,,,,,9,,,,
5010093,封印的阿特罗斯卡片,MonsterCard/UI_MonsterCard_ATeLuoSi_zn.jpg,4,0=71=600|1=510032383=0,1,,0,,,,,,,,9,,,,
40100010,时空：绿棉虫卡片,MonsterCard/UI_MonsterCard_Lvmianchong.jpg,1,0=22=1|0=47=100,1,,0,0,0,,,,,,,,,,
40100020,时空：疯兔卡片,MonsterCard/UI_MonsterCard_Fengtu.jpg,1,0=24=1|0=55=1|0=53=1,1,,0,0,0,,,,,,,,,,
40100030,时空：小野猪卡片,MonsterCard/UI_MonsterCard_Xiaoyezhu.jpg,1,0=27=5|0=36=5|1=510014001=0,1,,0,0,0,,,,,,,,,,
40100040,时空：曼陀罗魔花卡片,MonsterCard/UI_MonsterCard_Mantuoluomohua.jpg,2,0=192=2000,1,,0,0,0,,,,,,,,,,
40100050,时空：吸血蝙蝠卡片,MonsterCard/UI_MonsterCard_Xixuebianfu.jpg,1,0=27=5|0=36=5|1=510014102=0,1,,0,0,0,,,,,,,,,,
40100060,时空：大嘴鸟蛋卡片,MonsterCard/UI_MonsterCard_Dazuiniaodan.jpg,2,0=207=2000,1,,0,0,0,,,,,,,,,,
40100070,时空：蝎子卡片,MonsterCard/UI_MonsterCard_Xiezi.jpg,2,0=205=2000,1,,0,0,0,,,,,,,,,,
40100080,时空：土波利卡片,MonsterCard/UI_MonsterCard_Tuboli.jpg,1,0=20=1|0=51=3|1=510022283=0,1,,0,0,0,,,,,,,,,,
40100090,时空：狼卡片,MonsterCard/UI_MonsterCard_Lang.jpg,1,0=27=15|0=55=1,1,,0,0,0,,,,,,,,,,
40100100,时空：海葵卡片,MonsterCard/UI_MonsterCard_Haikui.jpg,3,0=203=2000,1,,0,0,0,,,,,,,,,,
40100110,时空：海盗之王卡片,MonsterCard/UI_MonsterCard_Haidaozhiwang.jpg,4,1=510014910=0|1=510025414=0,1,,0,0,0,,,,,,,,,,
40100120,时空：青蛇卡片,MonsterCard/UI_MonsterCard_Qingshe.jpg,1,0=36=20,1,,0,0,0,,,,,,,,,,
40100130,时空：螃蟹卡片,MonsterCard/UI_MonsterCard_Pangxie.jpg,2,0=194=2000,1,,0,0,0,,,,,,,,,,
40100140,时空：水母卡片,MonsterCard/UI_MonsterCard_Shuimu.jpg,1,0=27=15|0=36=15|1=510015112=0,1,,0,0,0,,,,,,,,,,
40100150,时空：哥布灵卡片,MonsterCard/UI_MonsterCard_Gebulin.jpg,2,0=202=2000,1,,0,0,0,,,,,,,,,,
40100170,时空：哥布灵首领卡片,MonsterCard/UI_MonsterCard_Gebulinshouling.jpg,2,1=510015213=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40100180,时空：巴风特卡片,MonsterCard/UI_MonsterCard_Bafengte.jpg,4,0=51=-10|0=71=500|1=907401=0,1,,0,0,0,,,,,,,,,,
40100190,时空：白蚁卡片,MonsterCard/UI_MonsterCard_Baiyi.jpg,1,0=27=20,1,,0,0,0,,,,,,,,,,
40100250,时空：弓箭哥布灵卡片,MonsterCard/UI_MonsterCard_Gongjiangebulin.jpg,3,0=59=1000|1=510015617=0,1,,0,0,0,,,,,,,,,,
40100260,时空：喷射哥布灵卡片,MonsterCard/UI_MonsterCard_Penshegebulin.jpg,3,0=59=1000|1=510015718=0,1,,0,0,0,,,,,,,,,,
40100270,时空：直升机哥布灵卡片,MonsterCard/UI_MonsterCard_Zhishengjigebulin.jpg,3,0=59=1000|1=510015819=0,1,,0,0,0,,,,,,,,,,
40100280,时空：沙漠之狼卡片,MonsterCard/UI_MonsterCard_Shamozhilang.jpg,3,0=27=20|0=36=20|0=222=1800,1,,0,0,0,,,,,,,,,,
40100290,时空：邪骸弓箭手卡片,MonsterCard/UI_MonsterCard_Xiehaigongjianshou.jpg,2,0=249=1000,1,,0,0,0,,,,,,,,,,
40100300,时空：邪骸士兵卡片,MonsterCard/UI_MonsterCard_Xiehaishibing.jpg,3,0=55=9,1,,0,0,0,,,,,,,,,,
40100310,时空：黑蛇卡片,MonsterCard/UI_MonsterCard_heishe.jpg,3,1=510019859=0,1,,0,0,0,,,,,,,,,,
40100320,时空：木乃伊卡片,MonsterCard/UI_MonsterCard_Munaiyi.jpg,1,0=51=20,1,,0,0,0,,,,,,,,,,
40100330,时空：噬人花卡片,MonsterCard/UI_MonsterCard_Shirenhua.jpg,2,0=208=2000,1,,0,0,0,,,,,,,,,,
40100340,时空：蜂兵卡片,MonsterCard/UI_MonsterCard_Fengbing.jpg,1,0=14=2|0=192=500,1,,0,0,0,,,,,,,,,,
40100350,时空：海神卡片,MonsterCard/UI_MonsterCard_Haishen.jpg,2,0=204=2000,1,,0,0,0,,,,,,,,,,
40100360,时空：魔锅蛋卡片,MonsterCard/UI_MonsterCard_Moguodan.jpg,1,0=27=10|0=36=10|1=510016324=0,1,,0,0,0,,,,,,,,,,
40100370,时空：皮里恩卡片,MonsterCard/UI_MonsterCard_Pilien.jpg,4,0=51=100|1=510025616=0,1,,0,0,0,,,,,,,,,,
40100380,时空：红蝙蝠卡片,MonsterCard/UI_MonsterCard_Hongbianfu.jpg,2,0=195=2000,1,,0,0,0,,,,,,,,,,
40100390,时空：诺可伊卡片,MonsterCard/UI_MonsterCard_Nuokeyi.jpg,1,0=27=25|0=36=25|1=510016627=0,1,,0,0,0,,,,,,,,,,
40100400,时空：米洛斯卡片,MonsterCard/UI_MonsterCard_Miluosi.jpg,3,0=27=20|0=36=20|0=224=1800,1,,0,0,0,,,,,,,,,,
40100410,时空：变异的小野猪卡,MonsterCard/UI_MonsterCard_Xiaoyezhu.jpg,1,0=27=7|0=36=7,1,,0,0,0,,,,,,,,,,
40100420,时空：邪骸战士卡片,MonsterCard/UI_MonsterCard_Xiehaizhanshi.jpg,1,0=27=10|0=36=10|1=510017839=0,1,,0,0,0,,,,,,,,,,
40100430,时空：浮勒盗虫卡片,MonsterCard/UI_MonsterCard_Fuledaochong.jpg,1,0=18=1|0=53=1|0=27=5,1,,0,0,0,,,,,,,,,,
40100440,时空：漂浮虫卡片,MonsterCard/UI_MonsterCard_Piaofuchong.jpg,1,0=27=15|0=36=15|1=510017940=0,1,,0,0,0,,,,,,,,,,
40100450,时空：兽人女战士卡片,MonsterCard/UI_MonsterCard_Shourennvzhanshi.jpg,2,1=510018041=0,1,,0,0,0,,,,,,,,,,
40100460,时空：邪骸矿工卡片,MonsterCard/UI_MonsterCard_Xiehaikuanggong.jpg,3,0=27=20|0=36=20|0=223=1800,1,,0,0,0,,,,,,,,,,
40100470,时空：邪骸兽人卡片,MonsterCard/UI_MonsterCard_Xiehaishouren.jpg,2,0=197=2000,1,,0,0,0,,,,,,,,,,
40100480,时空：兹诺克卡片,MonsterCard/UI_MonsterCard_Zinuoke.jpg,1,0=27=10|0=36=10|1=510018142=0,1,,0,0,0,,,,,,,,,,
40100490,时空：重金属蝗虫卡片,MonsterCard/UI_MonsterCard_Jinshuhuangchong.jpg,1,0=27=25|0=36=25|1=510018243=0,1,,0,0,0,,,,,,,,,,
40100500,时空：巨象甲虫卡片,MonsterCard/UI_MonsterCard_Juxiangjiachong.jpg,1,0=208=500|1=510018344=0,1,,0,0,0,,,,,,,,,,
40100510,时空：巨石怪卡片,MonsterCard/UI_MonsterCard_Jushiguai.jpg,1,0=27=25|0=36=25|1=510023091=0,1,,0,0,0,,,,,,,,,,
40100520,时空：赤苍蝇卡片,MonsterCard/UI_MonsterCard_Chicangying.jpg,2,0=27=25|0=36=25|1=510018445=0,1,,0,0,0,,,,,,,,,,
40100530,时空：德古拉伯爵卡片,MonsterCard/UI_MonsterCard_Degulananjue.jpg,4,0=36=100|0=66=1500,1,,0,0,0,,,,,,,,,,
40100540,时空：暗黑祭司卡片,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,0=66=800|1=510024202=0,1,,0,0,0,,,,,,,,,,
40100550,时空：毕帝特地龙卡片,MonsterCard/UI_MonsterCard_Biditedilong.jpg,3,0=211=2000,1,,0,0,0,,,,,,,,,,
40100560,时空：犬妖弓箭手卡片,MonsterCard/UI_MonsterCard_Quanyaogongjianshou.jpg,3,0=59=1000|1=510022384=0,1,,0,0,0,,,,,,,,,,
40100570,时空：犬妖首领卡片,MonsterCard/UI_MonsterCard_Quanyaoshouling.jpg,3,1=510022485=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40100580,时空：死灵卡片,MonsterCard/UI_MonsterCard_Siling.jpg,3,0=71=1000|0=18=5|0=55=5,1,,0,0,0,,,,,,,,,,
40100590,时空：爆钻伞蜥卡片,MonsterCard/UI_MonsterCard_Baozuansanxi.jpg,3,0=211=500|1=510023293=0,1,,0,0,0,,,,,,,,,,
40100600,时空：君主魔碑卡片,MonsterCard/UI_MonsterCard_Junzhumobei.jpg,3,0=36=25|1=510024808=0,1,,0,0,0,,,,,,,,,,
40100610,时空：远古海神卡片,MonsterCard/UI_MonsterCard_Yuanguhaiwang.jpg,3,0=82=-800,1,,0,0,0,,,,,,,,,,
40200010,时空：盗虫卵卡片,MonsterCard/UI_MonsterCard_Daochongluan.jpg,2,0=47=250,2,,0,0,0,,,,,,,,,,
40200020,时空：黄金虫卡片,MonsterCard/UI_MonsterCard_Huangjinchong.jpg,4,0=88=1000|0=68=4000,2,,0,0,0,,,,,,,,,,
40200030,时空：达拉蛙卡片,MonsterCard/UI_MonsterCard_Tubianwa.jpg,3,0=213=1500,2,,0,0,0,,,,,,,,,,
40200040,时空：蚁后卡片,MonsterCard/UI_MonsterCard_Yihou.jpg,4,1=510017637=0,2,,0,0,0,,,,,,,,,,
40200050,时空：艾斯蜘蛛卡片,MonsterCard/UI_MonsterCard_Aisizhizhu.jpg,1,0=48=400|0=267=2000,2,,0,0,0,,,,,,,,,,
40200060,时空：狂暴木乃伊卡片,MonsterCard/UI_MonsterCard_Kuangbaomunaiyi.jpg,1,0=48=400|1=510016728=0,2,,0,0,0,,,,,,,,,,
40200070,时空：安毕斯卡片,MonsterCard/UI_MonsterCard_Anbisi.jpg,4,0=219=1500,2,,0,0,0,,,,,,,,,,
40200080,时空：蜗牛卡片,MonsterCard/UI_MonsterCard_Woniu.jpg,1,0=32=2|0=47=200,2,,0,0,0,,,,,,,,,,
40200090,时空：蚁卵卡片,MonsterCard/UI_MonsterCard_Yiluan.jpg,2,0=48=300,2,,0,0,0,,,,,,,,,,
40200100,时空：锹形虫卡片,MonsterCard/UI_MonsterCard_Qiaoxingchong.jpg,3,0=256=2000,2,,0,0,0,,,,,,,,,,
40200110,时空：大脚熊卡片,MonsterCard/UI_MonsterCard_Dajiaoxiong.jpg,3,0=220=1500,2,,0,0,0,,,,,,,,,,
40200120,时空：兽人战士卡片,MonsterCard/UI_MonsterCard_Shourenzhanshi.jpg,3,0=212=1500,2,,0,0,0,,,,,,,,,,
40200130,时空：僵尸卡片,MonsterCard/UI_MonsterCard_Jangshi.jpg,1,0=48=400|0=183=500,2,,0,0,0,,,,,,,,,,
40200140,时空：毕帝特飞龙卡片,MonsterCard/UI_MonsterCard_Biditefeilong.jpg,2,0=221=1500,2,,0,0,0,,,,,,,,,,
40200150,时空：邪骸食人鱼卡片,MonsterCard/UI_MonsterCard_Xiehaishirenyu.jpg,2,0=266=2000|0=48=400,2,,0,0,0,,,,,,,,,,
40200160,时空：梅纳海葵卡片,MonsterCard/UI_MonsterCard_Meinahaikui.jpg,2,0=217=1500,2,,0,0,0,,,,,,,,,,
40200170,时空：蜗牛王卡片,MonsterCard/UI_MonsterCard_Woniuwang.jpg,2,1=510024909=0,2,,0,0,0,,,,,,,,,,
40300010,时空：波利卡片,MonsterCard/UI_MonsterCard_Boli.jpg,1,0=24=2|0=53=1,3,,0,0,0,,,,,,,,,,
40300020,时空：虫蛹卡片,MonsterCard/UI_MonsterCard_Chongyong.jpg,1,0=47=200,3,,0,0,0,,,,,,,,,,
40300030,时空：摇滚蝗虫卡片,MonsterCard/UI_MonsterCard_Yaogunhuangchong.jpg,1,0=20=2|0=27=5,3,,0,0,0,,,,,,,,,,
40300040,时空：盗虫卡片,MonsterCard/UI_MonsterCard_Daochong.jpg,1,0=18=1|0=41=2,3,,0,0,0,,,,,,,,,,
40300050,时空：蛋壳小鸡卡片,MonsterCard/UI_MonsterCard_Dankexiaoji.jpg,1,0=22=1|0=47=100,3,,0,0,0,,,,,,,,,,
40300060,时空：幽灵波利卡片,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,0,0,,,,,,,,,,
40300070,时空：天使波利卡片,MonsterCard/UI_MonsterCard_Tianshiboli.jpg,4,0=48=500|1=510014506=0,3,,0,0,0,,,,,,,,,,
40300080,时空：沙漠幼狼卡片,MonsterCard/UI_MonsterCard_Shamoyoulang.jpg,1,0=16=2,3,,0,0,0,,,,,,,,,,
40300090,时空：野猪卡片,MonsterCard/UI_MonsterCard_Yezhu.jpg,1,0=48=400|0=212=300,3,,0,0,0,,,,,,,,,,
40300100,时空：罗达蛙卡片,MonsterCard/UI_MonsterCard_Luodawa.jpg,1,0=22=1|0=47=150,3,,0,0,0,,,,,,,,,,
40300110,时空：大嘴鸟卡片,MonsterCard/UI_MonsterCard_Dazuiniao.jpg,2,0=48=500,3,,0,0,0,,,,,,,,,,
40300120,时空：艾吉欧蜈蚣卡片,MonsterCard/UI_MonsterCard_Aijiouwugong.jpg,2,0=32=1|1=510016021=0,3,,0,0,0,,,,,,,,,,
40300130,时空：马克卡片,MonsterCard/UI_MonsterCard_Make.jpg,3,0=185=1000|0=48=300|1=510016223=0,3,,0,0,0,,,,,,,,,,
40300140,时空：卡那多斯卡片,MonsterCard/UI_MonsterCard_Kanaduosi.jpg,2,0=48=400|1=510022990=0,3,,0,0,0,,,,,,,,,,
40300150,时空：泥人卡片,MonsterCard/UI_MonsterCard_Niren.jpg,2,0=32=1|1=510016526=0,3,,0,0,0,,,,,,,,,,
40300160,时空：帕莎纳卡片,MonsterCard/UI_MonsterCard_Pashana.jpg,3,0=32=1|1=510017031=0,3,,0,0,0,,,,,,,,,,
40300170,时空：绿苍蝇卡片,MonsterCard/UI_MonsterCard_Lvcangying.jpg,2,0=48=300|0=182=500,3,,0,0,0,,,,,,,,,,
40300180,时空：小鸡卡片,MonsterCard/UI_MonsterCard_Xiaoji.jpg,1,0=14=1|0=27=5,3,,0,0,0,,,,,,,,,,
40300190,时空：兽人酋长卡片,MonsterCard/UI_MonsterCard_Shourenqiuzhang.jpg,4,1=510018647=0,3,,0,0,0,,,,,,,,,,
40300200,时空：异变鱼卡片,MonsterCard/UI_MonsterCard_Yibianyu.jpg,2,0=32=1|1=510018748=0,3,,0,0,0,,,,,,,,,,
40300210,时空：土人卡片,MonsterCard/UI_MonsterCard_Turen.jpg,2,0=32=1|1=510018849=0,3,,0,0,0,,,,,,,,,,
40400010,时空：蓝疯兔卡片,MonsterCard/UI_MonsterCard_Lanfengtu.jpg,1,0=22=2|1=510021374=0,4,,0,0,0,,,,,,,,,,
40400020,时空：猎蝇卡片,MonsterCard/UI_MonsterCard_Lieying.jpg,2,0=182=1500,4,,0,0,0,,,,,,,,,,
40400030,时空：恶魔波利卡片,MonsterCard/UI_MonsterCard_Emoboli.jpg,3,0=186=3000|1=510017233=0,4,,0,0,0,,,,,,,,,,
40400040,时空：巨大白幽灵卡片,MonsterCard/UI_MonsterCard_Judabaiyouling.jpg,2,0=53=5|1=510014405=0,4,,0,0,0,,,,,,,,,,
40400050,时空：秃鹰卡片,MonsterCard/UI_MonsterCard_Tuying.jpg,1,0=53=5,4,,0,0,0,,,,,,,,,,
40400060,时空：巧克猴卡片,MonsterCard/UI_MonsterCard_Qiaokehou.jpg,1,0=53=5|0=48=300|1=510021576=0,4,,0,0,0,,,,,,,,,,
40400070,时空：白幽灵卡片,MonsterCard/UI_MonsterCard_Baiyouling.jpg,1,0=53=10|1=510019758=0,4,,0,0,0,,,,,,,,,,
40400080,时空：小巴风特卡片,MonsterCard/UI_MonsterCard_Xiaobafengte.jpg,2,0=55=1|0=18=3,4,,0,0,0,,,,,,,,,,
40400090,时空：龙蝇卡片,MonsterCard/UI_MonsterCard_Longying.jpg,1,0=18=2|0=48=300|1=510021677=0,4,,0,0,0,,,,,,,,,,
40400100,时空：流浪之狼卡片,MonsterCard/UI_MonsterCard_Liulangzhilang.jpg,1,0=14=2,4,,0,0,0,,,,,,,,,,
40400110,时空：蚯蚓卡片,MonsterCard/UI_MonsterCard_Qiuyin.jpg,2,0=183=1500,4,,0,0,0,,,,,,,,,,
40400120,时空：乌贼卡片,MonsterCard/UI_MonsterCard_Wuzei.jpg,2,0=185=1500,4,,0,0,0,,,,,,,,,,
40400130,时空：蛇女伊丝卡片,MonsterCard/UI_MonsterCard_Shenvyisi.jpg,2,0=188=1500,4,,0,0,0,,,,,,,,,,
40400140,时空：波利之王卡片,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=5|0=57=15,4,,0,0,0,,,,,,,,,,
40400150,时空：蝗虫之王卡片,MonsterCard/UI_MonsterCard_Huangchongzhiwang.jpg,1,0=68=500|1=510022081=0,4,,0,0,0,,,,,,,,,,
40400160,时空：蛙王卡片,MonsterCard/UI_MonsterCard_Wawang.jpg,1,0=53=5|0=20=3|1=510022182=0,4,,0,0,0,,,,,,,,,,
40400170,时空：兽人婴儿卡片,MonsterCard/UI_MonsterCard_Shourenyinger.jpg,2,0=53=5|0=186=1500,4,,0,0,0,,,,,,,,,,
40400180,时空：兽人腐尸卡片,MonsterCard/UI_MonsterCard_Shourenfushi.jpg,2,0=190=1500,4,,0,0,0,,,,,,,,,,
40400190,时空：麦斯特卡片,MonsterCard/UI_MonsterCard_Maisite.jpg,2,0=191=1500,4,,0,0,0,,,,,,,,,,
40400200,时空：南瓜先生卡片,MonsterCard/UI_MonsterCard_Nanguaxiansheng.jpg,2,0=184=1500,4,,0,0,0,,,,,,,,,,
40400210,时空：九尾狐卡片,MonsterCard/UI_MonsterCard_Jiuweihu.jpg,1,0=18=3|0=53=10,4,,0,0,0,,,,,,,,,,
40400220,时空：傀儡娃娃卡片,MonsterCard/UI_MonsterCard_Kuileiwawa.jpg,2,0=189=1500,4,,0,0,0,,,,,,,,,,
40400230,时空：伞蜥卡片,MonsterCard/UI_MonsterCard_Sanxi.jpg,2,0=16=3|0=84=-300,4,,0,0,0,,,,,,,,,,
40500010,时空：苍蝇卡片,MonsterCard/UI_MonsterCard_Cangying.jpg,1,0=18=1|0=53=2,5,,0,0,0,,,,,,,,,,
40500020,时空：木乃伊犬卡片,MonsterCard/UI_MonsterCard_Munaiyiquan.jpg,2,0=48=300|0=50=400,5,,0,0,0,,,,,,,,,,
40500030,时空：人鱼士兵卡片,MonsterCard/UI_MonsterCard_Renyushibing.jpg,1,0=78=500|0=48=200|0=76=500,5,,0,0,0,,,,,,,,,,
40500040,时空：黑狐卡片,MonsterCard/UI_MonsterCard_Heihu.jpg,1,0=48=300|0=18=1,5,,0,0,0,,,,,,,,,,
40500050,时空：腐尸卡片,MonsterCard/UI_MonsterCard_Fushi.jpg,1,0=76=1000|0=47=200,5,,0,0,0,,,,,,,,,,
40500060,时空：玛勒盗虫卡片,MonsterCard/UI_MonsterCard_Maledaochong.jpg,1,0=18=2,5,,0,0,0,,,,,,,,,,
40500070,时空：转转蛋卡片,MonsterCard/UI_MonsterCard_Zhuanzhuandan.jpg,1,0=78=800|0=48=200,5,,0,0,0,,,,,,,,,,
40500080,时空：鬼女卡片,MonsterCard/UI_MonsterCard_Guinv.jpg,2,0=78=800|0=48=400,5,,0,0,0,,,,,,,,,,
40500090,时空：虎王卡片,MonsterCard/UI_MonsterCard_Huwang.jpg,4,0=48=-500|1=510019152=0,5,,0,0,0,,,,,,,,,,
40500100,时空：狂暴月夜猫卡片,MonsterCard/UI_MonsterCard_Kuangbaoyueyemao.jpg,3,0=41=3|0=48=400|1=510019253=0,5,,0,0,0,,,,,,,,,,
40500110,时空：月夜猫卡片,MonsterCard/UI_MonsterCard_Yueyemao.jpg,4,0=74=2000|0=48=500,5,,0,0,0,,,,,,,,,,
40500120,时空：狂暴野猫卡片,MonsterCard/UI_MonsterCard_Kuangbaoyemao.jpg,2,0=18=2|0=53=5,5,,0,0,0,,,,,,,,,,
40500130,时空：地狱梦魇卡片,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,2,1=510025010=0,5,,0,0,0,,,,,,,,,,
40600010,时空：克瑞米卡片,MonsterCard/UI_MonsterCard_Keruimi.jpg,1,4=10007=1,6,,0,0,0,,,,,,,,,,
40600020,时空：溜溜猴卡片,MonsterCard/UI_MonsterCard_Liuliuhou.jpg,1,0=53=2|0=18=1,6,,0,0,0,,,,,,,,,,
40600030,时空：白鼠卡片,MonsterCard/UI_MonsterCard_Baishu.jpg,1,0=27=5|0=36=5,6,,0,0,0,,,,,,,,,,
40600040,时空：魔菇卡片,MonsterCard/UI_MonsterCard_Mogu.jpg,1,0=22=2,6,,0,0,0,,,,,,,,,,
40600060,时空：波波利卡片,MonsterCard/UI_MonsterCard_Boboli.jpg,1,4=10002=1,6,,0,0,0,,,,,,,,,,
40600070,时空：森灵卡片,MonsterCard/UI_MonsterCard_Senling.jpg,1,0=20=2,6,,0,0,0,,,,,,,,,,
40600080,时空：邪骸海盗卡片,MonsterCard/UI_MonsterCard_Xiehaihaidao.jpg,1,0=27=5|0=55=2,6,,0,0,0,,,,,,,,,,
40600090,时空：气泡虫卡片,MonsterCard/UI_MonsterCard_Qipaochong.jpg,2,4=10008=3,6,,0,0,0,,,,,,,,,,
40600100,时空：人鱼卡片,MonsterCard/UI_MonsterCard_Renyu.jpg,2,4=10005=1,6,,0,0,0,,,,,,,,,,
40600110,时空：狸猫卡片,MonsterCard/UI_MonsterCard_Limao.jpg,1,4=10009=1,6,,0,0,0,,,,,,,,,,
40600120,时空：毒魔菇卡片,MonsterCard/UI_MonsterCard_Dumogu.jpg,1,4=10004=3,6,,0,0,0,,,,,,,,,,
40600130,时空：摩卡卡片,MonsterCard/UI_MonsterCard_Moka.jpg,1,0=76=500|0=22=3,6,,0,0,0,,,,,,,,,,
40600140,时空：黑蚁卡片,MonsterCard/UI_MonsterCard_Heiyi.jpg,2,4=10006=1,6,,0,0,0,,,,,,,,,,
40600150,时空：螳螂卡片,MonsterCard/UI_MonsterCard_Tanglang.jpg,1,0=14=2|0=28=100,6,,0,0,0,,,,,,,,,,
40600160,时空：剑鱼卡片,MonsterCard/UI_MonsterCard_Jianyu.jpg,3,0=84=2500|1=510016425=0,6,,0,0,0,,,,,,,,,,
40600170,时空：邪恶箱卡片,MonsterCard/UI_MonsterCard_Xieexiang.jpg,1,0=36=10|0=84=-200,6,,0,0,0,,,,,,,,,,
40600180,时空：杰洛米卡片,MonsterCard/UI_MonsterCard_Jieluomi.jpg,1,0=20=3|0=55=2,6,,0,0,0,,,,,,,,,,
40600190,时空：俄塞里斯卡片,MonsterCard/UI_MonsterCard_Esailisi.jpg,3,1=510024606=0,6,,0,0,0,,,,,,,,,,
40600200,时空：妖道卡片,MonsterCard/UI_MonsterCard_Yaodao.jpg,2,1=510019354=0,6,,0,0,0,,,,,,,,,,
40600210,时空：将军魔碑卡片,MonsterCard/UI_MonsterCard_Jiangjunmobei.jpg,1,0=27=10|0=36=10,6,,0,0,0,,,,,,,,,,
40600220,时空：鬼火卡片,MonsterCard/UI_MonsterCard_Guihuo.jpg,2,4=10003=1,6,,0,0,0,,,,,,,,,,
40600230,时空：兽人弓箭手卡片,MonsterCard/UI_MonsterCard_Shourengongjianshou.jpg,2,1=510025313=0,6,,0,0,0,,,,,,,,,,
40600240,时空：灰森灵卡片,MonsterCard/UI_MonsterCard_Huisenling.jpg,2,1=510023798=0,6,,0,0,0,,,,,,,,,,
40600250,时空：犬妖卡片,MonsterCard/UI_MonsterCard_Quanyao.jpg,3,0=55=4|0=14=2,6,,0,0,0,,,,,,,,,,
40600260,时空：恶灵卡片,MonsterCard/UI_MonsterCard_Eling.jpg,2,0=36=5|0=66=100,6,,0,0,0,,,,,,,,,,
40600270,时空：风魔巫师卡片,MonsterCard/UI_MonsterCard_Fengmowushi.jpg,3,1=510023192=0,6,,0,0,0,,,,,,,,,,
40600280,时空：恶魔之眼卡片,MonsterCard/UI_MonsterCard_Fengmowushi.jpg,3,,6,,0,0,0,,,,,,,,,,
40700010,时空：树精卡片,MonsterCard/UI_MonsterCard_Shujing.jpg,1,0=47=100,7,,0,0,0,,,,,,,,,,
40700020,时空：小恶魔卡片,MonsterCard/UI_MonsterCard_Xiaoemo.jpg,3,0=14=5|1=510014203=0,7,,0,0,0,,,,,,,,,,
40700030,时空：土拨鼠卡片,MonsterCard/UI_MonsterCard_Tuboshu.jpg,1,0=47=150|0=261=2000,7,,0,0,0,,,,,,,,,,
40700040,时空：松鼠卡片,MonsterCard/UI_MonsterCard_Songshu.jpg,2,0=47=150|0=265=2000,7,,0,0,0,,,,,,,,,,
40700050,时空：基尔瑟卡片,MonsterCard/UI_MonsterCard_Jierse.jpg,2,0=183=1000|1=510015415=0,7,,0,0,0,,,,,,,,,,
40700060,时空：狂暴蚁后卡片,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,0=22=8|1=510015516=0,7,,0,0,0,,,,,,,,,,
40700070,时空：蜂后卡片,MonsterCard/UI_MonsterCard_Fenghou.jpg,4,0=66=800|1=510022586=0,7,,0,0,0,,,,,,,,,,
40700080,时空：马尔杜克卡片,MonsterCard/UI_MonsterCard_Maerduke.jpg,3,0=16=3|1=510016930=0,7,,0,0,0,,,,,,,,,,
40700090,时空：法老王卡片,MonsterCard/UI_MonsterCard_Falaowang.jpg,4,0=88=-3000|0=66=800,7,,0,0,0,,,,,,,,,,
40700100,时空：绿腐尸卡片,MonsterCard/UI_MonsterCard_Lvfushi.jpg,1,0=191=1000,7,,0,0,0,,,,,,,,,,
40700110,时空：长老树精卡片,MonsterCard/UI_MonsterCard_Zhanglaoshujing.jpg,1,0=16=3,7,,0,0,0,,,,,,,,,,
40700120,时空：兽人英雄卡片,MonsterCard/UI_MonsterCard_Shourenyingxiong.jpg,4,0=22=8|1=510019556=0,7,,0,0,0,,,,,,,,,,
40700130,时空：梦魇卡片,MonsterCard/UI_MonsterCard_Mengyan.jpg,3,0=18=3|1=510019657=0,7,,0,0,0,,,,,,,,,,
