ItemID,ItemName,ReobtainItself,ReobtainRelation,ReobtainCount,ReobtainType
43488100,余烬烈焰法杖Ⅳ图纸,,,,
43489100,以太风暴法杖Ⅳ图纸,,,,
53490100,动力割裂战斧Ⅲ图纸,,,,
63491100,黯盲之触Ⅳ图纸,,,,
123493100,异形长剑Ⅰ图纸,,,,
133495100,气旋长枪Ⅰ图纸,,,,
43496100,魔力之源 言灵Ⅰ图纸,,,,
43497100,圣杖源灵Ⅰ图纸,,,,
143498100,绵绵大蟹钳Ⅳ图纸,,,,
143499100,升龙拳套Ⅳ图纸,,,,
143501100,金刚拳套Ⅲ图纸,,,,
143502100,秘拳套闪光Ⅲ图纸,,,,
143503100,禅迦Ⅱ图纸,,,,
143504100,水晶拳套Ⅰ图纸,,,,
53505100,希芙的馈赠Ⅰ图纸,,,,
93506100,婆苏提婆之刃Ⅰ图纸,,,,
63507100,智慧女神Ⅰ图纸,,,,
73408100,魔力洪流法袍Ⅰ图纸,,,,
83409100,魔力迸发披肩Ⅰ图纸,,,,
113410100,魔力逆流之靴Ⅰ图纸,,,,
33414100,十字钢盾Ⅳ图纸,,,,
33415100,圣耀之盾Ⅳ图纸,,,,
33416100,娜迦鳞片盾牌Ⅳ图纸,,,,
33417100,皇家之盾Ⅰ图纸,,,,
133518100,长角之矛Ⅳ图纸,,,,
133519100,圣光之戟Ⅳ图纸,,,,
133520100,象牙长矛Ⅳ图纸,,,,
133521100,战栗长矛Ⅲ图纸,,,,
133522100,死神之镰Ⅱ图纸,,,,
133523100,皇家之矛Ⅰ图纸,,,,
133534100,剑旗鱼枪图纸,,,,
13535100,贪食鲔鱼锤图纸,,,,
43536100,古老海龙杖图纸,,,,
63537100,斑纹鳗鱼弓图纸,,,,
53538100,章鱼大斧图纸,,,,
23539100,竹荚鱼短剑图纸,,,,
143540100,尖刺河豚拳套图纸,,,,
13541050,艾尔德之锤图纸,,,,
13541070,艾尔德之锤Ⅰ图纸,,,,
13541080,艾尔德之锤Ⅱ图纸,,,,
13541090,艾尔德之锤Ⅲ图纸,,,,
13541100,艾尔德之锤Ⅳ图纸,,,,
13542050,苍蓝权杖图纸,,,,
13542070,苍蓝权杖Ⅰ图纸,,,,
13542080,苍蓝权杖Ⅱ图纸,,,,
13542090,苍蓝权杖Ⅲ图纸,,,,
13542100,苍蓝权杖Ⅳ图纸,,,,
13543070,森林之源权杖图纸,,,,
13543080,森林之源权杖Ⅰ图纸,,,,
13543090,森林之源权杖Ⅱ图纸,,,,
13543100,森林之源权杖Ⅲ图纸,,,,
13544080,苍鹰之心权杖图纸,,,,
13544090,苍鹰之心权杖Ⅰ图纸,,,,
13544100,苍鹰之心权杖Ⅱ图纸,,,,
13545080,沼泽之心权杖图纸,,,,
13545090,沼泽之心权杖Ⅰ图纸,,,,
13545100,沼泽之心权杖Ⅱ图纸,,,,
13546090,化学腐蚀之锤图纸,,,,
13546100,化学腐蚀之锤Ⅰ图纸,,,,
163559080,电子吉他图纸,,,,
163559090,电子吉他Ⅰ图纸,,,,
163559100,电子吉他Ⅱ图纸,,,,
163560050,热情的吉他图纸,,,,
163560070,热情的吉他Ⅰ图纸,,,,
163560080,热情的吉他Ⅱ图纸,,,,
163560090,热情的吉他Ⅲ图纸,,,,
163560100,热情的吉他Ⅳ图纸,,,,
163561070,奥义奏鸣吉他图纸,,,,
163561080,奥义奏鸣吉他Ⅰ图纸,,,,
163561090,奥义奏鸣吉他Ⅱ图纸,,,,
163561100,奥义奏鸣吉他Ⅲ图纸,,,,
163562050,传奇诗人的贝斯图纸,,,,
163562070,传奇诗人的贝斯Ⅰ图纸,,,,
163562080,传奇诗人的贝斯Ⅱ图纸,,,,
163562090,传奇诗人的贝斯Ⅲ图纸,,,,
163562100,传奇诗人的贝斯Ⅳ图纸,,,,
163563070,命运的吉他图纸,,,,
163563080,命运的吉他Ⅰ图纸,,,,
163563090,命运的吉他Ⅱ图纸,,,,
163563100,命运的吉他Ⅲ图纸,,,,
153564080,感电皮鞭图纸,,,,
153564090,感电皮鞭Ⅰ图纸,,,,
153564100,感电皮鞭Ⅱ图纸,,,,
153565050,火焰鞭子图纸,,,,
153565070,火焰鞭子Ⅰ图纸,,,,
153565080,火焰鞭子Ⅱ图纸,,,,
153565090,火焰鞭子Ⅲ图纸,,,,
153565100,火焰鞭子Ⅳ图纸,,,,
153566070,奥义奏鸣鞭子图纸,,,,
153566080,奥义奏鸣鞭子Ⅰ图纸,,,,
153566090,奥义奏鸣鞭子Ⅱ图纸,,,,
153566100,奥义奏鸣鞭子Ⅲ图纸,,,,
153567050,传奇舞娘玫瑰麦克风图纸,,,,
153567070,传奇舞娘玫瑰麦克风Ⅰ图纸,,,,
153567080,传奇舞娘玫瑰麦克风Ⅱ图纸,,,,
153567090,传奇舞娘玫瑰麦克风Ⅲ图纸,,,,
153567100,传奇舞娘玫瑰麦克风Ⅳ图纸,,,,
153568070,命运之鞭图纸,,,,
153568080,命运之鞭Ⅰ图纸,,,,
153568090,命运之鞭Ⅱ图纸,,,,
153568100,命运之鞭Ⅲ图纸,,,,
123573110,火灵之剑Ⅳ图纸,,,,
123574110,石中剑Ⅳ图纸,,,,
123575110,魔刀 吞神Ⅲ图纸,,,,
123576110,名刀不知火Ⅳ图纸,,,,
123577110,红云长剑Ⅳ图纸,,,,
133578110,永恒之枪Ⅲ图纸,,,,
43579110,红十字杖Ⅴ图纸,,,,
43580110,黛雅之杖Ⅴ图纸,,,,
43581110,神圣权杖Ⅴ图纸,,,,
43582110,诅咒魔杖Ⅴ图纸,,,,
43583110,痊愈光辉Ⅳ图纸,,,,
43584110,巫杖 魂咬Ⅲ图纸,,,,
93585110,暴虐拳刃Ⅳ图纸,,,,
93586110,火灵拳刃Ⅳ图纸,,,,
93587110,洛奇的指甲Ⅲ图纸,,,,
23588110,强化大驹短剑Ⅴ图纸,,,,
23589110,月灵短剑Ⅳ图纸,,,,
23590110,月辰短剑Ⅳ图纸,,,,
23591110,陨星Ⅲ图纸,,,,
13592110,圣锤 裁决Ⅴ图纸,,,,
13593110,闇盲之锤Ⅳ图纸,,,,
13594110,魔锤 安魂曲Ⅳ图纸,,,,
13595110,圣锤 十字星Ⅲ图纸,,,,
63596110,伊克西翁之翼Ⅳ图纸,,,,
63597110,绵绵大蟹弓Ⅳ图纸,,,,
63598110,乌勒尔的决意Ⅲ图纸,,,,
53599110,贝克战斧Ⅳ图纸,,,,
53600110,碎心斧Ⅳ图纸,,,,
53601110,P.T.D机械核心Ⅲ图纸,,,,
43616110,余烬烈焰法杖Ⅴ图纸,,,,
43617110,以太风暴法杖Ⅴ图纸,,,,
53618110,动力割裂战斧Ⅳ图纸,,,,
63619110,黯盲之触Ⅴ图纸,,,,
123620110,异形长剑Ⅱ图纸,,,,
133621110,气旋长枪Ⅱ图纸,,,,
43622110,魔力之源 言灵Ⅱ图纸,,,,
43623110,圣杖源灵Ⅱ图纸,,,,
143624110,绵绵大蟹钳Ⅴ图纸,,,,
143625110,升龙拳套Ⅴ图纸,,,,
143626110,禅迦Ⅲ图纸,,,,
143627110,水晶拳套Ⅱ图纸,,,,
53628110,希芙的馈赠Ⅱ图纸,,,,
93629110,婆苏提婆之刃Ⅱ图纸,,,,
63630110,智慧女神Ⅱ图纸,,,,
133632110,长角之矛Ⅴ图纸,,,,
133633110,圣光之戟Ⅴ图纸,,,,
133634110,象牙长矛Ⅴ图纸,,,,
133635110,战栗长矛Ⅳ图纸,,,,
133636110,死神之镰Ⅲ图纸,,,,
133637110,皇家之矛Ⅱ图纸,,,,
133638110,剑旗鱼枪Ⅰ图纸,,,,
13639110,贪食鲔鱼锤Ⅰ图纸,,,,
43640110,古老海龙杖Ⅰ图纸,,,,
63641110,斑纹鳗鱼弓Ⅰ图纸,,,,
53642110,章鱼大斧Ⅰ图纸,,,,
23643110,竹荚鱼短剑Ⅰ图纸,,,,
143644110,尖刺河豚拳套Ⅰ图纸,,,,
13645110,艾尔德之锤Ⅴ图纸,,,,
13646110,苍蓝权杖Ⅴ图纸,,,,
13647110,森林之源权杖Ⅳ图纸,,,,
13648110,苍鹰之心权杖Ⅲ图纸,,,,
13649110,沼泽之心权杖Ⅲ图纸,,,,
13650110,化学腐蚀之锤Ⅱ图纸,,,,
163651110,电子吉他Ⅲ图纸,,,,
163652110,热情的吉他Ⅴ图纸,,,,
163653110,奥义奏鸣吉他Ⅳ图纸,,,,
163654110,传奇诗人的贝斯Ⅴ图纸,,,,
153655110,感电皮鞭Ⅲ图纸,,,,
153656110,火焰鞭子Ⅴ图纸,,,,
153657110,奥义奏鸣鞭子Ⅳ图纸,,,,
153658110,传奇舞娘玫瑰麦克风Ⅴ图纸,,,,
73563110,哥夫内盔甲Ⅲ图纸,,,,
83564110,哥夫内肩饰Ⅲ图纸,,,,
113565110,哥夫内军靴Ⅲ图纸,,,,
73566110,疾风战袍Ⅲ图纸,,,,
83567110,月影披风Ⅲ图纸,,,,
113568110,黑皮靴Ⅲ图纸,,,,
73569110,奔跑铠甲Ⅲ图纸,,,,
113570110,奔跑长靴Ⅲ图纸,,,,
83571110,奔跑者徽章Ⅲ图纸,,,,
73572110,提尔的战甲Ⅲ图纸,,,,
83573110,贝利的斗篷Ⅲ图纸,,,,
113574110,迪塔乐长靴Ⅲ图纸,,,,
73575110,白羽战袍Ⅲ图纸,,,,
83576110,白羽羽翼Ⅲ图纸,,,,
113577110,白羽便鞋Ⅲ图纸,,,,
33578110,塔盾Ⅴ图纸,,,,
33579110,奥尔里昂的铁盘Ⅴ图纸,,,,
33580110,铂金盾Ⅴ图纸,,,,
33581110,刺盾Ⅴ图纸,,,,
33582110,谎言记录本Ⅲ图纸,,,,
33583110,驱魔圣经Ⅴ图纸,,,,
33584110,岁月痕迹圆盾Ⅴ图纸,,,,
33585110,免疫者盾牌Ⅴ图纸,,,,
33586110,巴基力亚钢盾Ⅲ图纸,,,,
73599110,魔力洪流法袍Ⅱ图纸,,,,
83600110,魔力迸发披肩Ⅱ图纸,,,,
113601110,魔力逆流之靴Ⅱ图纸,,,,
33602110,十字钢盾Ⅴ图纸,,,,
33603110,圣耀之盾Ⅴ图纸,,,,
33604110,娜迦鳞片盾牌Ⅴ图纸,,,,
33605110,皇家之盾Ⅱ图纸,,,,
123706110,圣剑 晨星图纸,,,,
123707110,魔剑 提锋图纸,,,,
133708110,神枪 永恒图纸,,,,
133709110,圣镰 耀咄图纸,,,,
43710110,魔杖 跚梦图纸,,,,
43711110,神杖 启明图纸,,,,
13712110,鸣锤 尖啸图纸,,,,
23713110,毒刃 永殇图纸,,,,
93714110,战刃 裂创图纸,,,,
63715110,神弓 夜央图纸,,,,
53716110,战刃 红莲图纸,,,,
53717110,凶刃 开天图纸,,,,
143718110,秘拳 止风图纸,,,,
163719110,魔琴 焚心图纸,,,,
153720110,秘鞭 慕恋图纸,,,,
83621110,碧空之翼图纸,,,,
73622110,漆黑之影图纸,,,,
113623110,白金之距图纸,,,,
33624110,阴影之爪图纸,,,,
153726050,预言录图纸,,,,
153726070,预言录Ⅰ图纸,,,,
153726080,预言录Ⅱ图纸,,,,
153726090,预言录Ⅲ图纸,,,,
153726100,预言录Ⅳ图纸,,,,
153726110,预言录Ⅴ图纸,,,,
153727050,天龙的遗产图纸,,,,
153727070,天龙的遗产Ⅰ图纸,,,,
153727080,天龙的遗产Ⅱ图纸,,,,
153727090,天龙的遗产Ⅲ图纸,,,,
153727100,天龙的遗产Ⅳ图纸,,,,
153727110,天龙的遗产Ⅴ图纸,,,,
153730070,死亡笔记图纸,,,,
153730080,死亡笔记Ⅰ图纸,,,,
153730090,死亡笔记Ⅱ图纸,,,,
153730100,死亡笔记Ⅲ图纸,,,,
153730110,死亡笔记Ⅳ图纸,,,,
153731070,魔法策略图纸,,,,
153731080,魔法策略Ⅰ图纸,,,,
153731090,魔法策略Ⅱ图纸,,,,
153731100,魔法策略Ⅲ图纸,,,,
153731110,魔法策略Ⅳ图纸,,,,
153732070,远古魔法图纸,,,,
153732080,远古魔法Ⅰ图纸,,,,
153732090,远古魔法Ⅱ图纸,,,,
153732100,远古魔法Ⅲ图纸,,,,
153732110,远古魔法Ⅳ图纸,,,,
153733070,智慧石碑图纸,,,,
153733080,智慧石碑Ⅰ图纸,,,,
153733090,智慧石碑Ⅱ图纸,,,,
153733100,智慧石碑Ⅲ图纸,,,,
153733110,智慧石碑Ⅳ图纸,,,,
153734080,元素起源图纸,,,,
153734090,元素起源Ⅰ图纸,,,,
153734100,元素起源Ⅱ图纸,,,,
153734110,元素起源Ⅲ图纸,,,,
153735050,元素源泉魔法书图纸,,,,
153735070,元素源泉魔法书Ⅰ图纸,,,,
153735080,元素源泉魔法书Ⅱ图纸,,,,
153735090,元素源泉魔法书Ⅲ图纸,,,,
153735100,元素源泉魔法书Ⅳ图纸,,,,
153735110,元素源泉魔法书Ⅴ图纸,,,,
1070324,圣诞姜饼星星帽,,,,
1100066,圣诞礼物盒,,,,
1010119,圣诞森林麋鹿物语,,,,
1010120,圣诞森林麋鹿物语,,,,
1021065,圣诞摇摇床,,,,
1070338,黑笠,,,,
1070339,蝶意,,,,
1090103,松风,,,,
1100075,纱梦,,,,
1010137,紫韵,,,,
1010138,紫韵,,,,
1021063,熊猫卡丁车,,,,
1070321,喷香滑蛋帽,,,,
1080114,治愈伤口贴,,,,
1010117,雨中漫步,,,,
1010118,雨中漫步,,,,
1070332,狐耳铃铛,,,,
1100070,三旋狐面,,,,
1010127,稻荷使者,,,,
1010128,稻荷使者,,,,
1021062,狸猫轿子,,,,
1070334,信使帽（男）,,,,
1070335,信使帽（女）,,,,
1080121,信使眼镜,,,,
1010131,信使装,,,,
1010132,信使装,,,,
1070333,老虎玩偶头套,,,,
1080120,虎面贴纸,,,,
1100071,超萌虎爪背饰,,,,
1010129,老虎玩偶时装,,,,
1010130,老虎玩偶时装,,,,
