PackId,GroupContent,GroupWeight,PackType,PackName,AwardValueWeight,Announcement,JobLimit,LevelLimit,ServerLevelLimit,GenderLimit,OpenWorldCond,LuaFunction,RandomItem,RandomMethod,GuarantGroup,Source,PackTabType,PackTabChange,LuckyPointLimit,ExpectValue,BindInfo,NumberInfo,IsCalcLucky
99981600,153726090=1|153727090=1|153730090=1|153731090=1|153732090=1|153733090=1|153734090=1|153735090=1,1|1|1|1|1|1|1|1,1,90级贤者武器库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99981610,73323090=1|83324090=1|113325090=1|73326090=1|83327090=1|113328090=1|73329090=1|113330090=1|83331090=1|33340090=1|33343090=1|73408090=1|83409090=1|113410090=1,1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,90级贤者防具库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99981620,153726100=1|153727100=1|153730100=1|153731100=1|153732100=1|153733100=1|153734100=1|153735100=1,1|1|1|1|1|1|1|1,1,100级贤者武器库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99981630,73323100=1|83324100=1|113325100=1|73326100=1|83327100=1|113328100=1|73329100=1|113330100=1|83331100=1|33339100=1|33340100=1|33341100=1|33342100=1|33343100=1|33345100=1|33346100=1|33347100=1|73408100=1|83409100=1|113410100=1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,100级贤者防具库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99981640,153726110=1|153727110=1|153730110=1|153731110=1|153732110=1|153733110=1|153734110=1|153735110=1,1|1|1|1|1|1|1|1,1,110级贤者武器库--615,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99981650,73563110=1|83564110=1|113565110=1|73566110=1|83567110=1|113568110=1|73569110=1|113570110=1|83571110=1|73572110=1|83573110=1|113574110=1|73575110=1|83576110=1|113577110=1|33578110=1|33579110=1|33580110=1|33581110=1|33582110=1|33583110=1|33584110=1|33585110=1|33586110=1|73599110=1|83600110=1|113601110=1|83621110=1|73622110=1|113623110=1|33624110=1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,110级贤者防具库--615,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990920,,,0,MVP参与奖--天使波利--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990930,10336204=1,1,1,MVP参与奖--黄金虫--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990940,10336304=1|10336204=1,1|1,1,MVP参与奖--兽人英雄--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990950,10336504=1,1,1,MVP参与奖--恶魔波利--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990960,10336706=1|10336906=1,1|1,1,MVP参与奖--兽人酋长--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990970,10336304=1|10336806=1,1|1,1,MVP参与奖--蚁后--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990980,10337006=1,1,1,MVP参与奖--哥布灵首领--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99990990,10337106=1|10337807=1,1|1,1,MVP参与奖--蜂后--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991000,10337206=1,1,1,MVP参与奖--海盗之王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991010,10336806=1|10337507=1,1|1,1,MVP参与奖--俄塞里斯--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991020,10336906=1|10337106=1,1|1,1,MVP参与奖--皮里恩--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991030,10337006=1|10337206=1,1|1,1,MVP参与奖--虎王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991040,10338308=1|10338208=1,1|1,1,MVP参与奖--德古拉男爵--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991050,10338608=1|10338708=1,1|1,1,MVP参与奖--死灵--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991060,10337607=1|10338108=1,1|1,1,MVP参与奖--月夜猫--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991070,10338108=1|10338208=1,1|1,1,MVP参与奖--巴风特--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991080,10338408=1|10338508=1,1|1,1,MVP参与奖--法老王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992010,10342709=1|10342809=1,1|1,1,MVP参与奖--鹗枭男爵--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992020,10342909=1|10343009=1,1|1,1,MVP参与奖--凯美拉--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992030,10342709=1|10342809=1,1|1,1,MVP参与奖--黑暗之王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992040,10343109=1|10343209=1,1|1,1,MVP参与奖--血腥骑士--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992050,10342709=1|10342809=1|10345310=1|10344910=1,1|1|3|3,1,MVP参与奖--卡伦--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992060,10342909=1|10343009=1|10345010=1|10345810=1,1|1|3|3,1,MVP参与奖--冰暴骑士--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992070,10343109=1|10343209=1|10345210=1|10345410=1,1|1|3|3,1,MVP参与奖--时间管理人--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992080,10344710=1|10345110=1|10344810=1|10363911=1,1|1|1|2,1,MVP参与奖--塔奥群卡--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992090,10345610=1|10345510=1|10345810=1|10364111=1,1|1|1|2,1,MVP参与奖--半龙人--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992100,10345310=1|10344910=1|10345410=1|10364311=1,1|1|1|2,1,MVP参与奖--伊夫利特--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99992110,10345210=1|10345010=1|10345810=1|10364511=1|10363711=1,1|1|1|1|1,1,MVP参与奖--阿特罗斯--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991090,,,0,MVP参与奖--天使波利--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991100,,,0,MVP参与奖--黄金虫--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991110,,,0,MVP参与奖--兽人英雄--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991120,,,0,MVP参与奖--恶魔波利--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991130,10346706=1,,0,MVP参与奖--兽人酋长--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991140,,,0,MVP参与奖--蚁后--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991150,10347006=1,,0,MVP参与奖--哥布灵首领--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991160,10347106=1|10347807=1,1|1,1,MVP参与奖--蜂后--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991170,10347206=1,,0,MVP参与奖--海盗之王--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991180,10346806=1|10347507=1,1|1,1,MVP参与奖--俄塞里斯--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991190,10346906=1|10347106=1|10347707=1,1|1|1,1,MVP参与奖--皮里恩--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991200,10347006=1|10347206=1,1|1,1,MVP参与奖--虎王--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991210,10348308=1|10348208=1,1|1,1,MVP参与奖--德古拉男爵--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991220,10348608=1|10348708=1,1|1,1,MVP参与奖--死灵--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991230,10347607=1|10348108=1|10349207=1,1|1|1,1,MVP参与奖--月夜猫--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991240,10348108=1|10348208=1,1|1,1,MVP参与奖--巴风特--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991250,10348408=1|10348508=1,1|1,1,MVP参与奖--法老王--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993010,10352709=1|10352809=1|10352409=1,1|1|1,1,MVP参与奖--鹗枭男爵--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993020,10352909=1|10353009=1|10352509=1,1|1|1,1,MVP参与奖--凯美拉--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993030,10352709=1|10352809=1|10352409=1,1|1|1,1,MVP参与奖--黑暗之王--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993040,10353109=1|10353209=1|10352609=1,1|1|1,1,MVP参与奖--血腥骑士--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993050,10352909=1|10353009=1|10352409=1|10355310=1|10354910=1,1|1|1|4|4,1,MVP参与奖--卡伦--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993060,10352709=1|10352809=1|10352509=1|10355010=1|10355810=1,1|1|1|3|3,1,MVP参与奖--冰暴骑士--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993070,10353109=1|10353209=1|10352609=1|10355210=1|10355410=1,1|1|1|3|3,1,MVP参与奖--时间管理人--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993080,10354710=1|10355110=1|10354810=1|10373811=1,1|1|1|1,1,MVP参与奖--塔奥群卡--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993090,10355610=1|10355510=1|10355710=1|10374011=1,1|1|1|1,1,MVP参与奖--半龙人--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993100,10355310=1|10354910=1|10355410=1|10374211=1,1|1|1|1,1,MVP参与奖--伊夫利特--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99993110,10355210=1|10355010=1|10355810=1|10374411=1|10373611=1,1|1|1|1|1,1,MVP参与奖--阿特罗斯--2洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991260,,,0,mini参与奖--摇滚蝗虫--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
99991270,,,0,mini参与奖--蛙王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
99991280,,,0,mini参与奖--蓝疯兔--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
99991290,10336304=1,1,1,mini参与奖--波利之王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991300,10336504=1,1,1,mini参与奖--大脚熊mini--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991310,10336504=1,1,1,mini参与奖--巧克猴--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991320,10336204=1,1,1,mini参与奖--龙蝇--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991330,10337507=1|10336304=1|10336204=1,1|1|1,1,mini参与奖--深海人鱼--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991340,10336304=1|10336204=1,1|1,1,mini参与奖--蜗牛王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
99991350,10336504=1|10336906=1,1|1,1,mini参与奖--流浪之狼--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991360,10337807=1|10339207=1,1|1,1,mini参与奖--狂暴蚁后--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991370,10338108=1,1,1,mini参与奖--幽灵波利--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991380,10336706=1|10336806=1|10336906=1,1|1|1,1,mini参与奖--君主魔碑--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991390,10337006=1|10337106=1|10337206=1,1|1|1,1,mini参与奖--地狱梦魇--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991400,10337707=1,1,1,mini参与奖--狂暴月夜猫--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991410,10337607=1,1,1,mini参与奖--远古海神--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991420,10337507=1|10337707=1,1|1,1,mini参与奖--狮鹫兽--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991430,10338408=1|10338708=1,1|1,1,mini参与奖--暗黑祭司--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991440,10338208=1|10338508=1,1|1,1,mini参与奖--犬妖首领--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991450,10338308=1|10338608=1,1|1,1,mini参与奖--安毕斯--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991460,1270002=1|1270006=1,20|10,1,Zeny材料包--兑换水晶--615版本,,0,0,0|-1,,2,,,,,,,,,0,2500,,0=1,
99991470,1290019=1|1290020=1|1270005=1|1280012=1|1290021=1,1|1|1|1|1,1,A材料包--615版本,,0,0,0|-1,,2,,,,,,,,,0,10000,,0=1,
99991480,4020008=1|4020001=1|4030001=1|4030018=1|4030005=1|4070001=1|4010002=1|4010003=1|4010008=1|4010005=1|4050005=1|4050006=1|4060007=1|4060004=1|4060002=1,1|1|1|1|1|1|1|1|0|1|1|1|1|1|1,1,老旧卡册绿B卡--615版本,,0,0,0|-1,,2,,,,,,,,,0,4000,,0=1,
99991490,4030002=1|4010001=1|4050001=1|4040005=1|4030010=1|4030003=1|4030004=1|4060003=1|4020009=1|4030008=1|4060006=1|4060012=1|4010043=1|4070004=1|4070003=1|4060013=1|4050007=1|4010034=1|4010050=1|4050003=1|4010059=1|4010042=1|4010036=1|4010048=1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1,1,老旧卡册绿A卡--615版本,,0,0,0|-1,,2,,,,,,,,,0,6000,,0=1,
99991500,4060001=1|4010012=1|4010019=1|4010044=1|4060014=1|4010014=1|4070011=1|4020015=1|4030017=1|4010009=1|4050002=1|4060010=1|4020013=1|4070010=1|4060022=1|4020005=1|4070014=1|4020006=1,1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0,1,老旧卡册蓝B卡--615版本,,0,0,0|-1,,2,,,,,,,,,0,20000,,0=1,
99991510,4060001=1|4010012=1|4010019=1|4010044=1|4060014=1|4010014=1|4070011=1|4020015=1|4030017=1|4010009=1|4050002=1|4060010=1|4020013=1|4070010=1|4060022=1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,蓝卡转蛋蓝B卡--615版本,,0,0,0|-1,,2,,,,,,,,,0,20000,,0=1,
99991520,4060011=1|4010045=1|4040002=1|4060008=1|4020012=1|4040007=1|4030011=1|4060009=1|4040018=1|4040019=1|4030014=1|4010032=1|4040012=1|4010049=1|4030009=1|4060020=1|4020011=1|4040011=1|4040013=1|4040023=1|4050004=1|4060026=1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,蓝卡转蛋蓝A卡--615版本,,0,0,0|-1,,2,,,,,,,,,0,40000,,0=1,
99991521,4040017=1|4010031=1|4010030=1|4010025=1|4070005=1|4010027=1|4030020=1|4030015=1|4030021=1|4040021=1|4030012=1|4030016=1|4060016=1,1|1|1|1|1|1|2|2|2|2|2|2|2,1,蓝卡转蛋紫卡--615版本,,0,0,0|-1,,2,,,,,,,,,0,-1,,0=1,
99991530,10336706=1|10336806=1|10336906=1|10337006=1|10337106=1|10337206=1|10337507=1|10337707=1|10337807=1|10339207=1,1|1|1|1|1|1|1|1|1|1,1,60级1洞首饰库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991540,10346706=1|10346806=1|10346906=1|10347006=1|10347106=1|10347206=1|10347507=1|10347707=1|10347807=1|10349207=1,1|1|1|1|1|1|1|1|1|1,1,60级2洞首饰库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991550,10338108=1|10338208=1|10338308=1|10338408=1|10338508=1|10338608=1|10338708=1,1|1|1|1|1|1|1,1,80级1洞首饰库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991560,10348108=1|10348208=1|10348308=1|10348408=1|10348508=1|10348608=1|10348708=1,1|1|1|1|1|1|1,1,80级2洞首饰库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991570,3040005=1|3040006=1|3040007=1|3040008=1,1|1|1|1,1,原石材料包,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991580,1290036=1|1290041=1|3090006=1|3090001=1|1270008=1|1270007=1|1290037=1|1290039=1|1290029=1|1290031=1|1280010=1|1270003=1|1270009=1|3090004=1|1280006=1|3090008=1|1290030=1|3090002=1|1280005=1|1290035=1|1280001=1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,B材料随机包,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991590,2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通65,,0,0,0|-1,,2,,,,,,,,,0,0,,0=5,
99991600,2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通75,,0,0,0|-1,,2,,,,,,,,,0,0,,0=5,
99991610,2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通85,,0,0,0|-1,,2,,,,,,,,,0,0,,0=5,
99991620,2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通95,,0,0,0|-1,,2,,,,,,,,,0,0,,0=5,
99991630,2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通65,,0,0,0|-1,,2,,,,,,,,,0,0,,0=8,
99991640,2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通75,,0,0,0|-1,,2,,,,,,,,,0,0,,0=8,
99991650,2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通85,,0,0,0|-1,,2,,,,,,,,,0,0,,0=8,
99991660,2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通95,,0,0,0|-1,,2,,,,,,,,,0,0,,0=8,
99991670,2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通65,,0,0,0|-1,,2,,,,,,,,,0,0,,0=2,
99991680,2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通75,,0,0,0|-1,,2,,,,,,,,,0,0,,0=2,
99991690,2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通85,,0,0,0|-1,,2,,,,,,,,,0,0,,0=2,
99991700,2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通95,,0,0,0|-1,,2,,,,,,,,,0,0,,0=2,
99991710,2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通65,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991720,2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通75,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991730,2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通85,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991740,2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通95,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99992750,2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通105,,0,0,0|-1,,2,,,,,,,,,0,0,,0=5,
99992760,2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通105,,0,0,0|-1,,2,,,,,,,,,0,0,,0=8,
99992770,2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通105,,0,0,0|-1,,2,,,,,,,,,0,0,,0=2,
99992780,2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1|2034013=1|2034014=1,7|3|7|3|7|3|7|3,1,主题副本碎片-普通105,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991851,2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1|2034008=1|2034010=1,7|3|7|3|7|3|7|3,1,单人主题副本碎片-普通65,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991861,2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1|2034010=1|2034011=1,7|3|7|3|7|3|7|3,1,单人主题副本碎片-普通75,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991871,2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1|2034011=1|2034012=1,7|3|7|3|7|3|7|3,1,单人主题副本碎片-普通85,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991881,2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1|2034012=1|2034013=1,7|3|7|3|7|3|7|3,1,单人主题副本碎片-普通95,,0,0,0|-1,,2,,,,,,,,,0,0,,0=4,
99991750,10342409=1|10342709=1,1|1,1,mini参与奖--迷幻之王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991760,10342409=1|10342809=1,1|1,1,mini参与奖--兽牙怪--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991770,10342509=1|10342909=1,1|1,1,mini参与奖--鹗枭首领--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991780,10342509=1|10343009=1,1|1,1,mini参与奖--艾斯恩魔女--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991790,10342609=1|10343109=1,1|1,1,mini参与奖--深渊骑士--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991800,10342609=1|10343209=1,1|1,1,mini参与奖--弑神者--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991810,10342409=1|10342509=1|10342609=1|10342709=1|10342809=1|10342909=1|10343009=1|10343109=1|10343209=1,1|1|1|1|1|1|1|1|1,1,95级1洞首饰库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991820,10352409=1|10352509=1|10352609=1,1|1|1,1,95级2洞首饰库,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991830,10342509=1|10342809=1|10344710=1,1|1|1,1,mini参与奖--时间观察者--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991840,10342609=1|10342709=1|10344910=1,1|1|1,1,mini参与奖--玩具国王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991850,10343109=1|10342909=1|10345010=1,1|1|1,1,mini参与奖--古钟魔--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991860,10343209=1|10343009=1|10345310=1,1|1|1,1,mini参与奖--长者魔导士--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991870,10345810=1|10344710=1|10345110=1|10363611=1|10363711=1,1|1|1|2|2,1,mini参与奖--流氓头头--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991880,10344810=1|10345210=1|10345510=1|10363811=1|10363911=1,1|1|1|2|2,1,mini参与奖--愤怒钟乳石怪--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991890,10345410=1|10345710=1|10345610=1|10364011=1|10364111=1,1|1|1|2|2,1,mini参与奖--米杜沙女王--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991900,10345110=1|10344910=1|10344710=1|10364211=1|10364311=1,1|1|1|2|2,1,mini参与奖--卡浩--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
99991910,10345510=1|10345010=1|10345610=1|10364411=1|10364511=1,1|1|1|2|2,1,mini参与奖--六翼哈比--1洞首饰包--615版本,,0,0,0|-1,,2,,,,,,,,,0,0,,0=1,
3800700,2040013=1|2040014=1|2010005=20|101=50000,1,0,特权月卡礼包,,0,0,0|-1,,2,,,,,,,0,,0,-1,,0=1,
6059941,60640040=1|3026005=10|2090024=3|2091116=6,,0,日本615-40级成长实惠礼包,,0,0,0|-1,,2,,,,,,,0,,0,-1,,0=1,
6059951,60640040=1|3026005=15|3020004=20|2091118=2|2091117=2,,0,日本615-50级成长实惠礼包,,0,0,0|-1,,2,,,,,,,0,,0,-1,,0=1,
6059961,60640041=1|3026005=20|3020003=20|2091118=2|2091117=2,,0,日本615-60级成长实惠礼包,,0,0,0|-1,,2,,,,,,,0,,0,-1,,0=1,
