BeginDay,DungeonLevel,DungeonPara_Normal,DungeonPara_Hard,DungeonPara_Single,WeaponLv,ArmourLv,CloakLv,ShoesLv,OrnamentLv,OffHandLv
开服天数[int],副本等级节点[int],副本难度系数_普通[float],副本难度系数_挑战[float],副本难度系数_单人[float],武器装备等级=武器精炼等级,盔甲装备等级=盔甲精炼等级,披风装备等级=披风精炼等级,鞋子装备等级=鞋子精炼等级,饰品装备等级=饰品精炼等级,副手装备等级=副手精炼等级
332,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
333,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
334,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
335,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
336,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
337,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
338,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
339,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
340,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
341,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
342,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
343,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
344,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
345,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
346,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
347,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
348,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
349,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
350,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
351,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
352,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
353,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
354,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
355,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
356,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
357,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
358,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
359,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
360,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
361,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
362,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
363,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
364,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
365,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
366,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
367,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
368,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
369,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
370,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
371,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
372,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
373,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
374,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
375,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
376,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
377,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
378,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
379,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
380,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
381,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
382,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
383,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
384,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
385,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
386,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
387,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
388,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
389,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
390,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
391,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
392,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
393,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
394,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
395,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
396,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
397,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
398,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
399,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
400,100,1,1,1,100=12|100=15|100=12,100=10|100=12|100=10,100=10|100=12|100=10,100=10|100=12|100=10,100=12|100=15|100=12,100=10|100=12|100=10
