MajorID,ItemID,SequenceId,txt,Remarks,Label,cost,FloatLimit,Tab,ShowCountDown,BuyLimitNum,WeightPoolParameter,Weight,ServerDays,Bind,LimitProfession,LimitLevel,LimitSex,DeliverWay,DisplayType,DisplayTime,CheckDisplay,Check,LocalizationArea
50000,60600010,14006,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5100,739,,1,,999=-1,,1=7006,,,,,
50001,1070172,11195,纪念天使棒球帽,神秘商店-20200916版本-上架韩服，国服不上架，见增量表,,103=2850,,301,,1,5100,10,,1,,,,1=7006,,,,,
51001,1090034,11196,好吃的炸鸡,神秘商店-20200916版本-上架,,102=100000,,301,,1,5100,12,,1,,,,1=7007,,,,,
51002,1090037,11197,巧克力甜甜圈,神秘商店-20200916版本-上架,,102=50000,,301,,1,5100,12,,1,,,,1=7007,,,,,
51003,1090036,11198,草莓甜甜圈,神秘商店-20200916版本-上架,,102=50000,,301,,1,5100,12,,1,,,,1=7007,,,,,
51004,1090035,11199,小狗甜甜圈,神秘商店-20200916版本-上架,,102=50000,,301,,1,5100,12,,1,,,,1=7007,,,,,
51005,1070173,11194,经典侦探帽,神秘商店-20201014版本上架-喵果-韩服-增量表,,103=1500,,301,,1,5100,8,,1,,,,1=7006,,,,,
51006,1070173,11193,经典侦探帽,神秘商店-20201014版本上架-zeny-韩服-增量表,,102=165000,,301,,1,5100,4,,1,,,,1=7007,,,,,
51007,1070174,11192,猫耳侦探帽,神秘商店-20201014版本上架-喵果-韩服-增量表,,103=1500,,301,,1,5100,8,,1,,,,1=7006,,,,,
51008,1070174,11191,猫耳侦探帽,神秘商店-20201014版本上架-zeny-韩服-增量表,,102=165000,,301,,1,5100,4,,1,,,,1=7007,,,,,
51009,1080039,11190,侦探眼镜,神秘商店-20201014版本上架-喵果-韩服-增量表,,103=1200,,301,,1,5100,8,,1,,,,1=7006,,,,,
51010,1080039,11189,侦探眼镜,神秘商店-20201014版本上架-zeny-韩服-增量表,,102=135000,,301,,1,5100,4,,1,,,,1=7007,,,,,
51011,1090038,11188,侦探笔,神秘商店-20201014版本上架-喵果-韩服-增量表,,103=1300,,301,,1,5100,8,,1,,,,1=7006,,,,,
51012,1090038,11187,侦探笔,神秘商店-20201014版本上架-zeny-韩服-增量表,,102=145000,,301,,1,5100,4,,1,,,,1=7007,,,,,
51013,1090052,11186,圣诞老人络腮胡子,神秘商店-20201223版本上架-zeny-韩服-增量表,,102=150000,,301,,1,5100,50,,1,,,,1=7007,,,,,
51014,1080051,11186,猫咪蝴蝶结,神秘商店-20210106版本上架-喵果-韩服-增量表,,103=950,,301,,1,5100,30,,1,,,,1=7006,,,,,
51015,1090054,11186,吹吹卷,神秘商店-20210106版本上架-喵果-韩服-增量表,,103=950,,301,,1,5100,20,,1,,,,1=7006,,,,,
51016,1090054,11186,吹吹卷,神秘商店-20210106版本上架-zeny-韩服-增量表,,102=135000,,301,,1,5100,10,,1,,,,1=7007,,,,,
51017,1070222,11186,拉面帽子,神秘商店-20210414版本上架-喵果-韩服-增量表,,103=950,,301,,1,5100,30,,1,,,,1=7006,,,,,
51018,1090057,11186,光盘,神秘商店-20210414版本上架-喵果-韩服-增量表,,103=1500,,301,,1,5100,15,,1,,,,1=7006,,,,,
52001,3024029,15150,中级钛钢,神秘商店-20201118版本上架-喵果-韩服-增量,,103=480,,301,,2,5014,100,,1,,55=-1,,1=7006,,,,,
52002,3024029,15150,中级钛钢,神秘商店-20201118版本上架-zeny-韩服-增量,,102=60000,,301,,2,5014,100,,1,,55=-1,,1=7007,,,,,
52003,3024030,15150,初级钛钢,神秘商店-20201118版本上架-喵果-韩服-增量,,103=160,,301,,2,5014,100,,1,,55=-1,,1=7006,,,,,
52004,3024030,15150,初级钛钢,神秘商店-20201118版本上架-zeny-韩服-增量,,102=20000,,301,,2,5014,150,,1,,55=-1,,1=7007,,,,,
52005,60600010,15150,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5014,0,,1,,999=-1,,1=7006,,,,,
52006,3021010,15151,紫色锁词条,神秘商店-20201202版本上架,,103=90,,301,,6,5014,150,,1,,75=-1,,1=7006,,,,,
52007,60650036,14997,头饰图纸自选包扭蛋,神秘商店-20201209版本上架,,103=25,,301,,10,5015,30,,1,,,,1=7006,,,,,
52008,60650037,14998,船长烟斗扭蛋,神秘商店-20201209版本上架,,103=40,,301,,10,5015,23,,1,,,,1=7006,,,,,
52009,60600010,15150,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5015,14,,1,,999=-1,,1=7006,,,,,
52010,2091501,14997,高级钛钢碎片,神秘商店-20201223版本上架,,103=240,,301,,1,5014,100,,1,,55=-1,,1=7006,,,,,
52011,3020023,14998,传说的武器矿石,神秘商店-20201223版本上架,1=90,103=200,,301,,5,5014,75,,1,,,,1=7006,,,,,
52012,3020024,14998,传说的防具矿石,神秘商店-20201223版本上架,1=90,103=200,,301,,5,5014,75,,1,,,,1=7006,,,,,
52013,3020016,14998,α-能量体,神秘商店-20201223版本上架,1=80,103=10,,301,,15,5014,150,,1,,85=-1,,1=7006,,,,,
52014,60650038,14998,玩具士兵扭蛋,神秘商店-20210106版本上架,,103=50,,301,,10,5015,23,,1,,,,1=7006,,,,,
52015,2033003,18000,晶化树枝,神秘商店-Zeny,,102=3000,,301,,1,5016,15,,1,,999=-1,,1=7007,,,,,
52016,60600010,18000,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5016,85,,1,,999=-1,,1=7006,,,,,
52017,2052003,14500,神话水晶自选匣,神秘商店-喵果,,103=120,,301,,2,5017,25,,1,,25=-1,,1=7006,,,,,
52018,60600010,18001,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5017,75,,1,,999=-1,,1=7006,,,,,
50180,60650040,14996,法老王头具扭蛋,神秘商店-20210310版本上架,,103=40,,301,,20,5018,30,,1,,,,1=7006,,,,,
50181,60600010,18001,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5018,40,,1,,999=-1,,1=7006,,,,,
50182,60650041,14995,魔法继承者背饰扭蛋,神秘商店-20210407版本上架-喵果-韩服-增量表,,103=50,,301,,15,5018,30,,,,,,1=7006,,,,,
52019,3020022,15000,珍贵的卡片碎片,神秘商店-20210324版本上架,,103=200,,301,,2,5015,10,,1,,,,1=7006,,,,,
53001,2080120,14200,时尚沙滩时装扭蛋,神秘商店-20210707版本上架,,103=50,,301,,10,5020,200,,1,,,,1=7006,,,,,
53002,2080125,14201,欢庆麋鹿坐骑扭蛋,神秘商店-20210707版本上架,,103=50,,301,,10,5020,200,,1,,,,1=7006,,,,,
53003,2080126,14202,波利冲浪板背饰扭蛋,神秘商店-20210707版本上架,,103=50,,301,,10,5020,200,,1,,,,1=7006,,,,,
53004,2080127,14203,鲨鱼冲浪板背饰扭蛋,神秘商店-20210707版本上架,,103=50,,301,,10,5020,200,,1,,,,1=7006,,,,,
53005,1080089,14204,透光潜水镜,神秘商店-20210707版本上架,,103=750,,301,,1,5020,25,,1,,,,1=7006,,,,,
53006,1090067,14205,贝壳嘴饰,神秘商店-20210707版本上架,,103=750,,301,,1,5020,25,,1,,,,1=7006,,,,,
53007,60600010,14006,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5020,150,,1,,999=-1,,1=7006,,,,,
53011,60650043,14007,古堡魅影时装扭蛋,神秘商店-20211027版本上架,,103=50,,301,,10,5030,200,,1,,999=-1,,1=7006,,,,,
53012,60650044,14008,诅咒之镰背饰扭蛋,神秘商店-20211027版本上架,,103=50,,301,,10,5030,200,,1,,999=-1,,1=7006,,,,,
53013,60650045,14009,血红之角头饰扭蛋,神秘商店-20211027版本上架,,103=50,,301,,10,5030,200,,1,,999=-1,,1=7006,,,,,
53014,60650046,14010,惊悚稻草人坐骑扭蛋,神秘商店-20211027版本上架,,103=50,,301,,10,5030,200,,1,,999=-1,,1=7006,,,,,
53015,60650047,14011,圣诞快乐时装扭蛋,神秘商店-20211223版本上架,,103=50,,301,,10,5030,200,,1,,999=-1,,1=7006,,,,,
53016,60650048,14012,驯鹿摩托车坐骑扭蛋,神秘商店-20211223版本上架,,103=50,,301,,10,5030,200,,1,,999=-1,,1=7006,,,,,
53018,60650049,14013,圣诞礼物袋背饰扭蛋,神秘商店-20211223版本上架,,103=50,,301,,10,5030,200,,1,,999=-1,,1=7006,,,,,
53017,60600010,14013,预览礼包（填充物）,填充物，等级999,,103=1,,301,,1,5030,400,,1,,999=-1,,1=7006,,,,,
80001,3020003,80010,神之金属,回归商店-积分,,403=10,,801,1,5,8001,,,1,,,,,,,,,
80002,3020004,80011,铝,回归商店-积分,,403=10,,801,1,5,8001,,,1,,,,,,,,,
80003,3020005,80012,浓缩神之金属,回归商店-积分,,403=50,,801,1,1,8001,,,1,,65=-1,,,,,,,
80004,3020006,80013,浓缩铝,回归商店-积分,,403=50,,801,1,1,8001,,,1,,65=-1,,,,,,,
80005,2033001,80014,枯树枝,回归商店-积分,,403=10,,801,1,5,8001,,,1,,45=-1,,,,,,,
80006,3027002,80015,佣兵中级古卷,回归商店-积分,,403=2,,801,1,10,8001,,,1,,,,,,,,,
80007,3026005,80016,声望箱子,回归商店-积分,,403=15,,801,1,1,8001,,,1,,45=-1,,,,,,,
80008,2090033,80017,小型元气补充袋,回归商店-积分,,403=10,,801,1,3,8001,,,1,,,,,,,,,
80009,3027004,80018,天赋卷轴,回归商店-积分,,403=30,,801,1,2,8001,,,1,,,,,,,,,
80010,3021001,80019,莫拉硬币,回归商店-积分,,403=5,,801,1,5,8001,,,1,,75=-1,,,,,,,
81001,3010100,80000,回归大礼盒,回归商店-积分,1=25,403=220,,801,,1,8002,,,1,,,,,,,,,
81002,3022003,80001,50级装备水晶,回归商店-积分,,403=10,,801,,5,8002,,,1,,,,,,,,,
81003,3022004,80002,60级装备水晶,回归商店-积分,,403=20,,801,,3,8002,,,1,,65=-1,,,,,,,
81004,3022005,80003,70级装备水晶,回归商店-积分,,403=30,,801,,2,8002,,,1,,75=-1,,,,,,,
81005,1400201,80004,战斗加速糖,回归商店-积分,,403=20,,801,,3,8002,,,1,,,,,,,,,
81006,1400301,80005,幸运打宝糖,回归商店-积分,,403=30,,801,,3,8002,,,1,,41=-1,,,,,,,
81007,3024022,80006,阿克坦齿轮,回归商店-积分,,403=20,,801,,5,8002,,,1,,,,,,,,,
81008,3024023,80007,贝思波齿轮,回归商店-积分,,403=60,,801,,2,8002,,,1,,,,,,,,,
81009,2034008,80008,50级装备图纸碎片,回归商店-积分,,403=10,,801,,20,8002,,,1,,,,,,,,,
81010,2034010,80009,70级装备图纸碎片,回归商店-积分,,403=10,,801,,10,8002,,,1,,75=-1,,,,,,,
82001,2091200,82009,大型铜币袋子,回归商店-喵喵果实,1=10,103=100,,802,,2,8003,,,1,,,,1=7008,,,,,
82002,2033002,82010,血迹树枝,回归商店-喵喵果实,1=40,103=40,,802,,7,8003,,,1,,,,1=7008,,,,,
82003,2090003,82013,老旧卡册,回归商店-喵喵果实,,103=100,,802,,1,8003,,,1,,,,1=7008,,,,,
82004,2023001,82011,素质轮回石,回归商店-喵喵果实,1=20,103=100,,802,,1,8003,,,1,,,,1=7008,,,,,
82005,2023002,82012,技能重置棒,回归商店-喵喵果实,1=20,103=100,,802,,1,8003,,,1,,,,1=7008,,,,,
82006,60601020,82001,中型神之金属包,回归商店-喵喵果实,1=30,103=400,,802,,1,8003,,,1,,,,1=7008,,,,,
82007,60601010,82002,小型神之金属包,回归商店-喵喵果实,1=20,103=200,,802,,1,8003,,,1,,,,1=7008,,,,,
82008,60601120,82003,中型铝包,回归商店-喵喵果实,1=30,103=400,,802,,1,8003,,,1,,,,1=7008,,,,,
82009,60601110,82004,小型铝包,回归商店-喵喵果实,1=20,103=200,,802,,1,8003,,,1,,,,1=7008,,,,,
82010,60601220,82005,中型声望箱礼包,回归商店-喵喵果实,1=30,103=300,,802,,1,8003,,,1,,,,1=7008,,,,,
82011,60601210,82006,小型声望箱礼包,回归商店-喵喵果实,1=20,103=150,,802,,1,8003,,,1,,,,1=7008,,,,,
82012,2034008,82007,50级装备图纸碎片,回归商店-喵喵果实,,103=10,,802,,10,8003,,,1,,,,1=7008,,,,,
82013,2034010,82008,70级装备图纸碎片,回归商店-喵喵果实,,103=10,,802,,10,8003,,,1,,75=-1,,1=7008,,,,,
90001,2091140,10000,50级装备图纸碎片礼包,萌新商店喵币,1=50,103=100,,901,,10,9001,,,1,,,,1=8800,,,,,
90002,3026006,10001,小声望箱子,萌新商店喵币,1=50,103=4,,901,,200,9001,,,1,,45=-1,,1=8800,,,,,
90003,1400201,10002,战斗加速糖,萌新商店喵币,1=50,103=20,,901,,5,9001,,,1,,,,1=8800,,,,,
90004,1400202,10003,高级战斗加速糖,萌新商店喵币,1=50,103=100,,901,,5,9001,,,1,,,,1=8800,,,,,
90005,60601020,10004,中型神之金属包,萌新商店喵币,1=30,103=400,,901,,1,9001,,,1,,,,1=8800,,,,,
90006,60601010,10005,小型神之金属包,萌新商店喵币,1=30,103=200,,901,,1,9001,,,1,,,,1=8800,,,,,
90007,60601120,10006,中型铝包,萌新商店喵币,1=30,103=400,,901,,1,9001,,,1,,,,1=8800,,,,,
90008,60601110,10007,小型铝包,萌新商店喵币,1=30,103=200,,901,,1,9001,,,1,,,,1=8800,,,,,
90009,2091200,10008,大型铜币袋子,萌新商店喵币,1=30,103=100,,901,,1,9001,,,1,,,,1=8800,,,,,
90010,2091201,10009,超级铜币宝箱,萌新商店喵币,1=30,103=200,,901,,1,9001,,,1,,,,1=8800,,,,,
90011,60601210,10010,小型声望箱礼包,萌新商店喵币,1=30,103=150,,901,,1,9001,,,1,,,,1=8800,,,,,
90012,60601220,10011,中型声望箱礼包,萌新商店喵币,1=30,103=300,,901,,1,9001,,,1,,,,1=8800,,,,,
90013,2091113,10012,魔力晶石礼包,萌新商店喵币,1=50,103=180,,901,,1,9001,,,1,,,,1=8800,,,,,
90014,2091117,10013,B型初级装备材料自选包,萌新商店喵币,1=50,103=4,,901,,20,9001,,,1,,,,1=8800,,,,,
90015,2091118,10014,A型中级装备材料自选包,萌新商店喵币,1=50,103=20,,901,,5,9001,,,1,,,,1=8800,,,,,
90016,2091141,10015,70级装备图纸碎片礼包,萌新商店喵币,1=50,103=100,,901,,20,9001,,,1,,999=-1,,1=8800,,,,,
90017,3026006,10016,小声望箱子,萌新商店喵币,1=50,103=4,,901,,400,9001,,,1,,999=-1,,1=8800,,,,,
90018,1400201,10017,战斗加速糖,萌新商店喵币,1=50,103=20,,901,,10,9001,,,1,,999=-1,,1=8800,,,,,
90019,1400202,10018,高级战斗加速糖,萌新商店喵币,1=50,103=100,,901,,10,9001,,,1,,999=-1,,1=8800,,,,,
90020,60601020,10019,中型神之金属包,萌新商店喵币,1=30,103=400,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90021,60601010,10020,小型神之金属包,萌新商店喵币,1=30,103=200,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90022,60601120,10021,中型铝包,萌新商店喵币,1=30,103=400,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90023,60601110,10022,小型铝包,萌新商店喵币,1=30,103=200,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90024,2091200,10023,大型铜币袋子,萌新商店喵币,1=30,103=100,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90025,2091201,10024,超级铜币宝箱,萌新商店喵币,1=30,103=200,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90026,60601210,10025,小型声望箱礼包,萌新商店喵币,1=30,103=150,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90027,60601220,10026,中型声望箱礼包,萌新商店喵币,1=30,103=300,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90028,2091113,10027,魔力晶石礼包,萌新商店喵币,1=50,103=180,,901,,2,9001,,,1,,999=-1,,1=8800,,,,,
90029,2091117,10028,B型初级装备材料自选包,萌新商店喵币,1=50,103=4,,901,,40,9001,,,1,,999=-1,,1=8800,,,,,
90030,2091118,10029,A型中级装备材料自选包,萌新商店喵币,1=50,103=20,,901,,10,9001,,,1,,999=-1,,1=8800,,,,,
81101,1021048,81101,公主贝壳,招募商店（常驻）,,404=1200,,811,,1,8101,,,1,,,,,,,,,
81102,1080083,81103,复古眼镜,招募商店（常驻）,,404=600,,811,,1,8101,,,1,,,,,,,,,
81103,3011502,81103,回归勇者饰品自选礼盒,招募商店1期,,404=400,,811,,1,8101,,,1,,999=-1,,,,,,,
81104,3020003,81104,神之金属,招募商店1期,,404=10,,811,,100,8101,,,1,,999=-1,,,,,,,
81105,3020004,81105,铝,招募商店1期,,404=10,,811,,100,8101,,,1,,999=-1,,,,,,,
81106,3020005,81106,浓缩神之金属,招募商店1期,,404=50,,811,,20,8101,,,1,,999=-1,,,,,,,
81107,3020006,81107,浓缩铝,招募商店1期,,404=50,,811,,20,8101,,,1,,999=-1,,,,,,,
81108,3020013,81108,武器受祝福的矿石,招募商店1期,,404=90,,811,,10,8101,,,1,,999=-1,,,,,,,
81109,3020014,81109,防具受祝福的矿石,招募商店1期,,404=90,,811,,10,8101,,,1,,999=-1,,,,,,,
81110,3020015,81110,配饰受祝福的矿石,招募商店1期,,404=90,,811,,10,8101,,,1,,999=-1,,,,,,,
81111,2034008,81111,50级装备图纸碎片,招募商店1期,,404=10,,811,,10,8101,,,1,,999=-1,,,,,,,
81112,2034010,81112,70级装备图纸碎片,招募商店1期,,404=10,,811,,10,8101,,,1,,999=-1,,,,,,,
81113,2034011,81113,80级装备图纸碎片,招募商店1期,,404=10,,811,,20,8101,,,1,,999=-1,,,,,,,
81114,2034012,81114,90级装备图纸碎片,招募商店1期,,404=10,,811,,20,8101,,,1,,999=-1,,,,,,,
81115,1400201,81115,战斗加速糖,招募商店1期,,404=20,,811,,10,8101,,,1,,999=-1,,,,,,,
81116,1400301,81116,幸运打宝糖,招募商店1期,,404=30,,811,,10,8101,,,1,,999=-1,,,,,,,
81117,3021004,81117,蕴魔石,招募商店1期,,404=150,,811,,10,8101,,,1,,999=-1,,,,,,,
81118,3020010,81118,初级解封卷轴,招募商店1期,,404=50,,811,,10,8101,,,1,,999=-1,,,,,,,
81119,3010131,81119,高级卡片转蛋,招募商店1期,,404=500,,811,,2,8101,,,1,,999=-1,,,,,,,
81120,60660030,81120,超级齿轮扭蛋,招募商店1期,,404=90,,811,,10,8101,,,1,,999=-1,,,,,,,
81121,3011502,81121,回归勇者饰品自选礼盒,招募商店2期,,404=400,,811,,1,8101,,,1,,,,,,,,,1
81122,3020003,81122,神之金属,招募商店2期,,404=10,,811,,100,8101,,,1,,,,,,,,,1
81123,3020004,81123,铝,招募商店2期,,404=10,,811,,100,8101,,,1,,,,,,,,,1
81124,3020005,81124,浓缩神之金属,招募商店2期,,404=50,,811,,20,8101,,,1,,65=-1,,,,,,,1
81125,3020006,81125,浓缩铝,招募商店2期,,404=50,,811,,20,8101,,,1,,65=-1,,,,,,,1
81126,3020013,81126,武器受祝福的矿石,招募商店2期,,404=90,,811,,10,8101,,,1,,45=-1,,,,,,,1
81127,3020014,81127,防具受祝福的矿石,招募商店2期,,404=90,,811,,10,8101,,,1,,45=-1,,,,,,,1
81128,3020015,81128,配饰受祝福的矿石,招募商店2期,,404=90,,811,,10,8101,,,1,,45=-1,,,,,,,1
81129,2034008,81129,50级装备图纸碎片,招募商店2期,,404=10,,811,,10,8101,,,1,,50=-1,,,,,,,1
81130,2034010,81130,70级装备图纸碎片,招募商店2期,,404=10,,811,,10,8101,,,1,,70=-1,,,,,,,1
81131,2034011,81131,80级装备图纸碎片,招募商店2期,,404=10,,811,,20,8101,,,1,,80=-1,,,,,,,1
81132,2034012,81132,90级装备图纸碎片,招募商店2期,,404=10,,811,,20,8101,,,1,,90=-1,,,,,,,1
81133,1400201,81133,战斗加速糖,招募商店2期,,404=20,,811,,10,8101,,,1,,,,,,,,,1
81134,1400301,81134,幸运打宝糖,招募商店2期,,404=30,,811,,10,8101,,,1,,,,,,,,,1
81135,3021004,81135,蕴魔石,招募商店2期,,404=150,,811,,10,8101,,,1,,,,,,,,,1
81136,3020010,81136,初级解封卷轴,招募商店2期,,404=50,,811,,10,8101,,,1,,,,,,,,,1
81137,3010131,81137,高级卡片转蛋,招募商店2期,,404=500,,811,,2,8101,,,1,,,,,,,,,1
81138,60660030,81138,超级齿轮扭蛋,招募商店2期,,404=90,,811,,10,8101,,,1,,,,,,,,,1
81139,1021064,81100,企鹅滑雪板,招募商店（常驻）,,404=1200,,811,,1,8101,,,1,,,,,,,,,8
81140,1080108,81102,单边银耳环,招募商店（常驻）,,404=450,,811,,1,8101,,,1,,,,,,,,,8
81141,3011502,81121,回归勇者饰品自选礼盒,招募商店3期,,404=400,,811,,1,8101,,,1,,,,,,,,,8
81142,3020003,81122,神之金属,招募商店3期,,404=10,,811,,100,8101,,,1,,,,,,,,,8
81143,3020004,81123,铝,招募商店3期,,404=10,,811,,100,8101,,,1,,,,,,,,,8
81144,3020005,81124,浓缩神之金属,招募商店3期,,404=50,,811,,20,8101,,,1,,65=-1,,,,,,,8
81145,3020006,81125,浓缩铝,招募商店3期,,404=50,,811,,20,8101,,,1,,65=-1,,,,,,,8
81146,3020013,81126,武器受祝福的矿石,招募商店3期,,404=90,,811,,10,8101,,,1,,45=-1,,,,,,,8
81147,3020014,81127,防具受祝福的矿石,招募商店3期,,404=90,,811,,10,8101,,,1,,45=-1,,,,,,,8
81148,3020015,81128,配饰受祝福的矿石,招募商店3期,,404=90,,811,,10,8101,,,1,,45=-1,,,,,,,8
81149,2034008,81129,50级装备图纸碎片,招募商店3期,,404=10,,811,,10,8101,,,1,,50=-1,,,,,,,8
81150,2034010,81130,70级装备图纸碎片,招募商店3期,,404=10,,811,,10,8101,,,1,,70=-1,,,,,,,8
81151,2034011,81131,80级装备图纸碎片,招募商店3期,,404=10,,811,,20,8101,,,1,,80=-1,,,,,,,8
81152,2034012,81132,90级装备图纸碎片,招募商店3期,,404=10,,811,,20,8101,,,1,,90=-1,,,,,,,8
81153,1400201,81133,战斗加速糖,招募商店3期,,404=20,,811,,10,8101,,,1,,,,,,,,,8
81154,1400301,81134,幸运打宝糖,招募商店3期,,404=30,,811,,10,8101,,,1,,,,,,,,,8
81155,3021004,81135,蕴魔石,招募商店3期,,404=150,,811,,10,8101,,,1,,,,,,,,,8
81156,3020010,81136,初级解封卷轴,招募商店3期,,404=50,,811,,10,8101,,,1,,,,,,,,,8
81157,3010131,81137,高级卡片转蛋,招募商店3期,,404=500,,811,,2,8101,,,1,,,,,,,,,8
81158,60660030,81138,超级齿轮扭蛋,招募商店3期,,404=90,,811,,10,8101,,,1,,,,,,,,,8
60048,40200080,60048,时空：蜗牛卡片,时空商人,,40000010=300,,501,,-1,40001,1,,1,,19=-1,,,,,,,
60049,40200010,60049,时空：盗虫卵卡片,时空商人,,40000010=300,,501,,-1,40001,1,,1,,22=-1,,,,,,,
60050,40300010,60050,时空：波利卡片,时空商人,,40000010=300,,501,,-1,40002,1,,1,,3=-1,,,,,,,
60051,40300180,60051,时空：小鸡卡片,时空商人,,40000010=300,,501,,-1,40002,1,,1,,9=-1,,,,,,,
60052,40300050,60052,时空：蛋壳小鸡卡片,时空商人,,40000010=300,,501,,-1,40002,1,,1,,11=-1,,,,,,,
60053,40700010,60053,时空：树精卡片,时空商人,,40000010=300,,501,,-1,40002,1,,1,,12=-1,,,,,,,
60054,40100020,60054,时空：疯兔卡片,时空商人,,40000010=300,,501,,-1,40003,1,,1,,5=-1,,,,,,,
60055,40100030,60055,时空：小野猪卡片,时空商人,,40000010=300,,501,,-1,40003,1,,1,,14=-1,,,,,,,
60056,40100050,60056,时空：吸血蝙蝠卡片,时空商人,,40000010=300,,501,,-1,40003,1,,1,,26=-1,,,,,,,
60057,40500050,60057,时空：腐尸卡片,时空商人,,40000010=300,,501,,-1,40004,1,,1,,30=-1,,,,,,,
60058,40500060,60058,时空：玛勒盗虫卡片,时空商人,,40000010=300,,501,,-1,40004,1,,1,,35=-1,,,,,,,
60059,40600070,60059,时空：森灵卡片,时空商人,,40000010=300,,501,,-1,40004,1,,1,,18=-1,,,,,,,
60060,40600040,60060,时空：魔菇卡片,时空商人,,40000010=300,,501,,-1,40004,1,,1,,20=-1,,,,,,,
60061,40600020,60061,时空：溜溜猴卡片,时空商人,,40000010=300,,501,,-1,40004,1,,1,,30=-1,,,,,,,
60062,40200090,60062,时空：蚁卵卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,28=-1,,,,,,,
60063,40300020,60063,时空：虫蛹卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,5=-1,,,,,,,
60064,40300100,60064,时空：罗达蛙卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,15=-1,,,,,,,
60065,40300030,60065,时空：摇滚蝗虫卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,18=-1,,,,,,,
60066,40300040,60066,时空：盗虫卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,23=-1,,,,,,,
60067,40300080,60067,时空：沙漠幼狼卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,28=-1,,,,,,,
60068,40400050,60068,时空：秃鹰卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,13=-1,,,,,,,
60069,40700040,60069,时空：松鼠卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,41=-1,,,,,,,
60070,40700030,60070,时空：土拨鼠卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,45=-1,,,,,,,
60071,40100010,60071,时空：绿棉虫卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,8=-1,,,,,,,
60072,40100430,60072,时空：浮勒盗虫卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,33=-1,,,,,,,
60073,40100340,60073,时空：蜂兵卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,55=-1,,,,,,,
60074,40100500,60074,时空：巨象甲虫卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,60=-1,,,,,,,
60075,40100590,60075,时空：爆钻伞蜥卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,70=-1,,,,,,,
60076,40100420,60076,时空：邪骸战士卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,34=-1,,,,,,,
60077,40100360,60077,时空：魔锅蛋卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,53=-1,,,,,,,
60078,40100480,60078,时空：兹诺克卡片,时空商人,,40000010=400,,501,,-1,40006,1,,1,,54=-1,,,,,,,
60079,40500010,60079,时空：苍蝇卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,11=-1,,,,,,,
60080,40500070,60080,时空：转转蛋卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,53=-1,,,,,,,
60081,40500030,60081,时空：人鱼士兵卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,65=-1,,,,,,,
60082,40600030,60082,时空：白鼠卡片,时空商人,,40000010=400,,501,,-1,40005,1,,1,,25=-1,,,,,,,
60083,40600060,60083,时空：波波利卡片,时空商人,,40000010=400,,501,,-1,40007,1,,1,,32=-1,,,,,,,
60084,40600120,60084,时空：毒魔菇卡片,时空商人,,40000010=400,,501,,-1,40007,1,,1,,32=-1,,,,,,,
60085,40600130,60085,时空：摩卡卡片,时空商人,,40000010=400,,501,,-1,40007,1,,1,,48=-1,,,,,,,
60086,40200150,60086,时空：邪骸食人鱼卡片,时空商人,,40000010=1000,,601,,-1,50001,1,,1,,45=-1,,,,,,,
60087,40200130,60087,时空：僵尸卡片,时空商人,,40000010=1000,,601,,-1,50001,1,,1,,58=-1,,,,,,,
