Id,NameDesign,Desc,Name,IsIP,SkillUuid,EffectIDs,TargetType,SkillScriptType,SpecialSkillType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea
1000181001,火球术,七彩飞龙,火球术,1,1000181001,1000181001,4,,,0,1,1,0,2,0,,0,0,1,3,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181002,穿刺攻击,七彩飞龙,穿刺攻击,0,1000181002,1000181002,4,,,0,0,1,0,2,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181003,普攻,七彩飞龙,,1,1000181003,1000181003,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181101,地震攻击,沙漠毒蝎,地震攻击,0,1000181101,1000181101,4,,,0,1,1,0,2,0,,0,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,-1,,,,,,,,,,,,
1000181102,施毒攻击,沙漠毒蝎,施毒攻击,1,1000181102,1000181102,4,,,0,0,1,0,1,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181103,普攻,沙漠毒蝎,,0,1000181103,1000181103,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181201,普攻,六翼鸟人哈比,,0,1000181201,1000181201,4,,,0,1,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181202,沉默攻击,六翼鸟人哈比,沉默攻击,1,1000181202,1000181202,4,,,0,1,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181203,多重攻击,六翼鸟人哈比,多重攻击,0,1000181203,1000181203,4,,,0,1,1,0,2,1,,1,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181204,吸血,六翼鸟人哈比,吸血,1,1000181204,1000181204,4,,,0,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181205,精准打击,六翼鸟人哈比,精准打击,1,1000181205,1000181205,4,,,0,0,1,0,2,0,,0,0,1,8,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181206,羽翼旋风,六翼鸟人哈比,羽翼旋风,0,1000181206,1000181206,4,,,1,1,1,0,1,0,,0,1,0,1,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181207,召唤鸟人哈比,六翼鸟人哈比,,0,1000181207,1000181207,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181208,羽翼狂风,六翼鸟人哈比,羽翼狂风,0,1000181208,1000181208,4,,,1,1,1,0,1,0,,0,1,0,0,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181209,翎羽领域,六翼鸟人哈比,翎羽领域,0,1000181209,1000181209,4,,,2,1,1,0,2,0,,0,1,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181301,鬼狱杀,卡浩,鬼狱杀,1,1000181301,1000181301,1,,,3,0,1,0,3,0,,0,0,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181302,炎之狱,卡浩,炎之狱,0,1000181302,1000181302,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181303,炎火箭,卡浩,炎火箭,0,1000181303,1000181303,4,,,0,0,2,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181304,火环,卡浩,炎灭,1,1000181304,1000181304,4,,,3,0,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181305,召唤风场,卡浩,炎之风阵,0,1000181305,1000181305,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181306,风场召唤兽,卡浩,炎之风,0,1000181306,1000181306,1,,,3,1,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181307,普攻,卡浩,,0,1000181307,1000181307,4,,,0,0,1,0,0,1,,1,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181308,召唤火焰妖,卡浩,召唤火焰妖,0,1000181308,1000181308,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181601,普攻,阿特罗斯,,0,1000181601,1000181601,4,,,0,0,1,0,0,1,,1,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181602,狂击,阿特罗斯,狂击,0,1000181602,1000181602,4,,,0,0,1,0,1,1,0.25,1,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181603,怒爆,阿特罗斯,怒爆,0,1000181603,1000181603,4,,,3,0,1,0,1,0,,0,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181604,旋风斩,阿特罗斯,旋风斩,0,1000181604,1000181604,4,,,3,1,1,0,1,0,,0,1,0,1,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181605,碎裂斩,阿特罗斯,碎裂斩,0,1000181605,1000181605,4,,,1,0,1,0,1,0,,0,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181606,裂地劈,阿特罗斯,裂地劈,0,1000181606,1000181606,4,,,0,0,1,0,1,0,,0,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181607,跳劈,阿特罗斯,跳劈,0,1000181607,1000181607,4,,,1,0,1,0,1,0,,0,1,0,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181608,烈风,阿特罗斯,烈风,0,1000181608,1000181608,4,,,1,1,1,0,1,0,,0,1,0,1,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181609,嗜血,阿特罗斯,嗜血,0,1000181609,1000181609,2,,,1,0,2,0,1,0,,0,1,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181610,召唤野狼,阿特罗斯,召唤野狼,0,1000181610,1000181610,1,,,3,0,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181611,召唤狂风刀2把,阿特罗斯,狂风之刃,0,1000181611,1000181611,1,,,3,0,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181612,狂风刀effect,阿特罗斯,狂风,0,1000181612,1000181612,1,,,3,0,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181613,狂风刀呼应,阿特罗斯,狂风共振,0,1000181613,1000181613,1,,,3,0,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181614,召唤狂风刀3把,阿特罗斯,狂风之刃,0,1000181614,1000181614,1,,,3,0,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181615,召唤狂风刀4把,阿特罗斯,狂风之刃,0,1000181615,1000181615,1,,,3,0,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181616,召唤雷暴,阿特罗斯,享受雷暴吧,0,1000181616,1000181616,1,,,3,0,1,0,2,0,,0,1,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181617,雷暴刀,阿特罗斯,雷暴共振,0,1000181617,1000181617,1,,,3,0,1,0,2,0,,0,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181618,雷暴召唤兽,阿特罗斯,,0,1000181618,1000181618,1,,,3,0,1,0,2,0,,0,1,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181619,怒吼,阿特罗斯,怒吼,0,1000181619,1000181619,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181620,火焰刀,阿特罗斯,火焰共振,0,1000181620,1000181620,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181801,普攻,阿特罗斯,,0,1000181801,1000181801,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181701,钻石火焰,伊芙利特,钻石火焰,0,1000181701,1000181701,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181702,火焰爆炸召唤兽,伊芙利特,火焰爆炸召唤兽,0,1000181702,1000181702,1,,,3,1,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181703,冲锋,伊芙利特,,0,1000181703,1000181703,4,,,1,0,1,0,2,0,,0,1,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181704,召唤分身,伊芙利特,炎之分身,0,1000181704,1000181704,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181705,火球拉线,伊芙利特,链接,0,1000181705,1000181705,1,,,3,0,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181706,召唤火球,伊芙利特,火之统御,0,1000181706,1000181706,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181707,炎狱杀,伊芙利特,炎狱杀,1,1000181707,1000181707,1,,,3,0,1,0,3,0,,0,0,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181708,火焰裂劈,伊芙利特,火焰裂劈,0,1000181708,1000181708,4,,,3,1,2,0,3,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181709,毁灭烈焰,伊芙利特,毁灭烈焰,0,1000181709,1000181709,1,,,3,1,1,0,3,0,,0,1,0,3,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181710,火龙卷,伊芙利特,火之龙卷,0,1000181710,1000181710,4,,,3,1,1,0,2,0,,0,1,0,0,0,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181711,陨石,伊芙利特,粉碎吧,1,1000181711,1000181711,1,,,3,0,1,0,3,0,,0,0,0,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181712,陨星,伊芙利特,陨星,0,1000181712,1000181712,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181713,多重陨星,伊芙利特,多重陨星,0,1000181713,1000181713,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181714,熔岩爆发,伊芙利特,熔岩爆发,0,1000181714,1000181714,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181715,熔岩爆发effect,伊芙利特,熔岩爆发,0,1000181715,1000181715,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181716,火焰领域effect,伊芙利特,,0,1000181716,1000181716,1,,,3,0,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181717,召唤火焰领域,伊芙利特,火焰领域,0,1000181717,1000181717,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181718,威力提升,伊芙利特,火焰重铸,1,1000181718,1000181718,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181719,召唤卡浩,伊芙利特,召唤卡浩,0,1000181719,1000181719,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181720,普攻,伊芙利特,,0,1000181720,1000181720,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000181721,火焰爆炸召唤兽,伊芙利特,火焰爆炸召唤兽,0,1000181721,1000181721,1,,,3,1,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300101,普攻,黄金虫,,0,1000300101,1000300101,4,,,0,0,1,0,0,1,,1,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300102,火球术,黄金虫,火球术,1,1000300102,1000300102,4,,,0,1,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300103,怒爆,黄金虫,怒爆,1,1000300103,1000300103,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300104,治愈术,黄金虫,治愈术,1,1000300104,1000300104,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,1,,,0,0,,,,,,,,,,,,
1000300105,金钱攻击,黄金虫,金钱攻击,1,1000300105,1000300105,4,,,0,0,1,0,2,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300106,隐匿,黄金虫,隐匿,1,1000300106,1000300106,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300107,反射盾,黄金虫,反射盾,0,1000300107,1000300107,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300108,圣母之祈福,黄金虫,圣母之祈福,1,1000300108,1000300108,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300109,召唤盗虫,黄金虫,召唤,0,1000300109,1000300109,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300110,瞬间移动,黄金虫,瞬间移动,1,1000300110,1000300110,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000300111,无限塔黄金虫召唤,黄金虫,召唤盗虫,0,1000300111,1000300111,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500101,重击,魔菇,重击,0,1000500101,1000500101,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500102,魔菇普攻（下水道）,魔菇,,0,1000500102,1000102601,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500202,毒液沼泽,毒魔菇,毒液沼泽,0,1000500202,1000500202,4,,,2,0,1,0,2,0,,0,1,1,5,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500203,狂击,毒魔菇,狂击,1,1000500203,1000500203,4,,,0,0,1,0,1,1,0.25,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500204,毒雾,毒魔菇,毒雾,0,1000500204,1000500204,4,,,3,0,1,0,2,1,,1,1,1,0,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500205,普攻,毒魔菇,,0,1000500205,1000102601,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500206,三连击,毒魔菇,连续毒攻击,1,1000500206,1000500206,4,,,0,0,1,0,1,0,,0,0,1,5,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500301,自爆,自爆甲虫,自爆,0,1000500301,1000500301,4,,,3,0,1,0,2,0,,0,1,1,0,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500401,普攻,吸血蝙蝠,,0,1000500401,1000500401,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500402,自爆,吸血蝙蝠,自爆,0,1000500402,1000500402,1,,,3,0,1,0,2,0,,0,1,1,0,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500403,狂暴,吸血蝙蝠,狂暴,0,1000500403,1000500403,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500501,普攻,蜘蛛守卫队长,,0,1000500501,1000500501,4,,,0,1,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500502,定身蛛网,蜘蛛守卫队长,,0,1000500502,1000500502,4,,,0,1,1,0,1,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500601,普攻,巨大毒蘑菇,,0,1000500601,1000500601,4,,,0,0,1,0,0,0,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500602,毒液泥沼,巨大毒蘑菇,毒液沼泽,0,1000500602,1000500602,4,,,2,0,1,0,2,0,,0,1,1,5,,0,,,,,,0,,,,1,0,,,,,,,1,,0,0,,,0,0,,,,,,,,,,,,
1000500603,蘑菇生长,巨大毒蘑菇,蘑菇生长,0,1000500603,1000500603,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500604,多重攻击,巨大毒蘑菇,多重攻击,0,1000500604,1000500604,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500605,重力冲击,巨大毒蘑菇,重力冲击,0,1000500605,1000500605,1,,,3,1,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500606,狂暴,巨大毒蘑菇,狂暴,0,1000500606,1000500606,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500607,狂暴眩晕,巨大毒蘑菇,,0,1000500607,1000500607,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500608,双重重力冲击,巨大毒蘑菇,重力冲击,0,1000500608,1000500608,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500609,双重蘑菇生长,巨大毒蘑菇,蘑菇生长,0,1000500609,1000500609,4,,,2,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500610,爆炸蘑菇,巨大毒蘑菇,爆炸蘑菇,0,1000500610,1000500610,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,,,,,
1000500611,重力震荡,巨大毒蘑菇,重力震荡,0,1000500611,1000500611,1,,,3,1,1,0,3,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500612,定身蛛网,巨大毒蘑菇,定身蛛网,0,1000500612,1000500612,4,,,0,1,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500613,狂暴2,巨大毒蘑菇,狂暴,0,1000500613,1000500613,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500614,狂暴3,巨大毒蘑菇,狂暴,0,1000500614,1000500614,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500615,蘑菇生长,巨大毒蘑菇,蘑菇生长,0,1000500615,1000500615,1,,,3,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500801,自杀(Boss召唤),孢子,,0,1000500801,1000500801,1,,,3,0,2,0,2,0,,0,0,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500802,自杀,孢子,,0,1000500802,1000500802,1,,,3,0,2,0,2,0,,0,0,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500803,自杀(短吟唱),孢子,,0,1000500803,1000500803,1,,,3,0,2,0,2,0,,0,0,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000500804,自杀,孢子,,0,1000500804,1000500803,1,,,3,0,2,0,2,0,,0,0,0,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000509601,普攻,蜘蛛守卫,,0,1000509601,1000509601,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501001,普攻,黄金虫,,0,1000501001,1000501001,4,,,0,0,1,0,0,1,,1,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501002,火球术,黄金虫,火球术,1,1000501002,1000501002,4,,,0,1,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501003,怒爆,黄金虫,怒爆,1,1000501003,1000501003,1,,,3,0,1,0,2,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501004,治愈术,黄金虫,治愈术,1,1000501004,1000501004,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,1,,,0,0,,,,,,,,,,,,
1000501005,金钱攻击,黄金虫,金钱攻击,1,1000501005,1000501005,4,,,0,0,1,0,2,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501006,隐匿,黄金虫,隐匿,1,1000501006,1000501006,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501007,反射盾,黄金虫,反射盾,0,1000501007,1000501007,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501008,圣母之祈福,黄金虫,圣母之祈福,1,1000501008,1000501008,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501009,召唤盗虫,黄金虫,召唤,0,1000501009,1000501009,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501101,普攻,哥布林首领,,0,1000501101,1000501101,4,,,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501102,猛击,哥布林首领,猛击,0,1000501102,1000501102,4,,,0,0,1,0,1,0,,0,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501103,武器最大化,哥布林首领,武器强化,1,1000501103,1000501103,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501104,地震术,哥布林首领,地震术,0,1000501104,1000501104,4,,,3,0,1,0,1,0,,0,1,1,2,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
1000501105,招怪+护盾,哥布林首领,防御模式,0,1000501105,1000501105,1,,,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,
