Id,Name,ForgePreview,ForgeLevel,ShowLevel,ForgeMaterials,SortId,Type,LocalizationArea,类型
11341009,魔力逆流之靴,,90,80,3022007=12|113410090=1|1290065=200|1290068=200|101=2600000,621,2,11,武器
14251303,贺勒拳套,,30,20,3022001=3|1290008=30|1290007=30|101=40000,622,1,,武器
14251304,贺勒拳套Ⅰ,,40,30,3022002=4|1290010=35|1290018=35|101=100000,623,1,,武器
14251305,贺勒拳套Ⅱ,,50,40,3022003=4|1280007=20|1290018=100|101=300000,624,1,,武器
14251306,贺勒拳套Ⅲ,,60,50,3022004=5|1290053=30|1290001=160|101=490000,625,1,,武器
14251307,贺勒拳套Ⅳ,,70,60,3022005=5|1290057=50|1290015=270|101=810000,626,1,,武器
14251308,贺勒拳套Ⅴ,,80,70,3022006=10|1290056=140|1290018=680|101=2040000,627,1,27,武器
14251309,贺勒拳套Ⅵ,,90,80,3022007=13|1290065=200|1290066=200|101=3300000,628,1,11,武器
3341405,十字钢盾,,50,40,3022003=15|33414050=1|1280007=50|101=370000,629,2,11,武器
3341407,十字钢盾Ⅰ,,70,60,3022005=16|33414070=1|1290062=110|101=820000,630,2,11,武器
3341408,十字钢盾Ⅱ,,80,70,3022006=16|33414080=1|1290060=220|101=1590000,631,2,11,武器
3341409,十字钢盾Ⅲ,,90,80,3022007=12|33414090=1|1290064=200|1290066=200|101=2600000,632,2,11,武器
3341505,圣耀之盾,,50,40,3022003=15|33415050=1|1280004=50|101=370000,633,2,11,武器
3341507,圣耀之盾Ⅰ,,70,60,3022005=16|33415070=1|1290057=110|101=820000,634,2,11,武器
3341508,圣耀之盾Ⅱ,,80,70,3022006=16|33415080=1|1290061=220|101=1590000,635,2,11,武器
3341509,圣耀之盾Ⅲ,,90,80,3022007=12|33415090=1|1290065=200|1290067=200|101=2600000,636,2,11,武器
3341605,娜迦鳞片盾牌,,50,40,3022003=15|33416050=1|1280007=50|101=370000,637,2,11,武器
3341607,娜迦鳞片盾牌Ⅰ,,70,60,3022005=16|33416070=1|1290062=110|101=820000,638,2,11,武器
3341608,娜迦鳞片盾牌Ⅱ,,80,70,3022006=16|33416080=1|1290060=220|101=1590000,639,2,11,武器
3341609,娜迦鳞片盾牌Ⅲ,,90,80,3022007=12|33416090=1|1290064=200|1290066=200|101=2600000,640,2,11,武器
3341709,皇家之盾,,90,80,3022007=12|33417090=1|1290063=200|1290066=200|101=2600000,641,2,11,铠甲
13351805,长角之矛,,50,40,3022003=15|133518050=1|1280007=80|101=640000,642,1,11,披风
13351807,长角之矛Ⅰ,,70,60,3022005=16|133518070=1|1290062=160|101=1360000,643,1,11,鞋子
13351808,长角之矛Ⅱ,,80,70,3022006=16|133518080=1|1290060=330|101=2680000,644,1,11,武器
13351809,长角之矛Ⅲ,,90,80,3022007=18|133518090=1|1290064=300|1290066=300|101=4400000,645,1,11,武器
13351905,圣光之戟,,50,40,3022003=15|133519050=1|1280007=80|101=640000,646,1,11,武器
13351907,圣光之戟Ⅰ,,70,60,3022005=16|133519070=1|1290062=160|101=1360000,647,1,11,武器
13351908,圣光之戟Ⅱ,,80,70,3022006=16|133519080=1|1290060=330|101=2680000,648,1,11,武器
13351909,圣光之戟Ⅲ,,90,80,3022007=18|133519090=1|1290064=300|1290066=300|101=4400000,649,1,11,武器
13352005,象牙长矛,,50,40,3022003=15|133520050=1|1280007=80|101=640000,650,1,11,武器
13352007,象牙长矛Ⅰ,,70,60,3022005=16|133520070=1|1290062=160|101=1360000,651,1,11,盾牌
13352008,象牙长矛Ⅱ,,80,70,3022006=16|133520080=1|1290060=330|101=2680000,652,1,11,盾牌
13352009,象牙长矛Ⅲ,,90,80,3022007=18|133520090=1|1290064=300|1290066=300|101=4400000,653,1,11,盾牌
13352107,战栗长矛,,70,60,3022005=16|133521070=1|1290062=160|101=1360000,654,1,11,盾牌
13352108,战栗长矛Ⅰ,,80,70,3022006=16|133521080=1|1290060=330|101=2680000,655,1,11,盾牌
13352109,战栗长矛Ⅱ,,90,80,3022007=18|133521090=1|1290063=300|1290068=300|101=4400000,656,1,11,盾牌
13352208,死神之镰,,80,70,3022006=16|133522080=1|1290060=330|101=2680000,657,1,11,盾牌
13352209,死神之镰Ⅰ,,90,80,3022007=18|133522090=1|1290063=300|1290067=300|101=4400000,658,1,11,盾牌
13352309,皇家之矛,,90,80,3022007=18|133523090=1|1290063=300|1290068=300|101=4400000,659,1,11,盾牌
12333510,火灵之剑Ⅲ,,100,90,3022008=22|123335100=1|1290080=550|1290083=550|101=5000000,660,1,9,盾牌
12333610,石中剑Ⅲ,,100,90,3022008=22|123336100=1|1290081=550|1290084=550|101=5000000,661,1,9,盾牌
12333710,魔刀 吞神Ⅱ,,100,90,3022008=22|123337100=1|1290082=550|1290085=550|101=5000000,662,1,9,盾牌
12333810,名刀不知火Ⅲ,,100,90,3022008=22|123338100=1|1290079=550|1290083=550|101=5000000,663,1,9,盾牌
12333910,红云长剑Ⅲ,,100,90,3022008=22|123339100=1|1290080=550|1290084=550|101=5000000,664,1,9,武器
13334410,永恒之枪Ⅱ,,100,90,3022008=22|133344100=1|1290081=550|1290085=550|101=5000000,665,1,9,武器
4334510,红十字杖Ⅳ,,100,90,3022008=22|43345100=1|1290082=550|1290083=550|101=5000000,666,1,9,武器
4334610,黛雅之杖Ⅳ,,100,90,3022008=22|43346100=1|1290079=550|1290084=550|101=5000000,667,1,9,武器
4334710,神圣权杖Ⅳ,,100,90,3022008=22|43347100=1|1290080=550|1290085=550|101=5000000,668,1,9,武器
4334810,诅咒魔杖Ⅳ,,100,90,3022008=22|43348100=1|1290081=550|1290083=550|101=5000000,669,1,9,武器
4335210,高等生存魔杖Ⅲ,,100,90,3022008=22|43352100=1|1290082=550|1290084=550|101=5000000,670,1,9,武器
4335410,痊愈光辉Ⅲ,,100,90,3022008=22|43354100=1|1290079=550|1290085=550|101=5000000,671,1,9,武器
4335510,克罗诺斯之杖Ⅲ,,100,90,3022008=22|43355100=1|1290080=550|1290083=550|101=5000000,672,1,9,武器
4335710,巫杖 魂咬Ⅱ,,100,90,3022008=22|43357100=1|1290081=550|1290084=550|101=5000000,673,1,9,武器
9335910,毒之花Ⅳ,,100,90,3022008=22|93359100=1|1290082=550|1290085=550|101=5000000,674,1,9,武器
9336010,暴虐拳刃Ⅲ,,100,90,3022008=22|93360100=1|1290079=550|1290083=550|101=5000000,675,1,9,武器
9336110,火灵拳刃Ⅲ,,100,90,3022008=22|93361100=1|1290080=550|1290084=550|101=5000000,676,1,9,武器
9336210,洛奇的指甲Ⅱ,,100,90,3022008=22|93362100=1|1290081=550|1290085=550|101=5000000,677,1,9,武器
2336310,巨毒短剑Ⅳ,,100,90,3022008=22|23363100=1|1290082=550|1290083=550|101=5000000,678,1,9,武器
2336510,强化大驹短剑Ⅳ,,100,90,3022008=22|23365100=1|1290079=550|1290084=550|101=5000000,679,1,9,武器
2336710,月灵短剑Ⅲ,,100,90,3022008=22|23367100=1|1290080=550|1290085=550|101=5000000,680,1,9,武器
2336810,月辰短剑Ⅲ,,100,90,3022008=22|23368100=1|1290081=550|1290083=550|101=5000000,681,1,9,武器
2336910,陨星Ⅱ,,100,90,3022008=22|23369100=1|1290082=550|1290084=550|101=5000000,682,1,9,
1337010,圣锤 裁决Ⅳ,,100,90,3022008=22|13370100=1|1290079=550|1290085=550|101=5000000,683,1,9,
1337210,闇盲之锤Ⅲ,,100,90,3022008=22|13372100=1|1290080=550|1290083=550|101=5000000,684,1,9,
1337310,魔锤 安魂曲Ⅲ,,100,90,3022008=22|13373100=1|1290081=550|1290084=550|101=5000000,685,1,9,
1337410,圣锤 十字星Ⅱ,,100,90,3022008=22|13374100=1|1290082=550|1290085=550|101=5000000,686,1,9,
6337610,驻足重弩Ⅳ,,100,90,3022008=22|63376100=1|1290079=550|1290083=550|101=5000000,687,1,9,
6337810,伊克西翁之翼Ⅲ,,100,90,3022008=22|63378100=1|1290080=550|1290084=550|101=5000000,688,1,9,
6337910,绵绵大蟹弓Ⅲ,,100,90,3022008=22|63379100=1|1290081=550|1290085=550|101=5000000,689,1,9,
6338210,乌勒尔的决意Ⅱ,,100,90,3022008=22|63382100=1|1290082=550|1290083=550|101=5000000,690,1,9,
5338510,贝克战斧Ⅲ,,100,90,3022008=22|53385100=1|1290079=550|1290084=550|101=5000000,691,1,9,
5338610,碎心斧Ⅲ,,100,90,3022008=22|53386100=1|1290080=550|1290085=550|101=5000000,692,1,9,
5338710,P.T.D机械核心Ⅱ,,100,90,3022008=22|53387100=1|1290081=550|1290083=550|101=5000000,693,1,9,
12238810,厚刃剑Ⅶ,,100,90,3022008=15|1290082=200|1290084=200|101=4000000,755,1,9,
12238910,骑兵之剑Ⅶ,,100,90,3022008=15|1290079=200|1290085=200|101=4000000,756,1,9,
13239010,弯刃长矛Ⅶ,,100,90,3022008=15|1290080=200|1290083=200|101=4000000,757,1,9,
13239110,步兵长矛Ⅶ,,100,90,3022008=15|1290081=200|1290084=200|101=4000000,758,1,9,
4239210,P.魔杖Ⅶ,,100,90,3022008=15|1290082=200|1290085=200|101=4000000,759,1,9,
4239310,橡木魔杖Ⅶ,,100,90,3022008=15|1290079=200|1290083=200|101=4000000,760,1,9,
4239410,精灵魔杖Ⅶ,,100,90,3022008=15|1290080=200|1290084=200|101=4000000,761,1,9,
9239510,卡塔勒拳刃Ⅶ,,100,90,3022008=15|1290081=200|1290085=200|101=4000000,762,1,9,
2239610,卡特短剑Ⅶ,,100,90,3022008=15|1290082=200|1290083=200|101=4000000,763,1,9,
1239710,恩麦斯铁锤Ⅶ,,100,90,3022008=15|1290079=200|1290084=200|101=4000000,764,1,9,
6239810,猎人之弓Ⅶ,,100,90,3022008=15|1290080=200|1290085=200|101=4000000,765,1,9,
6239910,坎普兹弓Ⅶ,,100,90,3022008=15|1290081=200|1290083=200|101=4000000,766,1,9,
5240010,兽人斧Ⅶ,,100,90,3022008=15|1290082=200|1290084=200|101=4000000,767,1,9,
5240110,钢斧Ⅶ,,100,90,3022008=15|1290079=200|1290085=200|101=4000000,768,1,9,
7332310,哥夫内盔甲Ⅱ,,100,90,3022008=14|73323100=1|1290080=360|1290083=360|101=3400000,694,2,9,
8332410,哥夫内肩饰Ⅱ,,100,90,3022008=14|83324100=1|1290081=360|1290084=360|101=3400000,695,2,9,
11332510,哥夫内军靴Ⅱ,,100,90,3022008=14|113325100=1|1290082=360|1290085=360|101=3400000,696,2,9,
7332610,疾风战袍Ⅱ,,100,90,3022008=14|73326100=1|1290079=360|1290083=360|101=3400000,697,2,9,
8332710,月影披风Ⅱ,,100,90,3022008=14|83327100=1|1290080=360|1290084=360|101=3400000,698,2,9,
11332810,黑皮靴Ⅱ,,100,90,3022008=14|113328100=1|1290081=360|1290085=360|101=3400000,699,2,9,
7332910,奔跑铠甲Ⅱ,,100,90,3022008=14|73329100=1|1290082=360|1290083=360|101=3400000,700,2,9,
11333010,奔跑长靴Ⅱ,,100,90,3022008=14|113330100=1|1290079=360|1290084=360|101=3400000,701,2,9,
8333110,奔跑者徽章Ⅱ,,100,90,3022008=14|83331100=1|1290080=360|1290085=360|101=3400000,702,2,9,
7333210,提尔的战甲Ⅱ,,100,90,3022008=14|73332100=1|1290081=360|1290083=360|101=3400000,703,2,9,
8333310,贝利的斗篷Ⅱ,,100,90,3022008=14|83333100=1|1290082=360|1290084=360|101=3400000,704,2,9,
11333410,迪塔乐长靴Ⅱ,,100,90,3022008=14|113334100=1|1290079=360|1290085=360|101=3400000,705,2,9,
7333510,白羽战袍Ⅱ,,100,90,3022008=14|73335100=1|1290080=360|1290083=360|101=3400000,706,2,9,
8333610,白羽羽翼Ⅱ,,100,90,3022008=14|83336100=1|1290081=360|1290084=360|101=3400000,707,2,9,
11333710,白羽便鞋Ⅱ,,100,90,3022008=14|113337100=1|1290082=360|1290085=360|101=3400000,708,2,9,
3333910,塔盾Ⅳ,,100,90,3022008=14|33339100=1|1290079=360|1290083=360|101=3400000,709,2,9,
3334010,奥尔里昂的铁盘Ⅳ,,100,90,3022008=14|33340100=1|1290080=360|1290084=360|101=3400000,710,2,9,
3334110,铂金盾Ⅳ,,100,90,3022008=14|33341100=1|1290081=360|1290085=360|101=3400000,711,2,9,
3334210,刺盾Ⅳ,,100,90,3022008=14|33342100=1|1290082=360|1290083=360|101=3400000,712,2,9,
3334310,谎言记录本Ⅱ,,100,90,3022008=14|33343100=1|1290079=360|1290084=360|101=3400000,713,2,9,
3334410,驱魔圣经Ⅳ,,100,90,3022008=14|33344100=1|1290080=360|1290085=360|101=3400000,714,2,9,
3334510,岁月痕迹圆盾Ⅳ,,100,90,3022008=14|33345100=1|1290081=360|1290083=360|101=3400000,715,2,9,
3334610,免疫者盾牌Ⅳ,,100,90,3022008=14|33346100=1|1290082=360|1290084=360|101=3400000,716,2,9,
3334710,巴基力亚钢盾Ⅱ,,100,90,3022008=14|33347100=1|1290079=360|1290085=360|101=3400000,717,2,9,
7234810,强化冒险衣Ⅶ,,100,90,3022008=11|1290080=120|1290083=120|101=3000000,769,2,9,
7234910,强化西装外套Ⅶ,,100,90,3022008=11|1290081=120|1290084=120|101=3000000,770,2,9,
7235010,强化长大衣Ⅶ,,100,90,3022008=11|1290082=120|1290085=120|101=3000000,771,2,9,
8235110,强化斗篷Ⅶ,,100,90,3022008=11|1290079=120|1290083=120|101=3000000,772,2,9,
8235210,强化披肩Ⅶ,,100,90,3022008=11|1290080=120|1290084=120|101=3000000,773,2,9,
8235310,强化连帽披肩Ⅶ,,100,90,3022008=11|1290081=120|1290085=120|101=3000000,774,2,9,
11235410,强化重靴Ⅶ,,100,90,3022008=11|1290082=120|1290083=120|101=3000000,775,2,9,
11235510,强化长靴Ⅶ,,100,90,3022008=11|1290079=120|1290084=120|101=3000000,776,2,9,
11235610,强化战士长靴Ⅶ,,100,90,3022008=11|1290080=120|1290085=120|101=3000000,777,2,9,
3235710,强化铁盾Ⅶ,,100,90,3022008=11|1290081=120|1290083=120|101=3000000,778,2,9,
3235810,强化圆盾Ⅶ,,100,90,3022008=11|1290082=120|1290084=120|101=3000000,779,2,9,
3235910,强化钢盾Ⅶ,,100,90,3022008=11|1290079=120|1290085=120|101=3000000,780,2,9,
4348810,余烬烈焰法杖Ⅳ,,100,90,3022008=22|43488100=1|1290080=550|1290083=550|101=5000000,718,1,9,
4348910,以太风暴法杖Ⅳ,,100,90,3022008=22|43489100=1|1290081=550|1290084=550|101=5000000,719,1,9,
5349010,动力割裂战斧Ⅲ,,100,90,3022008=22|53490100=1|1290082=550|1290085=550|101=5000000,720,1,9,
6349110,黯盲之触Ⅳ,,100,90,3022008=22|63491100=1|1290079=550|1290083=550|101=5000000,721,1,9,
12349310,异形长剑Ⅰ,,100,90,3022008=22|123493100=1|1290080=550|1290084=550|101=5000000,722,1,9,
13349510,气旋长枪Ⅰ,,100,90,3022008=22|133495100=1|1290081=550|1290085=550|101=5000000,723,1,9,
4349610,魔力之源 言灵Ⅰ,,100,90,3022008=22|43496100=1|1290082=550|1290083=550|101=5000000,724,1,9,
4349710,圣杖源灵Ⅰ,,100,90,3022008=22|43497100=1|1290079=550|1290084=550|101=5000000,725,1,9,
14349810,绵绵大蟹钳Ⅳ,,100,90,3022008=22|143498100=1|1290080=550|1290085=550|101=5000000,726,1,9,
14349910,升龙拳套Ⅳ,,100,90,3022008=22|143499100=1|1290081=550|1290083=550|101=5000000,727,1,9,
14350110,金刚拳套Ⅲ,,100,90,3022008=22|143501100=1|1290082=550|1290084=550|101=5000000,728,1,9,
14350210,秘拳套闪光Ⅲ,,100,90,3022008=22|143502100=1|1290079=550|1290085=550|101=5000000,729,1,9,
14350310,禅迦Ⅱ,,100,90,3022008=22|143503100=1|1290080=550|1290083=550|101=5000000,730,1,9,
14350410,水晶拳套Ⅰ,,100,90,3022008=22|143504100=1|1290081=550|1290084=550|101=5000000,731,1,9,
5350510,希芙的馈赠Ⅰ,,100,90,3022008=22|53505100=1|1290082=550|1290085=550|101=5000000,732,1,9,
9350610,婆苏提婆之刃Ⅰ,,100,90,3022008=22|93506100=1|1290079=550|1290083=550|101=5000000,733,1,9,
6350710,智慧女神Ⅰ,,100,90,3022008=22|63507100=1|1290080=550|1290084=550|101=5000000,734,1,9,
7340810,魔力洪流法袍Ⅰ,,100,90,3022008=14|73408100=1|1290081=360|1290085=360|101=3400000,735,2,9,
8340910,魔力迸发披肩Ⅰ,,100,90,3022008=14|83409100=1|1290082=360|1290083=360|101=3400000,736,2,9,
11341010,魔力逆流之靴Ⅰ,,100,90,3022008=14|113410100=1|1290079=360|1290084=360|101=3400000,737,2,9,
14251310,贺勒拳套Ⅶ,,100,90,3022008=15|1290080=200|1290085=200|101=4000000,781,1,9,
3341410,十字钢盾Ⅳ,,100,90,3022008=22|33414100=1|1290081=550|1290083=550|101=5000000,738,2,9,
3341510,圣耀之盾Ⅳ,,100,90,3022008=22|33415100=1|1290082=550|1290084=550|101=5000000,739,2,9,
3341610,娜迦鳞片盾牌Ⅳ,,100,90,3022008=22|33416100=1|1290079=550|1290085=550|101=5000000,740,2,9,
3341710,皇家之盾Ⅰ,,100,90,3022008=22|33417100=1|1290080=550|1290083=550|101=5000000,741,2,9,
13351810,长角之矛Ⅳ,,100,90,3022008=22|133518100=1|1290081=550|1290084=550|101=5000000,742,1,9,
13351910,圣光之戟Ⅳ,,100,90,3022008=22|133519100=1|1290082=550|1290085=550|101=5000000,743,1,9,
13352010,象牙长矛Ⅳ,,100,90,3022008=22|133520100=1|1290079=550|1290083=550|101=5000000,744,1,9,
13352110,战栗长矛Ⅲ,,100,90,3022008=22|133521100=1|1290080=550|1290084=550|101=5000000,745,1,9,
13352210,死神之镰Ⅱ,,100,90,3022008=22|133522100=1|1290081=550|1290085=550|101=5000000,746,1,9,
13352310,皇家之矛Ⅰ,,100,90,3022008=22|133523100=1|1290082=550|1290083=550|101=5000000,747,1,9,
13353410,剑旗鱼枪,,100,90,3022008=22|133534100=1|1290079=550|1290084=550|101=5000000,748,1,9,
1353510,贪食鲔鱼锤,,100,90,3022008=22|13535100=1|1290080=550|1290085=550|101=5000000,749,1,9,
4353610,古老海龙杖,,100,90,3022008=22|43536100=1|1290081=550|1290083=550|101=5000000,750,1,9,
6353710,斑纹鳗鱼弓,,100,90,3022008=22|63537100=1|1290082=550|1290084=550|101=5000000,751,1,9,
5353810,章鱼大斧,,100,90,3022008=22|53538100=1|1290079=550|1290085=550|101=5000000,752,1,9,
2353910,竹荚鱼短剑,,100,90,3022008=22|23539100=1|1290080=550|1290083=550|101=5000000,753,1,9,
14354010,尖刺河豚拳套,,100,90,3022008=22|143540100=1|1290081=550|1290084=550|101=5000000,754,1,9,
1354105,艾尔德之锤,,50,40,3022003=15|13541050=1|1280007=80|101=640000,755,1,9,
1354107,艾尔德之锤Ⅰ,,70,60,3022005=16|13541070=1|1290062=160|101=1360000,756,1,9,
1354108,艾尔德之锤Ⅱ,,80,70,3022006=16|13541080=1|1290060=330|101=2680000,757,1,9,
1354109,艾尔德之锤Ⅲ,,90,80,3022007=18|13541090=1|1290064=300|1290066=300|101=3500000,758,1,9,
1354110,艾尔德之锤Ⅳ,,100,90,3022008=22|13541100=1|1290081=550|1290084=550|101=5000000,759,1,9,
1354205,苍蓝权杖,,50,40,3022003=15|13542050=1|1280004=80|101=640000,760,1,9,
1354207,苍蓝权杖Ⅰ,,70,60,3022005=16|13542070=1|1290059=160|101=1360000,761,1,9,
1354208,苍蓝权杖Ⅱ,,80,70,3022006=16|13542080=1|1290061=330|101=2680000,762,1,9,
1354209,苍蓝权杖Ⅲ,,90,80,3022007=18|13542090=1|1290065=300|1290068=300|101=3500000,763,1,9,
1354210,苍蓝权杖Ⅳ,,100,90,3022008=22|13542100=1|1290080=550|1290083=550|101=5000000,764,1,9,
1354307,森林之源权杖,,70,60,3022005=16|13543070=1|1290062=160|101=1360000,765,1,9,
1354308,森林之源权杖Ⅰ,,80,70,3022006=16|13543080=1|1290060=330|101=2680000,766,1,9,
1354309,森林之源权杖Ⅱ,,90,80,3022007=18|13543090=1|1290064=300|1290066=300|101=3500000,767,1,9,
1354310,森林之源权杖Ⅲ,,100,90,3022008=22|13543100=1|1290080=550|1290085=550|101=5000000,768,1,9,
1354408,苍鹰之心权杖,,80,70,3022006=16|13544080=1|1290056=330|101=2680000,769,1,9,
1354409,苍鹰之心权杖Ⅰ,,90,80,3022007=18|13544090=1|1290064=300|1290067=300|101=3500000,770,1,9,
1354410,苍鹰之心权杖Ⅱ,,100,90,3022008=22|13544100=1|1290081=550|1290085=550|101=5000000,771,1,9,
1354508,沼泽之心权杖,,80,70,3022006=16|13545080=1|1290061=330|101=2680000,772,1,9,
1354509,沼泽之心权杖Ⅰ,,90,80,3022007=18|13545090=1|1290065=300|1290067=300|101=3500000,773,1,9,
1354510,沼泽之心权杖Ⅱ,,100,90,3022008=22|13545100=1|1290080=550|1290084=550|101=5000000,774,1,9,
1354609,化学腐蚀之锤,,90,80,3022007=18|13546090=1|1290063=300|1290068=300|101=3500000,775,1,9,
1354610,化学腐蚀之锤Ⅰ,,100,90,3022008=22|13546100=1|1290081=550|1290083=550|101=5000000,776,1,9,
16355908,电子吉他,,80,70,3022006=16|163559080=1|1290056=330|101=2680000,1,1,9,
16355909,电子吉他Ⅰ,,90,80,3022007=18|163559090=1|1290064=300|1290068=300|101=3500000,1,1,9,
16355910,电子吉他Ⅱ,,100,90,3022008=22|163559100=1|1290082=550|1290083=550|101=5000000,1,1,9,
16356005,热情的吉他,,50,40,3022003=15|163560050=1|1280008=80|101=640000,1,1,9,
16356007,热情的吉他Ⅰ,,70,60,3022005=16|163560070=1|1290059=160|101=1360000,1,1,9,
16356008,热情的吉他Ⅱ,,80,70,3022006=16|163560080=1|1290060=330|101=2680000,1,1,9,
16356009,热情的吉他Ⅲ,,90,80,3022007=18|163560090=1|1290063=300|1290067=300|101=3500000,1,1,9,
16356010,热情的吉他Ⅳ,,100,90,3022008=22|163560100=1|1290080=550|1290085=550|101=5000000,1,1,9,
16356107,奥义奏鸣吉他,,70,60,3022005=16|163561070=1|1290057=160|101=1360000,1,1,9,
16356108,奥义奏鸣吉他Ⅰ,,80,70,3022006=16|163561080=1|1290056=330|101=2680000,1,1,9,
16356109,奥义奏鸣吉他Ⅱ,,90,80,3022007=18|163561090=1|1290064=300|1290068=300|101=3500000,1,1,9,
16356110,奥义奏鸣吉他Ⅲ,,100,90,3022008=22|163561100=1|1290082=550|1290083=550|101=5000000,1,1,9,
16356205,传奇诗人的贝斯,,50,40,3022003=15|163562050=1|1280008=80|101=640000,1,1,9,
16356207,传奇诗人的贝斯Ⅰ,,70,60,3022005=16|163562070=1|1290059=160|101=1360000,1,1,9,
16356208,传奇诗人的贝斯Ⅱ,,80,70,3022006=16|163562080=1|1290060=330|101=2680000,1,1,9,
16356209,传奇诗人的贝斯Ⅲ,,90,80,3022007=18|163562090=1|1290063=300|1290067=300|101=3500000,1,1,9,
16356210,传奇诗人的贝斯Ⅳ,,100,90,3022008=22|163562100=1|1290080=550|1290085=550|101=5000000,1,1,9,
15356408,感电皮鞭,,80,70,3022006=16|153564080=1|1290061=330|101=2680000,1,1,9,
15356409,感电皮鞭Ⅰ,,90,80,3022007=18|153564090=1|1290065=300|1290068=300|101=3500000,1,1,9,
15356410,感电皮鞭Ⅱ,,100,90,3022008=22|153564100=1|1290080=550|1290083=550|101=5000000,1,1,9,
15356505,火焰鞭子,,50,40,3022003=15|153565050=1|1280007=80|101=640000,1,1,9,
15356507,火焰鞭子Ⅰ,,70,60,3022005=16|153565070=1|1290062=160|101=1360000,1,1,9,
15356508,火焰鞭子Ⅱ,,80,70,3022006=16|153565080=1|1290056=330|101=2680000,1,1,9,
15356509,火焰鞭子Ⅲ,,90,80,3022007=18|153565090=1|1290064=300|1290067=300|101=3500000,1,1,9,
15356510,火焰鞭子Ⅳ,,100,90,3022008=22|153565100=1|1290081=550|1290085=550|101=5000000,1,1,9,
15356607,奥义奏鸣鞭子,,70,60,3022005=16|153566070=1|1290059=160|101=1360000,1,1,9,
15356608,奥义奏鸣鞭子Ⅰ,,80,70,3022006=16|153566080=1|1290061=330|101=2680000,1,1,9,
15356609,奥义奏鸣鞭子Ⅱ,,90,80,3022007=18|153566090=1|1290065=300|1290068=300|101=3500000,1,1,9,
15356610,奥义奏鸣鞭子Ⅲ,,100,90,3022008=22|153566100=1|1290080=550|1290083=550|101=5000000,1,1,9,
15356705,传奇舞娘玫瑰麦克风,,50,40,3022003=15|153567050=1|1280007=80|101=640000,1,1,9,
15356707,传奇舞娘玫瑰麦克风Ⅰ,,70,60,3022005=16|153567070=1|1290062=160|101=1360000,1,1,9,
15356708,传奇舞娘玫瑰麦克风Ⅱ,,80,70,3022006=16|153567080=1|1290056=330|101=2680000,1,1,9,
15356709,传奇舞娘玫瑰麦克风Ⅲ,,90,80,3022007=18|153567090=1|1290064=300|1290067=300|101=3500000,1,1,9,
15356710,传奇舞娘玫瑰麦克风Ⅳ,,100,90,3022008=22|153567100=1|1290081=550|1290085=550|101=5000000,1,1,9,
15256904,钢铁鞭子,,40,30,3022002=4|1290010=35|1290018=35|101=100000,2,1,9,
15256905,钢铁鞭子Ⅰ,,50,40,3022003=4|1280007=20|1290018=100|101=300000,2,1,9,
15256906,钢铁鞭子Ⅱ,,60,50,3022004=5|1290053=30|1290001=160|101=490000,2,1,9,
15256907,钢铁鞭子Ⅲ,,70,60,3022005=5|1290057=50|1290015=270|101=810000,2,1,9,
15256908,钢铁鞭子Ⅳ,,80,70,3022006=10|1290056=140|1290018=680|101=2040000,2,1,9,
15256909,钢铁鞭子Ⅴ,,90,80,3022007=13|1290065=200|1290066=200|101=3300000,2,1,9,
15256910,钢铁鞭子Ⅵ,,100,90,3022008=15|1290082=200|1290084=200|101=4000000,2,1,9,
15257004,流星鞭子,,40,30,3022002=4|1290012=35|1290017=35|101=100000,2,1,9,
15257005,流星鞭子Ⅰ,,50,40,3022003=4|1280007=20|1290010=100|101=300000,2,1,9,
15257006,流星鞭子Ⅱ,,60,50,3022004=5|1280002=30|1290016=160|101=490000,2,1,9,
15257007,流星鞭子Ⅲ,,70,60,3022005=5|1290062=50|1290005=270|101=810000,2,1,9,
15257008,流星鞭子Ⅳ,,80,70,3022006=10|1290056=140|1290054=680|101=2040000,2,1,9,
15257009,流星鞭子Ⅴ,,90,80,3022007=13|1290064=200|1290067=200|101=3300000,2,1,9,
15257010,流星鞭子Ⅵ,,100,90,3022008=15|1290081=200|1290085=200|101=4000000,2,1,9,
16257104,低音吉他,,40,30,3022002=4|1290012=35|1290004=35|101=100000,2,1,9,
16257105,低音吉他Ⅰ,,50,40,3022003=4|1280008=20|1290009=100|101=300000,2,1,9,
16257106,低音吉他Ⅱ,,60,50,3022004=5|1290058=30|1290003=160|101=490000,2,1,9,
16257107,低音吉他Ⅲ,,70,60,3022005=5|1290062=50|1290012=270|101=810000,2,1,9,
16257108,低音吉他Ⅳ,,80,70,3022006=10|1290060=140|1290014=680|101=2040000,2,1,9,
16257109,低音吉他Ⅴ,,90,80,3022007=13|1290063=200|1290068=200|101=3300000,2,1,9,
16257110,低音吉他Ⅵ,,100,90,3022008=15|1290081=200|1290083=200|101=4000000,2,1,9,
16257204,古典吉他,,40,30,3022002=4|1290013=35|1290018=35|101=100000,2,1,9,
16257205,古典吉他Ⅰ,,50,40,3022003=4|1280004=20|1290018=100|101=300000,2,1,9,
16257206,古典吉他Ⅱ,,60,50,3022004=5|1290058=30|1290001=160|101=490000,2,1,9,
16257207,古典吉他Ⅲ,,70,60,3022005=5|1290059=50|1290015=270|101=810000,2,1,9,
16257208,古典吉他Ⅳ,,80,70,3022006=10|1290061=140|1290018=680|101=2040000,2,1,9,
