Id,StoryDes,StoryText,StoryAudioBank,StoryAudioName,Length,LocalizationArea,Area
2401810,卫兵乱入10,当我看到巴风特的时候，它已经躺在了烤架上，厨师正在撒调料……,CV/Cutscene,CS_100017_10,5.14,,
2401901,吹牛晕倒1,来吧，冒险者，这个世界已经腐朽，让红莲焚尽中庭的罪恶！,CV/Cutscene,CS_100018_01,6,,
2401902,吹牛晕倒2,来吧，成为我的信徒，让我们一起来建立新的秩序……,CV/Cutscene,CS_100018_02,7.1,,
2401903,吹牛晕倒3,啊……我怎么了？这是什么声音……啊……我的头好痛……啊……,CV/Cutscene,CS_100018_03,3.6,,
2402001,巴风特出场1,不！不！不要过来……啊……,CV/Cutscene,CS_100019_01,2.25,,
2402002,巴风特出场2,卑微的虫子！都成为我的祭品吧！吼……,CV/Cutscene,CS_100019_02,5.3,,
2402003,巴风特出场3,啊……,CV/Cutscene,CS_100019_03,1.24,,
2402004,巴风特出场4,这……这可怎么办？,CV/Cutscene,CS_100019_04,2.429,,
2402005,巴风特出场5,大家不要怕，这只是巴风特的残影，我们联手，打败他不是问题！,CV/Cutscene,CS_100019_05,7.3,,
2402101,鬼女魔化1,不！不！不是这样的！,CV/Cutscene,CS_100025_01,4.287,,
2402102,鬼女魔化2,你……你在骗我！,CV/Cutscene,CS_100025_02,2.948,,
2402201,鬼女思念1,我离开的时候，巫女大人依旧伫立在樱花树下……,CV/Cutscene,CS_100026_01,,,
2402202,鬼女思念2,她的嘴角带着微笑，我知道，她是在想念她的爱人,CV/Cutscene,CS_100026_02,,,
2402203,鬼女思念3,想到往后的岁月，不知道她还要这样等待多久……,CV/Cutscene,CS_100026_03,,,
2402204,鬼女思念4,我不知道对她隐瞒真相对不对……,CV/Cutscene,CS_100026_04,,,
2402301,鬼女由来故事1,很久以前，斐扬每隔几年就会选出一位女子去神社侍奉神明，是为巫女大人。,CV/Cutscene,CS_100027_01,6.099,,
2402302,鬼女由来故事2,在这期间，巫女大人只能一心侍奉神明，否则会被视为是对神的亵渎！,CV/Cutscene,CS_100027_02,6.854,,
2402303,鬼女由来故事3,可是，一百多年前，村里的一位男子爱上了巫女。,CV/Cutscene,CS_100027_03,5.5,,
2402304,鬼女由来故事4,他避开了众人监视偷偷向巫女大人示爱，渐渐地，两人坠入了爱河……,CV/Cutscene,CS_100027_04,8.233,,
2402305,鬼女由来故事5,最终，他们的事情还是被发现了，而此时又爆发了魔物危机，死了很多人。,CV/Cutscene,CS_100027_05,8.446,,
2402306,鬼女由来故事6,村民们都说，这一切都是因为巫女亵渎了神明，于是遭到了神明的报复！,CV/Cutscene,CS_100027_06,5.675,,
2402307,鬼女由来故事7,情绪激动的村民气势汹汹地来到神社，想要烧死巫女，但却被男子拦住了。,CV/Cutscene,CS_100027_07,6.843,,
2402308,鬼女由来故事8,男子坦承了一切，愿意前去封印魔物，以代巫女之罚，村民们同意了。,CV/Cutscene,CS_100027_08,7.113,,
2402309,鬼女由来故事9,临行前男子悄悄找到巫女，并对巫女许下了承诺，他回来后就向巫女求婚……,CV/Cutscene,CS_100027_09,5.912,,
2402310,鬼女由来故事10,之后，男子经历了艰难的战斗，终于封印了魔物……然而他……再也没有回来……,CV/Cutscene,CS_100027_10,6.541,,
2402311,鬼女由来故事11,当消息传回的那一刻，巫女的世界坍塌了，她怎么都不愿接受这件事情。,CV/Cutscene,CS_100027_11,8.819,,
2402312,鬼女由来故事12,她一直在樱花树下等待……然而，男子终究再也没有回来……,CV/Cutscene,CS_100027_12,6.13,,
2402401,拉乐西斯之死1,拉乐西斯的声音戛然而止，脸上痛苦的表情浮现出莫名的安详,CV/Cutscene,CS_100028_01,6.9,,
2402402,拉乐西斯之死2,仿佛……对他而言，这反而是一种解脱,CV/Cutscene,CS_100028_02,5.157,,
2402501,宝妮遇袭1,哈哈，终于找到你们了,CV/Cutscene,CS_100029_01,2.887,,
2402502,宝妮遇袭2,妈妈，他……他们是谁？！我们快跑吧,CV/Cutscene,CS_100029_02,4.949,,
2402503,宝妮遇袭3,别怕，卡努，我会保护你的,CV/Cutscene,CS_100029_03,3.078,,
2402504,宝妮遇袭4,兄弟们，上！把她俩包围起来！,CV/Cutscene,CS_100029_04,1.9,,
2402505,宝妮遇袭5,快跑呀！,CV/Cutscene,CS_100029_05,1.26,,
2402506,宝妮遇袭6,等一下，卡努！不要慌张！,CV/Cutscene,CS_100029_06,1.2,,
2402507,宝妮遇袭7,你这们这些家伙……算了，没时间浪费了,CV/Cutscene,CS_100029_07,2.516,,
2402602,麻略加娜出场2,吃我一拳！,CV/Cutscene,CS_100030_02,1.801,,
2402603,麻略加娜出场3,好了，闹够了没有！,CV/Cutscene,CS_100030_03,3.241,,
2402801,遭遇露克希黑衣人1,别以为你们人多就我就怕了，忘记这拳刃的威力了吗！,CV/Cutscene,CS_100032_01,6.078,,
2402803,遭遇露克希黑衣人3,…痛…可恶，居然背后伤人！,CV/Cutscene,CS_100032_03,4.889,,
2402807,遭遇露克希黑衣人7,动弹不了了吧！我亲自来了结你！,CV/Cutscene,CS_100032_07,4.446,,
2402901,Cut029宝妮被驱逐1,卡努，不可以胡闹……快停下。,CV/Cutscene,CS_100033_01,2.88,,
2402903,Cut029宝妮被驱逐3,臭小子，你把我们坑惨了，看我教训教训你！,CV/Cutscene,CS_100033_03,5.664,,
2402907,Cut029宝妮被驱逐7,真不好意思……各位骑士大人，这孩子趁我睡着，偷了我的法杖出来胡闹……,CV/Cutscene,CS_100033_07,2.8,,
2402908,Cut029宝妮被驱逐8,哼！！！都是坏叔叔！卡努要保护妈妈和我们的家！,CV/Cutscene,CS_100033_08,2.9,,
2402909,Cut029宝妮被驱逐9,唉，没事没事，还好你及时出现。不过……骑士团接到命令……,CV/Cutscene,CS_100033_09,3.578,,
2402910,Cut029宝妮被驱逐10,……知道了，我们这就离开，不会害你们违背王室旨意的。,CV/Cutscene,CS_100033_10,2.811,,
2402911,Cut029宝妮被驱逐11,哼，卡努长大了要把你们统统抓起来。,CV/Cutscene,CS_100033_11,4.195,,
2403001,建国神话MP4 1,时间在四季中循环，我们将岁月回溯到史前某年,CV/Cutscene,CS_100034_01,5.933,,
2403002,建国神话MP4 2,渡鸦遵从了恶魔预言，跟随世界之蛇耶梦加得肆虐人间,CV/Cutscene,CS_100034_02,6.24,,
2403003,建国神话MP4 3,七位英雄从各处集结，风雪吹起希望之火的夙愿,CV/Cutscene,CS_100034_03,6.232,,
2403004,建国神话MP4 4,他们带着人们的祈盼，全力以赴与世界之蛇展开殊死一战,CV/Cutscene,CS_100034_04,4.283,,
2403005,建国神话MP4 5,最终斩杀巨蛇终结噩梦，他们的英勇以七圣贤之名被写成赞歌永世流传,CV/Cutscene,CS_100034_05,7.505,,
2403006,建国神话MP4 6,七圣贤建立卢恩.米德加兹王国，希望拥有可以用心守护的家园,CV/Cutscene,CS_100034_06,6,,
2403007,建国神话MP4 7,人们不知英雄背负的诅咒，是世代长子死于巨蛇之力的绞缠,CV/Cutscene,CS_100034_07,6.994,,
2403008,建国神话MP4 8,阴云中酝酿的灾难已经到来，冒险之魂将改变命运铸就不朽诗篇,CV/Cutscene,CS_100034_08,8.332,,
2403101,爆炸的记忆1,当时，希德和蒂奥多在伊米尔之心碎片旁边研究。,CV/Cutscene,CS_100035_01,4.861,,
2403102,爆炸的记忆2,我们3个人正在讨论巴雷蒙德大人关于点亮伊米尔之心的传奇成就……,CV/Cutscene,CS_100035_02,5.5,,
2403103,爆炸的记忆3,突然我感觉附近空气有异样，刚想抬头就听到一声尖锐的爆裂声，接着耀眼的白光瞬间涨满了我的眼睛。,CV/Cutscene,CS_100035_03,10.2,,
2403104,爆炸的记忆4,我们三个本能的用手挡住剧烈白光，那白光释放出巨大的爆炸能量……周围顿时一片狼藉,CV/Cutscene,CS_100035_04,10.36,,
2403105,爆炸的记忆5,蒂奥多和希德两人离白光太近，根本来不及躲闪……完全失去了意识……,CV/Cutscene,CS_100035_05,6.188,,
2403106,爆炸的记忆6,而我在恍惚中看到一个白袍女巫走进来……冷笑着夺走了伊米尔之心碎片！,CV/Cutscene,CS_100035_06,7.566,,
2403201,古娜秘密基地1,天呐……原来古娜只是白女巫的复制人……,CV/Cutscene,CS_100039_01,5.002,,
2403202,古娜秘密基地2,三王子也是被白女巫毒杀的,CV/Cutscene,CS_100039_02,,,
2403203,古娜秘密基地3,糟了，我们得躲起来,CV/Cutscene,CS_100039_03,1.8,,
2403204,古娜秘密基地4,是谁！敢闯入这里，好大的胆子！,CV/Cutscene,CS_100039_04,3.05,,
2403205,古娜秘密基地5,怎么回事，好像桌子被动过……,CV/Cutscene,CS_100039_05,3.4,,
2403401,酒吧大乱斗,嘿，生面孔。需要喝点什么？,CV/Cutscene,CS_100040_01,2.5,,
2403402,酒吧大乱斗,听说有个刺客叫……麻略佳娜？,CV/Cutscene,CS_100040_02,,,
2403403,酒吧大乱斗,（口哨）嘿，黎泰伦，这里有人找麻略老大哟~,CV/Cutscene,CS_100040_03,3.371,,
2403404,酒吧大乱斗,你是谁，找我们老大干什么？她岂是每一个阿猫阿狗都能见的！,CV/Cutscene,CS_100040_04,4.869,,
2403501,剥离伊米尔之心,这个东西……不是属于你们的。,CV/Cutscene,CS_100041_01,2.337,,
2403502,剥离伊米尔之心,又是白面具吗，伊米尔之心碎片，绝不能落到你们手上！,CV/Cutscene,CS_100041_02,6.246,,
2403503,剥离伊米尔之心,休想！,CV/Cutscene,CS_100041_03,0.663,,
2403504,剥离伊米尔之心,可恶！！！,CV/Cutscene,CS_100041_04,1.257,,
2403505,剥离伊米尔之心,趁她们还没过来……我们快分头走！把这个藏好，谁也不要给！否则……,CV/Cutscene,CS_100041_05,8.3,,
2403506,剥离伊米尔之心,哼哼……刺客么……真是碍眼的家伙，看你能跑到哪里去。,CV/Cutscene,CS_100041_06,6.559,,
2403601,古城之谜,几千年前，马车森林曾连接着一座古城，叫做——克雷斯特汉姆,CV/Cutscene,CS_100042_01,5.861,,
2403602,古城之谜,这座城，比现在的普隆德拉还要繁华许多……,CV/Cutscene,CS_100042_02,4.047,,
2403603,古城之谜,不知道什么原因，古城被一场战争毁灭，这场战争造成了城中的能量异变,CV/Cutscene,CS_100042_03,6.594,,
2403604,古城之谜,这种能量也导致克雷斯特汉姆古城周围的魔物发生了异变,CV/Cutscene,CS_100042_04,5.374,,
2403605,古城之谜,有一位大圣贤为了不让这种能量和异变的魔物为祸其他的地区，就把整座克雷斯特汉姆古城给封印了起来,CV/Cutscene,CS_100042_05,9.5,,
2403606,古城之谜,古城就此消失在世界上……,CV/Cutscene,CS_100042_06,3.761,,
2403607,古城之谜,但古城虽被封印，但由于其所蕴含的能量的强大，以及它的神秘，引起了后世的学者及研究员的研究,CV/Cutscene,CS_100042_07,11.637,,
2403608,古城之谜,对古城的研究……从未停止,CV/Cutscene,CS_100042_08,3.376,,
2403701,白衣修士大战白女巫,白女巫，眼看你就要失败了！,CV/Cutscene,CS_100043_01,3.3,,
2403702,白衣修士大战白女巫,你们就这么想死吗？感受神的力量吧！！,CV/Cutscene,CS_100043_02,4.103,,
2403703,白衣修士大战白女巫,狡猾的狐狸……另外半块居然是被你拿走的……还妄图嫁祸给我,CV/Cutscene,CS_100043_03,7.246,,
2403704,白衣修士大战白女巫,收集伊米尔之心碎片，是女神赐予我们的职责，你们激进派也来抢，本来就是大逆不道的行为！,CV/Cutscene,CS_100043_04,8.542,,
2403705,白衣修士大战白女巫,好大的口气，小子……你弟弟也是在我手下的祭司，不知道他知不知道自己哥哥这么心狠手辣,CV/Cutscene,CS_100043_05,12.8,,
2403706,白衣修士大战白女巫,少废话，你以为神之力是这么短时间就可以学会驾驭的吗？别亵渎了神！,CV/Cutscene,CS_100043_06,7.286,,
2403707,白衣修士大战白女巫,接下来的事……不是你应该知道的……睡吧,CV/Cutscene,CS_100043_07,5.429,,
2403708,白衣修士大战白女巫,（朦胧的声音）……站住！……骑士团！……命令！,CV/Cutscene,CS_100043_08,3.121,,
2403801,巴雷蒙德施法,通过这个仪式……我们就能定位出伊米尔之心的位置了……,CV/Cutscene,CS_100044_01,4.597,,
2403901,玛莎的日记,年幼时玛莎和路易在一个雨巷救下了一几乎饿到昏厥的、比他们年龄稍长孩子,CV/Cutscene,CS_100045_01,6.697,,
2403902,玛莎的日记,她有着异于常人的元素亲和力，在她用法术救下卢易之后，就成了他们的老大,CV/Cutscene,CS_100045_02,11.15,,
2403903,玛莎的日记,他们一起偷东西是为了养活城中更多的孤儿，而那时候的团长会为这些小贼的任性买单,CV/Cutscene,CS_100045_03,10.16,,
2403904,玛莎的日记,她的似乎被善良和爱意感化，愿意放下仇恨开始了新生活,CV/Cutscene,CS_100045_04,7.426,,
2404001,追踪Z团,人们议论纷纷，年轻善良的骑士团团长因为对王室不恭而被捕并处以极刑,CV/Cutscene,CS_100046_01,7.34,,
2404002,追踪Z团,团长成了政治阴谋的牺牲品，她的太阳从此熄灭，绝望的她倒下了,CV/Cutscene,CS_100046_02,10.5,,
2404003,追踪Z团,那些幻想终于被现实的冷水泼醒，从此之后绝望的她托着病躯消失，她的名字叫做古娜,CV/Cutscene,CS_100046_03,15.546,,
2404101,博仁斯惨案,普隆德拉骑士团定制计划希望夺回被教国偷走的神器盐之桩,CV/Cutscene,CS_100047_01,6.792,,
2404102,博仁斯惨案,争夺神器的战斗在教国边陲的博仁斯一触即发，却出现了所有人都意想不到的局面,CV/Cutscene,CS_100047_02,9.6,,
2404103,博仁斯惨案,骑士团法师失误击中了神器盐之桩引发了巨大的爆炸将整个博仁斯小镇夷为平地,CV/Cutscene,CS_100047_03,8.692,,
2404104,博仁斯惨案,那些弱小的人，在这巨大的力量之下，一瞬间便被剥夺了所有,CV/Cutscene,CS_100047_04,6,,
2404201,海利翁出场,多少年了，终于完成了这个伟大的祭祀仪式……,CV/Cutscene,CS_100048_01,7.116,,
2404202,海利翁出场,借用这个身体，我终于可以出来了！你们，献祭吧！,CV/Cutscene,CS_100048_02,8.507,,
2404301,海利翁boss死亡,勇敢的冒险者，我终于等到了你……,CV/Cutscene,CS_100049_01,4.048,,
2404302,海利翁boss死亡,我的时间不多，听好，杀了我，然后……,CV/Cutscene,CS_100049_02,6.639,,
2404303,海利翁boss死亡,回去告诉齐里亚斯……我很爱他！啊……,CV/Cutscene,CS_100049_03,6.77,,
2404401,英魂的列传,拉乐希斯与妻子相拥看在埃尔贝塔的夜色中看海，衔尾蛇戒指是他们永恒的约定,CV/Cutscene,CS_100050_01,11.51,,
2404402,英魂的列传,可悲的是，拉乐希斯以代号衔尾蛇出现在王室的对赌协议之中,CV/Cutscene,CS_100050_02,7.169,,
2404403,英魂的列传,拉乐希斯效忠的巴尔特家族政要，诱导路娜代替拉乐希斯以衔尾蛇的身份牺牲,CV/Cutscene,CS_100050_03,9.351,,
2404404,英魂的列传,路娜死后，拉乐希斯以被抹杀的衔尾蛇的幽灵身份获得了王室对赌协议的最终胜利,CV/Cutscene,CS_100050_04,9.984,,
2404501,白衣修士救你,就是这个人！是共和国间谍，害死了古娜队长，抓住他！,CV/Cutscene,CS_100051_01,4.992,,
2404502,白衣修士救你,咳……,CV/Cutscene,CS_100051_02,,,
2404503,白衣修士救你,快走！这是个陷阱！,CV/Cutscene,CS_100051_03,1.841,,
2404601,哥布灵祭祀仪式,尊贵的哥布灵之神啊，让您久等了！,CV/Cutscene,CS_100052_01,5.179,,
2404602,哥布灵祭祀仪式,只要我们每个哥布灵都从这人类的肉体上分食一口，就可以将您从这躯体内解放出来！,CV/Cutscene,CS_100052_02,8.583,,
2404603,哥布灵祭祀仪式,啦啦啦啦啦啦，今天是迎接天神的日子！,CV/Cutscene,CS_100052_03,2.982,,
2404604,哥布灵祭祀仪式,咱们一起先把着人类扛到水缸里煮了！,CV/Cutscene,CS_100052_04,3.063,,
2404605,哥布灵祭祀仪式,这是什么情况？快来人啊！这帮蠢货竟然要吃掉我！,CV/Cutscene,CS_100052_05,5.731,,
2404701,巴雷蒙德揭示死海古卷1,上古之时……人类被魔神蛊惑……元素失常，魔物暴动……,CV/Cutscene,CS_100053_01,10.242,,
2404702,巴雷蒙德揭示死海古卷1,魔神妄图借信徒之手现世，向信徒传达了3个条件,CV/Cutscene,CS_100053_02,6.812,,
2404703,巴雷蒙德揭示死海古卷1,无数的生命造就无穷的意志，以召唤无尽的混沌……,CV/Cutscene,CS_100053_03,5.471,,
2404801,黑衣人神器cutscene,迎接你们的救赎吧！,CV/Cutscene,CS_100054_01,2.434,,
2404901,古娜被劫狱cutscene,糟糕，有人劫狱！,CV/Cutscene,CS_100055_01,,,
2404902,古娜被劫狱cutscene,你们还是太嫩，这人不是属于你们的，我就带走了,CV/Cutscene,CS_100055_02,5.4,,
2405001,巴雷蒙德被袭击，魔化cutscene,（恶魔的嚎叫…… ）,CV/Cutscene,CS_100056_01,3.8,,
2405002,巴雷蒙德被袭击，魔化cutscene,巴雷蒙德……你？,CV/Cutscene,CS_100056_02,,,
2405003,巴雷蒙德被袭击，魔化cutscene,（恶魔的吼声…… ）,CV/Cutscene,CS_100056_03,3.969,,
2405101,净化塞尔特,月光照进了金字塔内，照在了库尔石上,CV/Cutscene,CS_100057_01,3.8,,
2405102,净化塞尔特,奥利维亚开始施法，库尔石散发出一些柔和的光点朝着木乃伊模样的塞尔特飞去，将他包裹了起来。,CV/Cutscene,CS_100057_02,8.551,,
2405103,净化塞尔特,塞尔特脸上丑陋的印痕渐渐散去，黑色的雾气飘离，塞尔特恢复成了一个英俊贵族少年的模样,CV/Cutscene,CS_100057_03,10.463,,
2405104,净化塞尔特,他从陶醉的幻境中缓缓醒来，微笑着跟我们招手道别，身影慢慢模糊了...,CV/Cutscene,CS_100057_04,9.599,,
2405201,金字塔三幅壁画,夜里，月光穿过一颗晶莹剔透的宝石，宝石散发出柔和的光点,CV/Cutscene,CS_100058_01,7.297,,
2405202,金字塔三幅壁画,光点落在法老王的身上，沉睡中的法老王面容渐渐变得平和安详,CV/Cutscene,CS_100058_02,6.671,,
2405203,金字塔三幅壁画,法老王年事已高，开始大兴土木建造陵墓金字塔,CV/Cutscene,CS_100058_03,5.416,,
2405204,金字塔三幅壁画,法老王去世，王后与宝石被一起埋入了金字塔中。,CV/Cutscene,CS_100058_04,5.584,,
2405205,金字塔三幅壁画,同时还有许多贵族、少女与奴隶一起陪葬…,CV/Cutscene,CS_100058_05,4.2,,
2405301,巴雷蒙德揭示死海古卷2,无数的生命被献祭，用于造就无穷的意志,CV/Cutscene,CS_100059_01,4.347,,
2405302,巴雷蒙德揭示死海古卷2,无知的信徒搜集了破损的上古神器盐柱，并举行仪式对其进行修复,CV/Cutscene,CS_100059_02,5.9,,
2405303,巴雷蒙德揭示死海古卷2,盐柱的光芒所及之处，就是生命力枯竭之所……,CV/Cutscene,CS_100059_03,5.359,,
2405401,巴雷蒙德揭示死海古卷3,信徒的首领利用无数的生命献祭将盐柱修复，用于召唤无尽的混沌,CV/Cutscene,CS_100060_01,8.255,,
2405402,巴雷蒙德揭示死海古卷3,盐柱的能量撕裂了次元，无尽的混沌便是人类灭亡的前兆……,CV/Cutscene,CS_100060_02,8.9,,
2405403,巴雷蒙德揭示死海古卷3,以魔神梦罗克为首的魔神大军终于跨越了深渊，来到中庭，对人类大肆侵略,CV/Cutscene,CS_100060_03,7.2,,
2405501,歌尔朵告诉你往事真相,原来艾力克是吉芬魔法师望族的继承人，但他不愿意学习魔法却要当吟游诗人,CV/Cutscene,CS_100061_01,7.245,,
2405502,歌尔朵告诉你往事真相,为了躲避家族追捕两人逃到金字塔里过了很久,CV/Cutscene,CS_100061_02,5.4,,
2405503,歌尔朵告诉你往事真相,《第一是爱》这首诗正是在金字塔内避难时期艾力克为阿依库所作的,CV/Cutscene,CS_100061_03,8.492,,
2405504,歌尔朵告诉你往事真相,然而艾力克在进城买补给的时候还是被家族的人抓住了,CV/Cutscene,CS_100061_04,5.336,,
2405505,歌尔朵告诉你往事真相,他被家族的人抽取了记忆带回了吉芬,CV/Cutscene,CS_100061_05,5.3,,
2405506,歌尔朵告诉你往事真相,阿依库此刻想到了奇诺，带着女儿尤乐提找到奇诺，希望他帮助自己前往吉芬找到艾力克,CV/Cutscene,CS_100061_06,10.544,,
2405507,歌尔朵告诉你往事真相,奇诺表面上无比冷漠的拒绝了阿依库，但却暗地跟在她们的身后默默守护,CV/Cutscene,CS_100061_07,7.3,,
2405508,歌尔朵告诉你往事真相,但在苏克拉特大沙漠里一场遮天蔽日的沙尘暴之后阿依库香消玉殒,CV/Cutscene,CS_100061_08,7.4,,
2405509,歌尔朵告诉你往事真相,奇诺带着尤乐提返回梦罗克，为爱人搭起了一座墓碑，不再执念于感情了,CV/Cutscene,CS_100061_09,10.222,,
2405601,露希尔救场,好强大的力量！这是？,CV/Cutscene,CS_100062_01,2.915,,
2405602,露希尔救场,睡去吧……,CV/Cutscene,CS_100062_02,1.131,,
2405701,黑衣救出白衣cutscene,你果然做了叛徒！,CV/Cutscene,CS_100063_01,1.961,,
2405702,黑衣救出白衣cutscene,值得吗……弟弟？,CV/Cutscene,CS_100063_02,3.1,,
2405703,黑衣救出白衣cutscene,……,CV/Cutscene,CS_100063_03,0.881,,
2405704,黑衣救出白衣cutscene,只可惜是自投罗网！,CV/Cutscene,CS_100063_04,2.637,,
2405801,白女巫献祭cutscene,白女巫！梦罗克的恐怖袭击都是你谋划的吧！你到底想干什么？,CV/Cutscene,CS_100064_01,6.4,,
2405802,白女巫献祭cutscene,记住我的话，你们卢恩王国的人，出生就是种罪孽，我是来净化你们的！,CV/Cutscene,CS_100064_02,9.253,,
2405803,白女巫献祭cutscene,糟了，周围的空间在扭曲，我们快走,CV/Cutscene,CS_100064_03,3.766,,
2405804,白女巫献祭cutscene,晚了……小绵羊们。,CV/Cutscene,CS_100064_04,2.862,,
2405901,伊登的苹果,青春女神伊登曾是阿斯加德万年花园的主人,CV/Cutscene,CS_100065_01,4.524,,
2405902,伊登的苹果,他掌管着让众神保持青春的“黄金苹果”；“黄金苹果”能让众神返老还童，从而永葆青春。,CV/Cutscene,CS_100065_02,7.052,,
2405903,伊登的苹果,然而诸神黄昏之时，众神陨落，“黄金苹果“遭到了破坏，,CV/Cutscene,CS_100065_03,5.667,,
2405904,伊登的苹果,万年花园的一些土壤和植物和部分苹果精粹遗落人间，不知所踪,CV/Cutscene,CS_100065_04,7.6,,
2405905,伊登的苹果,经古德拉斯研究发现，很久很久以前，在妙勒尼山脉深处还爆发战争,CV/Cutscene,CS_100065_05,7.3,,
2405906,伊登的苹果,种种迹象表明，这是一场为了争夺伊登的苹果的战争……,CV/Cutscene,CS_100065_06,5.8,,
2405907,伊登的苹果,现在他已经研究出了永葆青春的办法，看他现在的样子就是最好的证明。,CV/Cutscene,CS_100065_07,10,,
2406001,65级斯芬克斯2D故事,法老王生前，深受爱戴，钟情于美好的事物……然而，他的弟弟缺很嫉妒他……,CV/Cutscene,CS_100066_01,9.059,,
2406002,65级斯芬克斯2D故事,有一天，赛特拿出一个美丽的箱子进贡给他，并说这是专门为他打造的最舒适的床榻,CV/Cutscene,CS_100066_02,8.235,,
2406003,65级斯芬克斯2D故事,法老王被箱子美丽的外表所迷惑，进入箱子前发现异端，却被自己的守卫米诺斯背叛，推入箱内……,CV/Cutscene,CS_100066_03,11.066,,
2406004,65级斯芬克斯2D故事,而后，法老王被里面暗藏的武器机关杀死，赛特趁机篡权，还杀了法老王的孩子。这就是邪恶的【华丽棺椁计划】,CV/Cutscene,CS_100066_04,16.099,,
2406005,65级斯芬克斯2D故事,法老王的忠实权臣马尔杜克假意归顺，暗中却使用禁术召回王子的灵魂,CV/Cutscene,CS_100066_05,9.757,,
2406006,65级斯芬克斯2D故事,王子以胡狼头人身的形象重新复活，并以安毕斯之名组织残余势力颠覆了篡权的赛特,CV/Cutscene,CS_100066_06,9.24,,
2406007,65级斯芬克斯2D故事,马尔杜克因禁术与恶魔交换而失去了面容，带上了圣殿士面具……,CV/Cutscene,CS_100066_07,6.724,,
2406008,65级斯芬克斯2D故事,他暗中辅助安毕斯，培植了一支同样以面具掩脸，擅使弯刀的忠实侍卫——帕莎纳军,CV/Cutscene,CS_100066_08,9.908,,
2406009,65级斯芬克斯2D故事,安毕斯复辟后，反叛的行刑者米诺斯、匠人诺可伊和杰诺米受到了马尔杜克的诅咒……,CV/Cutscene,CS_100066_09,9.733,,
2406010,65级斯芬克斯2D故事,他们永远成为奴仆，背负着沉重的箱子、石头亦或铁锤守卫在斯芬克斯之中，永生永世为自己赎罪……,CV/Cutscene,CS_100066_10,10.7,,
2406011,65级斯芬克斯2D故事,马尔杜克死后，安毕斯将他同法老王葬在一处，忠实的帕莎纳军也成了守墓一族,CV/Cutscene,CS_100066_11,10.915,,
2406012,65级斯芬克斯2D故事,强悍的守护者意志和帕莎纳守墓人守卫着蕴含伟大力量的法老王和传说中侍奉两位君主的丰沃宝藏……,CV/Cutscene,CS_100066_12,9.502,,
2406101,白衣自杀，黑衣狂暴cutscene,糟糕……当心！呃啊……,CV/Cutscene,CS_100067_01,3.117,,
2406102,白衣自杀，黑衣狂暴cutscene,高层派你来是协助白女巫大人的，可你除了感情用事，还做成了什么？,CV/Cutscene,CS_100067_02,10.992,,
2406103,白衣自杀，黑衣狂暴cutscene,由于你的优柔寡断，把祭品巴雷蒙德丢了……,CV/Cutscene,CS_100067_03,5.3,,
2406104,白衣自杀，黑衣狂暴cutscene,现在，只能用你们两作为替代了，哼哼……,CV/Cutscene,CS_100067_04,6.9,,
2406105,白衣自杀，黑衣狂暴cutscene,给你们留个全尸，自己跳进去吧，魔神大人喜欢活的,CV/Cutscene,CS_100067_05,7.6,,
2406106,白衣自杀，黑衣狂暴cutscene,弟弟，坚强的活下去吧……,CV/Cutscene,CS_100067_06,4.147,,
2406107,白衣自杀，黑衣狂暴cutscene,不！！！,CV/Cutscene,CS_100067_07,2.2,,
2406108,白衣自杀，黑衣狂暴cutscene,都是你们！！！我的哥哥因你们而死！！偿命吧！！！啊啊啊啊啊,CV/Cutscene,CS_100067_08,6.963,,
2406201,光与暗的终点,弟弟的灵魂前往亡者国度尼夫海姆，哥哥一直都与他同行，似乎从未离开过,CV/Cutscene,CS_100068_01,8,,
2406301,吉芬地下意外,啊，为什么身体开始不听使唤，救我！,CV/Cutscene,CS_100069_01,5.177,,
2406302,吉芬地下意外,啊！！……,CV/Cutscene,CS_100069_02,1.467,,
2406303,吉芬地下意外,夏佐？你在做什么？！,CV/Cutscene,CS_100069_03,2.72,,
2406304,吉芬地下意外,哈哈哈哈哈哈哈,CV/Cutscene,CS_100069_04,1.966,,
2406305,吉芬地下意外,看南边，夏佐是被邪恶的南瓜先生用丝线操纵了！,CV/Cutscene,CS_100069_05,4.307,,
2406401,印记刺客的壁画,这……这就是印记刺客吗……看起来好像在解毒……,CV/Cutscene,CS_100070_01,5.107,,
2406501,抓住奥伦,抱歉，我们来晚了！奥伦在哪里？,CV/Cutscene,CS_100071_01,3.3,,
2406502,抓住奥伦,看起来这边已经不需要战斗了呢……,CV/Cutscene,CS_100071_02,3.314,,
2406503,抓住奥伦,唉，为什么总是要等到事情已经摆平了骑士团才会赶到,CV/Cutscene,CS_100071_03,,,
2406601,妙勒尼线反派出场,为什么不同意我的建议？签了字，你就会拥有无尽的财富和名声，为什么……,CV/Cutscene,CS_100072_01,7.179,,
2406602,妙勒尼线反派出场,不！我绝不同意。开发妙勒尼必然会对这里的生态环境造成毁灭性的破坏！,CV/Cutscene,CS_100072_02,8.241,,
2406603,妙勒尼线反派出场,而且，这里的生物体类含有奇怪的能量元素，会对人类机体造成严重损害……,CV/Cutscene,CS_100072_03,7.776,,
