ID,CardLevel,CardQuality,LevelUpConsume,LevelUpAddAttr,CardRestoreConsume,CardBorder,CardEffect,CanUsePosition
597,7,4,30000050=200,0=67=20,101=500000,UI_CardFrame_Big_orangecard_02.png,,5
598,8,4,30000050=200,0=67=20,101=500000,UI_CardFrame_Big_orangecard_02.png,,5
599,9,4,30000050=200,0=67=20,101=500000,UI_CardFrame_Big_orangecard_02.png,,5
600,10,4,30000050=200,0=67=20,101=500000,UI_CardFrame_Big_orangecard_02.png,,5
601,11,4,30000050=400,0=67=26,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
602,12,4,30000050=400,0=67=26,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
603,13,4,30000050=400,0=67=26,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
604,14,4,30000050=400,0=67=26,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
605,15,4,30000050=400,0=67=26,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
606,16,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
607,17,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
608,18,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
609,19,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
610,20,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
611,21,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
612,22,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
613,23,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
614,24,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
615,25,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
616,26,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
617,27,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
618,28,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
619,29,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
620,30,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,5
621,0,1,0,0,0,UI_CardFrame_Big_greencard_01.png,,6
622,1,1,30000050=10,0=421=1,101=100000,UI_CardFrame_Big_greencard_01.png,,6
623,2,1,30000050=10,0=421=1,101=100000,UI_CardFrame_Big_greencard_01.png,,6
624,3,1,30000050=10,0=421=1,101=100000,UI_CardFrame_Big_greencard_01.png,,6
625,4,1,30000050=10,0=421=1,101=100000,UI_CardFrame_Big_greencard_01.png,,6
626,5,1,30000050=10,0=421=1,101=100000,UI_CardFrame_Big_greencard_01.png,,6
627,6,1,30000050=20,0=421=2,101=100000,UI_CardFrame_Big_greencard_02.png,,6
628,7,1,30000050=20,0=421=2,101=100000,UI_CardFrame_Big_greencard_02.png,,6
629,8,1,30000050=20,0=421=2,101=100000,UI_CardFrame_Big_greencard_02.png,,6
630,9,1,30000050=20,0=421=2,101=100000,UI_CardFrame_Big_greencard_02.png,,6
631,10,1,30000050=20,0=421=2,101=100000,UI_CardFrame_Big_greencard_02.png,,6
632,11,1,30000050=40,0=421=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
633,12,1,30000050=40,0=421=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
634,13,1,30000050=40,0=421=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
635,14,1,30000050=40,0=421=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
636,15,1,30000050=40,0=421=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
637,16,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
638,17,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
639,18,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
640,19,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
641,20,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
642,21,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
643,22,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
644,23,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
645,24,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
646,25,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
647,26,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
648,27,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
649,28,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
650,29,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
651,30,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,6
652,0,2,0,0,0,UI_CardFrame_Big_bluecard_01.png,,6
653,1,2,30000050=30,0=421=2,101=200000,UI_CardFrame_Big_bluecard_01.png,,6
654,2,2,30000050=30,0=421=2,101=200000,UI_CardFrame_Big_bluecard_01.png,,6
655,3,2,30000050=30,0=421=2,101=200000,UI_CardFrame_Big_bluecard_01.png,,6
656,4,2,30000050=30,0=421=2,101=200000,UI_CardFrame_Big_bluecard_01.png,,6
657,5,2,30000050=30,0=421=2,101=200000,UI_CardFrame_Big_bluecard_01.png,,6
658,6,2,30000050=90,0=421=3,101=200000,UI_CardFrame_Big_bluecard_02.png,,6
659,7,2,30000050=90,0=421=3,101=200000,UI_CardFrame_Big_bluecard_02.png,,6
660,8,2,30000050=90,0=421=3,101=200000,UI_CardFrame_Big_bluecard_02.png,,6
661,9,2,30000050=90,0=421=3,101=200000,UI_CardFrame_Big_bluecard_02.png,,6
662,10,2,30000050=90,0=421=3,101=200000,UI_CardFrame_Big_bluecard_02.png,,6
663,11,2,30000050=180,0=421=4,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
664,12,2,30000050=180,0=421=4,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
665,13,2,30000050=180,0=421=4,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
666,14,2,30000050=180,0=421=4,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
667,15,2,30000050=180,0=421=4,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
668,16,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
669,17,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
670,18,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
671,19,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
672,20,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
673,21,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
674,22,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
675,23,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
676,24,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
677,25,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
678,26,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
679,27,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
680,28,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
681,29,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
682,30,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,6
683,0,3,0,0,0,UI_CardFrame_Big_purplecard_01.png,,6
684,1,3,30000050=80,0=421=3,101=500000,UI_CardFrame_Big_purplecard_01.png,,6
685,2,3,30000050=80,0=421=3,101=500000,UI_CardFrame_Big_purplecard_01.png,,6
686,3,3,30000050=80,0=421=3,101=500000,UI_CardFrame_Big_purplecard_01.png,,6
687,4,3,30000050=80,0=421=3,101=500000,UI_CardFrame_Big_purplecard_01.png,,6
688,5,3,30000050=80,0=421=3,101=500000,UI_CardFrame_Big_purplecard_01.png,,6
689,6,3,30000050=200,0=421=4,101=500000,UI_CardFrame_Big_purplecard_02.png,,6
690,7,3,30000050=200,0=421=4,101=500000,UI_CardFrame_Big_purplecard_02.png,,6
691,8,3,30000050=200,0=421=4,101=500000,UI_CardFrame_Big_purplecard_02.png,,6
692,9,3,30000050=200,0=421=4,101=500000,UI_CardFrame_Big_purplecard_02.png,,6
693,10,3,30000050=200,0=421=4,101=500000,UI_CardFrame_Big_purplecard_02.png,,6
694,11,3,30000050=400,0=421=5,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
695,12,3,30000050=400,0=421=5,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
696,13,3,30000050=400,0=421=5,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
697,14,3,30000050=400,0=421=5,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
698,15,3,30000050=400,0=421=5,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
699,16,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
700,17,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
701,18,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
702,19,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
703,20,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
704,21,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
705,22,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
706,23,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
707,24,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
708,25,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
709,26,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
710,27,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
711,28,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
712,29,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
713,30,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,6
714,0,4,0,0,0,UI_CardFrame_Big_orangecard_01.png,,6
715,1,4,30000050=80,0=421=4,101=500000,UI_CardFrame_Big_orangecard_01.png,,6
716,2,4,30000050=80,0=421=4,101=500000,UI_CardFrame_Big_orangecard_01.png,,6
717,3,4,30000050=80,0=421=4,101=500000,UI_CardFrame_Big_orangecard_01.png,,6
718,4,4,30000050=80,0=421=4,101=500000,UI_CardFrame_Big_orangecard_01.png,,6
719,5,4,30000050=80,0=421=4,101=500000,UI_CardFrame_Big_orangecard_01.png,,6
720,6,4,30000050=200,0=421=5,101=500000,UI_CardFrame_Big_orangecard_02.png,,6
721,7,4,30000050=200,0=421=5,101=500000,UI_CardFrame_Big_orangecard_02.png,,6
722,8,4,30000050=200,0=421=5,101=500000,UI_CardFrame_Big_orangecard_02.png,,6
723,9,4,30000050=200,0=421=5,101=500000,UI_CardFrame_Big_orangecard_02.png,,6
724,10,4,30000050=200,0=421=5,101=500000,UI_CardFrame_Big_orangecard_02.png,,6
725,11,4,30000050=400,0=421=7,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
726,12,4,30000050=400,0=421=7,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
727,13,4,30000050=400,0=421=7,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
728,14,4,30000050=400,0=421=7,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
729,15,4,30000050=400,0=421=7,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
730,16,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
731,17,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
732,18,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
733,19,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
734,20,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
735,21,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
736,22,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
737,23,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
738,24,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
739,25,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
740,26,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
741,27,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
742,28,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
743,29,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
744,30,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,6
745,0,1,0,0,0,UI_CardFrame_Big_greencard_01.png,,7
746,1,1,30000050=10,0=47=5,101=100000,UI_CardFrame_Big_greencard_01.png,,7
747,2,1,30000050=10,0=47=5,101=100000,UI_CardFrame_Big_greencard_01.png,,7
748,3,1,30000050=10,0=47=5,101=100000,UI_CardFrame_Big_greencard_01.png,,7
749,4,1,30000050=10,0=47=5,101=100000,UI_CardFrame_Big_greencard_01.png,,7
750,5,1,30000050=10,0=47=5,101=100000,UI_CardFrame_Big_greencard_01.png,,7
751,6,1,30000050=20,0=47=10,101=100000,UI_CardFrame_Big_greencard_02.png,,7
752,7,1,30000050=20,0=47=10,101=100000,UI_CardFrame_Big_greencard_02.png,,7
753,8,1,30000050=20,0=47=10,101=100000,UI_CardFrame_Big_greencard_02.png,,7
754,9,1,30000050=20,0=47=10,101=100000,UI_CardFrame_Big_greencard_02.png,,7
755,10,1,30000050=20,0=47=10,101=100000,UI_CardFrame_Big_greencard_02.png,,7
756,11,1,30000050=40,0=47=15,101=100000,UI_CardFrame_Big_greencard_03.png,,7
757,12,1,30000050=40,0=47=15,101=100000,UI_CardFrame_Big_greencard_03.png,,7
758,13,1,30000050=40,0=47=15,101=100000,UI_CardFrame_Big_greencard_03.png,,7
759,14,1,30000050=40,0=47=15,101=100000,UI_CardFrame_Big_greencard_03.png,,7
760,15,1,30000050=40,0=47=15,101=100000,UI_CardFrame_Big_greencard_03.png,,7
761,16,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
762,17,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
763,18,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
764,19,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
765,20,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
766,21,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
767,22,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
768,23,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
769,24,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
770,25,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
771,26,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
772,27,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
773,28,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
774,29,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
775,30,1,30000050=40,0=14=2,101=100000,UI_CardFrame_Big_greencard_03.png,,7
776,0,2,0,0,0,UI_CardFrame_Big_bluecard_01.png,,7
777,1,2,30000050=30,0=47=10,101=200000,UI_CardFrame_Big_bluecard_01.png,,7
778,2,2,30000050=30,0=47=10,101=200000,UI_CardFrame_Big_bluecard_01.png,,7
779,3,2,30000050=30,0=47=10,101=200000,UI_CardFrame_Big_bluecard_01.png,,7
780,4,2,30000050=30,0=47=10,101=200000,UI_CardFrame_Big_bluecard_01.png,,7
781,5,2,30000050=30,0=47=10,101=200000,UI_CardFrame_Big_bluecard_01.png,,7
782,6,2,30000050=90,0=47=16,101=200000,UI_CardFrame_Big_bluecard_02.png,,7
783,7,2,30000050=90,0=47=16,101=200000,UI_CardFrame_Big_bluecard_02.png,,7
784,8,2,30000050=90,0=47=16,101=200000,UI_CardFrame_Big_bluecard_02.png,,7
785,9,2,30000050=90,0=47=16,101=200000,UI_CardFrame_Big_bluecard_02.png,,7
786,10,2,30000050=90,0=47=16,101=200000,UI_CardFrame_Big_bluecard_02.png,,7
787,11,2,30000050=180,0=47=24,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
788,12,2,30000050=180,0=47=24,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
789,13,2,30000050=180,0=47=24,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
790,14,2,30000050=180,0=47=24,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
791,15,2,30000050=180,0=47=24,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
792,16,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
793,17,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
794,18,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
795,19,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
796,20,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
797,21,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
798,22,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
799,23,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
800,24,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
801,25,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
802,26,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
803,27,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
804,28,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
805,29,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
806,30,2,30000050=180,0=14=2,101=200000,UI_CardFrame_Big_bluecard_03.png,,7
807,0,3,0,0,0,UI_CardFrame_Big_purplecard_01.png,,7
808,1,3,30000050=80,0=47=18,101=500000,UI_CardFrame_Big_purplecard_01.png,,7
809,2,3,30000050=80,0=47=18,101=500000,UI_CardFrame_Big_purplecard_01.png,,7
810,3,3,30000050=80,0=47=18,101=500000,UI_CardFrame_Big_purplecard_01.png,,7
811,4,3,30000050=80,0=47=18,101=500000,UI_CardFrame_Big_purplecard_01.png,,7
812,5,3,30000050=80,0=47=18,101=500000,UI_CardFrame_Big_purplecard_01.png,,7
813,6,3,30000050=200,0=47=26,101=500000,UI_CardFrame_Big_purplecard_02.png,,7
814,7,3,30000050=200,0=47=26,101=500000,UI_CardFrame_Big_purplecard_02.png,,7
815,8,3,30000050=200,0=47=26,101=500000,UI_CardFrame_Big_purplecard_02.png,,7
816,9,3,30000050=200,0=47=26,101=500000,UI_CardFrame_Big_purplecard_02.png,,7
817,10,3,30000050=200,0=47=26,101=500000,UI_CardFrame_Big_purplecard_02.png,,7
818,11,3,30000050=400,0=47=36,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
819,12,3,30000050=400,0=47=36,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
820,13,3,30000050=400,0=47=36,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
821,14,3,30000050=400,0=47=36,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
822,15,3,30000050=400,0=47=36,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
823,16,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
824,17,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
825,18,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
826,19,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
827,20,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
828,21,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
829,22,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
830,23,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
831,24,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
832,25,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
833,26,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
834,27,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
835,28,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
836,29,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
837,30,3,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_purplecard_03.png,,7
838,0,4,0,0,0,UI_CardFrame_Big_orangecard_01.png,,7
839,1,4,30000050=80,0=47=22,101=500000,UI_CardFrame_Big_orangecard_01.png,,7
840,2,4,30000050=80,0=47=22,101=500000,UI_CardFrame_Big_orangecard_01.png,,7
841,3,4,30000050=80,0=47=22,101=500000,UI_CardFrame_Big_orangecard_01.png,,7
842,4,4,30000050=80,0=47=22,101=500000,UI_CardFrame_Big_orangecard_01.png,,7
843,5,4,30000050=80,0=47=22,101=500000,UI_CardFrame_Big_orangecard_01.png,,7
844,6,4,30000050=200,0=47=32,101=500000,UI_CardFrame_Big_orangecard_02.png,,7
845,7,4,30000050=200,0=47=32,101=500000,UI_CardFrame_Big_orangecard_02.png,,7
846,8,4,30000050=200,0=47=32,101=500000,UI_CardFrame_Big_orangecard_02.png,,7
847,9,4,30000050=200,0=47=32,101=500000,UI_CardFrame_Big_orangecard_02.png,,7
848,10,4,30000050=200,0=47=32,101=500000,UI_CardFrame_Big_orangecard_02.png,,7
849,11,4,30000050=400,0=47=46,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
850,12,4,30000050=400,0=47=46,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
851,13,4,30000050=400,0=47=46,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
852,14,4,30000050=400,0=47=46,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
853,15,4,30000050=400,0=47=46,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
854,16,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
855,17,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
856,18,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
857,19,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
858,20,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
859,21,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
860,22,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
861,23,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
862,24,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
863,25,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
864,26,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
865,27,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
866,28,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
867,29,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
868,30,4,30000050=400,0=14=2,101=500000,UI_CardFrame_Big_orangecard_03.png,,7
