Id,Comment,Path,PlayTime,ScaleX,ScaleY,ScaleZ,FollowPostion,FollowRotation,FollowScale,CameraFxType,UseVector3OneScale,EffectLodGroup
9011,武僧真剑百破道buff挂在效果,Creature/Skill/Fx_Skill_Monk_ZhenJianBaiPoDao_01,-1,1,1,1,1,1,1,,,
9012,武僧阿修罗霸凰拳字体,Creature/Skill/Fx_Skill_Monk_AXiuLuoBaHuangQuan_01,4,1,1,1,1,1,1,3,,
9013,武僧阿修罗霸凰拳拳风,Creature/Skill/Fx_Skill_Monk_AXiuLuoBaHuangQuan_02,3,1,1,1,0,2,1,,,
9014,武僧阿修罗霸凰拳凤凰,Creature/Skill/Fx_Skill_Monk_AXiuLuoBaHuangQuan_03,3,1,1,1,1,0,1,,,
9015,武僧屏气凝神,Creature/Skill/Fx_Skill_Monk_BingQiNingShen_01,-1,1,1,1,1,1,1,,,
9016,四象之拳2气弹减速（龙）,Creature/Skill/Fx_Skill_Monk_SiXiangZhiQuan_01,-1,1,1,1,1,1,1,,,
9017,四象之拳3气弹加攻速（凤凰）,Creature/Skill/Fx_Skill_Monk_SiXiangZhiQuan_03,-1,1,1,1,1,1,1,,,
9018,四象之拳4气弹攻击回血（玄武）,Creature/Skill/Fx_Skill_Monk_SiXiangZhiQuan_04,-1,1,1,1,1,1,1,,,
9019,四象之拳5气弹加伤（虎）,Creature/Skill/Fx_Skill_Monk_SiXiangZhiQuan_02,-1,1,1,1,1,1,1,,,
9020,十字军自动防御释放,Creature/Skill/Fx_Skill_Crusader_ZiDongFangYu_01,1.2,1,1,1,1,1,1,,,
9021,十字军自动防御挌挡,Creature/Skill/Fx_Skill_Crusader_ZiDongFangYu_02,1,1,1,1,1,1,1,,,
9022,十字军反射盾,Creature/Skill/Fx_Skill_Crusader_FanSheDun_02,-1,1,1,1,1,1,1,,,
9023,十字军光之盾施法,Creature/Skill/Fx_Skill_Crusader_GuangZhiDun_02,1,1,1,1,1,1,1,,,
9024,十字军光之盾持续,Creature/Skill/Fx_Skill_Crusader_GuangZhiDun_01,-1,1,1,1,1,1,1,,,
9025,十字军圣十字攻击,Creature/Skill/Fx_Skill_Crusader_ShengShiZiGongJi_01,1.5,1,1,1,1,2,1,,,
9026,十字军圣十字审判,Creature/Skill/Fx_Skill_Crusader_ShengShiZiShenPan_01,3,1,1,1,1,1,1,,,
9027,十字军牺牲施法,Creature/Skill/Fx_Skill_Crusader_XiSheng_01,1.8,1,1,1,1,1,1,,,
9028,十字军牺牲连线,Creature/Skill/Fx_Skill_Crusader_XiSheng_02,-1,1,1,1,1,1,1,,,
9029,十字军神佑之光,Creature/Skill/Fx_Skill_Crusader_ShenYouZhiGuang_01,1.5,1,1,1,1,1,1,,,
9030,十字军长矛加速术,Creature/Skill/Fx_Skill_Crusader_ChangMaoJiaSuShu_01,2,1,1,1,1,1,1,,,
9031,十字军神之威压十字,Creature/Skill/Fx_Skill_Crusader_ShenZhiWeiYa_01,5,1,1,1,1,1,1,,,
9032,十字军圣音正面效果,Creature/Skill/Fx_Skill_Crusader_ShengYin_01,-1,1,1,1,1,0,1,,,
9033,十字军圣音正面结束,Creature/Skill/Fx_Skill_Crusader_ShengYin_01_End,0.7,1,1,1,1,0,1,,,
9034,十字军圣音负面效果,Creature/Skill/Fx_Skill_Crusader_ShengYin_02,-1,1,1,1,1,0,1,,,
9035,十字军圣音负面结束,Creature/Skill/Fx_Skill_Crusader_ShengYin_02_End,0.7,1,1,1,1,0,1,,,
9036,十字军舍命攻击,Creature/Skill/Fx_Skill_Crusader_SheMingGongJi_01,-1,1,1,1,1,0,1,,,
9037,十字军神之威压爆炸,Creature/Skill/Fx_Skill_Crusader_ShenZhiWeiYa_02,5,1,1,1,1,1,1,,,
9996,初心者无属性普攻刀光01,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack01_10,0.5,1,1,1,1,2,1,,,
9997,初心者无属性普攻刀光02,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack02_10,0.4,1,1,1,1,2,1,,,
9998,初心者无属性普攻刀光03,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack03_10,0.4,1,1,1,1,2,1,,,
9999,劈砍类初心者无属性受击,Creature/Common/Fx_Skill_Novice_BeHit_Cut10,0.3,1,1,1,1,1,1,,,
10000,锐器类初心者无属性受击,Creature/Common/Fx_Skill_Novice_BeHit_Vector10,0.3,1,1,1,1,1,1,,,
10001,风属性箭矢子弹01,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_01_01,-1,1,1,1,1,1,1,,,
10002,风属性箭矢子弹02,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_02_01,-1,1,1,1,1,1,1,,,
10003,地属性箭矢子弹01,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_01_02,-1,1,1,1,1,1,1,,,
10004,地属性箭矢子弹02,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_02_02,-1,1,1,1,1,1,1,,,
10005,火属性箭矢子弹01,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_01_03,-1,1,1,1,1,1,1,,,
10006,火属性箭矢子弹02,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_02_03,-1,1,1,1,1,1,1,,,
10007,水属性箭矢子弹01,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_01_04,-1,1,1,1,1,1,1,,,
10008,水属性箭矢子弹02,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_02_04,-1,1,1,1,1,1,1,,,
10009,圣属性箭矢子弹01,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_01_06,-1,1,1,1,1,1,1,,,
10010,圣属性箭矢子弹02,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_02_06,-1,1,1,1,1,1,1,,,
10011,无属性箭矢子弹01,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_01_10,-1,1,1,1,1,1,1,,,
10012,无属性箭矢子弹02,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianShi_02_10,-1,1,1,1,1,1,1,,,
10013,风属性普攻光环,Creature/Skill/Fx_Skill_Archer_GongJianShou_GuangHuan_01,0.2,1,1,1,1,2,1,,,
10014,地属性普攻光环,Creature/Skill/Fx_Skill_Archer_GongJianShou_GuangHuan_02,0.2,1,1,1,1,2,1,,,
10015,火属性普攻光环,Creature/Skill/Fx_Skill_Archer_GongJianShou_GuangHuan_03,0.2,1,1,1,1,2,1,,,
10016,水属性普攻光环,Creature/Skill/Fx_Skill_Archer_GongJianShou_GuangHuan_04,0.2,1,1,1,1,2,1,,,
10017,圣属性普攻光环,Creature/Skill/Fx_Skill_Archer_GongJianShou_GuangHuan_06,0.2,1,1,1,1,2,1,,,
10018,无属性普攻光环,Creature/Skill/Fx_Skill_Archer_GongJianShou_GuangHuan_10,0.2,1,1,1,1,2,1,,,
10019,风属性二连失施法特效,Creature/Skill/Fx_Skill_Archer_GongJianShou_ErLianShi_01,0.7,1,1,1,1,2,1,,,
10020,地属性二连失施法特效,Creature/Skill/Fx_Skill_Archer_GongJianShou_ErLianShi_02,0.7,1,1,1,1,2,1,,,
10021,火属性二连失施法特效,Creature/Skill/Fx_Skill_Archer_GongJianShou_ErLianShi_03,0.7,1,1,1,1,2,1,,,
10022,水属性二连失施法特效,Creature/Skill/Fx_Skill_Archer_GongJianShou_ErLianShi_04,0.7,1,1,1,1,2,1,,,
10023,圣属性二连失施法特效,Creature/Skill/Fx_Skill_Archer_GongJianShou_ErLianShi_06,0.7,1,1,1,1,2,1,,,
10024,无属性二连失施法特效,Creature/Skill/Fx_Skill_Archer_GongJianShou_ErLianShi_10,0.7,1,1,1,1,2,1,,,
10025,风属性冲锋箭表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_01_01,1.3,1,1,1,1,1,1,,,
10026,风属性冲锋箭子弹,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_02_01,-1,1,1,1,1,1,1,,,
10027,地属性冲锋箭表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_01_02,1.3,1,1,1,1,1,1,,,
10028,地属性冲锋箭子弹,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_02_02,-1,1,1,1,1,1,1,,,
10029,火属性冲锋箭表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_01_03,1.3,1,1,1,1,1,1,,,
10030,火属性冲锋箭子弹,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_02_03,-1,1,1,1,1,1,1,,,
10031,水属性冲锋箭表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_01_04,1.3,1,1,1,1,1,1,,,
10032,水属性冲锋箭子弹,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_02_04,-1,1,1,1,1,1,1,,,
10033,圣属性冲锋箭表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_01_06,1.3,1,1,1,1,1,1,,,
10034,圣属性冲锋箭子弹,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_02_06,-1,1,1,1,1,1,1,,,
10035,无属性冲锋箭表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_01_10,1.3,1,1,1,1,1,1,,,
10036,无属性冲锋箭子弹,Creature/Skill/Fx_Skill_Archer_GongJianShou_ChongFengJian_02_10,-1,1,1,1,1,1,1,,,
10037,风属性箭雨表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianYu_New_01,2,1,1,1,1,2,1,,,
10038,地属性箭雨表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianYu_New_02,2,1,1,1,1,2,1,,,
10039,火属性箭雨表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianYu_New_03,2,1,1,1,1,2,1,,,
10040,水属性箭雨表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianYu_New_04,2,1,1,1,1,2,1,,,
10041,圣属性箭雨表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianYu_New_06,2,1,1,1,1,2,1,,,
10042,无属性箭雨表现,Creature/Skill/Fx_Skill_Archer_GongJianShou_JianYu_New_10,2,1,1,1,1,2,1,,,
10043,通用风属性物理受击,Creature/Common/Fx_Skill_Nomal_BeHit_01,1,1,1,1,1,1,1,,,
10044,通用地属性物理受击,Creature/Common/Fx_Skill_Nomal_BeHit_02,1,1,1,1,1,1,1,,,
10045,通用火属性物理受击,Creature/Common/Fx_Skill_Nomal_BeHit_03,1,1,1,1,1,1,1,,,
10046,通用水属性物理受击,Creature/Common/Fx_Skill_Nomal_BeHit_04,1,1,1,1,1,1,1,,,
10047,通用圣属性物理受击,Creature/Common/Fx_Skill_Nomal_BeHit_06,1,1,1,1,1,1,1,,,
10048,通用无属性物理受击,Creature/Common/Fx_Skill_Nomal_BeHit_10,1,1,1,1,1,1,1,,,
10049,通用风属性物理受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Vector01,0.3,1,1,1,1,1,1,,,
10050,通用地属性物理受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Vector02,0.3,1,1,1,1,1,1,,,
10051,通用火属性物理受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Vector03,0.3,1,1,1,1,1,1,,,
10052,通用水属性物理受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Vector04,0.3,1,1,1,1,1,1,,,
10053,通用圣属性物理受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Vector06,0.3,1,1,1,1,1,1,,,
10054,通用无属性物理受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Vector10,0.3,1,1,1,1,1,1,,,
10055,商人风属性普攻刀光01,Creature/Skill/Fx_Skill_Merchant_Attack01_01,1,1,1,1,1,2,1,,,
10056,商人风属性普攻刀光02,Creature/Skill/Fx_Skill_Merchant_Attack02_01,1,1,1,1,1,2,1,,,
10057,商人风属性普攻刀光03,Creature/Skill/Fx_Skill_Merchant_Attack03_01,1,1,1,1,1,2,1,,,
10058,商人地属性普攻刀光01,Creature/Skill/Fx_Skill_Merchant_Attack01_02,1,1,1,1,1,2,1,,,
10059,商人地属性普攻刀光02,Creature/Skill/Fx_Skill_Merchant_Attack02_02,1,1,1,1,1,2,1,,,
10060,商人地属性普攻刀光03,Creature/Skill/Fx_Skill_Merchant_Attack03_02,1,1,1,1,1,2,1,,,
10061,商人火属性普攻刀光01,Creature/Skill/Fx_Skill_Merchant_Attack01_03,1,1,1,1,1,2,1,,,
10062,商人火属性普攻刀光02,Creature/Skill/Fx_Skill_Merchant_Attack02_03,1,1,1,1,1,2,1,,,
10063,商人火属性普攻刀光03,Creature/Skill/Fx_Skill_Merchant_Attack03_03,1,1,1,1,1,2,1,,,
10064,商人水属性普攻刀光01,Creature/Skill/Fx_Skill_Merchant_Attack01_04,1,1,1,1,1,2,1,,,
10065,商人水属性普攻刀光02,Creature/Skill/Fx_Skill_Merchant_Attack02_04,1,1,1,1,1,2,1,,,
10066,商人水属性普攻刀光03,Creature/Skill/Fx_Skill_Merchant_Attack03_04,1,1,1,1,1,2,1,,,
10067,商人圣属性普攻刀光01,Creature/Skill/Fx_Skill_Merchant_Attack01_06,1,1,1,1,1,2,1,,,
10068,商人圣属性普攻刀光02,Creature/Skill/Fx_Skill_Merchant_Attack02_06,1,1,1,1,1,2,1,,,
10069,商人圣属性普攻刀光03,Creature/Skill/Fx_Skill_Merchant_Attack03_06,1,1,1,1,1,2,1,,,
10070,商人无属性普攻刀光01,Creature/Skill/Fx_Skill_Merchant_Attack01_10,1,1,1,1,1,2,1,,,
10071,商人无属性普攻刀光02,Creature/Skill/Fx_Skill_Blacksmith_Attack_10,1,1,1,1,1,2,1,,,
10072,商人无属性普攻刀光03,Creature/Skill/Fx_Skill_Merchant_Attack03_10,1,1,1,1,1,2,1,,,
10073,初心者风属性普攻刀光01,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack01_01,0.5,1,1,1,1,2,1,,,
10074,初心者风属性普攻刀光02,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack02_01,0.4,1,1,1,1,2,1,,,
10075,初心者风属性普攻刀光03,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack03_01,0.4,1,1,1,1,2,1,,,
10076,初心者地属性普攻刀光01,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack01_02,0.5,1,1,1,1,2,1,,,
10077,初心者地属性普攻刀光02,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack02_02,0.4,1,1,1,1,2,1,,,
10078,初心者地属性普攻刀光03,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack03_02,0.4,1,1,1,1,2,1,,,
10079,初心者火属性普攻刀光01,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack01_03,0.5,1,1,1,1,2,1,,,
10080,初心者火属性普攻刀光02,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack02_03,0.4,1,1,1,1,2,1,,,
10081,初心者火属性普攻刀光03,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack03_03,0.4,1,1,1,1,2,1,,,
10082,初心者水属性普攻刀光01,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack01_04,0.5,1,1,1,1,2,1,,,
10083,初心者水属性普攻刀光02,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack02_04,0.4,1,1,1,1,2,1,,,
10084,初心者水属性普攻刀光03,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack03_04,0.4,1,1,1,1,2,1,,,
10085,初心者圣属性普攻刀光01,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack01_06,0.5,1,1,1,1,2,1,,,
10086,初心者圣属性普攻刀光02,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack02_06,0.4,1,1,1,1,2,1,,,
10087,初心者圣属性普攻刀光03,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack03_06,0.4,1,1,1,1,2,1,,,
10088,初心者无属性普攻刀光01,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack01_10,0.5,1,1,1,1,2,1,,,
10089,初心者无属性普攻刀光02,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack02_10,0.4,1,1,1,1,2,1,,,
10090,初心者无属性普攻刀光03,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_Attack03_10,0.4,1,1,1,1,2,1,,,
10091,剑士风属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_01,0.5,1,1,1,1,2,1,,,
10092,剑士风属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_01,0.4,1,1,1,1,2,1,,,
10093,剑士风属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_01,0.45,1,1,1,1,2,1,,,
10094,剑士地属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_02,0.5,1,1,1,1,2,1,,,
10095,剑士地属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_02,0.4,1,1,1,1,2,1,,,
10096,剑士地属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_02,0.45,1,1,1,1,2,1,,,
10097,剑士火属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_03,0.5,1,1,1,1,2,1,,,
10098,剑士火属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_03,0.4,1,1,1,1,2,1,,,
10099,剑士火属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_03,0.45,1,1,1,1,2,1,,,
10100,剑士水属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_04,0.5,1,1,1,1,2,1,,,
10101,剑士水属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_04,0.4,1,1,1,1,2,1,,,
10102,剑士水属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_04,0.45,1,1,1,1,2,1,,,
10103,剑士圣属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_06,0.5,1,1,1,1,2,1,,,
10104,剑士圣属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_06,0.4,1,1,1,1,2,1,,,
10105,剑士圣属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_06,0.45,1,1,1,1,2,1,,,
10106,剑士无属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_10,0.5,1,1,1,1,2,1,,,
10107,剑士无属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_10,0.4,1,1,1,1,2,1,,,
10108,剑士无属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_10,0.45,1,1,1,1,2,1,,,
10109,男剑士风属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_M_01,0.5,1,1,1,1,2,1,,,
10110,男剑士风属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_M_01,0.4,1,1,1,1,2,1,,,
10111,男剑士风属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_M_01,0.45,1,1,1,1,2,1,,,
10112,男剑士地属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_M_02,0.5,1,1,1,1,2,1,,,
10113,男剑士地属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_M_02,0.4,1,1,1,1,2,1,,,
10114,男剑士地属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_M_02,0.45,1,1,1,1,2,1,,,
10115,男剑士火属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_M_03,0.5,1,1,1,1,2,1,,,
10116,男剑士火属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_M_03,0.4,1,1,1,1,2,1,,,
10117,男剑士火属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_M_03,0.45,1,1,1,1,2,1,,,
10118,男剑士水属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_M_04,0.5,1,1,1,1,2,1,,,
10119,男剑士水属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_M_04,0.4,1,1,1,1,2,1,,,
10120,男剑士水属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_M_04,0.45,1,1,1,1,2,1,,,
10121,男剑士圣属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_M_06,0.5,1,1,1,1,2,1,,,
10122,男剑士圣属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_M_06,0.4,1,1,1,1,2,1,,,
10123,男剑士圣属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_M_06,0.45,1,1,1,1,2,1,,,
10124,男剑士无属性普攻刀光01,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_M_10,0.5,1,1,1,1,2,1,,,
10125,男剑士无属性普攻刀光02,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_M_10,0.4,1,1,1,1,2,1,,,
10126,男剑士无属性普攻刀光03,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_M_10,0.45,1,1,1,1,2,1,,,
10127,盗贼风属性普攻刀光01,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack01_01,0.4,1,1,1,1,2,1,,,
10128,盗贼风属性普攻刀光02,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack02_01,0.4,1,1,1,1,2,1,,,
10129,盗贼风属性普攻刀光03,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack03_01,0.2,1,1,1,1,2,1,,,
10130,盗贼地属性普攻刀光01,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack01_02,0.4,1,1,1,1,2,1,,,
10131,盗贼地属性普攻刀光02,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack02_02,0.4,1,1,1,1,2,1,,,
10132,盗贼地属性普攻刀光03,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack03_02,0.2,1,1,1,1,2,1,,,
10133,盗贼火属性普攻刀光01,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack01_03,0.4,1,1,1,1,2,1,,,
10134,盗贼火属性普攻刀光02,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack02_03,0.4,1,1,1,1,2,1,,,
10135,盗贼火属性普攻刀光03,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack03_03,0.2,1,1,1,1,2,1,,,
10136,盗贼水属性普攻刀光01,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack01_04,0.4,1,1,1,1,2,1,,,
10137,盗贼水属性普攻刀光02,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack02_04,0.4,1,1,1,1,2,1,,,
10138,盗贼水属性普攻刀光03,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack03_04,0.2,1,1,1,1,2,1,,,
10139,盗贼圣属性普攻刀光01,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack01_06,0.4,1,1,1,1,2,1,,,
10140,盗贼圣属性普攻刀光02,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack02_06,0.4,1,1,1,1,2,1,,,
10141,盗贼圣属性普攻刀光03,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack03_06,0.2,1,1,1,1,2,1,,,
10142,盗贼无属性普攻刀光01,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack01_10,0.4,1,1,1,1,2,1,,,
10143,盗贼无属性普攻刀光02,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack02_10,0.4,1,1,1,1,2,1,,,
10144,盗贼无属性普攻刀光03,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack03_10,0.2,1,1,1,1,2,1,,,
10145,盗贼毒属性普攻刀光01,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack01_05,0.4,1,1,1,1,2,1,,,
10146,盗贼毒属性普攻刀光02,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack02_05,0.4,1,1,1,1,2,1,,,
10147,盗贼毒属性普攻刀光03,Creature/Skill/Fx_Skill_Thief_DaoZei_Attack03_05,0.2,1,1,1,1,2,1,,,
10148,通用毒属性物理受击,Creature/Common/Fx_Skill_Nomal_BeHit_05,1,1,1,1,1,1,1,,,
10149,通用毒属性物理受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Vector05,0.3,1,1,1,1,1,1,,,
10150,刺客风属性单手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_01_01,0.4,1,1,1,1,2,1,,,
10151,刺客地属性单手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_01_02,0.4,1,1,1,1,2,1,,,
10152,刺客火属性单手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_01_03,0.4,1,1,1,1,2,1,,,
10153,刺客水属性单手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_01_04,0.4,1,1,1,1,2,1,,,
10154,刺客毒属性单手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_01_05,0.4,1,1,1,1,2,1,,,
10155,刺客圣属性单手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_01_06,0.4,1,1,1,1,2,1,,,
10156,刺客无属性单手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_01_10,0.4,1,1,1,1,2,1,,,
10157,刺客风属性双手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_02_01,0.8,1,1,1,1,2,1,,,
10158,刺客地属性双手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_02_02,0.8,1,1,1,1,2,1,,,
10159,刺客火属性双手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_02_03,0.8,1,1,1,1,2,1,,,
10160,刺客水属性双手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_02_04,0.8,1,1,1,1,2,1,,,
10161,刺客毒属性双手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_02_05,0.8,1,1,1,1,2,1,,,
10162,刺客圣属性双手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_02_06,0.8,1,1,1,1,2,1,,,
10163,刺客无属性双手刀光,Creature/Skill/Fx_Skill_Assasin_Attack_02_10,0.8,1,1,1,1,2,1,,,
10164,剑士风属性狂击刀光,Creature/Skill/Fx_Skill_Swordman_JianShi_KuangJi_DSHK_01,1,1,1,1,1,2,1,,,
10165,剑士地属性狂击刀光,Creature/Skill/Fx_Skill_Swordman_JianShi_KuangJi_DSHK_02,1,1,1,1,1,2,1,,,
10166,剑士火属性狂击刀光,Creature/Skill/Fx_Skill_Swordman_JianShi_KuangJi_DSHK_03,1,1,1,1,1,2,1,,,
10167,剑士水属性狂击刀光,Creature/Skill/Fx_Skill_Swordman_JianShi_KuangJi_DSHK_04,1,1,1,1,1,2,1,,,
10168,剑士圣属性狂击刀光,Creature/Skill/Fx_Skill_Swordman_JianShi_KuangJi_DSHK_06,1,1,1,1,1,2,1,,,
10169,剑士无属性狂击刀光,Creature/Skill/Fx_Skill_Swordman_JianShi_KuangJi_DSHK_10,1,1,1,1,1,2,1,,,
10170,剑士风属性连刺攻击刀光,Creature/Skill/Fx_Skill_Knight_LianCiGongJi_01,1.5,1,1,1,1,2,1,,,
10171,剑士地属性连刺攻击刀光,Creature/Skill/Fx_Skill_Knight_LianCiGongJi_02,1.5,1,1,1,1,2,1,,,
10172,剑士火属性连刺攻击刀光,Creature/Skill/Fx_Skill_Knight_LianCiGongJi_03,1.5,1,1,1,1,2,1,,,
