ID,AwardID,ExtraAwardID,ActType,Param,IsTeamLeader,remarks,ProfessionLimit,,DungeonTeamProLimit,
1473,5100220,8600140,,314,,野怪掉春节饭票,,,,
1474,5100230,8600140,,314,,野怪掉春节饭票,,,,
1475,5100240,8600140,,314,,野怪掉春节饭票,,,,
1476,5100250,8600140,,314,,野怪掉春节饭票,,,,
1477,5100260,8600140,,314,,野怪掉春节饭票,,,,
1478,5100270,8600140,,314,,野怪掉春节饭票,,,,
1479,5100280,8600140,,314,,野怪掉春节饭票,,,,
1480,5100290,8600140,,314,,野怪掉春节饭票,,,,
1481,5100300,8600140,,314,,野怪掉春节饭票,,,,
1482,5100310,8600140,,314,,野怪掉春节饭票,,,,
1483,5100320,8600140,,314,,野怪掉春节饭票,,,,
1484,5100330,8600140,,314,,野怪掉春节饭票,,,,
1485,5100340,8600140,,314,,野怪掉春节饭票,,,,
1486,5100350,8600140,,314,,野怪掉春节饭票,,,,
1487,5100360,8600140,,314,,野怪掉春节饭票,,,,
1488,5100370,8600140,,314,,野怪掉春节饭票,,,,
1489,5100380,8600140,,314,,野怪掉春节饭票,,,,
1490,5100390,8600140,,314,,野怪掉春节饭票,,,,
1491,5100400,8600140,,314,,野怪掉春节饭票,,,,
1492,5100410,8600140,,314,,野怪掉春节饭票,,,,
1493,5100420,8600140,,314,,野怪掉春节饭票,,,,
1494,5100430,8600140,,314,,野怪掉春节饭票,,,,
1495,5100440,8600140,,314,,野怪掉春节饭票,,,,
1496,5100450,8600140,,314,,野怪掉春节饭票,,,,
1497,5100460,8600140,,314,,野怪掉春节饭票,,,,
1498,5100470,8600140,,314,,野怪掉春节饭票,,,,
1499,5100480,8600140,,314,,野怪掉春节饭票,,,,
1500,5100490,8600140,,314,,野怪掉春节饭票,,,,
1501,5100500,8600140,,314,,野怪掉春节饭票,,,,
1502,5100510,8600140,,314,,野怪掉春节饭票,,,,
1503,5100520,8600140,,314,,野怪掉春节饭票,,,,
1504,5100530,8600140,,314,,野怪掉春节饭票,,,,
1505,5100540,8600140,,314,,野怪掉春节饭票,,,,
1506,5100550,8600140,,314,,野怪掉春节饭票,,,,
1507,5100560,8600140,,314,,野怪掉春节饭票,,,,
1508,5100570,8600140,,314,,野怪掉春节饭票,,,,
1509,5100580,8600140,,314,,野怪掉春节饭票,,,,
1510,5100590,8600140,,314,,野怪掉春节饭票,,,,
1511,5100600,8600140,,314,,野怪掉春节饭票,,,,
1512,5100610,8600140,,314,,野怪掉春节饭票,,,,
1513,5100620,8600140,,314,,野怪掉春节饭票,,,,
1514,5100630,8600140,,314,,野怪掉春节饭票,,,,
1515,5100640,8600140,,314,,野怪掉春节饭票,,,,
1516,5100650,8600140,,314,,野怪掉春节饭票,,,,
1517,5100660,8600140,,314,,野怪掉春节饭票,,,,
1518,5100670,8600140,,314,,野怪掉春节饭票,,,,
1519,5100680,8600140,,314,,野怪掉春节饭票,,,,
1520,5100690,8600140,,314,,野怪掉春节饭票,,,,
1521,5100700,8600140,,314,,野怪掉春节饭票,,,,
1522,5100710,8600140,,314,,野怪掉春节饭票,,,,
1523,5100720,8600140,,314,,野怪掉春节饭票,,,,
1524,5100730,8600140,,314,,野怪掉春节饭票,,,,
1525,5100740,8600140,,314,,野怪掉春节饭票,,,,
1526,5100750,8600140,,314,,野怪掉春节饭票,,,,
1527,5100760,8600140,,314,,野怪掉春节饭票,,,,
1528,5100770,8600140,,314,,野怪掉春节饭票,,,,
1529,5100780,8600140,,314,,野怪掉春节饭票,,,,
1530,5100790,8600140,,314,,野怪掉春节饭票,,,,
1531,5100800,8600140,,314,,野怪掉春节饭票,,,,
1532,5100810,8600140,,314,,野怪掉春节饭票,,,,
1533,5100820,8600140,,314,,野怪掉春节饭票,,,,
1534,5100830,8600140,,314,,野怪掉春节饭票,,,,
1535,5100840,8600140,,314,,野怪掉春节饭票,,,,
1536,5100850,8600140,,314,,野怪掉春节饭票,,,,
1537,5100860,8600140,,314,,野怪掉春节饭票,,,,
1538,5100870,8600140,,314,,野怪掉春节饭票,,,,
1539,5100880,8600140,,314,,野怪掉春节饭票,,,,
1540,5100890,8600140,,314,,野怪掉春节饭票,,,,
1541,5100900,8600140,,314,,野怪掉春节饭票,,,,
1542,5100910,8600140,,314,,野怪掉春节饭票,,,,
1543,5100920,8600140,,314,,野怪掉春节饭票,,,,
1544,5100930,8600140,,314,,野怪掉春节饭票,,,,
1545,5100940,8600140,,314,,野怪掉春节饭票,,,,
1546,5100950,8600140,,314,,野怪掉春节饭票,,,,
1547,5100960,8600140,,314,,野怪掉春节饭票,,,,
1548,5100970,8600140,,314,,野怪掉春节饭票,,,,
1549,5100980,8600140,,314,,野怪掉春节饭票,,,,
1550,5100990,8600140,,314,,野怪掉春节饭票,,,,
1551,5101000,8600140,,314,,野怪掉春节饭票,,,,
1552,5101010,8600140,,314,,野怪掉春节饭票,,,,
1553,5101020,8600140,,314,,野怪掉春节饭票,,,,
1554,5101030,8600140,,314,,野怪掉春节饭票,,,,
1555,5101040,8600140,,314,,野怪掉春节饭票,,,,
1556,5101050,8600140,,314,,野怪掉春节饭票,,,,
1557,5101060,8600140,,314,,野怪掉春节饭票,,,,
1558,5101070,8600140,,314,,野怪掉春节饭票,,,,
1559,5101080,8600140,,314,,野怪掉春节饭票,,,,
1560,5101090,8600140,,314,,野怪掉春节饭票,,,,
1561,5101100,8600140,,314,,野怪掉春节饭票,,,,
1562,5101110,8600140,,314,,野怪掉春节饭票,,,,
1563,5101120,8600140,,314,,野怪掉春节饭票,,,,
1564,5101130,8600140,,314,,野怪掉春节饭票,,,,
1565,5101140,8600140,,314,,野怪掉春节饭票,,,,
1566,5101150,8600140,,314,,野怪掉春节饭票,,,,
1567,5101160,8600140,,314,,野怪掉春节饭票,,,,
1568,5101170,8600140,,314,,野怪掉春节饭票,,,,
1569,5101180,8600140,,314,,野怪掉春节饭票,,,,
1570,5101190,8600140,,314,,野怪掉春节饭票,,,,
1571,5101200,8600140,,314,,野怪掉春节饭票,,,,
1572,5101210,8600140,,314,,野怪掉春节饭票,,,,
1573,5101220,8600140,,314,,野怪掉春节饭票,,,,
1574,5101230,8600140,,314,,野怪掉春节饭票,,,,
1575,5101240,8600140,,314,,野怪掉春节饭票,,,,
1576,5101250,8600140,,314,,野怪掉春节饭票,,,,
1577,5101260,8600140,,314,,野怪掉春节饭票,,,,
1578,5101270,8600140,,314,,野怪掉春节饭票,,,,
1579,5101280,8600140,,314,,野怪掉春节饭票,,,,
1580,5101290,8600140,,314,,野怪掉春节饭票,,,,
1581,5101300,8600140,,314,,野怪掉春节饭票,,,,
1582,5101310,8600140,,314,,野怪掉春节饭票,,,,
1583,5101320,8600140,,314,,野怪掉春节饭票,,,,
1584,5101330,8600140,,314,,野怪掉春节饭票,,,,
1585,5101340,8600140,,314,,野怪掉春节饭票,,,,
1586,5101350,8600140,,314,,野怪掉春节饭票,,,,
1587,5101360,8600140,,314,,野怪掉春节饭票,,,,
1588,5101370,8600140,,314,,野怪掉春节饭票,,,,
1589,5101380,8600140,,314,,野怪掉春节饭票,,,,
1590,5101390,8600140,,314,,野怪掉春节饭票,,,,
1591,5101400,8600140,,314,,野怪掉春节饭票,,,,
1592,5101410,8600140,,314,,野怪掉春节饭票,,,,
1593,5101420,8600140,,314,,野怪掉春节饭票,,,,
1594,5101430,8600140,,314,,野怪掉春节饭票,,,,
1595,5101440,8600140,,314,,野怪掉春节饭票,,,,
1596,5101450,8600140,,314,,野怪掉春节饭票,,,,
1597,5101460,8600140,,314,,野怪掉春节饭票,,,,
1598,5101470,8600140,,314,,野怪掉春节饭票,,,,
1599,5101480,8600140,,314,,野怪掉春节饭票,,,,
1600,5101490,8600140,,314,,野怪掉春节饭票,,,,
1601,5101500,8600140,,314,,野怪掉春节饭票,,,,
1602,5101510,8600140,,314,,野怪掉春节饭票,,,,
1603,5101520,8600140,,314,,野怪掉春节饭票,,,,
1604,5101530,8600140,,314,,野怪掉春节饭票,,,,
1605,5101540,8600140,,314,,野怪掉春节饭票,,,,
1606,5101550,8600140,,314,,野怪掉春节饭票,,,,
1607,5101560,8600140,,314,,野怪掉春节饭票,,,,
1608,5101570,8600140,,314,,野怪掉春节饭票,,,,
1609,5101580,8600140,,314,,野怪掉春节饭票,,,,
1610,5101590,8600140,,314,,野怪掉春节饭票,,,,
1611,5101600,8600140,,314,,野怪掉春节饭票,,,,
1612,5101610,8600140,,314,,野怪掉春节饭票,,,,
1613,5101620,8600140,,314,,野怪掉春节饭票,,,,
1614,5101630,8600140,,314,,野怪掉春节饭票,,,,
1615,5101640,8600140,,314,,野怪掉春节饭票,,,,
1616,5101650,8600140,,314,,野怪掉春节饭票,,,,
1617,5101660,8600140,,314,,野怪掉春节饭票,,,,
1618,5101670,8600140,,314,,野怪掉春节饭票,,,,
1619,5101680,8600140,,314,,野怪掉春节饭票,,,,
1620,5101690,8600140,,314,,野怪掉春节饭票,,,,
1621,5101700,8600140,,314,,野怪掉春节饭票,,,,
1622,5101710,8600140,,314,,野怪掉春节饭票,,,,
1623,5101720,8600140,,314,,野怪掉春节饭票,,,,
1624,5101730,8600140,,314,,野怪掉春节饭票,,,,
1625,5101740,8600140,,314,,野怪掉春节饭票,,,,
1626,5101750,8600140,,314,,野怪掉春节饭票,,,,
1627,5101760,8600140,,314,,野怪掉春节饭票,,,,
1628,5101770,8600140,,314,,野怪掉春节饭票,,,,
1629,5101780,8600140,,314,,野怪掉春节饭票,,,,
1630,5101790,8600140,,314,,野怪掉春节饭票,,,,
1631,3100010,8600160,,314,,简单委托任务礼包,,,,
1632,3100020,8600160,,314,,简单委托任务礼包,,,,
1633,3100030,8600160,,314,,简单委托任务礼包,,,,
1634,3100040,8600160,,314,,简单委托任务礼包,,,,
1635,3100050,8600160,,314,,简单委托任务礼包,,,,
1636,3100060,8600160,,314,,简单委托任务礼包,,,,
1637,3100070,8600160,,314,,简单委托任务礼包,,,,
1638,3100080,8600160,,314,,简单委托任务礼包,,,,
1639,3100090,8600160,,314,,简单委托任务礼包,,,,
1640,3110010,8600170,,314,,困难委托任务礼包,,,,
1641,3110020,8600170,,314,,困难委托任务礼包,,,,
1642,3110030,8600170,,314,,困难委托任务礼包,,,,
1643,3110040,8600170,,314,,困难委托任务礼包,,,,
1644,3110050,8600170,,314,,困难委托任务礼包,,,,
1645,3110060,8600170,,314,,困难委托任务礼包,,,,
1646,3110070,8600170,,314,,困难委托任务礼包,,,,
1647,3110080,8600170,,314,,困难委托任务礼包,,,,
1648,3110090,8600170,,314,,困难委托任务礼包,,,,
1649,3150050,8600180,,314,,40点委托任务,,,,
1650,3120010,8600170,,314,,圣歌,,,,
1651,3130010,8600180,,314,,迷雾,,,,
1652,5100010,8800010,,315,,野怪紫卡结晶释放,,,,
1653,5100020,8800010,,315,,野怪紫卡结晶释放,,,,
1654,5100030,8800010,,315,,野怪紫卡结晶释放,,,,
1655,5100040,8800010,,315,,野怪紫卡结晶释放,,,,
1656,5100050,8800010,,315,,野怪紫卡结晶释放,,,,
1657,5100060,8800010,,315,,野怪紫卡结晶释放,,,,
1658,5100070,8800010,,315,,野怪紫卡结晶释放,,,,
1659,5100080,8800010,,315,,野怪紫卡结晶释放,,,,
1660,5100090,8800010,,315,,野怪紫卡结晶释放,,,,
1661,5100100,8800010,,315,,野怪紫卡结晶释放,,,,
1662,5100110,8800010,,315,,野怪紫卡结晶释放,,,,
1663,5100120,8800010,,315,,野怪紫卡结晶释放,,,,
1664,5100130,8800010,,315,,野怪紫卡结晶释放,,,,
1665,5100140,8800010,,315,,野怪紫卡结晶释放,,,,
1666,5100150,8800010,,315,,野怪紫卡结晶释放,,,,
1667,5100160,8800010,,315,,野怪紫卡结晶释放,,,,
1668,5100170,8800010,,315,,野怪紫卡结晶释放,,,,
1669,5100180,8800010,,315,,野怪紫卡结晶释放,,,,
1670,5100190,8800010,,315,,野怪紫卡结晶释放,,,,
1671,5100200,8800010,,315,,野怪紫卡结晶释放,,,,
1672,5100210,8800010,,315,,野怪紫卡结晶释放,,,,
1673,5100220,8800010,,315,,野怪紫卡结晶释放,,,,
1674,5100230,8800010,,315,,野怪紫卡结晶释放,,,,
1675,5100240,8800010,,315,,野怪紫卡结晶释放,,,,
1676,5100250,8800010,,315,,野怪紫卡结晶释放,,,,
1677,5100260,8800010,,315,,野怪紫卡结晶释放,,,,
1678,5100270,8800010,,315,,野怪紫卡结晶释放,,,,
1679,5100280,8800010,,315,,野怪紫卡结晶释放,,,,
1680,5100290,8800010,,315,,野怪紫卡结晶释放,,,,
1681,5100300,8800010,,315,,野怪紫卡结晶释放,,,,
1682,5100310,8800010,,315,,野怪紫卡结晶释放,,,,
1683,5100320,8800010,,315,,野怪紫卡结晶释放,,,,
1684,5100330,8800010,,315,,野怪紫卡结晶释放,,,,
1685,5100340,8800010,,315,,野怪紫卡结晶释放,,,,
1686,5100350,8800010,,315,,野怪紫卡结晶释放,,,,
1687,5100360,8800010,,315,,野怪紫卡结晶释放,,,,
1688,5100370,8800010,,315,,野怪紫卡结晶释放,,,,
1689,5100380,8800010,,315,,野怪紫卡结晶释放,,,,
1690,5100390,8800010,,315,,野怪紫卡结晶释放,,,,
1691,5100400,8800010,,315,,野怪紫卡结晶释放,,,,
1692,5100410,8800010,,315,,野怪紫卡结晶释放,,,,
1693,5100420,8800010,,315,,野怪紫卡结晶释放,,,,
1694,5100430,8800010,,315,,野怪紫卡结晶释放,,,,
1695,5100440,8800010,,315,,野怪紫卡结晶释放,,,,
1696,5100450,8800010,,315,,野怪紫卡结晶释放,,,,
1697,5100460,8800010,,315,,野怪紫卡结晶释放,,,,
1698,5100470,8800010,,315,,野怪紫卡结晶释放,,,,
1699,5100480,8800010,,315,,野怪紫卡结晶释放,,,,
1700,5100490,8800010,,315,,野怪紫卡结晶释放,,,,
1701,5100500,8800010,,315,,野怪紫卡结晶释放,,,,
1702,5100510,8800010,,315,,野怪紫卡结晶释放,,,,
1703,5100520,8800010,,315,,野怪紫卡结晶释放,,,,
1704,5100530,8800010,,315,,野怪紫卡结晶释放,,,,
1705,5100540,8800010,,315,,野怪紫卡结晶释放,,,,
1706,5100550,8800010,,315,,野怪紫卡结晶释放,,,,
1707,5100560,8800010,,315,,野怪紫卡结晶释放,,,,
1708,5100570,8800010,,315,,野怪紫卡结晶释放,,,,
1709,5100580,8800010,,315,,野怪紫卡结晶释放,,,,
1710,5100590,8800010,,315,,野怪紫卡结晶释放,,,,
1711,5100600,8800010,,315,,野怪紫卡结晶释放,,,,
1712,5100610,8800010,,315,,野怪紫卡结晶释放,,,,
1713,5100620,8800010,,315,,野怪紫卡结晶释放,,,,
1714,5100630,8800010,,315,,野怪紫卡结晶释放,,,,
1715,5100640,8800010,,315,,野怪紫卡结晶释放,,,,
1716,5100650,8800010,,315,,野怪紫卡结晶释放,,,,
1717,5100660,8800010,,315,,野怪紫卡结晶释放,,,,
1718,5100670,8800010,,315,,野怪紫卡结晶释放,,,,
1719,5100680,8800010,,315,,野怪紫卡结晶释放,,,,
1720,5100690,8800010,,315,,野怪紫卡结晶释放,,,,
1721,5100700,8800010,,315,,野怪紫卡结晶释放,,,,
1722,5100710,8800010,,315,,野怪紫卡结晶释放,,,,
1723,5100720,8800010,,315,,野怪紫卡结晶释放,,,,
1724,5100730,8800010,,315,,野怪紫卡结晶释放,,,,
1725,5100740,8800010,,315,,野怪紫卡结晶释放,,,,
1726,5100750,8800010,,315,,野怪紫卡结晶释放,,,,
1727,5100760,8800010,,315,,野怪紫卡结晶释放,,,,
1728,5100770,8800010,,315,,野怪紫卡结晶释放,,,,
1729,5100780,8800010,,315,,野怪紫卡结晶释放,,,,
1730,5100790,8800010,,315,,野怪紫卡结晶释放,,,,
1731,5100800,8800010,,315,,野怪紫卡结晶释放,,,,
1732,5100810,8800010,,315,,野怪紫卡结晶释放,,,,
1733,5100820,8800010,,315,,野怪紫卡结晶释放,,,,
1734,5100830,8800010,,315,,野怪紫卡结晶释放,,,,
1735,5100840,8800010,,315,,野怪紫卡结晶释放,,,,
1736,5100850,8800010,,315,,野怪紫卡结晶释放,,,,
1737,5100860,8800010,,315,,野怪紫卡结晶释放,,,,
1738,5100870,8800010,,315,,野怪紫卡结晶释放,,,,
1739,5100880,8800010,,315,,野怪紫卡结晶释放,,,,
1740,5100890,8800010,,315,,野怪紫卡结晶释放,,,,
1741,5100900,8800010,,315,,野怪紫卡结晶释放,,,,
1742,5100910,8800010,,315,,野怪紫卡结晶释放,,,,
1743,5100920,8800010,,315,,野怪紫卡结晶释放,,,,
1744,5100930,8800010,,315,,野怪紫卡结晶释放,,,,
1745,5100940,8800010,,315,,野怪紫卡结晶释放,,,,
1746,5100950,8800010,,315,,野怪紫卡结晶释放,,,,
1747,5100960,8800010,,315,,野怪紫卡结晶释放,,,,
1748,5100970,8800010,,315,,野怪紫卡结晶释放,,,,
1749,5100980,8800010,,315,,野怪紫卡结晶释放,,,,
1750,5100990,8800010,,315,,野怪紫卡结晶释放,,,,
1751,5101000,8800010,,315,,野怪紫卡结晶释放,,,,
1752,5101010,8800010,,315,,野怪紫卡结晶释放,,,,
1753,5101020,8800010,,315,,野怪紫卡结晶释放,,,,
1754,5101030,8800010,,315,,野怪紫卡结晶释放,,,,
1755,5101040,8800010,,315,,野怪紫卡结晶释放,,,,
1756,5101050,8800010,,315,,野怪紫卡结晶释放,,,,
1757,5101060,8800010,,315,,野怪紫卡结晶释放,,,,
1758,5101070,8800010,,315,,野怪紫卡结晶释放,,,,
1759,5101080,8800010,,315,,野怪紫卡结晶释放,,,,
1760,5101090,8800010,,315,,野怪紫卡结晶释放,,,,
1761,5101100,8800010,,315,,野怪紫卡结晶释放,,,,
1762,5101110,8800010,,315,,野怪紫卡结晶释放,,,,
1763,5101120,8800010,,315,,野怪紫卡结晶释放,,,,
1764,5101130,8800010,,315,,野怪紫卡结晶释放,,,,
1765,5101140,8800010,,315,,野怪紫卡结晶释放,,,,
1766,5101150,8800010,,315,,野怪紫卡结晶释放,,,,
1767,5101160,8800010,,315,,野怪紫卡结晶释放,,,,
1768,5101170,8800010,,315,,野怪紫卡结晶释放,,,,
1769,5101180,8800010,,315,,野怪紫卡结晶释放,,,,
1770,5101190,8800010,,315,,野怪紫卡结晶释放,,,,
1771,5101200,8800010,,315,,野怪紫卡结晶释放,,,,
1772,5101210,8800010,,315,,野怪紫卡结晶释放,,,,
1773,5101220,8800010,,315,,野怪紫卡结晶释放,,,,
1774,5101230,8800010,,315,,野怪紫卡结晶释放,,,,
1775,5101240,8800010,,315,,野怪紫卡结晶释放,,,,
1776,5101250,8800010,,315,,野怪紫卡结晶释放,,,,
1777,5101260,8800010,,315,,野怪紫卡结晶释放,,,,
1778,5101270,8800010,,315,,野怪紫卡结晶释放,,,,
1779,5101280,8800010,,315,,野怪紫卡结晶释放,,,,
1780,5101290,8800010,,315,,野怪紫卡结晶释放,,,,
1781,5101300,8800010,,315,,野怪紫卡结晶释放,,,,
1782,5101310,8800010,,315,,野怪紫卡结晶释放,,,,
1783,5101320,8800010,,315,,野怪紫卡结晶释放,,,,
1784,5101330,8800010,,315,,野怪紫卡结晶释放,,,,
1785,5101340,8800010,,315,,野怪紫卡结晶释放,,,,
1786,5101350,8800010,,315,,野怪紫卡结晶释放,,,,
1787,5101360,8800010,,315,,野怪紫卡结晶释放,,,,
1788,5101370,8800010,,315,,野怪紫卡结晶释放,,,,
1789,5101380,8800010,,315,,野怪紫卡结晶释放,,,,
1790,5101390,8800010,,315,,野怪紫卡结晶释放,,,,
1791,5101400,8800010,,315,,野怪紫卡结晶释放,,,,
1792,5101410,8800010,,315,,野怪紫卡结晶释放,,,,
1793,5101420,8800010,,315,,野怪紫卡结晶释放,,,,
1794,5101430,8800010,,315,,野怪紫卡结晶释放,,,,
1795,5101440,8800010,,315,,野怪紫卡结晶释放,,,,
1796,5101450,8800010,,315,,野怪紫卡结晶释放,,,,
1797,5101460,8800010,,315,,野怪紫卡结晶释放,,,,
1798,5101470,8800010,,315,,野怪紫卡结晶释放,,,,
1799,5101480,8800010,,315,,野怪紫卡结晶释放,,,,
1800,5101490,8800010,,315,,野怪紫卡结晶释放,,,,
1801,5101500,8800010,,315,,野怪紫卡结晶释放,,,,
1802,5101510,8800010,,315,,野怪紫卡结晶释放,,,,
1803,5101520,8800010,,315,,野怪紫卡结晶释放,,,,
1804,5101530,8800010,,315,,野怪紫卡结晶释放,,,,
1805,5101540,8800010,,315,,野怪紫卡结晶释放,,,,
1806,5101550,8800010,,315,,野怪紫卡结晶释放,,,,
1807,5101560,8800010,,315,,野怪紫卡结晶释放,,,,
1808,5101570,8800010,,315,,野怪紫卡结晶释放,,,,
1809,5101580,8800010,,315,,野怪紫卡结晶释放,,,,
1810,5101590,8800010,,315,,野怪紫卡结晶释放,,,,
1811,5101600,8800010,,315,,野怪紫卡结晶释放,,,,
1812,5101610,8800010,,315,,野怪紫卡结晶释放,,,,
1813,5101620,8800010,,315,,野怪紫卡结晶释放,,,,
1814,5101630,8800010,,315,,野怪紫卡结晶释放,,,,
1815,5101640,8800010,,315,,野怪紫卡结晶释放,,,,
1816,5101650,8800010,,315,,野怪紫卡结晶释放,,,,
1817,5101660,8800010,,315,,野怪紫卡结晶释放,,,,
1818,5101670,8800010,,315,,野怪紫卡结晶释放,,,,
1819,5101680,8800010,,315,,野怪紫卡结晶释放,,,,
1820,5101690,8800010,,315,,野怪紫卡结晶释放,,,,
1821,5101700,8800010,,315,,野怪紫卡结晶释放,,,,
1822,5101710,8800010,,315,,野怪紫卡结晶释放,,,,
1823,5101720,8800010,,315,,野怪紫卡结晶释放,,,,
1824,5101730,8800010,,315,,野怪紫卡结晶释放,,,,
1825,5101740,8800010,,315,,野怪紫卡结晶释放,,,,
1826,5101750,8800010,,315,,野怪紫卡结晶释放,,,,
1827,5101760,8800010,,315,,野怪紫卡结晶释放,,,,
1828,5101770,8800010,,315,,野怪紫卡结晶释放,,,,
1829,5101780,8800010,,315,,野怪紫卡结晶释放,,,,
1830,5101790,8800010,,315,,野怪紫卡结晶释放,,,,
1831,5101800,8800010,,315,,野怪紫卡结晶释放,,,,
1832,5101810,8800010,,315,,野怪紫卡结晶释放,,,,
1833,5101820,8800010,,315,,野怪紫卡结晶释放,,,,
1834,5101830,8800010,,315,,野怪紫卡结晶释放,,,,
1835,5101840,8800010,,315,,野怪紫卡结晶释放,,,,
1836,5101850,8800010,,315,,野怪紫卡结晶释放,,,,
1837,5101860,8800010,,315,,野怪紫卡结晶释放,,,,
1838,5101870,8800010,,315,,野怪紫卡结晶释放,,,,
1839,5101880,8800010,,315,,野怪紫卡结晶释放,,,,
1840,5101890,8800010,,315,,野怪紫卡结晶释放,,,,
1841,5101900,8800010,,315,,野怪紫卡结晶释放,,,,
1842,5101910,8800010,,315,,野怪紫卡结晶释放,,,,
1843,5101920,8800010,,315,,野怪紫卡结晶释放,,,,
1844,5101930,8800010,,315,,野怪紫卡结晶释放,,,,
1845,5101940,8800010,,315,,野怪紫卡结晶释放,,,,
1846,5101950,8800010,,315,,野怪紫卡结晶释放,,,,
1847,5101960,8800010,,315,,野怪紫卡结晶释放,,,,
1848,5101970,8800010,,315,,野怪紫卡结晶释放,,,,
1849,5101980,8800010,,315,,野怪紫卡结晶释放,,,,
1850,5101990,8800010,,315,,野怪紫卡结晶释放,,,,
1851,5102000,8800010,,315,,野怪紫卡结晶释放,,,,
1852,5102010,8800010,,315,,野怪紫卡结晶释放,,,,
1853,5100010,8800020,,317,,野怪掉落时装币,,,,
1854,5100020,8800020,,317,,野怪掉落时装币,,,,
1855,5100030,8800020,,317,,野怪掉落时装币,,,,
1856,5100040,8800020,,317,,野怪掉落时装币,,,,
1857,5100050,8800020,,317,,野怪掉落时装币,,,,
1858,5100060,8800020,,317,,野怪掉落时装币,,,,
1859,5100070,8800020,,317,,野怪掉落时装币,,,,
1860,5100080,8800020,,317,,野怪掉落时装币,,,,
1861,5100090,8800020,,317,,野怪掉落时装币,,,,
1862,5100100,8800020,,317,,野怪掉落时装币,,,,
1863,5100110,8800020,,317,,野怪掉落时装币,,,,
1864,5100120,8800020,,317,,野怪掉落时装币,,,,
1865,5100130,8800020,,317,,野怪掉落时装币,,,,
1866,5100140,8800020,,317,,野怪掉落时装币,,,,
1867,5100150,8800020,,317,,野怪掉落时装币,,,,
1868,5100160,8800020,,317,,野怪掉落时装币,,,,
1869,5100170,8800020,,317,,野怪掉落时装币,,,,
1870,5100180,8800020,,317,,野怪掉落时装币,,,,
1871,5100190,8800020,,317,,野怪掉落时装币,,,,
1872,5100200,8800020,,317,,野怪掉落时装币,,,,
1873,5100210,8800020,,317,,野怪掉落时装币,,,,
1874,5100220,8800020,,317,,野怪掉落时装币,,,,
1875,5100230,8800020,,317,,野怪掉落时装币,,,,
1876,5100240,8800020,,317,,野怪掉落时装币,,,,
1877,5100250,8800020,,317,,野怪掉落时装币,,,,
1878,5100260,8800020,,317,,野怪掉落时装币,,,,
1879,5100270,8800020,,317,,野怪掉落时装币,,,,
1880,5100280,8800020,,317,,野怪掉落时装币,,,,
1881,5100290,8800020,,317,,野怪掉落时装币,,,,
1882,5100300,8800020,,317,,野怪掉落时装币,,,,
1883,5100310,8800020,,317,,野怪掉落时装币,,,,
1884,5100320,8800020,,317,,野怪掉落时装币,,,,
1885,5100330,8800020,,317,,野怪掉落时装币,,,,
1886,5100340,8800020,,317,,野怪掉落时装币,,,,
1887,5100350,8800020,,317,,野怪掉落时装币,,,,
1888,5100360,8800020,,317,,野怪掉落时装币,,,,
1889,5100370,8800020,,317,,野怪掉落时装币,,,,
1890,5100380,8800020,,317,,野怪掉落时装币,,,,
1891,5100390,8800020,,317,,野怪掉落时装币,,,,
1892,5100400,8800020,,317,,野怪掉落时装币,,,,
1893,5100410,8800020,,317,,野怪掉落时装币,,,,
1894,5100420,8800020,,317,,野怪掉落时装币,,,,
1895,5100430,8800020,,317,,野怪掉落时装币,,,,
1896,5100440,8800020,,317,,野怪掉落时装币,,,,
1897,5100450,8800020,,317,,野怪掉落时装币,,,,
1898,5100460,8800020,,317,,野怪掉落时装币,,,,
1899,5100470,8800020,,317,,野怪掉落时装币,,,,
1900,5100480,8800020,,317,,野怪掉落时装币,,,,
1901,5100490,8800020,,317,,野怪掉落时装币,,,,
1902,5100500,8800020,,317,,野怪掉落时装币,,,,
1903,5100510,8800020,,317,,野怪掉落时装币,,,,
1904,5100520,8800020,,317,,野怪掉落时装币,,,,
1905,5100530,8800020,,317,,野怪掉落时装币,,,,
1906,5100540,8800020,,317,,野怪掉落时装币,,,,
1907,5100550,8800020,,317,,野怪掉落时装币,,,,
1908,5100560,8800020,,317,,野怪掉落时装币,,,,
1909,5100570,8800020,,317,,野怪掉落时装币,,,,
1910,5100580,8800020,,317,,野怪掉落时装币,,,,
1911,5100590,8800020,,317,,野怪掉落时装币,,,,
1912,5100600,8800020,,317,,野怪掉落时装币,,,,
1913,5100610,8800020,,317,,野怪掉落时装币,,,,
1914,5100620,8800020,,317,,野怪掉落时装币,,,,
1915,5100630,8800020,,317,,野怪掉落时装币,,,,
1916,5100640,8800020,,317,,野怪掉落时装币,,,,
1917,5100650,8800020,,317,,野怪掉落时装币,,,,
1918,5100660,8800020,,317,,野怪掉落时装币,,,,
1919,5100670,8800020,,317,,野怪掉落时装币,,,,
1920,5100680,8800020,,317,,野怪掉落时装币,,,,
1921,5100690,8800020,,317,,野怪掉落时装币,,,,
1922,5100700,8800020,,317,,野怪掉落时装币,,,,
1923,5100710,8800020,,317,,野怪掉落时装币,,,,
1924,5100720,8800020,,317,,野怪掉落时装币,,,,
1925,5100730,8800020,,317,,野怪掉落时装币,,,,
1926,5100740,8800020,,317,,野怪掉落时装币,,,,
