BarberStyleID,BarberID,BarberName,Colour,BarberModel,ItemCost,MoneyCost,BarberFrame,AttrLuxury,AttrMaturity,AttrElegancy,AttrRomance,AttrDarkTone
200911,6020009,翩翩少年,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
200912,6020009,翩翩少年,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
200913,6020009,翩翩少年,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
200914,6020009,翩翩少年,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
200915,6020009,翩翩少年,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
200916,6020009,翩翩少年,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
301301,6030013,小魔女,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
301302,6030013,小魔女,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
301303,6030013,小魔女,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
301304,6030013,小魔女,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
301305,6030013,小魔女,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
301306,6030013,小魔女,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
301307,6030013,小魔女,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
301308,6030013,小魔女,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
301309,6030013,小魔女,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
301310,6030013,小魔女,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
301311,6030013,小魔女,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301312,6030013,小魔女,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
301313,6030013,小魔女,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301314,6030013,小魔女,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
301315,6030013,小魔女,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
301316,6030013,小魔女,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
301401,6030014,俏皮小萌妹,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
301402,6030014,俏皮小萌妹,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
301403,6030014,俏皮小萌妹,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
301404,6030014,俏皮小萌妹,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
301405,6030014,俏皮小萌妹,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
301406,6030014,俏皮小萌妹,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
301407,6030014,俏皮小萌妹,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
301408,6030014,俏皮小萌妹,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
301409,6030014,俏皮小萌妹,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
301410,6030014,俏皮小萌妹,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
301411,6030014,俏皮小萌妹,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301412,6030014,俏皮小萌妹,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
301413,6030014,俏皮小萌妹,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301414,6030014,俏皮小萌妹,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
301415,6030014,俏皮小萌妹,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
301416,6030014,俏皮小萌妹,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
201001,6020010,霜冻之夜,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=50000,0,50,-50,50,50,-20
201002,6020010,霜冻之夜,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=50000,0,50,-50,-50,50,20
201003,6020010,霜冻之夜,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=50000,0,50,50,-50,50,-20
201004,6020010,霜冻之夜,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=100000,0,-50,-50,50,-50,20
201005,6020010,霜冻之夜,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=50000,0,-50,50,-50,-50,40
201006,6020010,霜冻之夜,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=50000,0,50,-50,50,50,-20
201007,6020010,霜冻之夜,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=50000,0,-50,50,-50,-50,60
201008,6020010,霜冻之夜,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=100000,0,-50,-50,50,50,40
201009,6020010,霜冻之夜,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=100000,0,50,-50,-50,-50,-20
201010,6020010,霜冻之夜,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=50000,0,-50,50,50,-50,40
201011,6020010,霜冻之夜,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=100000,0,50,-50,50,50,-40
201012,6020010,霜冻之夜,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=100000,0,50,50,-50,50,40
201013,6020010,霜冻之夜,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=100000,0,50,-50,50,50,-40
201014,6020010,霜冻之夜,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=100000,0,-50,50,50,-50,-20
201015,6020010,霜冻之夜,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=50000,0,-50,-50,50,-50,-60
201016,6020010,霜冻之夜,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=50000,0,-50,50,-50,-50,20
601001,6060001,雨天爆炸头-男,7,Hair_Common_M_BaoZhaTou_Hei,2060009=1|2060003=10|2060004=10,,0,-50,50,-50,-50,60
602001,6060002,雨天爆炸头-女,7,Hair_Common_F_BaoZhaTou_Hei,2060009=1|2060003=10|2060004=10,,0,-50,50,-50,-50,60
301701,6030017,不忘初心,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
301702,6030017,不忘初心,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
301703,6030017,不忘初心,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
301704,6030017,不忘初心,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
301705,6030017,不忘初心,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
301706,6030017,不忘初心,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
301707,6030017,不忘初心,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
301708,6030017,不忘初心,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
301709,6030017,不忘初心,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
301710,6030017,不忘初心,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
301711,6030017,不忘初心,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301712,6030017,不忘初心,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
301713,6030017,不忘初心,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301714,6030017,不忘初心,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
301715,6030017,不忘初心,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
301716,6030017,不忘初心,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
301801,6030018,公主小妹,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
301802,6030018,公主小妹,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
301803,6030018,公主小妹,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
301804,6030018,公主小妹,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
301805,6030018,公主小妹,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
301806,6030018,公主小妹,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
301807,6030018,公主小妹,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
301808,6030018,公主小妹,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
301809,6030018,公主小妹,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
301810,6030018,公主小妹,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
301811,6030018,公主小妹,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301812,6030018,公主小妹,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
301813,6030018,公主小妹,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301814,6030018,公主小妹,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
301815,6030018,公主小妹,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
301816,6030018,公主小妹,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
301901,6030019,小温柔,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
301902,6030019,小温柔,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
301903,6030019,小温柔,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
301904,6030019,小温柔,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
301905,6030019,小温柔,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
301906,6030019,小温柔,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
301907,6030019,小温柔,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
301908,6030019,小温柔,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
301909,6030019,小温柔,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
301910,6030019,小温柔,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
301911,6030019,小温柔,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301912,6030019,小温柔,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
301913,6030019,小温柔,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
301914,6030019,小温柔,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
301915,6030019,小温柔,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
301916,6030019,小温柔,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
302001,6030020,百变少女,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
302002,6030020,百变少女,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
302003,6030020,百变少女,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
302004,6030020,百变少女,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
302005,6030020,百变少女,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
302006,6030020,百变少女,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
302007,6030020,百变少女,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
302008,6030020,百变少女,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
302009,6030020,百变少女,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
302010,6030020,百变少女,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
302011,6030020,百变少女,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302012,6030020,百变少女,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
302013,6030020,百变少女,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302014,6030020,百变少女,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
302015,6030020,百变少女,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
302016,6030020,百变少女,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
302101,6030021,异域少女,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
302102,6030021,异域少女,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
302103,6030021,异域少女,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
302104,6030021,异域少女,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
302105,6030021,异域少女,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
302106,6030021,异域少女,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
302107,6030021,异域少女,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
302108,6030021,异域少女,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
302109,6030021,异域少女,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
302110,6030021,异域少女,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
302111,6030021,异域少女,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302112,6030021,异域少女,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
302113,6030021,异域少女,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302114,6030021,异域少女,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
302115,6030021,异域少女,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
302116,6030021,异域少女,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
302201,6030022,公主切,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
302202,6030022,公主切,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
302203,6030022,公主切,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
302204,6030022,公主切,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
302205,6030022,公主切,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
302206,6030022,公主切,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
302207,6030022,公主切,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
302208,6030022,公主切,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
302209,6030022,公主切,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
302210,6030022,公主切,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
302211,6030022,公主切,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302212,6030022,公主切,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
302213,6030022,公主切,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302214,6030022,公主切,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
302215,6030022,公主切,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
302216,6030022,公主切,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
302301,6030023,波波头,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
302302,6030023,波波头,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
302303,6030023,波波头,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
302304,6030023,波波头,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
302305,6030023,波波头,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
302306,6030023,波波头,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
302307,6030023,波波头,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
302308,6030023,波波头,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
302309,6030023,波波头,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
302310,6030023,波波头,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
302311,6030023,波波头,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302312,6030023,波波头,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
302313,6030023,波波头,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302314,6030023,波波头,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
302315,6030023,波波头,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
302316,6030023,波波头,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
302401,6030024,古典,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
302402,6030024,古典,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
302403,6030024,古典,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
302404,6030024,古典,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
302405,6030024,古典,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
302406,6030024,古典,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
302407,6030024,古典,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
302408,6030024,古典,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
302409,6030024,古典,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
302410,6030024,古典,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
302411,6030024,古典,11,Hair_Common_F_FaSe_QianLan,2060005=1|2060001=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302412,6030024,古典,12,Hair_Common_F_FaSe_Cheng,2060003=1|2060004=1|2060004=1|1290049=1,101=10000,0,50,50,-50,50,40
302413,6030024,古典,13,Hair_Common_F_FaSe_Feng,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,50,50,-40
302414,6030024,古典,14,Hair_Common_M_DFciwei02_QianZi,2060003=1|2060005=1|2060001=1|1290049=1,101=10000,0,-50,50,50,-50,-20
302415,6030024,古典,15,Hair_Common_F_FaSe_Bai,2060001=1|1290052=1,101=5000,0,-50,-50,50,-50,-60
302416,6030024,古典,16,Hair_Common_F_FaSe_Lan,2060005=1|1290052=1,101=5000,0,-50,50,-50,-50,20
302501,6030025,童话世界,1,Hair_Common_F_FaSe_Huang,2060004=1|1290052=1,101=5000,0,50,-50,50,50,-20
302502,6030025,童话世界,2,Hair_Common_F_FaSe_Lv,2060006=1|1290052=1,101=5000,0,50,-50,-50,50,20
302503,6030025,童话世界,3,Hair_Common_F_FaSe_Hong,2060003=1|1290052=1,101=5000,0,50,50,-50,50,-20
302504,6030025,童话世界,4,Hair_Common_F_FaSe_JinHe,2060004=1|2060002=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,-50,20
302505,6030025,童话世界,5,Hair_Common_F_FaSe_Zi,2060007=1|1290052=1,101=5000,0,-50,50,-50,-50,40
302506,6030025,童话世界,6,Hair_Common_F_FaSe_NaiNaiHui,2060002=1|2060001=1|1290049=1,101=5000,0,50,-50,50,50,-20
302507,6030025,童话世界,7,Hair_Common_M_DF01_Hei,2060002=1|1290052=1,101=5000,0,-50,50,-50,-50,60
302508,6030025,童话世界,8,Hair_Common_F_FaSe_YaMaJin,2060003=1|2060004=1|2060001=1|1290049=1,101=10000,0,-50,-50,50,50,40
302509,6030025,童话世界,9,Hair_Common_M_DFciwei02_QianLv,2060005=1|2060004=1|2060001=1|1290049=1,101=10000,0,50,-50,-50,-50,-20
302510,6030025,童话世界,10,Hair_Common_F_FaSe_He,2060004=1|2060002=1|2060003=1|1290049=1,101=5000,0,-50,50,50,-50,40
