ItemId,ItemName,ItemFunction,ItemFunctionValue,NeedConfirm,ItemTargets,ItemCD,ItemCDGroup,ItemEffect,EffectPos,ItemAction,ItemLimitID,AudioID,ArrowDesc,Prompt,Payment,Achieving,AchievingShow,ItemNoticeLimit,ItemBatchBtn,NotConsume,LocalizationArea
2091420,春节小礼盒,5,8570300,0,1,0,0,,,,,,,,,1,1040022,-1,1,,
2091421,高级道具自选礼盒,7,8570310|1,0,1,0,0,,,,,,,,,,,-1,,,
2091422,春节恶魔转盘抽奖券,6,8570320,0,1,0,0,,,,,,,,,,,,,,
2091423,艺术家时装礼盒,5,8570330,0,1,0,0,,,,,,,,,1,1010055|1010056,-1,,,
2091424,增伤卡自选卡册（7天）,7,8570340|1,0,1,0,0,,,,,,,,,,,,,,
2091425,紫色武器自选时空卡册（3天）,7,8570350|1,0,1,0,0,,,,,,,,,,,,,,
2091426,药水惊喜礼盒,5,8570360,0,1,0,0,,,,,,,,,1,2091427|2091428,,1,,
2091427,珍惜道具转盘,6,8570370,0,1,0,0,,,,,,,,,1,3020022|2091501,-1,,,
2091429,莓果奇缘时装礼盒,5,8570380,0,1,0,0,,,,,,,,,,,,,,
2091430,踏春小礼盒,5,8570390,0,1,0,0,,,,,,,,,,,-1,1,,
2091431,扭蛋随机箱,5,8570400,0,1,0,0,,,,,,,,,,,-1,1,,
2091432,超级材料自选箱,7,8570410|1,0,1,0,0,,,,,,,,,,,-1,1,,
2091433,低级材料自选箱,7,8570420|1,0,1,0,0,,,,,,,,,,,-1,1,,
2091434,中级材料自选箱,7,8570430|1,0,1,0,0,,,,,,,,,,,-1,1,,
2091435,高级材料自选箱,7,8570440|1,0,1,0,0,,,,,,,,,,,-1,1,,
2091436,稀有材料自选箱,7,8570450|1,0,1,0,0,,,,,,,,,,,-1,1,,
2091437,珍贵材料自选箱,7,8570460|1,0,1,0,0,,,,,,,,,,,-1,1,,
2091439,夏日小礼盒,5,8570480,0,1,0,0,,,,,,,,,,,-1,1,,
2091440,往期扭蛋自选礼包Ⅱ,7,8570490|1,0,1,0,0,,,,,,,,,,,,1,,
2091610,年兽A型礼盒,5,8590040,0,1,0,0,,,,,,,,,,,,,,
2091611,年兽B型礼盒,5,8590050,0,1,0,0,,,,,,,,,,,,,,
2091612,年兽卓越礼盒,5,8590060,0,1,0,0,,,,,,,,,,,,,,
2091613,珍贵的驱兽爆竹,1,4515301,0,1,0,0,,,,,,,,,,,,,1,
2091614,驱兽爆竹,1,4512501,0,1,8,0,,,,,,,,,,,,,,
2091615,黄色爆竹,1,4515901,0,1,10,0,,,,,,,,,,,,,,
2091616,蓝色爆竹,1,4515801,0,1,10,0,,,,,,,,,,,,,,
2091617,红色爆竹,1,4516001,0,1,10,0,,,,,,,,,,,,,,
2091618,高级精炼自选箱,7,8600010|1,0,1,0,0,,,,,,,,,,,,,,
2091619,配饰精炼自选礼盒,7,8600012|1,0,1,0,0,,,,,,,,,,,,1,,
2091630,50级炼金装备箱,5,8001110,0,1,0,0,,,,,,,,,,,,,,
2091631,70级炼金装备箱,5,8001120,0,1,0,0,,,,,,,,,,,,,,
2091700,饭票小礼盒,5,8600150,0,1,0,0,,,,,,,,,,,,,,
2091701,米莉的惊喜礼盒,5,8600200,0,1,0,0,,,,,,,,,,,,,,
2091702,米莉的神秘礼盒,5,8600190,0,1,0,0,,,,,,,,,,,,,,
2091703,高级钛钢碎片箱,5,8600210,0,1,0,0,,,,,,,,,,,,,,
2091704,梦游套装礼盒,5,8600220,0,1,0,0,,,,,,,,,,,,,,
2091705,年兽A型礼盒2,5,8590040,0,1,0,0,,,,,,,,,,,,,,
2091706,年兽B型礼盒2,5,8590050,0,1,0,0,,,,,,,,,,,,,,
2091707,年兽卓越礼盒2,5,8590060,0,1,0,0,,,,,,,,,,,,,,
2091708,卡伦杰出参与礼包,5,5320050,0,1,0,0,,,,,,,,,,,,,,
2091709,冰暴骑士杰出参与礼包,5,5320060,0,1,0,0,,,,,,,,,,,,,,
2091710,时间管理人杰出参与礼包,5,5320070,0,1,0,0,,,,,,,,,,,,,,
2091711,卡伦卓越参与礼包,5,5310050,0,1,0,0,,,,,,,,,,,,,,
2091712,冰暴骑士卓越参与礼包,5,5310060,0,1,0,0,,,,,,,,,,,,,,
2091713,时间管理人卓越参与礼包,5,5310070,0,1,0,0,,,,,,,,,,,,,,
2091714,卡伦普通参与礼包,5,5330050,0,1,0,0,,,,,,,,,,,,,,
2091715,冰暴骑士普通参与礼包,5,5330060,0,1,0,0,,,,,,,,,,,,,,
2091716,时间管理人普通参与礼包,5,5330070,0,1,0,0,,,,,,,,,,,,,,
2091730,塔奥群卡杰出参与礼包,5,5320080,0,1,0,0,,,,,,,,,,,,,,
2091731,塔奥群卡卓越参与礼包,5,5310080,0,1,0,0,,,,,,,,,,,,,,
2091732,塔奥群卡普通参与礼包,5,5330080,0,1,0,0,,,,,,,,,,,,,,
2091733,半龙人杰出参与礼包,5,5320090,0,1,0,0,,,,,,,,,,,,,,
2091734,半龙人卓越参与礼包,5,5310090,0,1,0,0,,,,,,,,,,,,,,
2091735,半龙人普通参与礼包,5,5330090,0,1,0,0,,,,,,,,,,,,,,
2091736,50级贤者装备箱,5,8001290,0,1,0,0,,,,,,,,,,,,,,
2091737,70级贤者装备箱,5,8001300,0,1,0,0,,,,,,,,,,,,,,
2091740,伊夫利特杰出参与礼包,5,5320100,0,1,0,0,,,,,,,,,,,,,,
2091741,伊夫利特卓越参与礼包,5,5310100,0,1,0,0,,,,,,,,,,,,,,
2091742,伊夫利特普通参与礼包,5,5330100,0,1,0,0,,,,,,,,,,,,,,
2091743,阿特罗斯杰出参与礼包,5,5320110,0,1,0,0,,,,,,,,,,,,,,
2091744,阿特罗斯卓越参与礼包,5,5310110,0,1,0,0,,,,,,,,,,,,,,
2091745,阿特罗斯普通参与礼包,5,5330110,0,1,0,0,,,,,,,,,,,,,,
2091812,邪能普通礼包,5,8760030,0,1,0,0,,,,,,,,,,,,,,
2091813,邪能珍稀礼包,5,8760040,0,1,0,0,,,,,,,,,,,,,,
2091901,雪花节小礼盒,5,8570011,0,1,0,0,,,,,,,,,,,,,,
2091902,雪原参与礼盒,5,8570031,0,1,0,0,,,,,,,,,,,,,,
2091903,雪原普通礼盒,5,8570041,0,1,0,0,,,,,,,,,,,,,,
2091904,雪原卓越礼盒,5,8570051,0,1,0,0,,,,,,,,,,,,,,
2091905,雪原冠军礼盒,5,8570061,0,1,0,0,,,,,,,,,,,,,,
2095001,武器卡片包,5,8720010,0,1,0,0,,,,,,,,,,,,,,
2095002,副手卡片包,5,8720020,0,1,0,0,,,,,,,,,,,,,,
2095003,盔甲卡片包,5,8720030,0,1,0,0,,,,,,,,,,,,,,
2095004,披风卡片包,5,8720040,0,1,0,0,,,,,,,,,,,,,,
2095005,鞋子卡片包,5,8720050,0,1,0,0,,,,,,,,,,,,,,
2095006,饰品卡片包,5,8720060,0,1,0,0,,,,,,,,,,,,,,
2095007,头饰卡片包,5,8720070,0,1,0,0,,,,,,,,,,,,,,
2300010,卡普拉的零钱袋,5,2300060,0,1,0,0,,,,,,,,,,,-1,,,
2300030,卡普拉的精炼袋子,5,2300070,0,1,0,0,,,,,,,,,,,-1,,,
2300050,卡普拉的藏宝箱,5,2300080,0,1,0,0,,,,,,,,,,,-1,,,
2096001,珍稀外显随机箱,5,8721010,0,1,0,0,,,,,,,,,,,,,,
2096002,珍稀外显随机箱,5,8721020,0,1,0,0,,,,,,,,,,,,,,
3010000,回归装备礼盒,5,3010000,0,1,0,0,,,,,,,,,,,,,,
3010001,50级回归装备礼盒,5,3010010,0,1,0,0,,,,,,,,,,,,,,
3010002,60级回归装备礼盒,5,3010020,0,1,0,0,,,,,,,,,,,,,,
3010003,70级回归装备礼盒,5,3010030,0,1,0,0,,,,,,,,,,,,,,
3010004,80级回归装备礼盒,5,3010032,0,1,0,0,,,,,,,,,,,,,,
3010010,回归饰品礼盒,5,3010110,0,1,0,0,,,,,,,,,,,,,,
3010100,回归大礼盒,5,3011000,0,1,0,0,,,,,,,,,,,,,,
3010101,回归药水盒,5,3011010,0,1,0,0,,,,,,,,,,,,,,
3010102,65级首饰自选盒,7,3011020|1,0,1,0,0,,,,,,,,,,,,,,
3010103,小型精炼礼盒Ⅰ,7,3011030|1,0,1,0,0,,,,,,,,,,,,1,,
3010104,增伤卡片自选包,7,3011040|1,0,1,0,0,,,,,,,,,,,,,,
3010105,小型精炼礼盒Ⅱ,7,3011050|1,0,1,0,0,,,,,,,,,,,,1,,
3010106,精炼保护礼盒Ⅰ,7,3011060|1,0,1,0,0,,,,,,,,,,,,1,,
3010107,微型精炼礼盒,7,3011070|1,0,1,0,0,,,,,,,,,,,,1,,
3010108,战斗补给箱,5,3011080,0,1,0,0,,,,,,,,,,,,,,
3010109,饰品精炼礼盒,7,3011090|1,0,1,0,0,,,,,,,,,,,,1,,
3010110,饰品精炼礼盒Ⅱ,7,3011100|1,0,1,0,0,,,,,,,,,,,,1,,
3010111,绅士兔背饰礼盒,5,3011110,0,1,0,0,,,,,,,,,1,1100008|1200062,,,,
3010112,温柔兔背饰礼盒,5,3011120,0,1,0,0,,,,,,,,,1,1100009|1200061,,,,
3010113,小型祈愿券礼包,5,3011130,0,1,0,0,,,,,,,,1,1,2035004,,,,
3010114,中型祈愿券礼包,5,3011140,0,1,0,0,,,,,,,,1,1,2035004,,,,
3010115,大型祈愿券礼包,5,3011150,0,1,0,0,,,,,,,,1,1,2035004,,,,
3010116,贝思波齿轮幸运箱,5,3011160,0,1,0,0,,,,,,,,,,,,,,
3010117,Zeny随机宝箱,5,3011170,0,1,0,0,,,,,,,,,,,,,,
3010118,阳光猕猴桃幸运箱,5,3011180,0,1,0,0,,,,,,,,,,,,,,
3010119,莫拉硬币幸运箱,5,3011190,0,1,0,0,,,,,,,,,,,,,,
3010120,崩裂迪齿轮幸运箱,5,3011200,0,1,0,0,,,,,,,,,,,-1,,,
3010121,魔力晶石幸运箱,5,3011210,0,1,0,0,,,,,,,,,,,,,,
3010122,超大型祈愿券礼包,5,3011220,0,1,0,0,,,,,,,,1,1,2035004,,,,
3010123,珍贵的收集册,5,3011230,0,1,0,0,,,,,,,,,,,,,,
3010124,附魔加速包,5,3011240,0,1,0,0,,,,,,,,,,,,1,,
3010125,50级时效装备箱（20天）,5,3011250,0,1,0,0,,,,,,,,,,,,,,
3010126,70级时效装备箱（20天）,5,3011260,0,1,0,0,,,,,,,,,,,,,,
3010127,装备修复自选包,7,3011270|1,0,1,0,0,,,,,,,,,,,101,,,
3010128,罕见的初级材料自选包,7,3011280|1,0,1,0,0,,,,,,,,,1,1290016|1290069|1290017|1290070|1290007,,,,
3010129,罕见的中级材料自选包,7,3011290|1,0,1,0,0,,,,,,,,,1,1290064|1290066|1290067|1290065|1290056|1280007|1280011,,,,
3010130,罕见的高级材料自选包,7,3011300|1,0,1,0,0,,,,,,,,,1,1290031|1290041|1270009|3090004|1290039|1290037|1270007|1270003|1290029,,,,
3010131,高级卡片转蛋,5,3011310,0,1,0,0,,,,,,,,,1,3020022,-1,,,
3010132,高级精炼保护礼盒,7,3011320|1,0,1,0,0,,,,,,,,,,,,1,,
3010133,高级精炼自选礼盒,7,3011330|1,0,1,0,0,,,,,,,,,,,,1,,
3010134,齿轮自选包Ⅱ,7,3011340|1,0,1,0,0,,,,,,,,,,,-1,,,
3010135,C型绑定头饰图纸自选包,7,3011350|1,0,1,0,0,,,,,,,,,,,,,,
3010136,头饰图纸自选,7,3011360|1,0,1,0,0,,,,,,,,,1,1170004|1200013|1200011|1170011|1170035|1200043|1200048|1200037|1200036|1200050|1200046|1200015|1170021|1170017|1170014|1200044,,,,
3010137,A型绑定图纸自选包,7,3011370|1,0,1,0,0,,,,,,,,,,,,,,
3011000,药水急救箱,5,3012000,0,1,0,0,,,,,,,,0,,,,1,,
3011010,发型更换箱,7,3012010|1,0,1,0,0,,,,,,,,,,,,,,
3011011,总经理制服时装礼盒,5,3012020,0,1,0,0,,,,,,,,,,,,,,
3011012,A型MINI头饰图纸自选包,7,3012030|1,0,1,0,0,,,,,,,,,,,,,,
3011013,珍贵的紫卡收集册,5,3012040,0,1,0,0,,,,,,,,,,,,,,
3011014,宫廷时装礼盒,5,3012050,0,1,0,0,,,,,,,,,,,,,,
3011020,珍贵的紫色卡片收集册Ⅱ,5,3012060,0,1,0,0,,,,,,,,,,,,,,2
3011030,珍贵的紫色卡片收集册Ⅲ,5,3012070,0,1,0,0,,,,,,,,,,,,,,2
3011100,50级剑士武器自选箱,7,3031100|1,0,1,0,0,,,,,,,,,,,,,,
3011101,50级服事武器自选箱,7,3031110|1,0,1,0,0,,,,,,,,,,,,,,
3011102,50级盗贼武器自选箱,7,3031120|1,0,1,0,0,,,,,,,,,,,,,,
3011103,50级弓箭手武器自选箱,7,3031130|1,0,1,0,0,,,,,,,,,,,,,,
3011104,50级商人武器自选箱,7,3031140|1,0,1,0,0,,,,,,,,,,,,,,
3011105,50级魔法师武器自选箱,7,3031150|1,0,1,0,0,,,,,,,,,,,,,,
3011106,50级武僧武器自选箱,7,3031160|1,0,1,0,0,,,,,,,,,,,,,,
3011201,60级剑士武器自选箱,7,3031200|1,0,1,0,0,,,,,,,,,,,,,,
3011202,60级服事武器自选箱,7,3031210|1,0,1,0,0,,,,,,,,,,,,,,
3011203,60级盗贼武器自选箱,7,3031220|1,0,1,0,0,,,,,,,,,,,,,,
3011204,60级弓箭手武器自选箱,7,3031230|1,0,1,0,0,,,,,,,,,,,,,,
3011205,60级商人武器自选箱,7,3031240|1,0,1,0,0,,,,,,,,,,,,,,
3011206,60级魔法师武器自选箱,7,3031250|1,0,1,0,0,,,,,,,,,,,,,,
3011207,60级武僧武器自选箱,7,3031260|1,0,1,0,0,,,,,,,,,,,,,,
3011301,70级剑士武器自选箱,7,3031300|1,0,1,0,0,,,,,,,,,,,,,,
3011302,70级服事武器自选箱,7,3031310|1,0,1,0,0,,,,,,,,,,,,,,
3011303,70级盗贼武器自选箱,7,3031320|1,0,1,0,0,,,,,,,,,,,,,,
3011304,70级弓箭手武器自选箱,7,3031330|1,0,1,0,0,,,,,,,,,,,,,,
3011305,70级商人武器自选箱,7,3031340|1,0,1,0,0,,,,,,,,,,,,,,
3011306,70级魔法师武器自选箱,7,3031350|1,0,1,0,0,,,,,,,,,,,,,,
3011208,70级武僧武器自选箱,7,3031360|1,0,1,0,0,,,,,,,,,,,,,,
3011209,80级回归武器自选箱,7,3031400|1,0,1,0,0,,,,,,,,,,,,,,
3011210,80级回归饰品礼盒,7,3010120|1,0,1,0,0,,,,,,,,,,,,,,
3011307,初级50级装备碎片包,5,3032000,0,1,0,0,,,,,,,,,,,,1,,
3011308,中级50级装备碎片包,5,3032010,0,1,0,0,,,,,,,,,,,,1,,
3011309,高级50级装备碎片包,5,3032020,0,1,0,0,,,,,,,,,,,,1,,
3011310,初级70级装备碎片包,5,3032030,0,1,0,0,,,,,,,,,,,,1,,
3011311,中级70级装备碎片包,5,3032040,0,1,0,0,,,,,,,,,,,,1,,
3011312,高级70级装备碎片包,5,3032050,0,1,0,0,,,,,,,,,,,,1,,
3011313,80级装备图纸碎片包Ⅰ,5,3032060,0,1,0,0,,,,,,,,,,,,1,,
3011314,90级装备图纸碎片包Ⅰ,5,3032070,0,1,0,0,,,,,,,,,,,,1,,
3011315,80级装备图纸碎片包Ⅱ,5,3032080,0,1,0,0,,,,,,,,,,,,1,,
3011316,90级装备图纸碎片包Ⅱ,5,3032090,0,1,0,0,,,,,,,,,,,,1,,
3011317,90级装备图纸碎片包Ⅱ,5,3032092,0,1,0,0,,,,,,,,,,,,1,,
3011318,80级装备图纸碎片包（小）,5,3032093,0,1,0,0,,,,,,,,,,,-1,1,,
3011319,90级装备图纸碎片包（小）,5,3032094,0,1,0,0,,,,,,,,,,,-1,1,,
3011320,70级装备图纸碎片包（小）,5,3032095,0,1,0,0,,,,,,,,,,,-1,1,,
3011321,100级装备图纸碎片包（小）,5,3032096,0,1,0,0,,,,,,,,,,,-1,1,,
3011322,100级装备图纸碎片包Ⅰ,5,3032097,0,1,0,0,,,,,,,,,,,-1,1,,
3011323,100级装备图纸碎片包Ⅱ,5,3032098,0,1,0,0,,,,,,,,,,,-1,1,,
3011400,A型头饰图纸自选包,7,3032100|1,0,1,0,0,,,,,,,,,,,,,,
3011401,紫色限时卡片自选包,7,3032110|1,0,1,0,0,,,,,,,,,,,,,,
3011402,B型绑定头饰图纸自选包,7,3032120|1,0,1,0,0,,,,,,,,,,,,,,
3011403,魔物娃娃自选礼包,7,3032130|1,0,1,0,0,,,,,,,,,,,,1,,
3011404,魔物标本自选礼包,7,3032140|1,0,1,0,0,,,,,,,,,,,,1,,
3011405,B型中级装备材料自选包,7,3032170|1,0,1,0,0,,,,,,,,,,,,1,,
3011406,100级装备材料自选包,7,3032212|1,0,1,0,0,,,,,,,,,,,,1,,
3011500,齿轮自选包Ⅰ,7,3032150|1,0,1,0,0,,,,,,,,,,,-1,,,
3011501,钛钢自选包Ⅰ,7,3032160|1,0,1,0,0,,,,,,,,,,,,,,
3011502,回归勇者饰品自选礼盒,7,3032180|1,0,1,0,0,,,,,,,,,,,,,,
3011503,紫色武器自选时空卡册（45天）,7,3032190|1,0,1,0,0,,,,,,,,,,,,,,
3011504,冻干水果自选箱,7,3032200|1,0,1,0,0,,,,,,,,,,,,,,
3011505,紫色武器自选时空卡册（15天）,7,3032210|1,0,1,0,0,,,,,,,,,,,,,,
3011506,50级时效装备箱（7天）,5,3032220,0,1,0,0,,,,,,,,,,,-1,,,
3011507,70级时效装备箱（7天）,5,3032221,0,1,0,0,,,,,,,,,,,-1,,,
3011508,80级时效装备箱（7天）,5,3032222,0,1,0,0,,,,,,,,,,,-1,,,
3011509,50级时效武器自选箱（7天）,7,3032230|1,0,1,0,0,,,,,,,,,,,-1,,,
3011510,70级时效武器自选箱（7天）,7,3032240|1,0,1,0,0,,,,,,,,,,,-1,,,
3011511,80级时效武器自选箱（7天）,7,3032250|1,0,1,0,0,,,,,,,,,,,-1,,,
3011512,强化石自选礼盒,7,3032260|1,0,1,0,0,,,,,,,,,,,-1,1,,
3011513,传说矿石自选包,7,3032270|1,0,1,0,0,,,,,,,,,,,-1,1,,
3011514,紫色武器自选时空卡册（30天）,7,3032280|1,0,1,0,0,,,,,,,,,,,-1,,,
3011515,高级强化金属自选礼盒,7,3032290|1,0,1,0,0,,,,,,,,,,,-1,1,,
3011600,50级时效装备礼盒,5,3011250,0,1,0,0,,,,,,,,,,,,,,
3011601,50级剑士时效武器礼盒,7,3011610|1,0,1,0,0,,,,,,,,,,,,,,
3011602,50级服事时效武器礼盒,7,3011620|1,0,1,0,0,,,,,,,,,,,,,,
3011603,50级武僧时效武器礼盒,7,3011630|1,0,1,0,0,,,,,,,,,,,,,,
3011604,50级魔法师时效武器礼盒,7,3011640|1,0,1,0,0,,,,,,,,,,,,,,
3011605,50级盗贼时效武器礼盒,7,3011650|1,0,1,0,0,,,,,,,,,,,,,,
3011606,50级商人时效武器礼盒,7,3011660|1,0,1,0,0,,,,,,,,,,,,,,
3011607,50级猎人时效武器礼盒,7,3011670|1,0,1,0,0,,,,,,,,,,,,,,
3011610,70级时效装备礼盒,5,3011260,0,1,0,0,,,,,,,,,,,,,,
3011611,70级剑士时效武器礼盒,7,3011710|1,0,1,0,0,,,,,,,,,,,,,,
3011612,70级服事时效武器礼盒,7,3011720|1,0,1,0,0,,,,,,,,,,,,,,
3011613,70级武僧时效武器礼盒,7,3011730|1,0,1,0,0,,,,,,,,,,,,,,
3011614,70级魔法师时效武器礼盒,7,3011740|1,0,1,0,0,,,,,,,,,,,,,,
3011615,70级盗贼时效武器礼盒,7,3011750|1,0,1,0,0,,,,,,,,,,,,,,
3011616,70级商人时效武器礼盒,7,3011760|1,0,1,0,0,,,,,,,,,,,,,,
3011617,70级猎人时效武器礼盒,7,3011770|1,0,1,0,0,,,,,,,,,,,,,,
3020022,珍贵的卡片碎片,10,7|1256,0,1,0,0,,,,,,,,,,,,,,
3024061,异化铁,10,7|7181,,,,,,,,,,,,,,,,,,
3024062,异化钢,10,7|7181,,,,,,,,,,,,,,,,,,
2050016,紫色卡片结晶,10,7|1256,0,1,0,0,,,,,,,,,,,,,,
2050017,紫色卡片宝石,10,7|1256,0,1,0,0,,,,,,,,,,,,,,
3021007,蕴魔石宝箱,5,8220010,0,1,0,0,,,,,,,,,,,,,,
3021008,初级解封卷宝箱,5,8220020,0,1,0,0,,,,,,,,,,,,,,
3060004,泉水,0,,0,0,0,0,,,2003,,,,,,,,,,,
3060011,泉水,0,,0,0,0,0,,,2003,,,,,,,,,,,
3060007,曼特疗伤药,0,,0,0,0,0,120022,1=42=6.6=159.4,2005,,,,,,,,,,,
3060005,乐园团推荐信,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060006,圣水,0,,0,0,0,0,,,2008,,,,,,,,,,,
3060015,疗伤药水,0,,0,0,0,0,120022,11=44.66=1.74=102.04,2005,,,,,,,,,,,
3060016,纯洁之翼徽章,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060017,一个钱包,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060018,神秘吊坠,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060031,香蕉,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060032,幼小的红菇,0,,0,0,0,0,120022,23=124.26=4.37=60.11=308,2005,,,,,,,,,,,
3060033,香蕉,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060019,纯洁之翼徽章,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060020,一束鲜花,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060021,纯洁之翼徽章,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060022,牧师的符咒,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060023,牧师的符咒,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060024,牧师的符咒,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060025,牧师的符咒,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060026,疗伤药水,0,,0,0,0,0,120022,507=70.23=10.5=134.48,2005,,,,,,,,,,,
3060027,永恒玫瑰,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060028,人鱼的眼泪,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060029,人鱼秘药,0,,0,0,0,0,120022,21=90.94=17.18=165.2=90,2005,,,,,,,,,,,
3060030,家主的证据,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060044,火石,0,,0,0,0,0,100001,,2005,,,,,,,,,,,
3060036,变身树叶,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060037,哥布林战利品,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060038,巴雷蒙德残卷,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060039,小袋钱,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060040,戏精上身,0,,0,0,0,0,,,,,,,,,,,,,,
3060041,检查仪器,0,,0,0,0,0,,,2007,,,,,,,,,,,
3060042,传送水晶,0,,0,0,0,0,,,2007,,,,,,,,,,,
3060046,疗伤药水,0,,0,0,0,0,120022,12=95.55=2.12=96.32,2005,,,,,,,,,,,
3060048,变身叶子,0,,0,0,0,0,,,,,,,,,,,,,,
3060049,伴手礼,0,,0,0,0,0,,,,,,,,,,,,,,
3060052,营养蚯蚓,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060053,勇气的证明,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060054,魔法变身药剂,0,,0,0,0,0,,,2008,,,,,,,,,,,
3060055,圣水,0,,0,0,0,0,,,2008,,,,,,,,,,,
3060061,冰淇淋,0,,0,0,0,0,120014,,2008,,,,,,,,,,,
3060062,变态蚯蚓,0,,0,0,0,0,264,,2006,,,,,,,,,,,
3060063,一束鲜花,0,,0,0,0,0,264,,2006,,,,,,,,,,,
3060064,讨伐队证明,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060065,一封信件,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060066,一封信件,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060067,许愿瓶,0,,0,0,0,0,,,2015,,,,,,,,,,,
3060086,封印石,0,,0,0,0,0,,,2005,,,,,,,,,,,
3060087,糕点,0,,0,0,0,0,120014,,2008,,,,,,,,,,,
3060088,骑士转职推荐信,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060090,烹饪调料,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060091,魔物变身卡,0,,0,0,0,0,,,2001,,,,,,,,,,,
3060100,念力手套,0,,0,0,0,0,264,,2001,,,,,,,,,,,
3060101,50Z,0,,0,0,0,0,264,,2001,,,,,,,,,,,
3060102,神秘药剂,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060103,箭翎,0,,0,0,0,0,264,,2001,,,,,,,,,,,
3060108,500ZENY,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060109,耐性烙印,0,,0,0,0,0,,,2007,,,,,,,,,,,
3060110,混合液3号,0,,0,0,0,0,,,2008,,,,,,,,,,,
3060111,混合液3号配方,0,,0,0,0,0,120014,,2008,,,,,,,,,,,
3060112,疯兔绒毛,0,,0,0,0,0,264,,2007,,,,,,,,,,,
3060113,银质圆盘,0,,0,0,0,0,264,,2014,,,,,,,,,,,
3060114,清澈的水,0,,0,0,0,0,264,,2020,,,,,,,,,,,
3060115,十字吊坠,0,,0,0,0,0,264,,2018,,,,,,,,,,,
3060116,视力药水,0,,0,0,0,0,,,2008,,,,,,,,,,,
3060117,玛甘树枝,0,,0,0,0,0,,,2007,,,,,,,,,,,
3060118,普因特树枝,0,,0,0,0,0,,,2001,,,,,,,,,,,
3060119,柔韧的枝条,0,,0,0,0,0,120014,,2001,,,,,,,,,,,
3060120,你的第一支箭矢,0,,0,0,0,0,264,,2006,,,,,,,,,,,
3060121,你的第一把弓,0,,0,0,0,0,264,,2016,,,,,,,,,,,
3060122,毒药,0,,0,0,0,0,264,,2018,,,,,,,,,,,
3060123,幸运硬币,0,,0,0,0,0,264,,3,,,,,,,,,,,
3060124,正确的货物,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060125,错误的货物,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060126,箱子,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060127,商人转职道具,0,,0,0,0,0,120014,,2008,,,,,,,,,,,
3060128,霸体药水,0,,0,0,0,0,264,,2008,,,,,,,,,,,
3060129,盗虫甲壳,0,,0,0,0,0,,,2006,,,,,,,,,,,
3060130,元素相克卷轴,0,,0,0,0,0,,,2014,,,,,,,,,,,
3060131,法师收集物,0,,0,0,0,0,,,2007,,,,,,,,,,,
3060132,圣水,0,,0,0,0,0,120014,,2008,,,,,,,,,,,
3060133,服事收集物,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060134,弱效集中药剂,0,,0,0,0,0,264,,2008,,,,,,,,,,,
3060135,弓箭手收集物,0,,0,0,0,0,264,,2008,,,,,,,,,,,
3060136,敏捷药剂,0,,0,0,0,0,264,,2008,,,,,,,,,,,
3060137,盗贼收集物,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060138,商人神像,0,,0,0,0,0,120022,8=129=1=106,2014,,,,,,,,,,,
3060139,商人收集物,0,,0,0,0,0,120022,7=101=10.7=120.6,2005,,,,,,,,,,,
3060140,黄金盗虫卡片,0,,0,0,0,0,264,,2005,,,,,,,,,,,
3060141,100000ZENY,0,,0,0,0,0,120022,8=129=1=106,2005,,,,,,,,,,,
3060142,"""+10圆盾""",0,,0,0,0,0,120022,7=101=10.7=120.6,2005,,,,,,,,,,,
3060143,油腻蝴蝶翅膀,0,,0,0,0,0,120022,8=129=1=106,17,,,,,,,,,,,
