Id,CollectName,CollectDes,TransfigureCanCollect,CanShowName,IsTriggerTiming,Type,CollectionType,Param,DefaultEquipID,PresentID,Scale,Sex,CanCollectArea,TaskLimit,LivingSkillLimit,ItemLimit,VitalityLimit,IsInitialize,CollectTime,CollectReminderTxt,CollectingReminderTxt,CollectingAction,CollectingIcon,CameraId,PitchonType,AwardId,AwardId2,CollectNum,CollectCd,PlayerCd,CreateBuff,GuildNotice,GuildSenceAward,MiniMapIcon,AlwaysShowOnMap,CanCollectFx,CanCollectFxHightPercent,CollectFx,CollectFxHightPercent,EndCollectFx,EndCollectFxHightPercent,LuaScript,RoleEffect,RoleEffectBone,CollectionResidentFx,CollectionResidentFxHightPercent,CollectPresent,IndividualCap,,NoInterrupt,BeAttackedBreak,CollectDestination,LocalizationArea
512001,扶起,毕斯库斯战斗,1,0,,0,,,0,100011,1,0,2,,,,,1,3,帮助,帮助中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,,,,,,,,,,,,,,,,,,,,,,,
512002,营救卫兵 ,服事转职副本,1,0,,0,,,0,100011,1,0,2,,,,,1,3,解救,解救中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,,,,,,,,,,,,,,,,,,,,,,,
512003,物理伤害提升,迷雾之森精英通关buff,1,1,,0,,,0,100011,1,0,2,,,,,1,3,获取,获取中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,932901=10000,,,,,120030,,,,,,,,,470,0.5,,,,,,,
512004,魔法伤害提升,迷雾之森精英通关buff,1,1,,0,,,0,100011,1,0,2,,,,,1,3,获取,获取中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,933001=10000,,,,,120030,,,,,,,,,474,0.5,,,,,,,
512005,迅捷,迷雾之森精英通关buff,1,1,,0,,,0,100011,1,0,2,,,,,1,3,获取,获取中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,933101=10000,,,,,120030,,,,,,,,,472,0.5,,,,,,,
512006,恢复,迷雾之森精英通关buff,1,1,,0,,,0,100011,1,0,2,,,,,1,3,获取,获取中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,933201=10000,,,,,120030,,,,,,,,,471,0.5,,,,,,,
512007,全属性提升,迷雾之森精英通关buff,1,1,,0,,,0,100011,1,0,2,,,,,1,3,获取,获取中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,933301=10000,,,,,120030,,,,,,,,,473,0.5,,,,,,,
512051,符文石,北森异变,1,1,,0,,,0,100011,1,0,3,,,,,1,3,查看,查看中,2014,UI_main_Interactive_Operate.png,,,,,1,-1,3,,,,,,120030,,,,,,,,,,,,,,,,,
512052,符文石,北森异变,1,1,,0,,,0,100011,1,0,3,,,,,1,3,查看,查看中,2014,UI_main_Interactive_Operate.png,,,,,1,-1,3,,,,,,120030,,,,,,,,,,,,,,,,,
512053,符文石,北森异变,1,1,,0,,,0,100011,1,0,3,,,,,1,3,查看,查看中,2014,UI_main_Interactive_Operate.png,,,,,1,-1,3,,,,,,120030,,,,,,,,,,,,,,,,,
512054,遗弃的头盔,北森异变,1,1,,0,,,0,220017,1,0,2,,,,,1,3,接触,接触中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,5,,,,,,120030,,,,,,,,,,,,,,,,,
512055,破碎的木桶,北森异变,1,1,,0,,,0,220019,1,0,2,,,,,1,3,接触,接触中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,5,,,,,,120030,,,,,,,,,,,,,,,,,
512056,掉落的信,北森异变,1,1,,0,,,0,220018,1,0,2,,,,,1,1,打开,阅读中,2001,UI_main_Interactive_Fumo.png,,,,,1,0,2,,,,,,120030,,,,,,,,,,,,,,,,,
512057,和小男孩对话,教国谍影,1,0,,0,,,0,100011,1,0,2,,,,,1,0,对话,对话,100065,UI_main_Interactive_Zhijing.png,,,,,1,-1,3,,,,,,,,,,,,,,,,,,,,,,,
512058,启示录,转生图书馆,1,0,,0,,,0,100011,1,0,3,,,,,1,3,阅读,阅读中,2019,UI_main_Interactive_Zhijing.png,,,,,1,-1,3,,,,,,,,,,,,,,,,,,,,,,,
512059,插入星泪石,转生动力室,1,0,,0,,,0,100011,1,0,3,,,,,1,3,开启,开启中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,,,,,,,,,,,,,,,,,,,,,,,
512060,和瓦尔基里交谈01,转生2阶段,1,0,,0,,,0,100011,1,0,8,,,,,1,0,交谈,交谈·,100065,UI_main_Interactive_Zhijing.png,,,,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,
512061,和瓦尔基里交谈02,转生2阶段,1,0,,0,,,0,100011,1,0,8,,,,,1,0,交谈,交谈·,100065,UI_main_Interactive_Zhijing.png,,,,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,
512062,和瓦尔基里交谈03,转生2阶段,1,0,,0,,,0,100011,1,0,8,,,,,1,0,交谈,交谈·,100065,UI_main_Interactive_Zhijing.png,,,,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,
512063,和瓦尔基里交谈04,转生2阶段,1,0,,0,,,0,100011,1,0,8,,,,,1,0,交谈,交谈·,100065,UI_main_Interactive_Zhijing.png,,,,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,
512064,鲜花,秋夕节双人契约,1,1,,0,,,0,225200,1,0,2,,,,,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,,,,1,-1,0,,,,,,120030,,,,,,,,,,,,,,,,,
512065,竹条,秋夕节双人契约,1,1,,0,,,0,225201,1,0,2,,,,,1,9,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,,,,1,-1,0,,,,,,120030,,,,,,,,,,,,,,,,,
512066,蛋糕,秋夕节双人契约,1,1,,0,,,0,225202,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,,,1,-1,0,3740401=10000,,,,,1604,,,,104,,,,,,,,,,,,,
512067,蛋糕,秋夕节双人契约,1,1,,0,,,0,225203,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,,,1,-1,0,3740501=10000,,,,,1604,,,,104,,,,,,,,,,,,,
512068,蛋糕,秋夕节双人契约,1,1,,0,,,0,225203,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,,,1,-1,0,3740601=10000,,,,,1604,,,,104,,,,,,,,,,,,,
512069,花蟹,秋夕节双人契约,1,1,,0,,,0,225204,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,,,1,-1,0,3740701=10000,,,,,1605,,,,104,,,,,,,,,,,,,
512070,花蟹,秋夕节双人契约,1,1,,0,,,0,225204,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,,,1,-1,0,3740801=10000,,,,,1605,,,,104,,,,,,,,,,,,,
512071,花蟹,秋夕节双人契约,1,1,,0,,,0,225204,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,,,1,-1,0,3740901=10000,,,,,1605,,,,104,,,,,,,,,,,,,
512072,果酒,秋夕节双人契约,1,1,,0,,,0,225205,1,0,2,,,,,1,1,饮用,饮用中,2008,UI_main_Interactive_Collect.png,,,,,1,-1,0,3741001=10000,,,,,1606,,,,104,,,,,,,,,,,,,
512073,果酒,秋夕节双人契约,1,1,,0,,,0,225205,1,0,2,,,,,1,1,饮用,饮用中,2008,UI_main_Interactive_Collect.png,,,,,1,-1,0,3741101=10000,,,,,1606,,,,104,,,,,,,,,,,,,
512074,果酒,秋夕节双人契约,1,1,,0,,,0,225205,1,0,2,,,,,1,1,饮用,饮用中,2008,UI_main_Interactive_Collect.png,,,,,1,-1,0,3741201=10000,,,,,1606,,,,104,,,,,,,,,,,,,
512075,酒,秋夕节双人契约 酒之章,1,1,,0,,,0,225205,1,0,2,,,,,1,2,品尝,品尝中,2008,UI_main_Interactive_Collect.png,,,,,1,-1,0,3617801=10000,,,,,1606,,,,104,,,,,,,,,,,,,
512076,忘忧草,秋夕节双人契约 酒之章,1,1,,0,,,0,10062,1,0,2,,,,,1,2.5,采摘,采摘中,2151,UI_main_Interactive_Collect.png,,,,,1,-1,0,3617901=10000,,,,,,,,,104,,,,,,,,,,,,,
512077,胡萝卜堆,秋夕月兔王,1,1,,9999,,,0,29111,1,0,2,,,,,1,1,食用,食用中,2008,UI_main_Interactive_Collect.png,,,8200620,,1,-1,2,,,,,,120030,1,,,104,,,,,,,,,,,,,
512078,能量源,戒之章,1,1,,0,,,0,100011,1,0,2,,,,,1,2.5,触发,触发中,2025,UI_main_Interactive_Collect.png,,,,,1,-1,0,3618301=10000,,,,,749,,,,,,,,,,,,,,,,,
512079,万圣礼盒,万圣尖叫夜,1,1,,0,,,0,300112,1,0,2,,,,,1,3,打开,打开中,2151,UI_main_Interactive_Collect.png,,,8212160,,3,-1,0,,,,,,120030,,,,104,,,,,,,,202,,,,,
512080,棒棒糖果,万圣尖叫夜,1,1,,0,,,0,225207,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,8212170,,5,-1,0,,,,,,1604,,,,104,,,,,,,,203,,,,,
512081,巧克力糖果,万圣尖叫夜,1,1,,0,,,0,225208,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,8212170,,5,-1,0,,,,,,1604,,,,104,,,,,,,,203,,,,,
512082,软软糖果,万圣尖叫夜,1,1,,0,,,0,225209,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,8212170,,5,-1,0,,,,,,1604,,,,104,,,,,,,,203,,,,,
512083,牛奶糖果,万圣尖叫夜,1,1,,0,,,0,225210,1,0,2,,,,,1,1,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,8212170,,5,-1,0,,,,,,1604,,,,104,,,,,,,,203,,,,,
512084,棒棒糖果,万圣尖叫夜,1,1,,,,,0,225207,2,0,2,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8212150,,10,-1,0,,,,,,120030,,,,104,,,,,,,,301,,,,,
512085,巧克力糖果,万圣尖叫夜,1,1,,,,,0,225208,2,0,2,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8212150,,10,-1,0,,,,,,120030,,,,104,,,,,,,,301,,,,,
512086,软软糖果,万圣尖叫夜,1,1,,,,,0,225209,2,0,2,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8212150,,10,-1,0,,,,,,120030,,,,104,,,,,,,,301,,,,,
512087,脏脏雪,雪原拾荒-普通,1,1,,,,,0,225216,0.5,0,3,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8570130,,-1,0,3600,,,,,,4045,,,,104,,,,,,,,304,,,,,
512088,棉棉雪,雪原拾荒-普通,1,1,,,,,0,225216,0.5,0,3,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8570120,,-1,0,3600,,,,,,4044,,,,104,,,,,,,,304,,,,,
512089,趴趴雪,雪原拾荒-普通,1,1,,,,,0,225216,0.5,0,3,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8570130,,-1,0,3600,,,,,,4044,,,,104,,,,,,,,304,,,,,
512090,滚滚雪,雪原拾荒-普通,1,1,,,,,0,225216,0.5,0,3,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8570120,,-1,0,3600,,,,,,4044,,,,104,,,,,,,,304,,,,,
512091,积雪堆,雪仗原激战,1,1,,,,,0,225212,1,0,3,,,,,1,0.5,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,,,-1,0,30,4510401=10000,,,,,120030,,,,104,,,,,,,,,,,,,
512092,驼鹿先生,雪仗原激战,1,1,,,,,0,225215,1,0,4,,,,,1,2,对话,对话中,100065,UI_main_Interactive_Zhijing.png,,,,,-1,0,180,4508601=10000,,,,,120030,,,,104,,,,,,,,,,,,,
512093,驼鹿先生,雪仗原激战,1,1,,,,,0,225215,1,0,4,,,,,1,2,对话,对话中,100065,UI_main_Interactive_Zhijing.png,,,,,-1,0,180,4508701=10000,,,,,120030,,,,104,,,,,,,,,,,,,
512094,大积雪堆,雪仗原激战,1,1,,,,,0,225216,1,0,4,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,,,1,-1,0,4510501=10000,,,,,120030,,,,104,,,,,,,,,,,,,
512095,顽皮雪人,雪原拾荒-稀有,1,1,,,,,0,225213,1,0,5,,,,,1,5,抚摸,抚摸中,2007,UI_main_Interactive_Fumo.png,,,8570110,,1,-1,0,,,,,,120030,,,,104,,,,,,,,303,,,,,
512096,可爱雪人,雪原拾荒-稀有,1,1,,,,,0,225213,1,0,5,,,,,1,5,抚摸,抚摸中,2007,UI_main_Interactive_Fumo.png,,,8570110,,1,-1,0,,,,,,120030,,,,104,,,,,,,,303,,,,,
512097,姜饼,雪仗原激战,1,1,,,,,0,225214,1,0,2,,,,,1,2,食用,食用中,2035,UI_main_Interactive_Shiyong.png,,,,,1,-1,0,4511401=10000,,,,,120030,,,,104,,,,,,,,,,,,,
512100,散落的礼盒,春节boss奖励,1,1,,,,,0,550047,1,0,2,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8590070,,5,-1,0,,,,,,120030,,,,104,,,,,,,,305,,,,,
512101,散落的礼盒,春节boss奖励,1,1,,,,,0,300112,1,0,2,,,,,1,2,拾取,拾取中,2151,UI_main_Interactive_Collect.png,,,8590080,,5,-1,0,,,,,,120030,,,,104,,,,,,,,306,,,,,
512103,浮生之傀,净化修道院,1,0,,0,,,0,100011,1,0,2,,,,,1,1,回收,回收中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,0,,,,,,1715,,,,,,,,,,,,,,,,,
512104,意识之冠,净化修道院,1,0,,0,,,0,100011,1,0,2,,,,,1,1,回收,回收中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,0,,,,,,1715,,,,,,,,,,,,,,,,,
512105,炽心之环,净化修道院,1,0,,0,,,0,100011,1,0,2,,,,,1,1,回收,回收中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,0,,,,,,1715,,,,,,,,,,,,,,,,,
512106,意识之收束,净化修道院,1,1,,0,,,0,100011,1,0,2,,,,,1,1,收束,收束中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,0,,,,,,1715,,,,,,,,,,,,,,,,,
512107,炽心之唤醒,净化修道院,1,1,,0,,,0,100011,1,0,2,,,,,1,1,唤醒,唤醒中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,0,,,,,,1715,,,,,,,,,,,,,,,,,
512108,圣界的碎片,净化修道院,1,1,,0,,,0,100011,1,0,2,,,,,1,1,拾取,拾取中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,0,,,,,,1736,,,,,,,,,,,,,,,,,
512109,天罚之牢笼,净化修道院,1,0,,0,,,0,100011,1,0,2,,,,,1,1,同调,同调中,2001,UI_main_Interactive_Fumo.png,,,,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,
512110,火种,记忆碎片,1,0,,,,,0,100011,1,0,3,,,,,1,1,取火,取火中,2151,UI_main_Interactive_Collect.png,,,,,-1,0,0,4527301=10000,,,,,311,,,,,,,,,,,,,,,,,
512111,火种,记忆碎片6,1,0,,,,,0,100011,1,0,3,,,,,1,1,取火,取火中,2151,UI_main_Interactive_Collect.png,,,,,-1,0,0,3634801=10000,,,,,311,,,,,,,,,,,,,,,,,
512112,开关,记忆碎片5,1,0,,,,,0,29211,1,0,3,,,,,1,1,交互,取火中,2151,UI_main_Interactive_Collect.png,,,,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,
520000,打斗的痕迹,露克希火场记忆,1,1,,,,,0,100011,1,0,2,,,,,1,3,查看,查看中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
520001,刺客尸体,露克希火场记忆,1,1,,,,,0,100011,1,0,2,,,,,1,3,查看,查看中,2001,UI_main_Interactive_Fumo.png,,,,,1,-1,3,,,,,,120030,,,,104,,,,,,,,,,,,,
1001,守护者,战场用守护者30,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020101=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1002,守护者,战场用守护者40,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020201=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1003,守护者,战场用守护者50,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020301=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1004,守护者,战场用守护者60,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020401=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1005,守护者,战场用守护者70,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020501=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1006,守护者,战场用守护者80,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020601=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1007,守护者,战场用守护者90,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020701=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1008,守护者,战场用守护者100,0,1,,,,,0,210007,1,0,1.5,,,,,1,3,变身,变身中,1005,UI_main_Interactive_Speel.png,,1,,,1,-1,5,3020801=10000,,,103,1,120030,,,,140027,,,,,,,,,,,,,
1101,破烂的水果,沉船副本破烂的水果H,0,0,,,,,0,211002,1,0,2,,,,,1,0.5,食用,食用中,2008,UI_main_Interactive_Collect.png,,1|3,,,1,60,0,3230301=10000,,,51,,120030,1,,,104,,,,,,,,,,,,,
1102,魔法结晶,吉芬地下副本,0,1,,,,,0,211005,1,0,3.5,,,,,1,2.5,查看,查看中,2001,UI_main_Interactive_Collect.png,,1,,,-1,0,0,,,,51,,120036,,,,120037,,,,,,,,,,,,,
1103,恶魔女神像,吉芬地下副本,0,1,,,,,0,211006,1,0,3.5,,,,,1,2.5,查看,查看中,2001,UI_main_Interactive_Collect.png,,1,,,-1,0,0,,,,51,,120038,,,,120039,,,,,,,,,,,,,
1104,破烂的水果,沉船副本破烂的水果EZ,0,0,,,,,0,211002,1,0,2,,,,,1,0.5,食用,食用中,2008,UI_main_Interactive_Collect.png,,1|3,,,1,10,0,3230301=10000,,,51,,120030,1,,,104,,,,,,,,,,,,,
1105,重弩机关,GVG重弩,0,0,,,,,0,100011,1,0,2,,,,,1,0.5,发射,发射中,2008,UI_main_Interactive_Collect.png,,1|3,,,1,30,0,,,,51,,120030,1,,,104,,,,,,,,,,,,,
1106,攻城炮台,GVG攻城炮台,0,1,,,,,0,211039,1,0,2,,,,,1,4,操纵,准备中,2008,UI_main_Interactive_Collect.png,,1|3,,,1,-1,0,5094101=10000,,,51,,120030,1,,,,,,,,,,,,,,,,
1107,攻城炮台,GVG攻城炮台,0,1,,,,,0,211039,1,0,2,,,,,1,4,操纵,准备中,2008,UI_main_Interactive_Collect.png,,1|3,,,1,-1,0,5094201=10000,,,51,,120030,1,,,,,,,,,,,,,,,,
1108,骑士监护者【攻】,GVG机甲,0,1,,,,,0,211048,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5097301=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1109,牧师监护者【攻】,GVG机甲,0,1,,,,,0,211049,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5091001=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1110,猎人监护者【攻】,GVG机甲,0,1,,,,,0,211051,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5097401=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1111,巫师监护者【攻】,GVG机甲,0,1,,,,,0,211050,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5098101=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1112,大宝箱,GVG城主宝箱,0,1,,4001,,,0,201001,1,0,2,,,,,1,0,开宝箱,开宝箱中,1005,UI_main_Interactive_Openbox.png,,,3300050,,-1,0,,,,,,,200036,,,,,,,,,,,1,,,,,,
1113,幸运宝箱,GVG城主宝箱,0,1,,4002,,,0,201001,2,0,2,,,,,1,0,开宝箱,开宝箱中,1005,UI_main_Interactive_Openbox.png,,,3300050,,1,-1,,,,,,,200036,,,,,,,,,,,1,,,,,,
1114,骑士监护者【守】,GVG机甲,0,1,,,,,0,211048,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5097301=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1115,牧师监护者【守】,GVG机甲,0,1,,,,,0,211049,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5091001=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1116,猎人监护者【守】,GVG机甲,0,1,,,,,0,211051,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5097401=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1117,巫师监护者【守】,GVG机甲,0,1,,,,,0,211050,1.5,0,2,,,,,1,4,操纵,准备中,2034,UI_main_Interactive_Collect.png,,,,,1,1500,0,5098101=10000,,,51,,120030,,,,,,,,,,,,,,,,,
1118,胡萝卜,双人烹饪-胡萝卜,0,1,,,2,1=1,0,211052,1,0,1.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,-1,0,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
1119,生菜,双人烹饪-生菜,0,1,,,2,2=1,0,211053,1,0,1.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,-1,0,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
1120,肉,双人烹饪-肉,0,1,,,2,3=1,0,211054,1,0,1.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,-1,0,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
1121,鱼,双人烹饪-鱼,0,1,,,2,4=1,0,211055,1,0,1.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,-1,0,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
1122,,宴会筹备-单个胡萝卜,0,1,,,2,1=1,0,211056,1,0,0.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,1,-1,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
1123,,宴会筹备-单个生菜,0,1,,,2,2=1,0,211057,1,0,0.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,1,-1,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
1124,,宴会筹备-单个肉,0,1,,,2,3=1,0,211058,1,0,0.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,1,-1,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
1125,,宴会筹备-单个鱼,0,1,,,2,4=1,0,211059,1,0,0.5,,,,,1,1,搬动,搬运中,2026,UI_main_Interactive_Collect.png,,1|3,,,1,-1,0,921801=10000,,,,,,,,,,,,,,,,,,,,,,
101,矮灌木,植物资源点-南门,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
102,矮灌木,植物资源点-西门,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
103,矮灌木,植物资源点-,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
104,矮灌木,植物资源点4,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
105,矮灌木,植物资源点5,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
106,矮灌木,植物资源点6,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
107,矮灌木,植物资源点7,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
108,矮灌木,植物资源点8,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
109,矮灌木,植物资源点9,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
110,矮灌木,植物资源点10,0,1,,6010,,,0,200016,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
111,矮果树,植物资源点1,0,1,,6010,,,0,200002,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
112,矮果树,植物资源点2,0,1,,6010,,,0,200002,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
113,矮果树,植物资源点3,0,1,,6010,,,0,200002,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
114,矮果树,植物资源点4,0,1,,6010,,,0,200002,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
115,矮果树,植物资源点5,0,1,,6010,,,0,200002,1,0,1.5,,,,3050001=1,1,3,采摘,采摘中,2151,UI_main_Interactive_Collection.png,,1|4,7000010,7000010,5,5,0,,,,,,120030,,,,,,,,,,,,,,,,,
