ID,Type,Title,Description,Content,Duration,SpectatorSync,CountDown,BaseLevel,SubtitlesSend,NpcID,Pos,Scale,DelayTime,Repeat,SystemId
8539,22,,,拾起地上的骑士之枪，可以暂时让你拥有枪的技艺！,4,,,,,1=10607,0=0=0,1,,,
8540,22,,,枪系擅长对付大体型魔物，运用你的技能摧毁你面前的大体型木桩！,4,,,,,1=10607,0=0=0,1,,,
8541,22,,,年轻人，你领悟的很不错，希望你谨记骑士的精神和品质！,4,,,,,1=10607,0=0=0,1,,,
8542,22,,拉乐西斯,快走！逃脱的传送门已经打开了！我来挡住这些可恶的复制人！,4,,,,,1=20092,0=0=0,1,,,
8543,22,,,冒险家，我们走，这里交给骑士团来抵挡！,4,,,,,2=9256,0=0=0,1,,,
8544,22,,拉乐西斯,干得漂亮…该死……我有些体力不支……,4,,,,,1=20092,0=0=0,1,,,
8545,22,,拉乐西斯,快走！冒险者！一定要保护好证据，我会跟上你的！,4,,,,,1=20092,0=0=0,1,,,
8546,22,,古娜复制人,警报 警报 发现入侵者！发现入侵者！,4,,,,,2=9270,0=0=0,1,,,
8547,22,,拉乐西斯,完了...我们被发现了,4,,,,,1=20092,0=0=0,1,,,
8548,22,,,"我可没时间，陪你们玩游戏，“我的小乖乖""陪他们玩玩",4,,,,,1=12304,0=0=0,1,,,
8549,23,,,同伴的死亡，让毕莱特进入狂暴状态,3,,,,,,,,,,
8550,22,,拉乐西斯,这是一本制造报告，看！那边难道是……复制人？长得好像古娜……,4,,,,,1=20092,0=0=0,1,,,
8551,22,,拉乐西斯,这是……天呐！看这些培养皿……简直是军队！,4,,,,,1=20092,0=0=0,1,,,
8552,22,,拉乐西斯,古老的文字……伊米尔之心的文献…这恐怕是她的真正目的…,4,,,,,1=20092,0=0=0,1,,,
8553,22,,拉乐西斯,这报告……似乎是毒药配方！难道……三皇子！,4,,,,,1=20092,0=0=0,1,,,
8554,22,,拉乐西斯,这...白女巫的面具...古娜的衣饰....好像有人来了，我们躲起来,4,,,,,1=20092,0=0=0,1,,,
8555,22,,拉乐西斯,这里就是白女巫的秘密基地，冒险家喝下这瓶伪装药剂，可以方便潜入,4,,,,,1=20092,0=0=0,1,,,
8556,22,,拉乐西斯,伪装持续的时间不长，我们要尽快潜入基地内部搜集证据，要注意不要被巡逻的守卫发现,4,,,,,1=20092,0=0=0,1,,,
8557,22,,白女巫,哼，你们竟然能到达这里，接受阿卢纳贝兹教国大祭司的审判吧！,4,,,,,1=12304,0=0=0,1,,,
8558,22,,卡努,卡努很生气！后果很严重！！！,4,,,,,1=20093,0=-0.5=0,1.5,,,
8559,22,,驭神之力邪教首领,面对风暴吧！竟敢亵渎神圣的驭神之力！,4,,,,,2=9285,0=0=0,1,,,
8560,22,,黑衣修士,凡人啊，你们都是有罪之人，接受审判吧！,4,,,,,1=20095,0=0=0,1,,,
8561,22,,黑衣修士,面对现实吧！让我洗清你的原罪！,4,,,,,1=20095,0=0=0,1,,,
8562,22,,黑衣修士,神之力终将把你“净化”,4,,,,,1=20095,0=0=0,1,,,
8563,22,,卡努,砸，砸，砸死你！,4,,,,,1=20093,0=-0.5=0,1.5,,,
8564,22,,卡努,哼！ 不跟你玩了，坏人！,4,,,,,1=20093,0=-0.5=0,1.5,,,
8565,22,,巴雷蒙德,大家准备准备，开始切割吧,4,,,,,1=20089,0=0=0,1,,,
8566,22,,骑士团,队长就是他！要小心，他不是一般的小孩,4,,,,,1=20201,0=0.5=0,1,,,
8567,22,,,前面有一块散落的伊米尔之心，我去查看下,3,,,,,2=9240,0=0=0,1,,,
8568,22,,西西尼亚,勇士，我拖住月夜猫，你去摧毁周围的能量水晶，失去了能量水晶，狂暴月夜猫就没有了力量,3,,,,,1=12867,0=0=0,1,,,
8569,22,,狂暴月夜猫,在这扭曲虚空中迷失吧！,3,,,,,1=12868,0=0=0,1,,,
8570,22,,黑衣修士,哥哥全因你们卑鄙伎俩而死……接受净化吧！肮脏的灵魂们！,4,,,,,1=20095,0=0=0,1,,,
8571,22,,黑衣修士,伊米尔之力！,4,,,,,1=20095,0=0=0,1,,,
8572,23,,警告TV,距离过近，即将被发现,3,,,,,,,,,,
8573,23,,警告TV,距离过远，即将丢失目标,3,,,,,,,,,,
8574,23,,警告TV,距离过远，已经丢失跟踪目标,3,,,,,,,,,,
8575,22,,白衣修士,你离我那么近干嘛，原来是你！,4,,,,,2=9340,0=0=0,1,,,
8576,22,,教国守卫,你不是我们国家的人，发现入侵者。,3,,,,,2=9342,0=0=0,1,,,
8577,22,,毕莱特,汪！汪汪汪！,3,,,,,2=9344,0=0=0,1,,,
8578,22,,巴雷蒙德,“由佩雷斯彼女”,4,,,,,1=20089,0=0=0,1,,,
8579,22,,巴雷蒙德,“所罗门之钥匙”,4,,,,,1=20089,0=0=0,1,,,
8580,22,,巴雷蒙德,勇士，我在这里，帮我驱逐这些邪恶的魔物,4,,,,,1=20089,0=0=0,1,,,
8581,22,,白衣修士,没想到我帮你，你却如此两面三刀！,4,,,,,2=9256,0=0=0,1,,,
8582,22,,白衣修士,虽然你压制了我部分的力量，但这可是我的地盘，觉悟吧！,4,,,,,2=9256,0=0=0,1,,,
8583,22,,古德拉斯,为什么不选青春！我的选择是对的！那你们都去死吧！去死吧！,4,,,,,1=10371,0=0=0,1,,,
8584,22,,古德拉斯,青春永驻，多么令人神往，你们这些凡人都死吧！,4,,,,,1=10371,0=0=0,1,,,
8585,22,,古德拉斯,不可能，我不接受失败，不会的，不会的！,4,,,,,1=10371,0=0=0,1,,,
8586,22,,白女巫,谢谢你们帮我找到了伊米尔之心，但现在它属于我了！,4,,,,,1=12304,0=0=0,1,,,
8587,22,,露克希,前方还有碎片，我先去勘探下,3,,,,,2=9240,0=0=0,1,,,
8588,22,,露克希,我去山顶勘察下，大家小心,3,,,,,2=9240,0=0=0,1,,,
8589,22,,毕斯库司,你真是一个好心的人，我这么对你，你还愿意扶我一把,5,,,,,1=3510,0=0=0,1,,,
8590,22,,毕斯库司,这边走，我们这就带你去见班波,5,,,,,1=3510,0=0=0,1,,,
8591,22,,毕斯库司,你鬼鬼祟祟的像个异教徒！,5,,,,,1=3510,0=0=0,1,,,
8592,22,,毕斯库司,这里是哪里？好像是我的梦境,5,,,,,1=3510,0=0=0,1,,,
8593,22,,黑衣修士,哼哼……我就知道你混进来了！,4,,,,,1=20095,0=0=0,1,,,
8594,22,,法师导师,你已经完全掌握了精神之力，我看好你！,3,,,,,1=6063,0=0=0,1,,,
8595,22,,艾德琳,快，冒险者，去解救卫兵！,3,,,,,1=10490,0=0=0,1,,,
8596,22,,树上的卫兵,谢谢你们，我还以为已经没有希望了,3,,,,,1=60003,0=0=0,1,,,
8597,22,,自己,还好我机智，差一点就被他阴了,5,,,,,1=3510,0=0=0,1,,,
8598,22,,自己,清理完毕，不知道赛依莲有没有抓到刺客,5,,,,,1=3510,0=0=0,1,,,
8599,22,,扎尔曼,你变强了，我认可你了！,3,,,,,1=12605,0=0=0,1,,,
8600,22,,宝妮,卡奴！不许胡闹！快停下！,3,,,,,2=9246,0=0=0,1,,,
8601,22,,叫嚣的骑士,可恶，这不可能！,3,,,,,1=60001,0=0=0,1,,,
8602,22,,白女巫,你们会后悔的！你们都将遭到神的惩罚！,4,,,,,1=12304,0=0=0,1,,,
8603,22,,自己,呼呼，好险,4,,,,,1=12304,0=0=0,1,,,
8604,22,,自己,我要赶快去看看古娜怎么样了,4,,,,,1=12304,0=0=0,1,,,
8605,22,,自己,不行，我不可以就这么迷失,4,,,,,1=12304,0=0=0,1,,,
8606,22,,武艺骑士,在你身上我看到了骑士的坚毅，你通过了我的考验！,4,,,,,2=9294,0=0=0,1,,,
8607,22,,麻略加娜,你通过了考验，年轻的盗贼,4,,,,,1=10690,0=0=0,1,,,
8608,22,,白衣修士,你...令我很失望...,4,,,,,2=9256,0=0=0,1,,,
8609,26,,逃脱秘密基地辅助提示,潜入白女巫基地搜集线索，注意避开守卫,3600,,,,,,,,,,
8610,26,,逃脱秘密基地辅助提示,在拉乐西斯的协助下，原路返回逃出秘密基地,3600,,,,,,,,,,
8611,25,,逃脱秘密基地辅助提示,潜入白女巫基地搜集线索，注意避开守卫,2,,,,,,,,,,
8612,25,,逃脱秘密基地辅助提示,在拉乐西斯的协助下，原路返回逃出秘密基地,2,,,,,,,,,,
8613,22,,白女巫,伟大的芙蕾雅，赐予我力量！,4,,,,,1=12304,0=0=0,1,,,
8614,22,,巴雷蒙德,这是教国的秘术，我们现在无法伤害她。,4,,,,,1=20089,0=0=0,1,,,
8615,22,,巴雷蒙德,不过我早有准备，快使用地上的神圣药剂，可以破除秘术！,4,,,,,1=20089,0=0=0,1,,,
8616,22,,白女巫,可恶，这不可能，狡猾的天选者！,4,,,,,1=12304,0=0=0,1,,,
8617,22,,Z团白衣修士,你们几个，别闲聊了！好好干活！,4,,,,,2=9340,0=0=0,1,,,
8618,22,,Z团白衣修士,狗狗要听话，不要让闲杂人等进入！,4,,,,,2=9340,0=0=0,1,,,
8619,22,,巴尔特政要,这都是我的计谋，你没有想错！,4,,,,,2=27028,0=0=0,1,,,
8620,22,,巴尔特政要,去死吧，工具人！,4,,,,,2=27028,0=0=0,1,,,
8621,22,,巴尔特政要,这不可能，啊。。。,4,,,,,2=27028,0=0=0,1,,,
8622,22,,拉乐西斯,哎，竟然活活吓死了，生命的价值究竟是什么,4,,,,,2=27025,0=0=0,1,,,
8623,22,,保镖头领,政要莫慌，让我来解决这个家伙,4,,,,,2=27029,0=0=0,1,,,
8624,22,,我自己,这就是凯特琳娜的噩境，我要好好守护，破除她的心魔！,4,,,,,1=12304,0=0=0,1,,,
8625,22,,兽人战士,人、人类！居然敢来我兽人区域！,4,,,,,2=27035,0=0=0,1,,,
8626,22,,兽人英雄,一帮废物，还是我来吧！,4,,,,,2=27038,0=0=0,1,,,
8627,22,,骑士团,他们在那边，快！,4,,,,,2=27043,0=0=0,1,,,
8628,22,,兽人英雄,可恶，我还会回来的！,4,,,,,2=27038,0=0=0,1,,,
8629,22,,白女巫,没想到你们竟然可以把我逼迫到如此绝境，这是你们逼我的！,4,,,,,2=27100,0=0=0,1,,,
8630,22,,白女巫,虽然以生命力量为代价，但是，必须这样了！,4,,,,,2=27100,0=0=0,1,,,
8631,22,,白女巫,你们会后悔的！出来吧，血剑,4,,,,,2=27100,0=0=0,1,,,
8632,22,,白衣修士,我这是在哪里。。。,4,,,,,2=27051,0=0=0,1,,,
8633,22,,白衣修士,我的弟弟，死了，都是你们害的！！,4,,,,,2=27051,0=0=0,1,,,
8634,22,,Z团盗贼,有入侵者！兄弟们上啊！,4,,,,,2=27016,0=0=0,1,,,
8635,22,,玛莎,没想到都追到这里来了，可恶，受死吧。,4,,,,,2=27019,0=0=0,1,,,
8636,22,,路易,这《神秘金绸述书》给你拿去交差吧，我们先撤了~,4,,,,,2=27018,0=0=0,1,,,
8637,22,,白女巫上,哼，束手就擒？你觉得可能吗，来吧,4,,,,,2=27081,0=0=0,1,,,
8638,22,,白女巫上,让你们见识下梦罗克大人部分力量的可怕之处！,4,,,,,2=27081,0=0=0,1,,,
8639,22,,巴雷蒙德,束手就擒吧，白女巫,4,,,,,1=20089,0=0=0,1,,,
8640,22,,梦罗克幼体,受死吧，可恶的人类,4,,,,,2=27082,0=0.4=0,2.2,,,
8641,22,,佣兵,魔物越来越多了我们要顶不住了。,4,,,,,2=9998,0=0=0,1,,,
8642,22,,佣兵,雷金你为什么不战斗？,4,,,,,2=9998,0=0=0,1,,,
8643,22,,佣兵,前方应该就是魔物暴乱之地,4,,,,,2=9998,0=0=0,1,,,
8644,22,,雷金,这些魔物才不值得本大爷出手,4,,,,,2=9995,0=0=0,1,,,
8645,22,,雷金,看来到本大爷出手的时候了，看我的,4,,,,,2=9995,0=0=0,1,,,
8646,22,,梦罗克幼体,我很生气，后果很严重！,4,,,,,2=27082,0=0.4=0,2.2,,,
8647,22,,露希尔,为了米德加兹，为了我守护的一切！让我来阻止他！,4,,,,,1=15841,0=0=0,1,,,
8648,22,,巴雷蒙德,冒险家，支持住，我已经封印了他部分的力量,4,,,,,1=20089,0=0=0,1,,,
8649,22,,奥伦,让你见识下我的科学发明！哈哈哈哈！！,4,,,,,2=27001,0=0=0,1,,,
8650,22,,基德,冒险家你抵挡这些守卫，我用瞬步先去组织他们破坏钥匙,4,,,,,2=27114,0=0=0,1,,,
8651,22,,基德,还好我们赶到及时，不然就让他们得逞了！,4,,,,,2=27114,0=0=0,1,,,
8652,22,,露希尔,这里难道是当年的梦罗克，全都是魔物，一片狼藉,4,,,,,2=9985,0=0=0,1,,,
8653,22,,露希尔,村民都被转化了，所罗门之钥的力量可以救助他们,4,,,,,2=9985,0=0=0,1,,,
8654,22,,骑士团,我们刚来到这里，就遭受魔物的攻击，还有可怕的魔法。。,4,,,,,1=20201,0=0.5=0,1,,,
8655,26,,服事转职辅助提示,使用十字驱魔攻击净化恶魔,3600,,,,,,,,,,
8656,22,,职业线-骑士,击杀魔碑周围魔物，破除魔法护盾，最后摧毁魔碑,4,,,,,1=15950,0=0=0,1,,,
8657,22,,职业线-骑士,魔碑材料特殊，每次攻击只受到1点伤害，考验你的速度！,4,,,,,1=15950,0=0=0,1,,,
8658,22,,职业线-盗贼,击杀魔碑周围魔物，破除魔法护盾，最后摧毁魔碑,4,,,,,1=15953,0=0=0,1,,,
8659,22,,职业线-盗贼,魔碑材料特殊，每次攻击只受到1点伤害，考验你的速度！,4,,,,,1=15953,0=0=0,1,,,
8660,22,,职业线-弓手,击杀魔碑周围魔物，破除魔法护盾，最后摧毁魔碑,4,,,,,1=15954,0=0=0,1,,,
8661,22,,职业线-弓手,魔碑材料特殊，每次攻击只受到1点伤害，考验你的速度！,4,,,,,1=15954,0=0=0,1,,,
8662,22,,职业线-盗贼,使用隐匿潜入沉船深处，击败邪恶首领，看你的了!,4,,,,,1=15953,0=0=0,1,,,
8663,22,,神匠,拾取地上的火种，感受炙热的温度，接受火之试炼,,,,,,2=28030,0=0=0,1,,,
8664,22,,法老王,出来吧，我的仆人,,,,,,2=6680,0=0=0,1,,,
8665,22,,武道侠,感受心中的精神力，聚精凝神！,,,,,,2=27300,0=0=0,1,,,
8666,22,,武道侠,将身体的精神力凝聚在一个点，然后尝试使他具象化！,,,,,,2=27300,0=0=0,1,,,
8667,22,,武道侠,令人惊叹的领悟能力！看来又是一位未来的武僧诞生了！,,,,,,2=27300,0=0=0,1,,,
8668,22,,武道侠,你已经成功感受到身体中的流淌的气息了把！,,,,,,2=27300,0=0=0,1,,,
8669,22,,武海,武僧最重要的是身体的体力磨炼，通过机关的考验，我在中间等你了,,,,,,2=27320,0=0=0,1,,,
8670,22,,武海,很好，你已经通过了第一步试炼，感受面前的武僧之力，这是先祖留下的印记,,,,,,2=27320,0=0=0,1,,,
8671,22,,武海,看了你已经感受到了一些变化，让我教你武僧的“连携之道”,,,,,,2=27320,0=0=0,1,,,
8672,22,,武海,你也试试吧，击败面前的小蘑菇木桩，看看你是否能掌握先祖之力,,,,,,2=27320,0=0=0,1,,,
8673,22,,武海,很好，你已经掌握武僧的“连携之道”，你离成为一名正式武僧已经不远了！,,,,,,2=27320,0=0=0,1,,,
8674,22,,道文,你来了，之前你所见识到的都是武僧的基本，今天我将向你展示武僧的终极奥义,,,,,,2=27331,0=0=0,1,,,
8675,22,,道文,好好看着，别眨眼，我只示范一次！,,,,,,2=27331,0=0=0,1,,,
8676,22,,道文,你也试试看，我感受到你体内的精神力了,,,,,,2=27331,0=0=0,1,,,
8677,22,,道文,没想到你一次就成功了，真是令人惊叹，回去好好练习吧，你将受用一生,,,,,,2=27331,0=0=0,1,,,
8678,22,,武道侠,武僧之道，在于精神意志的修炼，让我来教授你武僧最基本的运气之道,,,,,,2=27300,0=0=0,1,,,
8679,26,,武僧提示,使用“蓄气”凝聚五颗气弹,3600,,,,,,,,,,
8680,26,,武僧提示,使用“爆气”激发身体潜能,3600,,,,,,,,,,
8681,26,,武僧提示,普通攻击触发“六合拳”，触发“六合拳”后可以使用“连环全身掌”，拥有“气弹”的状态下还可以使用“猛龙夸强”,3600,,,,,,,,,,
8682,26,,武僧提示,使用“蓄气”凝聚五颗气弹,3600,,,,,,,,,,
8683,26,,武僧提示,使用“爆气”激发身体潜能,3600,,,,,,,,,,
8684,26,,武僧提示,再次使用“蓄气”凝聚五颗气弹,3600,,,,,,,,,,
8685,26,,武僧提示,使用终极奥义“阿修罗霸凰拳”,3600,,,,,,,,,,
8686,25,,武僧提示,使用“蓄气”凝聚五颗气弹,2,,,,,,,,,,
8687,25,,武僧提示,使用“爆气”激发身体潜能,2,,,,,,,,,,
8688,25,,武僧提示,使用“六合拳”、“连环全身掌”、“猛龙夸强”击败小蘑菇木桩,2,,,,,,,,,,
8689,25,,武僧提示,使用“蓄气”凝聚五颗气弹,2,,,,,,,,,,
8690,25,,武僧提示,使用“爆气”激发身体潜能,2,,,,,,,,,,
8691,25,,武僧提示,再次使用“蓄气”凝聚五颗气弹,2,,,,,,,,,,
8692,25,,武僧提示,使用终极奥义“阿修罗霸凰拳”,2,,,,,,,,,,
8693,26,,大战白女巫,使用神圣药剂，破除白女巫的秘术,3600,,,,,,,,,,
8694,25,,大战白女巫,使用神圣药剂，破除白女巫的秘术,2,,,,,,,,,,
10001,22,,,核心受损，启动自毁,3,,,,,1=20156,0=0=0,1,,,
10002,22,,,警报：1034号机体受损严重,3,,,,,1=20156,0=0=0,1,,,
10003,22,,,见识一下骑士团的厉害吧！,3,,,,,1=20157,0=0=0,1,,,
10004,22,,,奇怪，这里怎么会一个人也没有！,3,,,,,1=12151,0=0=0,1,,,
10005,22,,,抓住她！,3,,,,,1=12305,0=0=0,1,,,
10006,22,,,可恶，又来了一群敌人！,3,,,,,1=12151,0=0=0,1,,,
10007,22,,,有闯入者！抓住他！,3,,,,,2=9374,0=0=0,1,,,
10008,22,,,快逃！怪物逃出来了！,3,,,,,1=20154,0=0=0,1,,,
10009,22,,,有入侵者！快打开防御机关！,3,,,,,1=20154,0=0=0,1,,,
10010,22,,,哇~！这里有一朵可爱的小蘑菇！,3,,,,,1=12211,0=0=0,1,,,
10011,22,,,可恶..背后的人..竟然是你..！,3,,,,,1=12151,0=0=0,1,,,
10012,22,,,奇怪，竟然一个人也没有！,3,,,,,1=12151,0=0=0,1,,,
10013,22,,,阻止逼近的波利军队，保护受伤的虎王！,4,,,,,1=10720,0=0=0,1,,,
10014,22,,,任务失败，你的射术还是差些火候。,3,,,,,1=10720,0=0=0,1,,,
10015,25,,,精准地射击炸弹波利能更高效地进行攻击,2,1,,,,,,,,,
10016,26,,,精准地射击炸弹波利能更高效地进行攻击,7200,1,,,,,,,,,
10017,23,,,背对暗之恶魔，避免陷入黑暗！,4,,,,,,,,,,
10018,25,,,舞池中央好像有什么动静,4,,,,,,,,,,
10019,25,,,换上制服，伪装成研究员，潜入深处,3,,,,,,,,,,
10020,23,,,需要当心巡逻的毕莱特，它们能嗅出外来者的气味！,5,,,,,,,,,,
10021,22,,,有闯入者！抓住他！,3,,,,,2=9374,0=0=0,1,,,
10022,25,,,悄悄走到守卫身边，使用口袋里的麻醉剂麻醉他们,3,,,,,,,,,,
10023,25,,,靠近气泡虫会引起它们爆炸,4,,,,,,,,,,
10024,25,,,当心基尔瑟！它会不停地向你投掷炸弹,4,,,,,,,,,,
10025,25,,,重金属蝗虫的曲子能够给它周围的魔物增加护盾,4,,,,,,,,,,
10026,22,,,冒险家，我们快点出发吧，妈妈要等急了！,3,,,,,1=12211,0=0=0,1,,,
10027,22,,,这不是老大要找的小孩么，快抓住他！！,3,,,,,1=20155,0=0=0,1,,,
10028,22,,,冒险者，真没想到你这么厉害！有你保护我就放心了！,3,,,,,1=12211,0=0=0,1,,,
10029,22,,,你是来求助的吗？嘿嘿，可惜你的同伴都已经不在了！！赶快把不该拿的东西交出来！,3,,,,,1=20155,0=0=0,1,,,
10030,22,,,可恶！这里竟然混入了这么多教国的人！,3,,,,,1=12151,0=0=0,1,,,
10031,22,,,小朋友~你是不是拿了不该拿的东西~,3,,,,,1=12510,0=0=0,1,,,
10032,22,,,我知道你从宝妮那知道了一些东西~今天你跑不掉了！,3,,,,,1=12510,0=0=0,1,,,
10033,22,,,这里似乎发生过什么..,3,,,,,1=12151,0=0=0,1,,,
10034,22,,,我…为什么什么也想不起来了,3,,,,,1=12645,0=0=0,1,,,
10035,22,,,到底是什么…在我的记忆里…,3,,,,,1=12645,0=0=0,1,,,
10036,22,,,那个人，我好像在哪里见过…,3,,,,,1=12645,0=0=0,1,,,
10037,22,,,我...似乎想起什么了…,3,,,,,1=12645,0=0=0,1,,,
10038,23,,,糟糕，被巡逻的比莱特发现了！,3,,,,,,,,,,
10039,23,,,击败这些守卫！,3,,,,,,,,,,
10040,22,,巴雷蒙德1,我要开始揭示古卷了！请保护好我,3,,,,,1=20089,0=0=0,1,,,
10041,22,,巴雷蒙德1,古卷招来的怪物越来越强大了！！,3,,,,,1=20089,0=0=0,1,,,
10042,22,,巴雷蒙德1,糟糕！！这古卷的能量太强，时空就快撕裂了！,3,,,,,1=20089,0=0=0,1,,,
10043,22,,巴雷蒙德1,仪式成功了！现在我要施法修复这些时空裂缝,3,,,,,1=20089,0=0=0,1,,,
10044,22,,巴雷蒙德2,我已经等不及要开始仪式了！,3,,,,,1=20089,0=0=0,1,,,
10045,22,,巴雷蒙德2,裂缝又出现了！别让那些该死的怪物靠近我！,3,,,,,1=20089,0=0=0,1,,,
10046,22,,巴雷蒙德2,可恶！该死的怪物越来越多了！,3,,,,,1=20089,0=0=0,1,,,
10047,22,,巴雷蒙德2,就是这种充满力量的感觉！,3,,,,,1=20089,0=0=0,1,,,
10048,22,,巴雷蒙德2,仪式完成了！快到我的结界罩里，让我来收拾这些怪物！！,5,,,,,1=20089,0=0=0,1,,,
10049,22,,巴雷蒙德2,这些该死的杂碎！统统去死吧！！,3,,,,,1=20089,0=0=0,1,,,
10050,22,,宝妮,我会使用圣光结界压制住他的能量！不要让他跑出结界！,5,,,,,2=9924,0=0=0,1,,,
10051,22,,巴雷蒙德3,这种东西怎么可能压制我的力量！！,3,,,,,1=12420,0=0=0,1,,,
10052,22,,宝妮,我需要时间重新释放结界，坚持住！,3,,,,,2=9924,0=0=0,1,,,
10053,22,,白衣修士,既然如此，我也只能与你为敌！,4,,,,,2=9256,0=0=0,1,,,
10054,22,,巴雷蒙德3,我可没工夫搭理你，但这些怪物很快就会把你撕碎！,3,,,,,1=12420,0=0=0,1,,,
10055,22,,巴雷蒙德3,仪式终于完成了，现在我要亲自处置你！,3,,,,,1=12420,0=0=0,1,,,
10056,22,,巴雷蒙德3,这股能量越来越强了！！,3,,,,,1=12420,0=0=0,1,,,
10057,22,,牧师二转：贪婪,你的贪婪，让我的力量更加强大,3,,,,,2=9414,0=0=0,1,,,
10058,22,,牧师二转：暴怒,你的暴怒，让我的力量更加强大,3,,,,,2=9412,0=0=0,1,,,
10059,22,,牧师二转：懒惰,懒惰并不是你的敌人,3,,,,,2=9413,0=0=0,1,,,
10060,22,,牧师二转：嫉妒,嫉妒并不是你的敌人,3,,,,,2=9411,0=0=0,1,,,
10061,22,,牧师二转：性欲,欲望是个美好的东西,3,,,,,2=9415,0=0=0,1,,,
10062,22,,牧师二转：暴食,欲望是个美好的东西,3,,,,,2=9416,0=0=0,1,,,
10063,22,,牧师二转：傲慢,你的傲慢，让我的力量更加强大,3,,,,,1=20081,0=0=0,1,,,
10064,22,,,我的记忆终于恢复了！,3,,,,,1=12645,0=0=0,1,,,
10065,22,,,既然你依然怀疑我，就别怪我手下不留情了!！,3,,,,,2=9357,0=0=0,1,,,
10066,22,,,你们的行为太愚蠢了！,3,,,,,2=9357,0=0=0,1,,,
10067,22,,,总算安全了...快去看看拉乐西斯,3,,,,,1=20156,0=0=0,1,,,
10068,22,,,无聊的战斗，我已经陪你玩得够久了！！,3,,,,,1=61008,0=0=0,1,,,
10069,22,,,恭喜你，你已经成功收集到了数据！,3,,,,,1=4323,0=0=0,1,,,
10070,22,,,年轻的弓箭手，谢谢你救了我！,3,,,,,1=10729,0=0=0,1,,,
10071,22,,,可恶！竟然有这么纯净的力量！！啊啊啊啊！！,3,,,,,2=9417,0=0=0,1,,,
10072,22,,,真是粗鲁!一言不合就要动手!,3,,,,,1=10565,0=0=0,1,,,
10073,22,,,呜呜！~~只剩卡努一个人了!好可怕！,3,,,,,1=12211,0=0=0,1,,,
10074,22,,,你总算回来了！！我们走吧！,3,,,,,1=12211,0=0=0,1,,,
10075,22,,,救命！！快帮帮卡努！,3,,,,,1=12211,0=0=0,1,,,
10076,23,,公会狩猎,魔物司令进入了无敌状态！快优先消灭鬼火！,5,1,,,,,,,,,
10077,26,,,治愈术可对恶魔造成伤害的同时治疗自己,7200,1,,,,,,,,,
10078,25,,,治愈术可对恶魔造成伤害的同时治疗自己,2,1,,,,,,,,,
10079,26,,,将巴雷蒙德引入圣光结界，能够抑制他的力量！,7200,1,,,,,,,,,
10080,25,,,将巴雷蒙德引入圣光结界，能够抑制他的力量！,2,1,,,,,,,,,
10081,22,,,真是小看你了，竟然没有密室本心!,3,,,,,2=9942,0=0.5=0,1,,,
10082,22,,,这竟然是刺客工会成员的尸体！！,3,,,,,1=12151,0=0=0,1,,,
10083,22,,,你拿走的东西，现在该还回来了!,3,,,,,1=12304,0=0=0,1,,,
10084,22,,,绝对不允许你们打扰奶奶,3,,,,,2=27501,0=0=0,1,,,
10085,22,,,你似乎有点实力，不过远远战胜不了我,3,,,,,2=27501,0=0=0,1,,,
10086,22,,,见识一下印记之力真正的能力吧！！,3,,,,,2=27501,0=0=0,1,,,
10087,22,,,冒险者！我用法阵封印露希尔的力量！快趁这段时间攻击她！,3,,,,,2=27503,0=0=0,1,,,
10088,22,,,成功了！感谢你的帮忙冒险者！,3,,,,,2=27503,0=0=0,1,,,
10089,22,,,既然如此，我就把你们一起抓起来！！,3,,,,,2=27503,0=0=0,1,,,
10090,22,,,可恶的冒险者！别想阻碍我们的仪式！！,3,,,,,2=27508,0=0=0,1,,,
10091,22,,,可恶啊！！你们注定会被魔神碾碎！,3,,,,,2=27508,0=0=0,1,,,
10092,22,,,呜哇哇哇！！,3,,,,,2=27512,0=0=0,1,,,
10093,22,,,凡人在神力面前，只有颤抖的资格啊!,3,,,,,2=27506,0=0=0,1,,,
10094,25,,,借助福金的力量，解除沉默！！,4,1,,,,,,,,,
10095,25,,,借助宝妮的力量，破除诅咒！！,4,1,,,,,,,,,
10096,25,,,巴雷蒙德的力量，对幻影分身有特殊的效果！！,4,1,,,,,,,,,
10097,25,,,印记刺客封锁了视野，借助基德的力量，破除黑暗！！,4,1,,,,,,,,,
10098,22,,,你们竟然能够坚持到现在！,4,,,,,2=27506,0=0=0,1,,,
10099,22,,,你们胆敢闯入法老的墓地！,3,,,,,2=9935,0=0=0,1,,,
10100,22,,,可恶！斯芬克斯不会接纳你们这些外来者！,3,,,,,2=9935,0=0=0,1,,,
10101,22,,,别想破坏我的计划！！,3,,,,,2=27521,0=0=0,1,,,
10102,22,,,可恶！就差最后一步！！,3,,,,,2=27521,0=0=0,1,,,
10103,22,,,可恶的冒险者！！,3,,,,,2=9942,0=0=0,1,,,
10104,22,,,感受一下改造后地龙的厉害吧！！,3,,,,,2=27527,0=0=0,1,,,
10105,23,,,背对黑暗之影，避免陷入黑暗！,4,,,,,,,,,,
10106,22,,,颤抖吧！冒险者！,3,,,,,2=27527,0=0=0,1,,,
10107,22,,,你竟敢这么对待我的孩子！！,3,,,,,2=27527,0=0=0,1,,,
10108,22,,,绿宝石的味道，真是太美妙了！,3,,,,,2=27528,0=0=0,1,,,
10109,22,,,啊啊！把我的宝石还给我！！,3,,,,,2=27532,0=0=0,1,,,
