Id,SystemName,IndexType,Date,ActivityTime,PushTime,SkewTime,IntervalTime,ParticipationModel,PlayerManualModification,OpenSystemID,OffLineCondition,Priority,Text,Picture,SoundEffect,PushTriggerType
572,(광고) 라그나로크 오리진!,0=0,20210223,,1230,,,,2=1,,,1,,,,
573,(광고) 라그나로크 오리진!,0=0,20210223,,1830,,,,2=1,,,1,,,,
574,(광고) 라그나로크 오리진!,0=0,20210224,,1230,,,,2=1,,,1,,,,
575,(광고) 라그나로크 오리진!,0=0,20210224,,1830,,,,2=1,,,1,,,,
576,(광고) 라그나로크 오리진!,0=0,20210225,,1230,,,,2=1,,,1,,,,
577,(광고) 라그나로크 오리진!,0=0,20210225,,1830,,,,2=1,,,1,,,,
578,(광고) 라그나로크 오리진!,0=0,20210226,,1230,,,,2=1,,,1,,,,
579,(광고) 라그나로크 오리진!,0=0,20210226,,1830,,,,2=1,,,1,,,,
580,(광고) 라그나로크 오리진!,0=0,20210227,,1230,,,,2=1,,,1,,,,
581,(광고) 라그나로크 오리진!,0=0,20210227,,1830,,,,2=1,,,1,,,,
582,(광고) 라그나로크 오리진!,0=0,20210228,,1230,,,,2=1,,,1,,,,
583,(광고) 라그나로크 오리진!,0=0,20210228,,1830,,,,2=1,,,1,,,,
