ID,Profession,RoleType,Professiontext,Lvmin,Lvmax,Paylv,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9
1500,500001,5102,双刀,95,99,1,11500,20021,30020,40001,50014,60014,70006,80017,90006
1501,500001,5102,双刀,100,104,1,11501,20024,30023,40001,50014,60014,70006,80017,90006
1502,500001,5102,双刀,105,109,1,11502,20027,30026,40001,50014,60014,70006,80017,90006
1503,500001,5102,双刀,110,114,1,11503,20030,30030,40001,50014,60014,70006,80017,90006
1504,500001,5102,双刀,115,119,1,11504,20033,30030,40001,50014,60014,70006,80017,90006
1505,500001,5102,双刀,120,124,1,11505,20036,30030,40001,50014,60014,70006,80017,90006
1506,500001,5102,双刀,125,129,1,11506,20039,30030,40001,50014,60014,70006,80017,90006
1507,500001,5102,双刀,130,134,1,11507,20040,30030,40001,50014,60014,70006,80017,90006
1508,500001,5102,双刀,135,139,1,11508,20040,30030,40001,50014,60014,70006,80017,90006
1509,500001,5102,双刀,140,144,1,11509,20040,30030,40001,50014,60014,70006,80017,90006
1510,500001,5102,双刀,145,149,1,11510,20040,30030,40001,50014,60014,70006,80017,90006
1511,500001,5102,双刀,150,154,1,11511,20040,30030,40001,50014,60014,70006,80017,90006
1512,500001,5102,双刀,155,159,1,11512,20040,30030,40001,50014,60014,70006,80017,90006
1513,500001,5102,双刀,160,164,1,11513,20040,30030,40001,50014,60014,70006,80017,90006
1514,500001,5102,双刀,165,169,1,11514,20040,30030,40001,50014,60014,70006,80017,90006
1515,500001,5102,双刀,170,174,1,11515,20040,30030,40001,50014,60014,70006,80017,90006
1516,500001,5102,双刀,175,179,1,11516,20040,30030,40001,50014,60014,70006,80017,90006
1517,500001,5102,双刀,180,184,1,11517,20040,30030,40001,50014,60014,70006,80017,90006
1518,500001,5102,双刀,185,189,1,11518,20040,30030,40001,50014,60014,70006,80017,90006
1519,500001,5102,双刀,190,194,1,11519,20040,30030,40001,50014,60014,70006,80017,90006
1520,500001,5102,双刀,195,199,1,11520,20040,30030,40001,50014,60014,70006,80017,90006
1521,500001,5000,双刀,10,14,2,11521,,30001,40001,50014,60014,70006,80001,90006
1522,500001,5000,双刀,15,19,2,11522,,30001,40001,50014,60014,70006,80001,90006
1523,500001,5000,双刀,20,24,2,11523,,30001,40001,50014,60014,70006,80002,90006
1524,500001,5000,双刀,25,29,2,11524,,30001,40001,50014,60014,70006,80003,90006
1525,500001,5000,双刀,30,34,2,11525,,30001,40001,50014,60014,70006,80004,90006
1526,500001,5000,双刀,35,39,2,11526,,30001,40001,50014,60014,70006,80005,90006
1527,500001,5101,双刀,40,44,2,11527,,30001,40001,50014,60014,70006,80006,90006
1528,500001,5101,双刀,45,49,2,11528,,30002,40001,50014,60014,70006,80007,90006
1529,500001,5101,双刀,50,54,2,11529,,30004,40001,50014,60014,70006,80008,90006
1530,500001,5101,双刀,55,59,2,11530,,30006,40001,50014,60014,70006,80009,90006
1531,500001,5101,双刀,60,64,2,11531,,30007,40001,50014,60014,70006,80010,90006
1532,500001,5101,双刀,65,69,2,11532,20002,30009,40001,50014,60014,70006,80011,90006
1533,500001,5102,双刀,70,74,2,11533,20008,30012,40001,50014,60014,70006,80012,90006
1534,500001,5102,双刀,75,79,2,11534,20011,30014,40001,50014,60014,70006,80013,90006
1535,500001,5102,双刀,80,84,2,11535,20015,30017,40001,50014,60014,70006,80014,90006
1536,500001,5102,双刀,85,89,2,11536,20018,30020,40001,50014,60014,70006,80015,90006
1537,500001,5102,双刀,90,94,2,11537,20021,30024,40001,50014,60014,70006,80016,90006
1538,500001,5102,双刀,95,99,2,11538,20024,30028,40001,50014,60014,70006,80017,90006
1539,500001,5102,双刀,100,104,2,11539,20027,30030,40001,50014,60014,70006,80017,90006
1540,500001,5102,双刀,105,109,2,11540,20030,30030,40001,50014,60014,70006,80017,90006
1541,500001,5102,双刀,110,114,2,11541,20033,30030,40001,50014,60014,70006,80017,90006
1542,500001,5102,双刀,115,119,2,11542,20036,30030,40001,50014,60014,70006,80017,90006
1543,500001,5102,双刀,120,124,2,11543,20039,30030,40001,50014,60014,70006,80017,90006
1544,500001,5102,双刀,125,129,2,11544,20040,30030,40001,50014,60014,70006,80017,90006
1545,500001,5102,双刀,130,134,2,11545,20040,30030,40001,50014,60014,70006,80017,90006
1546,500001,5102,双刀,135,139,2,11546,20040,30030,40001,50014,60014,70006,80017,90006
1547,500001,5102,双刀,140,144,2,11547,20040,30030,40001,50014,60014,70006,80017,90006
1548,500001,5102,双刀,145,149,2,11548,20040,30030,40001,50014,60014,70006,80017,90006
1549,500001,5102,双刀,150,154,2,11549,20040,30030,40001,50014,60014,70006,80017,90006
1550,500001,5102,双刀,155,159,2,11550,20040,30030,40001,50014,60014,70006,80017,90006
1551,500001,5102,双刀,160,164,2,11551,20040,30030,40001,50014,60014,70006,80017,90006
1552,500001,5102,双刀,165,169,2,11552,20040,30030,40001,50014,60014,70006,80017,90006
1553,500001,5102,双刀,170,174,2,11553,20040,30030,40001,50014,60014,70006,80017,90006
1554,500001,5102,双刀,175,179,2,11554,20040,30030,40001,50014,60014,70006,80017,90006
1555,500001,5102,双刀,180,184,2,11555,20040,30030,40001,50014,60014,70006,80017,90006
1556,500001,5102,双刀,185,189,2,11556,20040,30030,40001,50014,60014,70006,80017,90006
1557,500001,5102,双刀,190,194,2,11557,20040,30030,40001,50014,60014,70006,80017,90006
1558,500001,5102,双刀,195,199,2,11558,20040,30030,40001,50014,60014,70006,80017,90006
1559,500001,5000,双刀,10,14,3,11559,,30001,40001,50014,60014,70006,80001,90006
1560,500001,5000,双刀,15,19,3,11560,,30001,40001,50014,60014,70006,80001,90006
1561,500001,5000,双刀,20,24,3,11561,,30001,40001,50014,60014,70006,80002,90006
1562,500001,5000,双刀,25,29,3,11562,,30001,40001,50014,60014,70006,80003,90006
1563,500001,5000,双刀,30,34,3,11563,,30001,40001,50014,60014,70006,80004,90006
1564,500001,5000,双刀,35,39,3,11564,,30001,40001,50014,60014,70006,80005,90006
1565,500001,5101,双刀,40,44,3,11565,,30001,40001,50014,60014,70006,80006,90006
1566,500001,5101,双刀,45,49,3,11566,,30002,40001,50014,60014,70006,80007,90006
1567,500001,5101,双刀,50,54,3,11567,,30004,40001,50014,60014,70006,80008,90006
1568,500001,5101,双刀,55,59,3,11568,,30006,40001,50014,60014,70006,80009,90006
1569,500001,5101,双刀,60,64,3,11569,,30007,40001,50014,60014,70006,80010,90006
1570,500001,5101,双刀,65,69,3,11570,20003,30009,40001,50014,60014,70006,80011,90006
1571,500001,5102,双刀,70,74,3,11571,20009,30012,40001,50014,60014,70006,80012,90006
1572,500001,5102,双刀,75,79,3,11572,20014,30014,40001,50014,60014,70006,80013,90006
1573,500001,5102,双刀,80,84,3,11573,20017,30017,40001,50014,60014,70006,80014,90006
1574,500001,5102,双刀,85,89,3,11574,20021,30020,40001,50014,60014,70006,80015,90006
1575,500001,5102,双刀,90,94,3,11575,20024,30024,40001,50014,60014,70006,80016,90006
1576,500001,5102,双刀,95,99,3,11576,20027,30028,40001,50014,60014,70006,80017,90006
1577,500001,5102,双刀,100,104,3,11577,20030,30030,40001,50014,60014,70006,80017,90006
1578,500001,5102,双刀,105,109,3,11578,20033,30030,40001,50014,60014,70006,80017,90006
1579,500001,5102,双刀,110,114,3,11579,20036,30030,40001,50014,60014,70006,80017,90006
1580,500001,5102,双刀,115,119,3,11580,20039,30030,40001,50014,60014,70006,80017,90006
1581,500001,5102,双刀,120,124,3,11581,20040,30030,40001,50014,60014,70006,80017,90006
1582,500001,5102,双刀,125,129,3,11582,20040,30030,40001,50014,60014,70006,80017,90006
1583,500001,5102,双刀,130,134,3,11583,20040,30030,40001,50014,60014,70006,80017,90006
1584,500001,5102,双刀,135,139,3,11584,20040,30030,40001,50014,60014,70006,80017,90006
1585,500001,5102,双刀,140,144,3,11585,20040,30030,40001,50014,60014,70006,80017,90006
1586,500001,5102,双刀,145,149,3,11586,20040,30030,40001,50014,60014,70006,80017,90006
1587,500001,5102,双刀,150,154,3,11587,20040,30030,40001,50014,60014,70006,80017,90006
1588,500001,5102,双刀,155,159,3,11588,20040,30030,40001,50014,60014,70006,80017,90006
1589,500001,5102,双刀,160,164,3,11589,20040,30030,40001,50014,60014,70006,80017,90006
1590,500001,5102,双刀,165,169,3,11590,20040,30030,40001,50014,60014,70006,80017,90006
1591,500001,5102,双刀,170,174,3,11591,20040,30030,40001,50014,60014,70006,80017,90006
1592,500001,5102,双刀,175,179,3,11592,20040,30030,40001,50014,60014,70006,80017,90006
1593,500001,5102,双刀,180,184,3,11593,20040,30030,40001,50014,60014,70006,80017,90006
1594,500001,5102,双刀,185,189,3,11594,20040,30030,40001,50014,60014,70006,80017,90006
1595,500001,5102,双刀,190,194,3,11595,20040,30030,40001,50014,60014,70006,80017,90006
1596,500001,5102,双刀,195,199,3,11596,20040,30030,40001,50014,60014,70006,80017,90006
1597,500002,5000,拳刃,10,14,1,11597,,30001,40001,50015,60015,70006,80001,90006
1598,500002,5000,拳刃,15,19,1,11598,,30001,40001,50015,60015,70006,80001,90006
1599,500002,5000,拳刃,20,24,1,11599,,30001,40001,50015,60015,70006,80002,90006
1600,500002,5000,拳刃,25,29,1,11600,,30001,40001,50015,60015,70006,80003,90006
1601,500002,5000,拳刃,30,34,1,11601,,30001,40001,50015,60015,70006,80004,90006
1602,500002,5000,拳刃,35,39,1,11602,,30001,40001,50015,60015,70006,80005,90006
1603,500002,5101,拳刃,40,44,1,11603,,30001,40001,50015,60015,70006,80006,90006
1604,500002,5101,拳刃,45,49,1,11604,,30001,40001,50015,60015,70006,80007,90006
1605,500002,5101,拳刃,50,54,1,11605,,30003,40001,50015,60015,70006,80008,90006
1606,500002,5101,拳刃,55,59,1,11606,,30004,40001,50015,60015,70006,80009,90006
1607,500002,5101,拳刃,60,64,1,11607,,30005,40001,50015,60015,70006,80010,90006
1608,500002,5101,拳刃,65,69,1,11608,20002,30006,40001,50015,60015,70006,80011,90006
1609,500002,5102,拳刃,70,74,1,11609,20006,30008,40001,50015,60015,70006,80012,90006
1610,500002,5102,拳刃,75,79,1,11610,20009,30010,40001,50015,60015,70006,80013,90006
1611,500002,5102,拳刃,80,84,1,11611,20012,30012,40001,50015,60015,70006,80014,90006
1612,500002,5102,拳刃,85,89,1,11612,20015,30014,40001,50015,60015,70006,80015,90006
1613,500002,5102,拳刃,90,94,1,11613,20018,30017,40001,50015,60015,70006,80016,90006
1614,500002,5102,拳刃,95,99,1,11614,20021,30020,40001,50015,60015,70006,80017,90006
1615,500002,5102,拳刃,100,104,1,11615,20024,30023,40001,50015,60015,70006,80017,90006
1616,500002,5102,拳刃,105,109,1,11616,20027,30026,40001,50015,60015,70006,80017,90006
1617,500002,5102,拳刃,110,114,1,11617,20030,30030,40001,50015,60015,70006,80017,90006
1618,500002,5102,拳刃,115,119,1,11618,20033,30030,40001,50015,60015,70006,80017,90006
1619,500002,5102,拳刃,120,124,1,11619,20036,30030,40001,50015,60015,70006,80017,90006
1620,500002,5102,拳刃,125,129,1,11620,20039,30030,40001,50015,60015,70006,80017,90006
1621,500002,5102,拳刃,130,134,1,11621,20040,30030,40001,50015,60015,70006,80017,90006
1622,500002,5102,拳刃,135,139,1,11622,20040,30030,40001,50015,60015,70006,80017,90006
1623,500002,5102,拳刃,140,144,1,11623,20040,30030,40001,50015,60015,70006,80017,90006
1624,500002,5102,拳刃,145,149,1,11624,20040,30030,40001,50015,60015,70006,80017,90006
1625,500002,5102,拳刃,150,154,1,11625,20040,30030,40001,50015,60015,70006,80017,90006
1626,500002,5102,拳刃,155,159,1,11626,20040,30030,40001,50015,60015,70006,80017,90006
1627,500002,5102,拳刃,160,164,1,11627,20040,30030,40001,50015,60015,70006,80017,90006
1628,500002,5102,拳刃,165,169,1,11628,20040,30030,40001,50015,60015,70006,80017,90006
1629,500002,5102,拳刃,170,174,1,11629,20040,30030,40001,50015,60015,70006,80017,90006
1630,500002,5102,拳刃,175,179,1,11630,20040,30030,40001,50015,60015,70006,80017,90006
1631,500002,5102,拳刃,180,184,1,11631,20040,30030,40001,50015,60015,70006,80017,90006
1632,500002,5102,拳刃,185,189,1,11632,20040,30030,40001,50015,60015,70006,80017,90006
1633,500002,5102,拳刃,190,194,1,11633,20040,30030,40001,50015,60015,70006,80017,90006
1634,500002,5102,拳刃,195,199,1,11634,20040,30030,40001,50015,60015,70006,80017,90006
1635,500002,5000,拳刃,10,14,2,11635,,30001,40001,50015,60015,70006,80001,90006
1636,500002,5000,拳刃,15,19,2,11636,,30001,40001,50015,60015,70006,80001,90006
1637,500002,5000,拳刃,20,24,2,11637,,30001,40001,50015,60015,70006,80002,90006
1638,500002,5000,拳刃,25,29,2,11638,,30001,40001,50015,60015,70006,80003,90006
1639,500002,5000,拳刃,30,34,2,11639,,30001,40001,50015,60015,70006,80004,90006
1640,500002,5000,拳刃,35,39,2,11640,,30001,40001,50015,60015,70006,80005,90006
1641,500002,5101,拳刃,40,44,2,11641,,30001,40001,50015,60015,70006,80006,90006
1642,500002,5101,拳刃,45,49,2,11642,,30002,40001,50015,60015,70006,80007,90006
1643,500002,5101,拳刃,50,54,2,11643,,30004,40001,50015,60015,70006,80008,90006
1644,500002,5101,拳刃,55,59,2,11644,,30006,40001,50015,60015,70006,80009,90006
1645,500002,5101,拳刃,60,64,2,11645,,30007,40001,50015,60015,70006,80010,90006
1646,500002,5101,拳刃,65,69,2,11646,20002,30009,40001,50015,60015,70006,80011,90006
1647,500002,5102,拳刃,70,74,2,11647,20008,30012,40001,50015,60015,70006,80012,90006
1648,500002,5102,拳刃,75,79,2,11648,20011,30014,40001,50015,60015,70006,80013,90006
1649,500002,5102,拳刃,80,84,2,11649,20015,30017,40001,50015,60015,70006,80014,90006
1650,500002,5102,拳刃,85,89,2,11650,20018,30020,40001,50015,60015,70006,80015,90006
1651,500002,5102,拳刃,90,94,2,11651,20021,30024,40001,50015,60015,70006,80016,90006
1652,500002,5102,拳刃,95,99,2,11652,20024,30028,40001,50015,60015,70006,80017,90006
1653,500002,5102,拳刃,100,104,2,11653,20027,30030,40001,50015,60015,70006,80017,90006
1654,500002,5102,拳刃,105,109,2,11654,20030,30030,40001,50015,60015,70006,80017,90006
1655,500002,5102,拳刃,110,114,2,11655,20033,30030,40001,50015,60015,70006,80017,90006
1656,500002,5102,拳刃,115,119,2,11656,20036,30030,40001,50015,60015,70006,80017,90006
1657,500002,5102,拳刃,120,124,2,11657,20039,30030,40001,50015,60015,70006,80017,90006
1658,500002,5102,拳刃,125,129,2,11658,20040,30030,40001,50015,60015,70006,80017,90006
1659,500002,5102,拳刃,130,134,2,11659,20040,30030,40001,50015,60015,70006,80017,90006
1660,500002,5102,拳刃,135,139,2,11660,20040,30030,40001,50015,60015,70006,80017,90006
1661,500002,5102,拳刃,140,144,2,11661,20040,30030,40001,50015,60015,70006,80017,90006
1662,500002,5102,拳刃,145,149,2,11662,20040,30030,40001,50015,60015,70006,80017,90006
1663,500002,5102,拳刃,150,154,2,11663,20040,30030,40001,50015,60015,70006,80017,90006
1664,500002,5102,拳刃,155,159,2,11664,20040,30030,40001,50015,60015,70006,80017,90006
1665,500002,5102,拳刃,160,164,2,11665,20040,30030,40001,50015,60015,70006,80017,90006
1666,500002,5102,拳刃,165,169,2,11666,20040,30030,40001,50015,60015,70006,80017,90006
1667,500002,5102,拳刃,170,174,2,11667,20040,30030,40001,50015,60015,70006,80017,90006
1668,500002,5102,拳刃,175,179,2,11668,20040,30030,40001,50015,60015,70006,80017,90006
1669,500002,5102,拳刃,180,184,2,11669,20040,30030,40001,50015,60015,70006,80017,90006
1670,500002,5102,拳刃,185,189,2,11670,20040,30030,40001,50015,60015,70006,80017,90006
1671,500002,5102,拳刃,190,194,2,11671,20040,30030,40001,50015,60015,70006,80017,90006
1672,500002,5102,拳刃,195,199,2,11672,20040,30030,40001,50015,60015,70006,80017,90006
1673,500002,5000,拳刃,10,14,3,11673,,30001,40001,50015,60015,70006,80001,90006
1674,500002,5000,拳刃,15,19,3,11674,,30001,40001,50015,60015,70006,80001,90006
1675,500002,5000,拳刃,20,24,3,11675,,30001,40001,50015,60015,70006,80002,90006
1676,500002,5000,拳刃,25,29,3,11676,,30001,40001,50015,60015,70006,80003,90006
1677,500002,5000,拳刃,30,34,3,11677,,30001,40001,50015,60015,70006,80004,90006
1678,500002,5000,拳刃,35,39,3,11678,,30001,40001,50015,60015,70006,80005,90006
1679,500002,5101,拳刃,40,44,3,11679,,30001,40001,50015,60015,70006,80006,90006
1680,500002,5101,拳刃,45,49,3,11680,,30002,40001,50015,60015,70006,80007,90006
1681,500002,5101,拳刃,50,54,3,11681,,30004,40001,50015,60015,70006,80008,90006
1682,500002,5101,拳刃,55,59,3,11682,,30006,40001,50015,60015,70006,80009,90006
1683,500002,5101,拳刃,60,64,3,11683,,30007,40001,50015,60015,70006,80010,90006
1684,500002,5101,拳刃,65,69,3,11684,20003,30009,40001,50015,60015,70006,80011,90006
1685,500002,5102,拳刃,70,74,3,11685,20009,30012,40001,50015,60015,70006,80012,90006
1686,500002,5102,拳刃,75,79,3,11686,20014,30014,40001,50015,60015,70006,80013,90006
1687,500002,5102,拳刃,80,84,3,11687,20017,30017,40001,50015,60015,70006,80014,90006
1688,500002,5102,拳刃,85,89,3,11688,20021,30020,40001,50015,60015,70006,80015,90006
1689,500002,5102,拳刃,90,94,3,11689,20024,30024,40001,50015,60015,70006,80016,90006
1690,500002,5102,拳刃,95,99,3,11690,20027,30028,40001,50015,60015,70006,80017,90006
1691,500002,5102,拳刃,100,104,3,11691,20030,30030,40001,50015,60015,70006,80017,90006
1692,500002,5102,拳刃,105,109,3,11692,20033,30030,40001,50015,60015,70006,80017,90006
1693,500002,5102,拳刃,110,114,3,11693,20036,30030,40001,50015,60015,70006,80017,90006
1694,500002,5102,拳刃,115,119,3,11694,20039,30030,40001,50015,60015,70006,80017,90006
1695,500002,5102,拳刃,120,124,3,11695,20040,30030,40001,50015,60015,70006,80017,90006
1696,500002,5102,拳刃,125,129,3,11696,20040,30030,40001,50015,60015,70006,80017,90006
1697,500002,5102,拳刃,130,134,3,11697,20040,30030,40001,50015,60015,70006,80017,90006
1698,500002,5102,拳刃,135,139,3,11698,20040,30030,40001,50015,60015,70006,80017,90006
1699,500002,5102,拳刃,140,144,3,11699,20040,30030,40001,50015,60015,70006,80017,90006
1700,500002,5102,拳刃,145,149,3,11700,20040,30030,40001,50015,60015,70006,80017,90006
1701,500002,5102,拳刃,150,154,3,11701,20040,30030,40001,50015,60015,70006,80017,90006
1702,500002,5102,拳刃,155,159,3,11702,20040,30030,40001,50015,60015,70006,80017,90006
1703,500002,5102,拳刃,160,164,3,11703,20040,30030,40001,50015,60015,70006,80017,90006
1704,500002,5102,拳刃,165,169,3,11704,20040,30030,40001,50015,60015,70006,80017,90006
1705,500002,5102,拳刃,170,174,3,11705,20040,30030,40001,50015,60015,70006,80017,90006
1706,500002,5102,拳刃,175,179,3,11706,20040,30030,40001,50015,60015,70006,80017,90006
1707,500002,5102,拳刃,180,184,3,11707,20040,30030,40001,50015,60015,70006,80017,90006
1708,500002,5102,拳刃,185,189,3,11708,20040,30030,40001,50015,60015,70006,80017,90006
1709,500002,5102,拳刃,190,194,3,11709,20040,30030,40001,50015,60015,70006,80017,90006
1710,500002,5102,拳刃,195,199,3,11710,20040,30030,40001,50015,60015,70006,80017,90006
1711,600001,6000,战铁,10,14,1,11711,,30001,40001,50016,60016,70007,80001,90007
1712,600001,6000,战铁,15,19,1,11712,,30001,40001,50016,60016,70007,80001,90007
1713,600001,6000,战铁,20,24,1,11713,,30001,40001,50016,60016,70007,80002,90007
1714,600001,6000,战铁,25,29,1,11714,,30001,40001,50016,60016,70007,80003,90007
1715,600001,6000,战铁,30,34,1,11715,,30001,40001,50016,60016,70007,80004,90007
1716,600001,6000,战铁,35,39,1,11716,,30001,40001,50016,60016,70007,80005,90007
1717,600001,6101,战铁,40,44,1,11717,,30001,40001,50016,60016,70007,80006,90007
1718,600001,6101,战铁,45,49,1,11718,,30001,40001,50016,60016,70007,80007,90007
1719,600001,6101,战铁,50,54,1,11719,,30003,40001,50016,60016,70007,80008,90007
1720,600001,6101,战铁,55,59,1,11720,,30004,40001,50016,60016,70007,80009,90007
1721,600001,6101,战铁,60,64,1,11721,,30005,40001,50016,60016,70007,80010,90007
1722,600001,6101,战铁,65,69,1,11722,20002,30006,40001,50016,60016,70007,80011,90007
1723,600001,6102,战铁,70,74,1,11723,20006,30008,40001,50016,60016,70007,80012,90007
1724,600001,6102,战铁,75,79,1,11724,20009,30010,40001,50016,60016,70007,80013,90007
1725,600001,6102,战铁,80,84,1,11725,20012,30012,40001,50016,60016,70007,80014,90007
1726,600001,6102,战铁,85,89,1,11726,20015,30014,40001,50016,60016,70007,80015,90007
1727,600001,6102,战铁,90,94,1,11727,20018,30017,40001,50016,60016,70007,80016,90007
1728,600001,6102,战铁,95,99,1,11728,20021,30020,40001,50016,60016,70007,80017,90007
1729,600001,6102,战铁,100,104,1,11729,20024,30023,40001,50016,60016,70007,80017,90007
1730,600001,6102,战铁,105,109,1,11730,20027,30026,40001,50016,60016,70007,80017,90007
1731,600001,6102,战铁,110,114,1,11731,20030,30030,40001,50016,60016,70007,80017,90007
1732,600001,6102,战铁,115,119,1,11732,20033,30030,40001,50016,60016,70007,80017,90007
1733,600001,6102,战铁,120,124,1,11733,20036,30030,40001,50016,60016,70007,80017,90007
1734,600001,6102,战铁,125,129,1,11734,20039,30030,40001,50016,60016,70007,80017,90007
1735,600001,6102,战铁,130,134,1,11735,20040,30030,40001,50016,60016,70007,80017,90007
1736,600001,6102,战铁,135,139,1,11736,20040,30030,40001,50016,60016,70007,80017,90007
1737,600001,6102,战铁,140,144,1,11737,20040,30030,40001,50016,60016,70007,80017,90007
1738,600001,6102,战铁,145,149,1,11738,20040,30030,40001,50016,60016,70007,80017,90007
1739,600001,6102,战铁,150,154,1,11739,20040,30030,40001,50016,60016,70007,80017,90007
1740,600001,6102,战铁,155,159,1,11740,20040,30030,40001,50016,60016,70007,80017,90007
1741,600001,6102,战铁,160,164,1,11741,20040,30030,40001,50016,60016,70007,80017,90007
1742,600001,6102,战铁,165,169,1,11742,20040,30030,40001,50016,60016,70007,80017,90007
1743,600001,6102,战铁,170,174,1,11743,20040,30030,40001,50016,60016,70007,80017,90007
1744,600001,6102,战铁,175,179,1,11744,20040,30030,40001,50016,60016,70007,80017,90007
1745,600001,6102,战铁,180,184,1,11745,20040,30030,40001,50016,60016,70007,80017,90007
1746,600001,6102,战铁,185,189,1,11746,20040,30030,40001,50016,60016,70007,80017,90007
1747,600001,6102,战铁,190,194,1,11747,20040,30030,40001,50016,60016,70007,80017,90007
1748,600001,6102,战铁,195,199,1,11748,20040,30030,40001,50016,60016,70007,80017,90007
1749,600001,6000,战铁,10,14,2,11749,,30001,40001,50016,60016,70007,80001,90007
1750,600001,6000,战铁,15,19,2,11750,,30001,40001,50016,60016,70007,80001,90007
1751,600001,6000,战铁,20,24,2,11751,,30001,40001,50016,60016,70007,80002,90007
1752,600001,6000,战铁,25,29,2,11752,,30001,40001,50016,60016,70007,80003,90007
1753,600001,6000,战铁,30,34,2,11753,,30001,40001,50016,60016,70007,80004,90007
1754,600001,6000,战铁,35,39,2,11754,,30001,40001,50016,60016,70007,80005,90007
1755,600001,6101,战铁,40,44,2,11755,,30001,40001,50016,60016,70007,80006,90007
1756,600001,6101,战铁,45,49,2,11756,,30002,40001,50016,60016,70007,80007,90007
1757,600001,6101,战铁,50,54,2,11757,,30004,40001,50016,60016,70007,80008,90007
1758,600001,6101,战铁,55,59,2,11758,,30006,40001,50016,60016,70007,80009,90007
1759,600001,6101,战铁,60,64,2,11759,,30007,40001,50016,60016,70007,80010,90007
1760,600001,6101,战铁,65,69,2,11760,20002,30009,40001,50016,60016,70007,80011,90007
1761,600001,6102,战铁,70,74,2,11761,20008,30012,40001,50016,60016,70007,80012,90007
1762,600001,6102,战铁,75,79,2,11762,20011,30014,40001,50016,60016,70007,80013,90007
1763,600001,6102,战铁,80,84,2,11763,20015,30017,40001,50016,60016,70007,80014,90007
1764,600001,6102,战铁,85,89,2,11764,20018,30020,40001,50016,60016,70007,80015,90007
1765,600001,6102,战铁,90,94,2,11765,20021,30024,40001,50016,60016,70007,80016,90007
1766,600001,6102,战铁,95,99,2,11766,20024,30028,40001,50016,60016,70007,80017,90007
1767,600001,6102,战铁,100,104,2,11767,20027,30030,40001,50016,60016,70007,80017,90007
1768,600001,6102,战铁,105,109,2,11768,20030,30030,40001,50016,60016,70007,80017,90007
1769,600001,6102,战铁,110,114,2,11769,20033,30030,40001,50016,60016,70007,80017,90007
1770,600001,6102,战铁,115,119,2,11770,20036,30030,40001,50016,60016,70007,80017,90007
1771,600001,6102,战铁,120,124,2,11771,20039,30030,40001,50016,60016,70007,80017,90007
1772,600001,6102,战铁,125,129,2,11772,20040,30030,40001,50016,60016,70007,80017,90007
1773,600001,6102,战铁,130,134,2,11773,20040,30030,40001,50016,60016,70007,80017,90007
1774,600001,6102,战铁,135,139,2,11774,20040,30030,40001,50016,60016,70007,80017,90007
1775,600001,6102,战铁,140,144,2,11775,20040,30030,40001,50016,60016,70007,80017,90007
1776,600001,6102,战铁,145,149,2,11776,20040,30030,40001,50016,60016,70007,80017,90007
1777,600001,6102,战铁,150,154,2,11777,20040,30030,40001,50016,60016,70007,80017,90007
1778,600001,6102,战铁,155,159,2,11778,20040,30030,40001,50016,60016,70007,80017,90007
1779,600001,6102,战铁,160,164,2,11779,20040,30030,40001,50016,60016,70007,80017,90007
1780,600001,6102,战铁,165,169,2,11780,20040,30030,40001,50016,60016,70007,80017,90007
1781,600001,6102,战铁,170,174,2,11781,20040,30030,40001,50016,60016,70007,80017,90007
1782,600001,6102,战铁,175,179,2,11782,20040,30030,40001,50016,60016,70007,80017,90007
1783,600001,6102,战铁,180,184,2,11783,20040,30030,40001,50016,60016,70007,80017,90007
1784,600001,6102,战铁,185,189,2,11784,20040,30030,40001,50016,60016,70007,80017,90007
1785,600001,6102,战铁,190,194,2,11785,20040,30030,40001,50016,60016,70007,80017,90007
1786,600001,6102,战铁,195,199,2,11786,20040,30030,40001,50016,60016,70007,80017,90007
1787,600001,6000,战铁,10,14,3,11787,,30001,40001,50016,60016,70007,80001,90007
1788,600001,6000,战铁,15,19,3,11788,,30001,40001,50016,60016,70007,80001,90007
1789,600001,6000,战铁,20,24,3,11789,,30001,40001,50016,60016,70007,80002,90007
1790,600001,6000,战铁,25,29,3,11790,,30001,40001,50016,60016,70007,80003,90007
1791,600001,6000,战铁,30,34,3,11791,,30001,40001,50016,60016,70007,80004,90007
1792,600001,6000,战铁,35,39,3,11792,,30001,40001,50016,60016,70007,80005,90007
1793,600001,6101,战铁,40,44,3,11793,,30001,40001,50016,60016,70007,80006,90007
1794,600001,6101,战铁,45,49,3,11794,,30002,40001,50016,60016,70007,80007,90007
1795,600001,6101,战铁,50,54,3,11795,,30004,40001,50016,60016,70007,80008,90007
1796,600001,6101,战铁,55,59,3,11796,,30006,40001,50016,60016,70007,80009,90007
1797,600001,6101,战铁,60,64,3,11797,,30007,40001,50016,60016,70007,80010,90007
1798,600001,6101,战铁,65,69,3,11798,20003,30009,40001,50016,60016,70007,80011,90007
1799,600001,6102,战铁,70,74,3,11799,20009,30012,40001,50016,60016,70007,80012,90007
1800,600001,6102,战铁,75,79,3,11800,20014,30014,40001,50016,60016,70007,80013,90007
1801,600001,6102,战铁,80,84,3,11801,20017,30017,40001,50016,60016,70007,80014,90007
1802,600001,6102,战铁,85,89,3,11802,20021,30020,40001,50016,60016,70007,80015,90007
1803,600001,6102,战铁,90,94,3,11803,20024,30024,40001,50016,60016,70007,80016,90007
