Category,Name,Comment,Value
离线推送设置,PushTriggerInterval,对于非同时触发的推送，推送信息之间应该保留一个时间间隔，即上条发送结束后，至少30分钟后才能发送下一条推送。（单位：分钟）,20
,CancelPushDate,对于X天未上线的角色，基于性能考虑会不再检测该角色相关信息并发送推送。（单位：天）,200
,GuildHuntingPushId,公会狩猎开启时的推送Id,11
,AllPushSetting,所有推送设置，0则默认关闭，1则默认开启,0
,AdvertisingPushSetting,配置【广告/活动推送】的初始状态，0则默认关闭，1则默认开启,1
,NightTimePushTime,用于配置官方认为的深夜时间，配置格式为：2100=0800，即当天21点至次日8点,2100=800
,NightTimePushSetting,用于配置【广告/活动推送】的初始状态，0则默认关闭，1则默认开启,0
使用条款,TermsOfUseOriginalState,游戏利用条款初始状态，0默认不选，1默认勾选,0
,PersonalPrivacyTermsOriginalState,个人隐私条款初始状态，0默认不选，1默认勾选,0
,TermsOfUseURL,游戏利用条款URL,https://member.gnjoy.com/support/terms/common/commonterm.asp?category=mobile_termsingame
,PersonalPrivacyTermsURL,个人隐私条款URL,https://member.gnjoy.com/support/terms/common/commonterm.asp?category=ROO_privacyInGame 
,TermsOfUseURLForSystem, 游戏利用条款URL供system界面使用,https://member.gnjoy.com/support/terms/common/commonterm.asp?category=mobile_terms
,PersonalPrivacyTermsURLForSystem,个人隐私条款URL供system界面使用,https://member.gnjoy.com/support/terms/common/commonterm.asp?category=mobile_privacy
,TermsOfUsePersonalPrivacyUpdateNum,游戏利用条款更新年月日小时（精确到小时），每次更新条款之后，该次数需要手动更新时间，当玩家的值小于该值时，登录时出现使用条款UI，同时将玩家的值更新为该值。,2020071416
,OperationStrategy,运营策略URL,https://member.gnjoy.com/support/terms/common/commonterm.asp?category=mobile_policy
,CustomerServiceURL,客服链接URL,https://member.gnjoy.com/mobile/inquiry/RAGNAROKORIGIN/index.asp
公会新闻变量,GuildNewsNumberInUI,新闻客户端保存数量,100
,GuildNewsSpiritPlace,新闻精灵位置,150|-150
,GuildNewsSpiritTalkTimekeeping,精灵喊话时间,2|5
,GuildNewsGoodContentLength,点赞内容字数上限,20
,GuildNewsTypeLength,公会新闻类型长度,7
,GuildNewsType1,公会新闻类型基础信息,1=Guild_Text_Achi=UI_Guild_Img_ChengJiu.png=Team
,GuildNewsType2,公会新闻类型基础信息,2=Guild_Text_Equip=UI_Guild_Img_WuQi.png=Team
,GuildNewsType3,公会新闻类型基础信息,3=Guild_Text_ Appearance=UI_Guild_Img_YiChu.png=Team
,GuildNewsType4,公会新闻类型基础信息,4=Guild_Text_Daily=UI_Guild_Img_GongHui.png=Team
,GuildNewsType5,公会新闻类型基础信息,5=Guild_Text_Adventure=UI_Guild_Img_MaoXian.png=Team
,GuildNewsType6,公会新闻类型基础信息,6=Guild_Text_Personnel=UI_Guild_Img_GongHui.png=Team
,GuildNewsType7,公会新闻类型基础信息,7=Guild_Text_Admin=UI_Guild_Img_GongHui.png=Team
魔法信笺,MagicPaperTalkLength,发送魔法信笺时字数长度限制,30
,MagicPaperRuinTime,魔法信笺销毁时间,1296000
,MagicPaperEffectsTime,魔法信笺特效存在时间,600
,MagicPaperSendLimt,魔法信笺每日发送次数限制,30
,MagicPaperLootLimt,魔法信笺每日抢礼包次数限制,100
,MagicPaperGiftValue,魔法信笺礼包价值（喵喵果实|zeny）,103=1000|102=10000
,MagicPaperAwardForYouAndMe,魔法信笺发送给双方的奖励,2090880
,MagicPaperAwardFemale,魔法信笺发送给女性玩家奖励,2090890
,MagicPaperLootWeight,抢礼包标签显示优先级（1. 超级礼包 2. 最快抢到红包 4. 抢到巨额红包 8. 最快抢到道具）,1|2|4|8
,MagicPaperPageLimt,魔法信笺显示页数限制,12
,MagicPaperPageThankMsg,魔法信笺私聊文本,Blessing_Send_Thank_Msg
贝鲁兹核心,FloatingValue,保底次数浮动数，本系统所有保底通用,0
,WheelBornLevel,齿轮属性生成对应的保底档次，格式：齿轮ID=保底档次1=保底档次2,3024022=3=5|3024023=3=5|3024024=3=5|3024025=3=5
,WheelTotalWeight,齿轮总负重,15
,WheelTotalNumber,齿轮格子数量,3
,WheelWarningLifeValue,寿命不足提示阈值，单位：天,3
,WheelMaxLifeValue,齿轮寿命上限，格式:齿轮ID=寿命，寿命单位:天,3024022=60|3024023=90|3024024=90|3024025=90
,LubricantEffect,润滑剂道具效果，格式:ItemId=使用后增加天数,3024031=25|3024032=25|3024033=25
,WheelLifeCost,齿轮补充寿命消耗，格式：齿轮ID=润滑剂ID|齿轮ID=润滑剂ID,3024022=3024031|3024023=3024031|3024024=3024032|3024025=3024033
,WheelRareWeight,齿轮极品负重，格式:齿轮Id=齿轮负重1=齿轮负重2，支持配多个负重,3024022=3|3024023=4|3024024=5|3024025=5
,WheelJuniorComposeLevel,齿轮2合1保底档次，格式：齿轮ID=保底档次1=保底档次2,3024022=3|3024023=3|3024024=3|3024025=3
,WheelSeniorComposeLevel,齿轮4合1保底档次，格式：齿轮ID=保底档次1=保底档次2,3024022=4|3024023=4|3024024=4|3024025=4
,WheelResetLevel,双技能齿轮重置保底档次，格式：齿轮ID=保底档次1=保底档次2,3024022=5|3024023=5|3024024=5|3024025=7
,WheelLoadTimeMax,贝鲁兹负重增加效果持续时间上限（天）,30
,MultitalentBeiluzChangeCD,贝鲁兹核心切换方案CD时长,5
,MultitalentEquipChangeCD,装备技能加点切换方案CD,15
,BeiluziCanRecycleMaxNumAtOnce,齿轮单次分解最大数量,20
,WheelCompoundID,齿轮代金券ID,3021013
装备改造,EquipBornlevel,装备生成保底档次,2
,EquipReformlevel,装备改造保底档次（废弃）,3
,EquipReformlevelLimit,改造装备等级要求,90
,EquipRareValue,改造稀有数值,0=70=15000|70=100=8000
,BaseAttrOffset,基础属性偏移量，默认要填10000,10000
,StyleAttrOffset,流派属性偏移量，默认要填10000,10000
,EquipReformRare,稀有装备改造区间档位,3=3=6|4=3=6|5=3=6|6=3=6
,RareEquipReform,品质提升档次（稀有装备档次）,3
,PerfectEquipReform,上星档次,6
,WeaponSkillEntry,武器改造词条数,1
,EquipSkillEntry,装备改造词条数,2
,EquipSkillPre,改造技能前缀,REFORM_SKILLPER
锻造引导,ForgeRookieRecommendGuide,装备锻造快速推荐引导和流派选择引导开放等级,40
宝藏猎人,TreasureHunterLevelLimit,宝藏猎人活动接取等级限制,35
,TreasureHunterTimeLimit,宝藏猎人活动接取开放时间,2130=2330
,TreasureHunterTaskLimit,宝藏猎人活动可完成勘测次数,3
,TreasureHunterEdgeToCenterDistance,宝藏区域接触边缘到圆心的半径范围,12
,TreasureHunterSearchCd,宝藏区域探查交互cd（秒）,5
,TreasureHunterSearchProbability,宝藏区域探查到宝藏的概率（基数10000）,6666
,TreasureMaxDepth,宝藏埋藏最深深度（米）,12
,TreasureMinDepth,宝藏埋藏最浅深度（米）,8
,TreasureMiningSpeed,宝藏勘测速度（1min能挖X米）,1
,TreasureHelpDepth,宝藏勘探助力增加X米,1
,TreasurecollectionLastTime,宝藏可被采集时间（分）,5
,TreasurecollectionOwnerCollectedTimes,宝藏可被拥有者采集次数,3
,TreasurecollectionOtherCollectedTimes,宝藏可被其他玩家采集次数,10
,TreasurecollectionOwnerCollectedAwardID,宝藏拥有者奖励id,8000880=1=15|8000890=2=20|8000900=3=45|8000910=4=20
,TreasurecollectionOtherCollectedAwardID,宝藏其他玩家奖励id,1=8000930|2=8000940|3=8000950|4=8000960
,TreasurecollectionAwardTypeName,宝藏类型名称,Treasure_Type_1|Treasure_Type_2|Treasure_Type_3|Treasure_Type_4
,TreasurecollectionAwardTypeIcon,宝藏类型名称,UI_TreasureHunter_Icon01.png|UI_TreasureHunter_Icon02.png|UI_TreasureHunter_Icon03.png|UI_TreasureHunter_Icon04.png
,TreasurecollectionOwnerFailAwardID,宝藏拥有者没挖到时对应的奖励ID,8000980
,TreasurecollectionOnlyCollectedTimes,其他玩家最多单人可采集次数,2
,TreasureHunterFootprintCollectionID,魔物的脚印采集物ID,511051
,TreasureHunterMonsterTreasureCollectionID,魔物宝藏采集物ID,511053
,TreasureMiningNpc,探测器npcID,60391=60499
,TreasureSearchRange,探查技能半径,4
,TreasureSearchTime,探查技能持续时间,2
,TreasureSearchBuff,探查技能触发buff,908501
,TreasureSearchMapID,探查地图场景id,25
,TreasureSearchTaskID,探查地图任务前置taskid,22001010
,TreasureMiningDisapperTime,勘测器消失动画播放时长,2
,TreasureMessageTimeLimit,助力链接失效时间（秒）,300
会员卡贵宾卡,HuiyuankaId,礼品卡itemid,2040013
,GuibinkaId,贵宾卡itemid,2040014
,HuiyuankaDayTimes,礼品卡（双倍奖励触发道具）每日最高使用上限次数,3
,HuiyuankaRefreshType,礼品卡（双倍奖励触发道具）刷新时间（1为0点，2为5点）,2
,HuiyuankaTimes,礼品卡（双倍奖励触发道具）总共最高使用上限次数,15
游戏评价,GameRateTitle,游戏评价标题,Game_Rate_Title
,GameRateContent,游戏评价通用内容,Game_Rate_Content
,GameRateButtonNow,游戏评价-立刻评价按钮,Game_Rate_Button_O
,GameRateButtonNot,游戏评价-不评价按钮,Game_Rate_Button_X
,GameRateAchiMessge,游戏评价：初心者I描述文本,Game_Rate_Message_Rookie
,GameRateDressMessge,游戏评价：领取头饰描述文本,Game_Rate_Message_Dress
,GameRateBGImg,游戏评价-背景图,1.png
,GameRateGoogleUrl,谷歌商店跳转,market://details?id=com.gravity.ragnarokorigin.aos
,GameRateAppleUrl,苹果商店跳转,https://apps.apple.com/kr/app/id1490960415
,GameRateOneStoreUrl,OneStore商店跳转,http://m.onestore.co.kr/mobilepoc/apps/appsDetail.omp?prodId=0000749813
,GameRateTriggerItemID,评价触发领取道具ID,1080022
节日活动-绵绵岛签到,SignInSelectItemCD,道具选择cd时间,86400
,SignInQuickMakePrice,定制投掷价格（道具=数额）,102=500
,SignInReDicePrice,重新投掷价格（道具=数额）,102=1500
,SignInReDiceTime,重新投掷的次数限制,1
,SignInQuickMakeNode,可付费定制时间节点,30
,SignInQuickItemContent,可选择的道具以及绑定形式,3020003=1=4|3020004=1=4|3021001=1=8|3020016=1=4|2063001=1=50|3011512=1=2|2090032=1=1
,SignInRemakeRule,重投重新随机规则,1=2|2=1|3=1|4=1|5=1|6=1
,SignInUpdateInfoInterval,时间进度条刷新时间,1
,SignInShipGoneCD,开船spine播放后延时多久限制UI,2.5
社区,CommunityURL,设置界面社区URL,https://community.gnjoy.com/RAGNAROKORIGIN/
复活面板,CountDownReviveDungeonsType,显示倒计时复活面板的副本类型,6|11|21|25|23|24
货币本地化,RechargeMoneyReduceType,喵喵果实默认扣除类型，值为1，只扣103；值为2，只扣104；值为3，先扣103，再扣104；值为4，先扣104，再扣103；,3
,Pay104Reason,定义Pay104的获取渠道，关联ITEMCHANGEREASON,24|152|209|267
概率性标识,EquipMachine,装备抽取界面概率详情,1001
,HeadMachine,头饰抽取界面概率详情,2001
,CardMachine,卡片抽取界面概率详情,3001
卖场投食客服URL,MallCustomerServiceURL,卖场客服链接URL,https://member.gnjoy.com/mobile/inquiry/RAGNAROKORIGIN/index.asp
卖场充值确认界面区分道具id显示文本,RechargePayItemIdForText,卖场充值确认界面区分道具id显示文本,103
神秘商店刷新CD,RefreshColdown,神秘商店手动刷新的间隔CD（秒）,2
卖场特殊红点,MallRedDot,卖场商店类型=CommonDataId=时间间隔=等级触发=红点id=红点检测id,102=14=7=40=280=116|301=15=0=0=272=117
韩国扣费政策本地化,RefundExpirationTime,允许退款有效期时间，在有效期内，道具可退款，会弹出申退提醒确认框，单位：小时,87600
,RefundInstructionsURL,点击【查看详细】后打开指定的URL界面,https://rule.gnjoy.com/mobile/ragnarokorigin/support/popupterms2.asp
,RefundInstructionsDiscernID,显示“取消申退”文字时识别的消耗货币ID,103|104
无限塔跳层,EndlessTowerJumpLv,无限塔跳层机制开启的最低服务器等级,50
BINGO游戏,BingoNumberArea,BINGO数字范围,50
,BingoGuessNum,BINGO猜数字数量,3
,BingoNumberAward,Bingo数目奖励,1=8057011|3=8057012|6=8057013|10=8057014|14=8057015
,BingoGuessCD,Bingo猜数字CD（秒）,300
,BingoBuyNumCost,BINGO用金币点亮数字消耗,103=20
,BingoNumberBoxID,数字宝箱ID,2091049
,BingoNumItemID,数字ID,1400001=1400050
加速和打宝糖功能,AwardDropUpBuffID,掉宝提升糖BUFFID（低级ID|高级ID）,1400301=937401|1400302=937501
,DropUpCandyLimitTime,掉宝糖持续时间上限（秒）,30000
,AwardDropUpSort,掉宝率糖等级排序（低|中）,1400301|1400302
,PayLockDuration,支付锁持续时长(秒),60
聊天屏蔽,ChatForbidChannels,频道限制,2|3|4|5
,ChatForbidLimit,列表人数,30
预注册玩家免费装扮,LetsDressUp_MaxDis,最大距离,8
,LetsDressUp_MinDis,最小配置,2
,LetsDressUp_OrgDis,默认配置,4
,LetsDressUp_OffsetY,上抬配置,1.3
,LetsDressUpTips,是否显示提示语（1显示，0不显示）,1
货币三位分节,CurrencySegmentationAchi,成就相关ID,20000401|20000402|20000403|20000404|20000405|20001501|20001502|20001503|20001504|20001505
,CurrencySegmentationMail,邮件相关ID,4003|4004|4005|4006|4007|4008|4009|6001
推送广告动画显示时间,PushadTime,推送广告动画显示时间,0.3
随机外观默认容错参数,PreRegisterDefaultMaleHairID,预注册角色默认头发id（男）,201303
,PreRegisterDefaultMaleEyeID,预注册角色默认眼睛id（男）,6030001
,PreRegisterDefaultMaleEyeStyleID,预注册角色默认眼睛颜色id（男）,4
,PreRegisterDefaultFemaleHairID,预注册角色默认头发id（女）,303308
,PreRegisterDefaultFemaleEyeID,预注册角色默认眼睛id（女）,6030001
,PreRegisterDefaultFemaleEyeStyleID,预注册角色默认眼睛颜色id（女）,4
时空商人,SpaceCardShowCurrency,上方显示货币,103|102|40000010
,RefreshCost,刷新消耗,40000010=50
,ExchangeCost,兑换道具,40000010
精炼显示,RefineTipsLevel,精炼显示文本等级,3|6|9|12|15
,OrnamentRefineTipsLevel,配饰精炼安全等级,3|6|9|12|15
,Refine_AttributePreviewLevelConfig,配饰精炼额外附加属性等级,5|8|11|14|17|20
首充界面,FirstRechargeTime,N秒后自动开启界面,1
大世界彩蛋,ColorDantips,entity提示配对,26204=ColorDanTips_littlebox|26205=ColorDanTips_Treasurebox|26206=ColorDanTips_largejar|26207=ColorDanTips_winejar|26208=ColorDanTips_woodpail|26209=ColorDanTips_littlejar
,XiangziGuanzi,大世界破坏箱子/罐子统计,26204=1|26205=1|26206=2|26207=2|26208=3|26209=2
装备图纸兑换,EquipLevelRange,装备图纸等级区间,50=69|70=79|80=89|90=99|100=109|110=119
问券调查url,QuestionAndroidUrl,安卓调查问卷url(0为默认没有）,https://ue.weisurvey.com/mur/?a=survey&c=2&d=4187a69bf7b1132614d9e0c44c79db94&b=32024
,QuestionIOSUrl,IOS调查问卷url(0为默认没有）,0
货币兑换分地区相关,ExchangeDiamondMail,第一个参数控制直接兑换，第二个控制补差额兑换货币兑换是否走邮件（0为不走邮件直接发送给玩家，1为走邮件）,0=0
,ExchangeDiamondToZenyMailID,喵果兑换zeny邮件ID,8001
,ExchangeDiamondToROMoneyMailID,喵果兑换铜币邮件ID,8002
回归体系,ReturnScoreShopID,回归积分商店ID,801
,ReturnPayShopID,回归果实商店ID,802
,ReturnPlayerType,回归玩家分类（1=7天档、2=15天档、3=30天档、4=60天档）,1=14|2=29|3=59|4=60
,ReturnShortTerm,短期回归状态持续天数,7
,ReturnLongTerm,长期回归状态持续天数,15
,ReturnShortTermType,短期回归状态的玩家类型,1|2
,ReturnLongTermType,长期回归状态的玩家类型,3|4
,ReturnTaskAmount,回归任务每日随机任务数,5
,ReturnTaskMailId,回归活跃奖励邮件,5104
,ReturnLoginMailId,回归登录奖励邮件,5105
,ReturnBuffId,短期回归显示buffID,937901
,ReturnLongBuffId,长期回归显示buffID,938001
,ReturnMeetingReward,回归见面礼奖励,3021000
,ReturnGiftBoxNum,回归玩家获得礼盒数,20
,ReturnGiftBoxItemId,回归礼盒道具id,2050014
,ReturnGiftBoxMailId,回归赠送礼物邮件,5106
,ReturnFriendsCondition,回归玩家好友筛选条件（在线天数限制1|在线天数限制2|筛选人数）,3|7|6
,ReturnGuildNum,回归玩家推荐公会数,4
功能预告,FunctionPreviewTabNum,预告页签配置（只支持2、3、4三个数字，多了排版会出问题）,4
喵喵丰收,ReBateValue,限时返利万分比,2500
,StartGameBtnCd,开始按钮Cd,5
勇士招募令,WarriorOrderServerLevel,勇士召集令活动默认服务器等级,40
勋章,BatchUseTimes,批量使用次数,10
30次签到循环配置,MonthAttendanceNum,循环数量,30
,MonthAttendanceLoop,循环方式,1|2|3|2|3|2|3
,MonthAttendanceType,签到方式（1为登录一天领取一天，不可领取前一天的，2为可领取前一天的，30次领完后刷新新一轮）,1
双人契约,DoubleContractFunctionId,双人契约功能ID,12002
,DoubleContractTeamNum,签约人数限制,2
,DoubleContractPlayerLevel,签约等级限制,25
,DoubleContractFriendsValue,签约好友度,20
,DoubleContractSignPreviewAward,签约界面预览奖励,8060080
,DoubleContractItem,契约道具id,2050015
,DoubleContractItemTime,契约道具有效期（天数）,7
,DoubleContractFrontTaskID,契约签订任务id,22002010=22002030
,DoubleContractChaptersID,契约活动任务章节id,2210|2220|2230|2240|2250|2260|2270|2280
,DoubleContractTaskID,契约活动任务id,22002040=22002060|22002070=22002080|22002100=22002110|22002120=22002140|22002150=22002170|22002180=22002200|22002210=22002240
,DoubleContractTaskScore,契约任务契约值,100|100|100|100|100|100|200
,DoubleContractScoreAward,契约值及其对应奖励,100=8100040|200=8100050|300=8100060|400=8100070|500=8100080|700=8100090
,DoubleContractDungeons,双人契约副本的Id,2500|2501|2502|2503|2504|2505
,DoubleContractItemMailId,契约道具发放时已满的邮件id,5110
,DoubleContractAwardMailId,契约结束未领奖励的邮件id,5111
秋夕抽奖活动配置,FemaleShowOrnamentID,显示女性模型穿戴外观配置,1070309=1|1090089=1|1090092=1|1100050=1|1080107=1
,MaleShowOrnamentID,显示男性模型穿戴外观配置,1070309=1|1090089=1|1090092=1|1100050=1|1080107=1
,FemaleShowFashionID,显示女性模型穿戴时装配置,1010102=1
,MaleShowFashionID,显示男性模型穿戴时装配置,1010101=1
,VehicleShowOrnamentID,显示载具模型配置（道具id=奖池id）废弃不显示了,1021054=1036
,ActivitydrawLotteryExtraPropProbability,（已弃用，在LotteryGroup中配置）奖池额外掉落，奖池id=PRD表ProbabilityJ列概率=道具id=道具数量,1001=11=2035005=2|1002=11=2035005=2|1003=11=2035005=2|1004=11=2035005=2
,ShowSentenceInterval,显示人物模型话语间隔（单位：秒）,5
,ShowSentence,显示人物模型话语（本地化表中的字段）,MIDAUTUMN_TIPS_1|MIDAUTUMN_TIPS_2|MIDAUTUMN_TIPS_3|MIDAUTUMN_TIPS_4|MIDAUTUMN_TIPS_5
,LotteryShowCostItemID,显示抽奖券图标itemid,2135020
同一道具，区分付费/免费,LotteryConsumeReduceType,秋夕抽奖券，付费高于免费（道具id=优先级|道具id=优先级）没有同一优先级的,1=2135020|2=2135021
同一道具，区分付费/免费,LotteryConsumeReduceTypeOne,秋夕抽奖券，付费高于免费（道具id=优先级|道具id=优先级）没有同一优先级的,1=2135020|2=2135021
秋夕节活动,MoonCakeAward1,食用过所有松饼的奖励,8200270
,MoonCakeAward2,集齐所有松饼头像的奖励,8200280
,MoonCakeAward3,集齐所有松饼头饰的奖励,8200290
,MoonCakeComposeCount,松饼普通制作每日次数（每日5点刷新，绑定ActivityComposeTable表ID 1001）,12
,MidAutumnRabbitItemID,标记兔子来了使用卷道具ID,2080016
春节年夜饭,MiliDinnerAward1,食用过所有年夜饭的奖励,8600130
,MiliDinnerAward2,食用过任意n份年夜饭的奖励,30=8600110
,MiliDinnerAward3,每种年夜饭食用过n个的奖励,20=8600120
,MidAutumnStickersTableID,贴纸奖励id,6041012
直购礼包引导小礼包,FreeAwardId,免费礼包awardid,7502000
,FreeAwardIdCD,免费礼包刷新时间（领取后CD刷新为自然时间2*24小时，精确到秒，单位秒）,172800
回归招募,ReturnRecruitMeetingReward,回归招募见面礼奖励,4350121
,ReturnRecruitTime,回归招募绑定持续时间（天）,15
,ReturnRecruitMeetingRewardMail,回归招募见面礼奖励邮件id,5107
,ReturnRecruitRewardMail,回归奖励未领取奖励邮件id,5108
,ReturnRecruitContractReward,回归招募签约时预览奖励,4350240
,ReturnRecruitNpc,回归招募签约NPC场景=id,4=3733
,ReturnRecruitContractDistance,回归招募签约距离判定,30
,ReturnRecruitSimultaneousNum,回归招募同时招募人数,5
,ReturnRecruitSumNum,回归招募累计招募人数,8
,ReturnRecruitAllGoalsDoneAward,回归招募单个回归玩家完成所有任务招募者奖励,4350200
,ReturnRecruitPic,回归招募主界面载具展示图,UI_Common_ItemBG_08.png
,ReturnRecruitShopID,回归招募商店id,811
,ReturnRecruitMoneyID,回归招募招募币id,404
,ReturnRecruitGroupTypeID,回归招募任务同步类型（读commongoaltable表grouptype列）,102
,ReturnRecruitTableNum,回归招募招募平台一次推送人数,10
,ReturnRecruitPersonRewardMail,回归招募招募者领取的单个回归玩家完成所有任务的奖励,5109
,ReturnRecruitShareAward,回归招募线下分享奖励,4350250
通行证,BattleCardTaskAwardMailId,任务奖励未领取邮件id,7026
,BattleCardAwardBagFullMailId,背包超出上限发邮件id,7027
,BattleCardAccuMin,时光女神累积分钟,720
,BattleCardAccuWeekTaskNum,周任务最多累积数量,8
,BattleCardDesIsShow,购买通行证界面是否显示问号，配1表示显示问号，配0不显示问号,0
批量打开配置,BatchBtnSwitch,付费礼包是否支持批量开关，0关1开,0
,OptionalBagTimes,自选礼包单次上限,50
,NormalBagTimes,普通礼包单次上限,99
委托经验加成活动,WeituojingyanTimes,委托经验加成（功能id=倍数）,1900=5|1901=3
,WeituojingyanMax,经验加成委托券数量,80
附魔行动,EnchantActivityAward,奖励档次=行动点=奖励awardid,1=200=8550120|2=400=8550130|3=700=8550140|4=1000=8550150|5=1400=8550160
,EnchantActivityItemId,奖励档次=行动点=展示用道具itemid=道具图片=道具数量,1=200=3120000=UI_icon_item_enchanbox1=2|2=400=3120000=UI_icon_item_enchanbox2=2|3=700=3120001=UI_icon_item_enchanbox3=1|4=1000=3120002=UI_icon_item_enchanbox4=1|5=1400=3120003=UI_icon_item_enchanbox5=8
,EnchantActivityObjId,行动点道具id,3040000
精炼行动,RefineActivityAward,奖励档次=行动点=奖励awardid=礼包图,1=200=8750110=UI_icon_item_miaochucunguan1_1|2=400=8750120=UI_icon_item_miaochucunguan2_1|3=600=8750130=UI_icon_item_miaochucunguan3_1|4=900=8750140=UI_icon_item_miaochucunguan4_1|5=1200=8750150=UI_icon_item_miaochucunguan5_1|6=1600=8750160=UI_icon_item_miaochucunguan7_1
,RefineActivityObjId,行动点道具id,810
雪波利全服进度,SnowBoliPersonItemInfo,每日提交材料的内容（ID=数量=积分）,3085002=3=3|3085003=3=3|3085004=3=3
,SnowBoliStageInfo,雪波利各阶段需要的积分,126000|252000|378000|504000|756000
,SnowBoliPersonAward,每次提交材料后获得的奖励id,3085002=8570140|3085003=8570150|3085004=8570160
,SnowBoliStageAwardMailId,达到各阶段的全服奖励邮件id（每阶段用|隔开）,5607|5608|5609|5610|5611
,SnowBoliAwardMinQua,可领奖励的资格各材料最小提交数量,3085002=1|3085003=1|3085004=1
,SnowBoliProcessCorrectTime,从第二日开始，未达到标准而进行修正的时间间隔（分钟）,60
,SnowBoliSceneId,雪波利创建的场景ID,82
,SnowBoliScenePos,雪波利创建的坐标点（x=y=z=朝向）,205.94=26.15=143.97=281
,SnowBoliModelId,雪波利每个阶段的模型npcID,60844|60845|60846|60847|60848
日本法律,FundSettlementActURL,资金结算法,https://mobile.gungho.jp/reg/shikin/ 
,SpecifiedCommercialTansactionLawURL,特定交易法,https://mobile.gungho.jp/reg/trade/
赫尔海姆竞速,HelheimSpeedRunRank,竞速排行榜ID,1300
功能开关,ClearCacheSwitch,清除缓存功能开关，0关1开,0
,ServerLevelDisplay,服务器等级显示按钮，0关1开,0
查看他人装备,QueryOtherKeyExpireTime,他人装备数据缓存期限（单位秒）,2678400
春节BOSS刷新,SpringBossBorn,春节boss的刷新,1=15050|2=15051|3=15052
祓除灾厄迎新春,SpringBossID,春节bossID,15050|15051|15052
,SpringBossPreviewAwardid,春节boss奖励预览,8590010|8590020|8590030
,SpringBossRefreshRule1,第一天春节boss刷新时间,0900=0930|1200=1230|1800=1830
,SpringBossRefreshRule2,第二天春节boss刷新时间,0900=0930|1200=1230|1800=1830
,SpringBossRefreshRule3,第三天春节boss刷新时间,1900=2000
,SpringBossRefreshDate,春节boss刷新日期,20210204|20210205|20210206
,SpringBossTriesLimit,春节boss奖励限次,52=2091705|52=2091706|52=2091707
,SpringBossTotalTime,春节boss活动总时间,202102040500|202102070500
神话相关,FashionConnectCost1,感应头饰消耗,101=10000|3040300=5
,FashionConnectCost2,感应脸饰消耗,101=10000|3040300=5
,FashionConnectCost3,感应嘴饰消耗,101=10000|3040300=5
,FashionConnectCost4,感应背饰消耗,101=10000|3040300=5
,FashionConnectCost5,感应时装消耗,101=10000|3040300=5
,RemoveFashionConnectCost,解除感应消耗，可配空,3040300=1
,FashionConnectNum,可感应时装的数量上限,3
,LegendFashionSpecialEffcColdTime,特效装扮冷却时间，秒,60
,GarderobeFashionSuitList,收藏册套装页签排序,1|2|3|4
,FashionColorProgress,染色的总进度值,100
,FashionColorObjId,染色剂ID，竖线隔开,2060100
,FashionEffectType,神话套装表特效类型,1
,FashionSpecialAnimTimer,神话套装待机动作切换时间,15
,FashionVedioNpc,获取时装指路npcid,61976
,FashionVedio,神话视频,Fashion_JiJia_Show
,SpringBoss1Pos,春节Boss1刷新位置,36=86=25.26=69.83|36=117=23.15=50|36=73=23.15=126|45=75.19=32.8=72|45=120=32.8=41|45=121=32.92=98.8|48=58.04=43=127.21|48=162=43=164|48=119=46.95=103.6
,SpringBoss2Pos,春节Boss2刷新位置,36=86=25.26=69.83|36=117=23.15=50|36=73=23.15=126|45=75.19=32.8=72|45=120=32.8=41|45=121=32.92=98.8|48=58.04=43=127.21|48=162=43=164|48=119=46.95=103.6
,SpringBoss3Pos,春节Boss3刷新位置,48=57.8=43=129.42
,JPLoginServerDescSwitch,日服服务器弹窗开关，0关1开,0
,SNSBinding,绑定SNS，0关1开,1
按年龄段确认充值额度,Age15PurchaseLimit,额度限制,5000
,Age16to19PurchaseLimit,额度限制,20000
炼金术师,SlimeUpgrate,生命体喂养经验道具,3027005=40000|3027006=200000|3027007=1000000
,SlimeSkillStartLevel,生命体开始获得技能点的等级门槛,40
,SlimeSkillPoint,生命体每升X级获得1点技能点，技能点上限为Y,1=40
,SlimeSkillRefresh,生命体重置技能点消耗,101=50000
,SlimeMakeLimit,生命体单次制药上限,100
,AlchemistLiveNameLenMin,生命体自定义名称最短长度,1
,AlchemistLiveNameLenMax,生命体自定义名称最长长度,8
,SlimeShareExp,生命体共享经验百分比,100
5V5PVP锦标赛相关,FiveVsFiveBanPickTogetherType,5V5同时BP模式配置（第X轮=0：准备BP/1：BAN/2：PICK/3：BP结束准备时间=词缀数量=持续时间）,0=0=0=15|1=1=1=30|2=2=2=60|3=3=0=30
,FiveVsFiveBanPickInTurnType,5V5轮流BP模式配置（第X轮=1：BAN/2：PICK=词缀数量=持续时间）,0=0=0=15|1=1=1=30|2=1=1=30|3=2=1=30|4=2=2=60|5=2=1=30|6=3=0=30
,FiveVsFiveBanPickInTurnTypeRank,5V5轮流BP开始段位,254
,FiveVsFiveBanPickNoBanConfig,5V5不BAN选配置（段位=准备时间）,253=30
,FiveVsFiveEndTeamTime,5V5团队结算界面时间,12
,FiveVsFiveEndPersonalTime,5V5个人结算界面时间,13
