Id,SkillName,SkillLevel,Buff,Attr,ExtraNum,SkillDescRep
61012303,拳刃卷轴制作（3级）,3,,,Pro=2100,21
61020701,挥斧打击1级）,1,,,,
61020702,挥斧打击2级）,2,,,,
61020703,挥斧打击3级）,3,,,,
61020704,挥斧打击4级）,4,,,,
61020705,挥斧打击5级）,5,,,,
61020706,挥斧打击6级）,6,,,,
61020707,挥斧打击7级）,7,,,,
61020708,挥斧打击8级）,8,,,,
61020709,挥斧打击9级）,9,,,,
61020710,挥斧打击10级）,10,,,,
61021001,A.A.S突击炮强化（1级）,1,504101=10000,,,2|50|70
61021002,A.A.S突击炮强化（2级）,2,504102=10000,,,2|40|70
61021003,A.A.S突击炮强化（3级）,3,504103=10000,,,3|40|70
61021004,A.A.S突击炮强化（4级）,4,504104=10000,,,3|40|60
61021005,A.A.S突击炮强化（5级）,5,504105=10000,,,3|40|50
61021601,手推车负重最大值（1级）,1,505801=10000,308=200,LevelPara=1,200|1
61021602,手推车负重最大值（2级）,2,505801=10000,308=400,LevelPara=2,400|2
61021603,手推车负重最大值（3级）,3,505801=10000,308=600,LevelPara=3,600|3
61021604,手推车负重最大值（4级）,4,505801=10000,308=800,LevelPara=4,800|4
61021605,手推车负重最大值（5级）,5,505801=10000,308=1000,LevelPara=5,1000|5
61021606,手推车负重最大值（6级）,6,505801=10000,308=1200,LevelPara=6,1200|6
61021607,手推车负重最大值（7级）,7,505801=10000,308=1400,LevelPara=7,1400|7
61021608,手推车负重最大值（8级）,8,505801=10000,308=1600,LevelPara=8,1600|8
61021609,手推车负重最大值（9级）,9,505801=10000,308=1800,LevelPara=9,1800|9
61021610,手推车负重最大值（10级）,10,505801=10000,308=2000,LevelPara=10,2000|10
61021801,战斧手里剑,1,505501=10000,,,1.5|11|110
61021802,战斧手里剑,2,505502=10000,,,3|12|120
61021803,战斧手里剑,3,505503=10000,,,4.5|13|130
61021804,战斧手里剑,4,505504=10000,,,6|14|140
61021805,战斧手里剑,5,505505=10000,,,7.5|15|150
61021806,战斧手里剑,6,505506=10000,,,9|16|160
61021807,战斧手里剑,7,505507=10000,,,10.5|17|170
61021808,战斧手里剑,8,505508=10000,,,12|18|180
61021809,战斧手里剑,9,505509=10000,,,13.5|19|190
61021810,战斧手里剑,10,505510=10000,,,15|20|200
62010501,斧锤熟练度（1级）,1,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=3,3
62010502,斧锤熟练度（2级）,2,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=6,6
62010503,斧锤熟练度（3级）,3,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=9,9
62010504,斧锤熟练度（4级）,4,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=12,12
62010505,斧锤熟练度（5级）,5,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=15,15
62010506,斧锤熟练度（6级）,6,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=18,18
62010507,斧锤熟练度（7级）,7,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=21,21
62010508,斧锤熟练度（8级）,8,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=24,24
62010509,斧锤熟练度（9级）,9,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=27,27
62010510,斧锤熟练度（10级）,10,550701=10000|550801=10000|554101=10000|554201=10000,,ATK=30,30
62010601,火烟瓶强化,1,558201=10000,,,12
62010602,火烟瓶强化,2,558202=10000,,,14
62010603,火烟瓶强化,3,558203=10000,,,16
62010604,火烟瓶强化,4,558204=10000,,,18
62010605,火烟瓶强化,5,558205=10000,,,20
62010701,知识药水,1,,,pro=200,2
62010702,知识药水,2,,,pro=400,4
62010703,知识药水,3,,,pro=600,6
62010704,知识药水,4,,,pro=800,8
62010705,知识药水,5,,,pro=1000,10
62011301,生命伦理（1级）,1,557501=10000,,,2
62011302,生命伦理（2级）,2,557502=10000,,,4
62011303,生命伦理（3级）,3,557503=10000,,,6
62011304,生命伦理（4级）,4,557504=10000,,,8
62011305,生命伦理（5级）,5,557505=10000,,,10
62011306,生命伦理（6级）,6,557506=10000,,,12
62011307,生命伦理（7级）,7,557507=10000,,,14
62011308,生命伦理（8级）,8,557508=10000,,,16
62011309,生命伦理（9级）,9,557509=10000,,,18
62011310,生命伦理（10级）,10,557510=10000,,,20
62011601,配药（1级）,1,,,pro=1800,
62011602,配药（2级）,2,,,pro=2600,
62011603,配药（3级）,3,,,pro=3400,
62011604,配药（4级）,4,,,pro=4200,
62011605,配药（5级）,5,,,pro=5000,
62011606,配药（6级）,6,,,pro=5800,
62011607,配药（7级）,7,,,pro=6600,
62011608,配药（8级）,8,,,pro=7400,
62011609,配药（9级）,9,,,pro=8200,
62011610,配药（10级）,10,,,pro=9000,
62020201,腐蚀研究,1,,,,2
62020202,腐蚀研究,2,,,,4
62020203,腐蚀研究,3,,,,6
62020204,腐蚀研究,4,,,,8
62020205,腐蚀研究,5,,,,10
62020301,不稳定研究,1,,,Lfloat=-600|Ufloat=1000,94|110
62020302,不稳定研究,2,,,Lfloat=-700|Ufloat=1500,93|115
62020303,不稳定研究,3,,,Lfloat=-800|Ufloat=2000,92|120
62020304,不稳定研究,4,,,Lfloat=-900|Ufloat=2500,91|125
62020305,不稳定研究,5,,,Lfloat=-1000|Ufloat=3000,90|130
62020901,高阶斧锤熟练度（1级）,1,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=200,2
62020902,高阶斧锤熟练度（2级）,2,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=400,4
62020903,高阶斧锤熟练度（3级）,3,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=600,6
62020904,高阶斧锤熟练度（4级）,4,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=800,8
62020905,高阶斧锤熟练度（5级）,5,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=1000,10
62020906,高阶斧锤熟练度（6级）,6,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=1200,12
62020907,高阶斧锤熟练度（7级）,7,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=1400,14
62020908,高阶斧锤熟练度（8级）,8,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=1600,16
62020909,高阶斧锤熟练度（9级）,9,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=1800,18
62020910,高阶斧锤熟练度（10级）,10,554301=10000|554401=10000|554501=10000|554601=10000,,DAMPer=2000,20
62021701,生命融合被动效果,,557901=10000,,,
62021702,生命融合被动效果,,557902=10000,,,
62021703,生命融合被动效果,,557903=10000,,,
62021704,生命融合被动效果,,557904=10000,,,
62021705,生命融合被动效果,,557905=10000,,,
62021706,生命融合被动效果,,557906=10000,,,
62021707,生命融合被动效果,,557907=10000,,,
62021708,生命融合被动效果,,557908=10000,,,
62021709,生命融合被动效果,,557909=10000,,,
62021710,生命融合被动效果,,557910=10000,,,
62021101,生命学科,1,557601=10000,,,6|6
62021102,生命学科,2,557602=10000,,,7|7
62021103,生命学科,3,557603=10000,,,8|8
62021104,生命学科,4,557604=10000,,,9|9
62021105,生命学科,5,557605=10000,,,10|10
62021106,生命学科,6,557606=10000,,,11|11
62021107,生命学科,7,557607=10000,,,12|12
62021108,生命学科,8,557608=10000,,,13|13
62021109,生命学科,9,557609=10000,,,14|14
62021110,生命学科,10,557610=10000,,,15|15
62100301,轻捷移动（1级）,1,,53=3|39=2,,3|2
62100302,轻捷移动（2级）,2,,53=6|39=4,,6|4
62100303,轻捷移动（3级）,3,,53=9|39=6,,9|6
62100304,轻捷移动（4级）,4,,53=12|39=8,,12|8
62100305,轻捷移动（5级）,5,,53=15|39=10,,15|10
62100306,轻捷移动（6级）,6,,53=18|39=12,,18|12
62100307,轻捷移动（7级）,7,,53=21|39=14,,21|14
62100308,轻捷移动（8级）,8,,53=24|39=16,,24|16
62100309,轻捷移动（9级）,9,,53=27|39=18,,27|18
62100310,轻捷移动（10级）,10,,53=30|39=20,,30|20
62100401,脑手术（1级）,1,566101=10000,48=100|90=300,,1|3
62100402,脑手术（2级）,2,566102=10000,48=200|90=600,,2|6
62100403,脑手术（3级）,3,566103=10000,48=300|90=900,,3|9
62100404,脑手术（4级）,4,566104=10000,48=400|90=1200,,4|12
62100405,脑手术（5级）,5,566105=10000,48=500|90=1500,,5|15
62100701,精灵之心（1级）,1,,36=20,,20
62100702,精灵之心（2级）,2,,36=40,,40
62100703,精灵之心（3级）,3,,36=60,,60
62100704,精灵之心（4级）,4,,36=80,,80
62100705,精灵之心（5级）,5,,36=100,,100
62200201,坚硬外皮（1级）,1,,48=1000|28=-1100|26=-1100,,11|10
62200202,坚硬外皮（2级）,2,,48=1500|28=-1200|26=-1200,,12|15
62200203,坚硬外皮（3级）,3,,48=2000|28=-1300|26=-1300,,13|20
62200204,坚硬外皮（4级）,4,,48=2500|28=-1400|26=-1400,,14|25
62200205,坚硬外皮（5级）,5,,48=3000|28=-1500|26=-1500,,15|30
62200301,活命之肤（1级）,1,567201=10000,,,2
62200302,活命之肤（2级）,2,567202=10000,,,4
62200303,活命之肤（3级）,3,567203=10000,,,6
62200304,活命之肤（4级）,4,567204=10000,,,8
62200305,活命之肤（5级）,5,567205=10000,,,10
62200401,伤口愈合（1级）,1,567401=10000,,,1
62200402,伤口愈合（2级）,2,567402=10000,,,2
62200403,伤口愈合（3级）,3,567403=10000,,,3
62200404,伤口愈合（4级）,4,567404=10000,,,4
62200405,伤口愈合（5级）,5,567405=10000,,,5
62200406,伤口愈合（6级）,6,567406=10000,,,6
62200407,伤口愈合（7级）,7,567407=10000,,,7
62200408,伤口愈合（8级）,8,567408=10000,,,8
62200409,伤口愈合（9级）,9,567409=10000,,,9
62200410,伤口愈合（10级）,10,567410=10000,,,10
62300201,横越速度（1级）,1,,71=200|28=400|26=400,,2|4
62300202,横越速度（2级）,2,,71=400|28=800|26=800,,4|8
62300203,横越速度（3级）,3,,71=600|28=1200|26=1200,,6|12
62300204,横越速度（4级）,4,,71=800|28=1600|26=1600,,8|16
62300205,横越速度（5级）,5,,71=1000|28=2000|26=2000,,10|20
62300301,紧急回避（1级）,1,568201=10000,,,2
62300302,紧急回避（2级）,2,568202=10000,,,4
62300303,紧急回避（3级）,3,568203=10000,,,6
62300304,紧急回避（4级）,4,568204=10000,,,8
62300305,紧急回避（5级）,5,568205=10000,,,10
62300701,锐利（1级）,1,,55=2,,2
62300702,锐利（2级）,2,,55=4,,4
62300703,锐利（3级）,3,,55=6,,6
62300704,锐利（4级）,4,,55=8,,8
62300705,锐利（5级）,5,,55=10,,10
62300706,锐利（6级）,6,,55=12,,12
62300707,锐利（7级）,7,,55=14,,14
62300708,锐利（8级）,8,,55=16,,16
62300709,锐利（9级）,9,,55=18,,18
62300710,锐利（10级）,10,,55=20,,20
62400301,混乱的祈福（1级）,1,569201=10000,,,3
62400302,混乱的祈福（2级）,2,569202=10000,,,4
62400303,混乱的祈福（3级）,3,569203=10000,,,5
62400304,混乱的祈福（4级）,4,569204=10000,,,6
62400305,混乱的祈福（5级）,5,569205=10000,,,7
62400401,变更指示（1级）,1,,37=100,,1
62400402,变更指示（2级）,2,,37=200,,2
62400403,变更指示（3级）,3,,37=300,,3
62400404,变更指示（4级）,4,,37=400,,4
62400405,变更指示（5级）,5,,37=500,,5
62400406,变更指示（6级）,6,,37=600,,6
62400407,变更指示（7级）,7,,37=700,,7
62400408,变更指示（8级）,8,,37=800,,8
62400409,变更指示（9级）,9,,37=900,,9
62400410,变更指示（10级）,10,,37=1000,,10
62400701,果冻（1级）,1,569301=10000,,,2
62400702,果冻（2级）,2,569302=10000,,,4
62400703,果冻（3级）,3,569303=10000,,,6
62400704,果冻（4级）,4,569304=10000,,,8
62400705,果冻（5级）,5,569305=10000,,,10
62500301,迷乱（1级）,1,565301=10000,,,10|1
62500302,迷乱（2级）,2,565302=10000,,,10|2
62500303,迷乱（3级）,3,565303=10000,,,10|3
62500304,迷乱（4级）,4,565304=10000,,,10|4
62500305,迷乱（5级）,5,565305=10000,,,10|5
62500601,九命（1级）,1,565501=10000,,,30
62500602,九命（2级）,2,565502=10000,,,40
62500603,九命（3级）,3,565503=10000,,,50
62500604,九命（4级）,4,565504=10000,,,60
62500605,九命（5级）,5,565505 =10000,,,70
62500701,搔挠（1级）,1,565101=10000,,,50
62500702,搔挠（2级）,2,565102=10000,,,48
62500703,搔挠（3级）,3,565103=10000,,,46
62500704,搔挠（4级）,4,565104=10000,,,44
62500705,搔挠（5级）,5,565105=10000,,,42
62500706,搔挠（6级）,6,565106=10000,,,40
62500707,搔挠（7级）,7,565107=10000,,,38
62500708,搔挠（8级）,8,565108=10000,,,36
62500709,搔挠（9级）,9,565109=10000,,,34
62500710,搔挠（10级）,10,565110=10000,,,32
1000010601,佣兵守则,1,,,,
1000010701,料理共享,1,,,,
