Id,LvUpAttrGroupID,Level,Attributions,Description
1162,6,162,379=456|381=9|382=14|388=1,魔法B
1163,6,163,383=7|384=3|386=17,魔法B
1164,6,164,379=466|381=8|387=139|380=8,魔法B
1165,6,165,382=12|384=3|385=16,魔法B
1166,6,166,379=476|381=9|383=6,魔法B
1167,6,167,384=3|386=17|387=140,魔法B
1168,6,168,379=486|381=8|382=12|380=8,魔法B
1169,6,169,383=6|384=4|385=17,魔法B
1170,6,170,379=498|381=8|387=141|388=1,魔法B
1171,6,171,382=12|384=3|386=17,魔法B
1172,6,172,379=506|381=9|383=6|380=9,魔法B
1173,6,173,384=3|385=17|387=141,魔法B
1174,6,174,379=520|381=8|382=12,魔法B
1175,6,175,383=6|384=3|386=17,魔法B
1176,6,176,379=528|381=9|387=141|380=9,魔法B
1177,6,177,382=12|384=4|385=17,魔法B
1178,6,178,379=540|381=9|383=6|388=1,魔法B
1179,6,179,384=3|386=17|387=142,魔法B
1180,6,180,379=550|381=8|382=12|380=8,魔法B
1181,6,181,383=6|384=3|385=17,魔法B
1182,6,182,379=560|381=9|387=142|388=1,魔法B
1183,6,183,382=12|384=4|386=17,魔法B
1184,6,184,379=572|381=8|383=6|380=8,魔法B
1185,6,185,384=3|385=18|387=143,魔法B
1186,6,186,379=584|381=9|382=12,魔法B
1187,6,187,383=6|384=3|386=17,魔法B
1188,6,188,379=596|381=9|387=144|380=9,魔法B
1189,6,189,382=12|384=4|385=17,魔法B
1190,6,190,379=606|381=8|383=6|388=1,魔法B
1191,6,191,384=3|386=18|387=144,魔法B
1192,6,192,379=616|381=9|382=12|380=9,魔法B
1193,6,193,383=6|384=3|385=17,魔法B
1194,6,194,379=630|381=9|387=144,魔法B
1195,6,195,382=12|384=4|386=17,魔法B
1196,6,196,379=640|381=8|383=6|380=8,魔法B
1197,6,197,384=3|385=18|387=145,魔法B
1198,6,198,379=652|381=9|382=12|388=1,魔法B
1199,6,199,383=6|384=3|386=17,魔法B
1200,6,200,379=664|381=9|387=145|380=9,魔法B
1201,7,1,,魔法A
1202,7,2,379=10|381=4|387=36|388=1,魔法A
1203,7,3,382=14|384=2|386=6,魔法A
1204,7,4,379=8|381=4|383=6|380=4,魔法A
1205,7,5,384=1|385=8|387=72,魔法A
1206,7,6,379=8|381=5|382=14,魔法A
1207,7,7,383=7|384=2|386=9,魔法A
1208,7,8,379=10|381=5|387=81|380=5,魔法A
1209,7,9,382=14|384=2|385=10,魔法A
1210,7,10,379=10|381=5|383=7|388=1,魔法A
1211,7,11,384=2|386=10|387=88,魔法A
1212,7,12,379=12|381=5|382=12|380=5,魔法A
1213,7,13,383=7|384=2|385=11,魔法A
1214,7,14,379=14|381=6|387=93|388=1,魔法A
1215,7,15,382=14|384=2|386=12,魔法A
1216,7,16,379=16|381=6|383=6|380=6,魔法A
1217,7,17,384=3|385=12|387=96,魔法A
1218,7,18,379=16|381=6|382=14,魔法A
1219,7,19,383=7|384=2|386=12,魔法A
1220,7,20,379=18|381=6|387=101|380=6,魔法A
1221,7,21,382=14|384=2|385=12,魔法A
1222,7,22,379=22|381=6|383=7|388=1,魔法A
1223,7,23,384=3|386=12|387=103,魔法A
1224,7,24,379=22|381=6|382=12|380=6,魔法A
1225,7,25,383=7|384=2|385=12,魔法A
1226,7,26,379=26|381=7|387=106|388=1,魔法A
1227,7,27,382=14|384=3|386=13,魔法A
1228,7,28,379=28|381=6|383=6|380=6,魔法A
1229,7,29,384=2|385=13|387=109,魔法A
1230,7,30,379=30|381=7|382=14,魔法A
1231,7,31,383=7|384=3|386=13,魔法A
1232,7,32,379=34|381=6|387=111|380=6,魔法A
1233,7,33,382=14|384=2|385=14,魔法A
1234,7,34,379=36|381=7|383=7|388=1,魔法A
1235,7,35,384=3|386=14|387=113,魔法A
1236,7,36,379=40|381=7|382=12|380=7,魔法A
1237,7,37,383=7|384=3|385=13,魔法A
1238,7,38,379=44|381=7|387=115|388=1,魔法A
1239,7,39,382=14|384=2|386=13,魔法A
1240,7,40,379=48|381=7|383=6|380=7,魔法A
1241,7,41,384=3|385=14|387=117,魔法A
1242,7,42,379=50|381=7|382=14,魔法A
1243,7,43,383=7|384=3|386=15,魔法A
1244,7,44,379=54|381=7|387=118|380=7,魔法A
1245,7,45,382=14|384=3|385=15,魔法A
1246,7,46,379=58|381=7|383=7|388=1,魔法A
1247,7,47,384=2|386=14|387=120,魔法A
1248,7,48,379=62|381=8|382=12|380=8,魔法A
1249,7,49,383=7|384=3|385=14,魔法A
1250,7,50,379=66|381=7|387=122|388=1,魔法A
1251,7,51,382=14|384=3|386=15,魔法A
1252,7,52,379=72|381=7|383=6|380=7,魔法A
1253,7,53,384=3|385=15|387=123,魔法A
1254,7,54,379=74|381=8|382=14,魔法A
1255,7,55,383=7|384=3|386=15,魔法A
1256,7,56,379=82|381=7|387=125|380=7,魔法A
1257,7,57,382=14|384=3|385=15,魔法A
1258,7,58,379=84|381=8|383=7|388=1,魔法A
1259,7,59,384=3|386=15|387=125,魔法A
1260,7,60,379=90|381=8|382=12|380=8,魔法A
1261,7,61,383=7|384=2|385=15,魔法A
1262,7,62,379=94|381=7|387=128|388=1,魔法A
1263,7,63,382=14|384=3|386=15,魔法A
1264,7,64,379=100|381=8|383=6|380=8,魔法A
1265,7,65,384=3|385=16|387=128,魔法A
1266,7,66,379=106|381=8|382=14,魔法A
1267,7,67,383=7|384=3|386=16,魔法A
1268,7,68,379=110|381=8|387=130|380=8,魔法A
1269,7,69,382=14|384=3|385=15,魔法A
1270,7,70,379=116|381=7|383=7|388=1,魔法A
1271,7,71,384=3|386=15|387=130,魔法A
1272,7,72,379=122|381=8|382=12|380=8,魔法A
1273,7,73,383=7|384=3|385=16,魔法A
1274,7,74,379=128|381=8|387=132|388=1,魔法A
1275,7,75,382=14|384=4|386=16,魔法A
1276,7,76,379=134|381=8|383=6|380=8,魔法A
1277,7,77,384=3|385=16|387=133,魔法A
1278,7,78,379=140|381=8|382=14,魔法A
1279,7,79,383=7|384=3|386=16,魔法A
1280,7,80,379=146|381=8|387=134|380=8,魔法A
1281,7,81,382=14|384=3|385=16,魔法A
1282,7,82,379=154|381=8|383=7|388=1,魔法A
1283,7,83,384=3|386=17|387=135,魔法A
1284,7,84,379=158|381=9|382=12|380=9,魔法A
1285,7,85,383=7|384=3|385=17,魔法A
1286,7,86,379=166|381=8|387=136|388=1,魔法A
1287,7,87,382=14|384=3|386=16,魔法A
1288,7,88,379=172|381=8|383=6|380=8,魔法A
1289,7,89,384=3|385=16|387=137,魔法A
1290,7,90,379=180|381=8|382=14,魔法A
1291,7,91,383=7|384=4|386=16,魔法A
1292,7,92,379=186|381=9|387=138|380=9,魔法A
1293,7,93,382=14|384=3|385=17,魔法A
1294,7,94,379=194|381=8|383=7|388=1,魔法A
1295,7,95,384=3|386=17|387=139,魔法A
1296,7,96,379=200|381=8|382=12|380=8,魔法A
1297,7,97,383=7|384=3|385=17,魔法A
1298,7,98,379=208|381=9|387=139|388=1,魔法A
1299,7,99,382=14|384=4|386=17,魔法A
1300,7,100,379=216|381=8|383=6|380=8,魔法A
1301,7,101,384=3|385=16|387=141,魔法A
1302,7,102,379=222|381=9|382=14,魔法A
1303,7,103,383=7|384=3|386=17,魔法A
1304,7,104,379=232|381=8|387=141|380=8,魔法A
1305,7,105,382=14|384=3|385=17,魔法A
1306,7,106,379=238|381=9|383=7|388=1,魔法A
1307,7,107,384=4|386=17|387=142,魔法A
1308,7,108,379=248|381=8|382=12|380=8,魔法A
1309,7,109,383=7|384=3|385=18,魔法A
1310,7,110,379=254|381=9|387=143|388=1,魔法A
1311,7,111,382=14|384=3|386=17,魔法A
1312,7,112,379=262|381=9|383=6|380=9,魔法A
1313,7,113,384=4|385=17|387=144,魔法A
1314,7,114,379=272|381=8|382=14,魔法A
1315,7,115,383=7|384=3|386=18,魔法A
1316,7,116,379=280|381=9|387=145|380=9,魔法A
1317,7,117,382=14|384=3|385=17,魔法A
1318,7,118,379=288|381=9|383=7|388=1,魔法A
1319,7,119,384=4|386=17|387=145,魔法A
1320,7,120,379=296|381=8|382=12|380=8,魔法A
1321,7,121,383=7|384=3|385=18,魔法A
1322,7,122,379=306|381=9|387=146|388=1,魔法A
1323,7,123,382=14|384=3|386=18,魔法A
1324,7,124,379=316|381=9|383=6|380=9,魔法A
1325,7,125,384=4|385=17|387=146,魔法A
1326,7,126,379=324|381=9|382=14,魔法A
1327,7,127,383=7|384=3|386=17,魔法A
1328,7,128,379=332|381=9|387=148|380=9,魔法A
1329,7,129,382=14|384=4|385=18,魔法A
1330,7,130,379=342|381=9|383=7|388=1,魔法A
1331,7,131,384=3|386=18|387=148,魔法A
1332,7,132,379=352|381=9|382=12|380=9,魔法A
1333,7,133,383=7|384=3|385=18,魔法A
1334,7,134,379=360|381=9|387=149|388=1,魔法A
1335,7,135,382=14|384=4|386=18,魔法A
1336,7,136,379=372|381=9|383=6|380=9,魔法A
1337,7,137,384=3|385=18|387=149,魔法A
1338,7,138,379=380|381=9|382=14,魔法A
1339,7,139,383=7|384=4|386=18,魔法A
1340,7,140,379=390|381=9|387=150|380=9,魔法A
1341,7,141,382=14|384=3|385=18,魔法A
1342,7,142,379=400|381=9|383=7|388=1,魔法A
1343,7,143,384=4|386=18|387=151,魔法A
1344,7,144,379=410|381=9|382=12|380=9,魔法A
1345,7,145,383=7|384=3|385=18,魔法A
1346,7,146,379=420|381=9|387=151|388=1,魔法A
1347,7,147,382=14|384=4|386=18,魔法A
1348,7,148,379=432|381=9|383=6|380=9,魔法A
1349,7,149,384=3|385=19|387=152,魔法A
1350,7,150,379=440|381=9|382=14,魔法A
1351,7,151,383=7|384=4|386=19,魔法A
1352,7,152,379=452|381=9|387=153|380=9,魔法A
1353,7,153,382=14|384=3|385=18,魔法A
1354,7,154,379=462|381=10|383=7|388=1,魔法A
1355,7,155,384=4|386=18|387=153,魔法A
1356,7,156,379=474|381=9|382=12|380=9,魔法A
1357,7,157,383=7|384=4|385=18,魔法A
1358,7,158,379=484|381=9|387=154|388=1,魔法A
1359,7,159,382=14|384=3|386=19,魔法A
1360,7,160,379=494|381=9|383=6|380=9,魔法A
1361,7,161,384=4|385=19|387=154,魔法A
1362,7,162,379=506|381=10|382=14,魔法A
1363,7,163,383=7|384=3|386=18,魔法A
1364,7,164,379=516|381=9|387=155|380=9,魔法A
1365,7,165,382=14|384=4|385=19,魔法A
1366,7,166,379=530|381=9|383=7|388=1,魔法A
1367,7,167,384=3|386=19|387=156,魔法A
1368,7,168,379=540|381=10|382=12|380=10,魔法A
1369,7,169,383=7|384=4|385=18,魔法A
1370,7,170,379=550|381=9|387=156|388=1,魔法A
1371,7,171,382=14|384=4|386=19,魔法A
1372,7,172,379=564|381=10|383=6|380=10,魔法A
1373,7,173,384=3|385=19|387=157,魔法A
1374,7,174,379=574|381=9|382=14,魔法A
1375,7,175,383=7|384=4|386=19,魔法A
1376,7,176,379=586|381=9|387=157|380=9,魔法A
1377,7,177,382=14|384=4|385=19,魔法A
1378,7,178,379=600|381=10|383=7|388=1,魔法A
1379,7,179,384=3|386=19|387=158,魔法A
1380,7,180,379=610|381=9|382=12|380=9,魔法A
1381,7,181,383=7|384=4|385=19,魔法A
1382,7,182,379=622|381=10|387=158|388=1,魔法A
1383,7,183,382=14|384=4|386=19,魔法A
1384,7,184,379=636|381=10|383=6|380=10,魔法A
1385,7,185,384=3|385=19|387=159,魔法A
1386,7,186,379=646|381=9|382=14,魔法A
1387,7,187,383=7|384=4|386=19,魔法A
1388,7,188,379=660|381=10|387=159|380=10,魔法A
1389,7,189,382=14|384=4|385=20,魔法A
1390,7,190,379=674|381=9|383=7|388=1,魔法A
1391,7,191,384=3|386=19|387=160,魔法A
1392,7,192,379=684|381=10|382=12|380=10,魔法A
1393,7,193,383=7|384=4|385=19,魔法A
1394,7,194,379=698|381=10|387=160|388=1,魔法A
1395,7,195,382=14|384=4|386=19,魔法A
1396,7,196,379=712|381=9|383=6|380=9,魔法A
1397,7,197,384=4|385=19|387=161,魔法A
1398,7,198,379=724|381=10|382=14,魔法A
1399,7,199,383=7|384=3|386=20,魔法A
1400,7,200,379=736|381=10|387=161|380=10,魔法A
1401,8,1,,魔法S
1402,8,2,379=10|381=4|387=40|388=1,魔法S
1403,8,3,382=16|384=2|386=6,魔法S
1404,8,4,379=8|381=5|383=7|380=5,魔法S
1405,8,5,384=2|385=9|387=80,魔法S
1406,8,6,379=8|381=5|382=14|388=1,魔法S
1407,8,7,383=8|384=2|386=11,魔法S
1408,8,8,379=10|381=5|387=90|380=5,魔法S
1409,8,9,382=16|384=2|385=11,魔法S
1410,8,10,379=12|381=6|383=7,魔法S
1411,8,11,384=2|386=11|387=98,魔法S
1412,8,12,379=12|381=6|382=14|380=6,魔法S
1413,8,13,383=8|384=3|385=12,魔法S
1414,8,14,379=14|381=7|387=103|388=1,魔法S
1415,8,15,382=16|384=2|386=13,魔法S
1416,8,16,379=16|381=6|383=7|380=6,魔法S
1417,8,17,384=2|385=13|387=107,魔法S
1418,8,18,379=18|381=7|382=14|388=1,魔法S
1419,8,19,383=8|384=3|386=13,魔法S
1420,8,20,379=20|381=6|387=112|380=6,魔法S
1421,8,21,382=16|384=3|385=14,魔法S
1422,8,22,379=22|381=7|383=7|388=1,魔法S
1423,8,23,384=2|386=14|387=115,魔法S
1424,8,24,379=24|381=7|382=14|380=7,魔法S
1425,8,25,383=8|384=3|385=14,魔法S
1426,8,26,379=28|381=7|387=118,魔法S
1427,8,27,382=16|384=3|386=14,魔法S
1428,8,28,379=30|381=8|383=7|380=8,魔法S
1429,8,29,384=3|385=14|387=120,魔法S
1430,8,30,379=32|381=7|382=14|388=1,魔法S
1431,8,31,383=8|384=2|386=15,魔法S
1432,8,32,379=38|381=7|387=123|380=7,魔法S
1433,8,33,382=16|384=3|385=15,魔法S
1434,8,34,379=40|381=8|383=7|388=1,魔法S
1435,8,35,384=3|386=15|387=126,魔法S
1436,8,36,379=42|381=7|382=14|380=7,魔法S
1437,8,37,383=8|384=3|385=15,魔法S
1438,8,38,379=48|381=8|387=128|388=1,魔法S
1439,8,39,382=16|384=3|386=15,魔法S
1440,8,40,379=52|381=8|383=7|380=8,魔法S
1441,8,41,384=3|385=16|387=129,魔法S
1442,8,42,379=54|381=8|382=14,魔法S
1443,8,43,383=8|384=3|386=16,魔法S
1444,8,44,379=60|381=8|387=132|380=8,魔法S
1445,8,45,382=16|384=3|385=16,魔法S
1446,8,46,379=64|381=8|383=7|388=1,魔法S
1447,8,47,384=3|386=16|387=134,魔法S
1448,8,48,379=68|381=8|382=14|380=8,魔法S
1449,8,49,383=8|384=4|385=16,魔法S
1450,8,50,379=72|381=8|387=135|388=1,魔法S
1451,8,51,382=16|384=3|386=16,魔法S
1452,8,52,379=78|381=8|383=7|380=8,魔法S
1453,8,53,384=3|385=16|387=137,魔法S
1454,8,54,379=84|381=9|382=14,魔法S
1455,8,55,383=8|384=3|386=17,魔法S
1456,8,56,379=88|381=8|387=138|380=8,魔法S
1457,8,57,382=16|384=3|385=17,魔法S
1458,8,58,379=94|381=8|383=7|388=1,魔法S
1459,8,59,384=4|386=17|387=140,魔法S
1460,8,60,379=98|381=9|382=14|380=9,魔法S
1461,8,61,383=8|384=3|385=17,魔法S
1462,8,62,379=104|381=8|387=141|388=1,魔法S
1463,8,63,382=16|384=3|386=17,魔法S
1464,8,64,379=110|381=9|383=7|380=9,魔法S
1465,8,65,384=3|385=17|387=143,魔法S
1466,8,66,379=116|381=9|382=14|388=1,魔法S
1467,8,67,383=8|384=4|386=17,魔法S
1468,8,68,379=122|381=8|387=144|380=8,魔法S
1469,8,69,382=16|384=3|385=18,魔法S
1470,8,70,379=130|381=9|383=7,魔法S
1471,8,71,384=3|386=17|387=145,魔法S
1472,8,72,379=134|381=9|382=14|380=9,魔法S
1473,8,73,383=8|384=4|385=17,魔法S
1474,8,74,379=142|381=9|387=147|388=1,魔法S
1475,8,75,382=16|384=3|386=18,魔法S
1476,8,76,379=148|381=8|383=7|380=8,魔法S
1477,8,77,384=4|385=18|387=147,魔法S
1478,8,78,379=154|381=9|382=14|388=1,魔法S
1479,8,79,383=8|384=3|386=18,魔法S
1480,8,80,379=162|381=9|387=149|380=9,魔法S
1481,8,81,382=16|384=4|385=18,魔法S
1482,8,82,379=168|381=9|383=7|388=1,魔法S
1483,8,83,384=3|386=18|387=150,魔法S
1484,8,84,379=176|381=9|382=14|380=9,魔法S
1485,8,85,383=8|384=4|385=18,魔法S
1486,8,86,379=184|381=9|387=151,魔法S
1487,8,87,382=16|384=3|386=18,魔法S
1488,8,88,379=190|381=10|383=7|380=10,魔法S
1489,8,89,384=4|385=18|387=153,魔法S
1490,8,90,379=198|381=9|382=14|388=1,魔法S
1491,8,91,383=8|384=3|386=18,魔法S
1492,8,92,379=206|381=9|387=153|380=9,魔法S
1493,8,93,382=16|384=4|385=19,魔法S
1494,8,94,379=214|381=9|383=7|388=1,魔法S
1495,8,95,384=3|386=19|387=154,魔法S
1496,8,96,379=222|381=10|382=14|380=10,魔法S
1497,8,97,383=8|384=4|385=18,魔法S
1498,8,98,379=230|381=9|387=155|388=1,魔法S
1499,8,99,382=16|384=3|386=19,魔法S
1500,8,100,379=240|381=9|383=7|380=9,魔法S
1501,8,101,384=4|385=19|387=156,魔法S
1502,8,102,379=246|381=10|382=14,魔法S
1503,8,103,383=8|384=4|386=19,魔法S
1504,8,104,379=256|381=9|387=157|380=9,魔法S
1505,8,105,382=16|384=3|385=19,魔法S
1506,8,106,379=264|381=10|383=7|388=1,魔法S
1507,8,107,384=4|386=18|387=158,魔法S
1508,8,108,379=274|381=9|382=14|380=9,魔法S
1509,8,109,383=8|384=4|385=19,魔法S
1510,8,110,379=282|381=10|387=159|388=1,魔法S
1511,8,111,382=16|384=3|386=20,魔法S
1512,8,112,379=290|381=9|383=7|380=9,魔法S
1513,8,113,384=4|385=19|387=160,魔法S
1514,8,114,379=302|381=10|382=14|388=1,魔法S
1515,8,115,383=8|384=4|386=19,魔法S
1516,8,116,379=308|381=10|387=160|380=10,魔法S
1517,8,117,382=16|384=3|385=20,魔法S
1518,8,118,379=320|381=9|383=7,魔法S
1519,8,119,384=4|386=19|387=162,魔法S
1520,8,120,379=330|381=10|382=14|380=10,魔法S
1521,8,121,383=8|384=4|385=19,魔法S
1522,8,122,379=338|381=10|387=162|388=1,魔法S
1523,8,123,382=16|384=4|386=20,魔法S
1524,8,124,379=350|381=10|383=7|380=10,魔法S
1525,8,125,384=3|385=20|387=163,魔法S
1526,8,126,379=358|381=10|382=14|388=1,魔法S
1527,8,127,383=8|384=4|386=20,魔法S
1528,8,128,379=368|381=9|387=164|380=9,魔法S
1529,8,129,382=16|384=4|385=19,魔法S
1530,8,130,379=380|381=10|383=7,魔法S
1531,8,131,384=4|386=19|387=164,魔法S
1532,8,132,379=390|381=10|382=14|380=10,魔法S
1533,8,133,383=8|384=4|385=20,魔法S
1534,8,134,379=400|381=10|387=165|388=1,魔法S
1535,8,135,382=16|384=4|386=20,魔法S
1536,8,136,379=410|381=10|383=7|380=10,魔法S
1537,8,137,384=3|385=20|387=166,魔法S
1538,8,138,379=422|381=10|382=14|388=1,魔法S
1539,8,139,383=8|384=4|386=20,魔法S
1540,8,140,379=434|381=10|387=167|380=10,魔法S
1541,8,141,382=16|384=4|385=20,魔法S
1542,8,142,379=444|381=10|383=7|388=1,魔法S
1543,8,143,384=4|386=20|387=168,魔法S
1544,8,144,379=454|381=10|382=14|380=10,魔法S
1545,8,145,383=8|384=4|385=21,魔法S
1546,8,146,379=466|381=11|387=168,魔法S
1547,8,147,382=16|384=4|386=21,魔法S
1548,8,148,379=478|381=10|383=7|380=10,魔法S
1549,8,149,384=4|385=20|387=169,魔法S
1550,8,150,379=490|381=10|382=14|388=1,魔法S
1551,8,151,383=8|384=4|386=20,魔法S
1552,8,152,379=500|381=10|387=169|380=10,魔法S
1553,8,153,382=16|384=4|385=20,魔法S
1554,8,154,379=512|381=10|383=7|388=1,魔法S
1555,8,155,384=4|386=21|387=171,魔法S
1556,8,156,379=526|381=11|382=14|380=11,魔法S
1557,8,157,383=8|384=3|385=21,魔法S
1558,8,158,379=536|381=10|387=171|388=1,魔法S
1559,8,159,382=16|384=4|386=20,魔法S
1560,8,160,379=548|381=10|383=7|380=10,魔法S
1561,8,161,384=4|385=20|387=171,魔法S
1562,8,162,379=562|381=11|382=14,魔法S
1563,8,163,383=8|384=4|386=21,魔法S
1564,8,164,379=574|381=10|387=172|380=10,魔法S
1565,8,165,382=16|384=4|385=21,魔法S
1566,8,166,379=586|381=10|383=7|388=1,魔法S
1567,8,167,384=4|386=21|387=173,魔法S
1568,8,168,379=598|381=11|382=14|380=11,魔法S
1569,8,169,383=8|384=4|385=21,魔法S
1570,8,170,379=612|381=10|387=174|388=1,魔法S
1571,8,171,382=16|384=4|386=20,魔法S
1572,8,172,379=626|381=11|383=7|380=11,魔法S
1573,8,173,384=4|385=21|387=174,魔法S
1574,8,174,379=636|381=10|382=14|388=1,魔法S
1575,8,175,383=8|384=4|386=21,魔法S
1576,8,176,379=652|381=11|387=174|380=11,魔法S
1577,8,177,382=16|384=5|385=21,魔法S
1578,8,178,379=664|381=10|383=7,魔法S
1579,8,179,384=4|386=22|387=176,魔法S
1580,8,180,379=678|381=11|382=14|380=11,魔法S
1581,8,181,383=8|384=4|385=21,魔法S
1582,8,182,379=690|381=10|387=175|388=1,魔法S
1583,8,183,382=16|384=4|386=21,魔法S
1584,8,184,379=706|381=11|383=7|380=11,魔法S
1585,8,185,384=4|385=21|387=177,魔法S
1586,8,186,379=718|381=11|382=14|388=1,魔法S
1587,8,187,383=8|384=4|386=21,魔法S
1588,8,188,379=732|381=10|387=177|380=10,魔法S
1589,8,189,382=16|384=4|385=22,魔法S
1590,8,190,379=746|381=11|383=7|388=1,魔法S
1591,8,191,384=4|386=21|387=177,魔法S
1592,8,192,379=760|381=11|382=14|380=11,魔法S
1593,8,193,383=8|384=4|385=21,魔法S
1594,8,194,379=776|381=10|387=179,魔法S
1595,8,195,382=16|384=4|386=22,魔法S
1596,8,196,379=788|381=11|383=7|380=11,魔法S
1597,8,197,384=5|385=22|387=178,魔法S
1598,8,198,379=804|381=11|382=14|388=1,魔法S
1599,8,199,383=8|384=4|386=21,魔法S
1600,8,200,379=818|381=11|387=179|380=11,魔法S
