Id,GroupId,Notes,type,Name,Description,AttrId,AttrValue,AttrEnhanceValue,buffid,ValueWeight,AppearValue,GroupType,AttrRarity,
主键,宠物属性库ID,备注说明,类型。0为属性id，1为buffid,名称,描述,属性ID（类型为1时该字段不生效）,属性数值区间划分（类型为1时该字段不生效）,强化时属性提升值,Buffid，类型为1时该字段不生效,区间权重,出现权重,属性库类别,属性品质（1=橙色字体、2=紫色字体，0=默认字体；没配的用默认字体（即深蓝色））,备注
10621,2117,40级_饰品_攻击向_物理防御,0,物理防御,,396,13=17|23=23,,,90|5,250,1,,装备副属性
10622,2117,40级_饰品_攻击向_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|5,250,1,,装备副属性
10623,2118,40级_饰品_防御向_攻击速度%,0,攻击速度,,71,130=180|240=240,,,90|5,100,1,2,装备副属性
10624,2118,40级_饰品_防御向_CD冷却加速%,0,技能冷却加速,,433,130=180|240=240,,,90|5,100,1,2,装备副属性
10625,2118,40级_饰品_防御向_物伤加成%,0,物理伤害,,65,130=180|240=240,,,90|5,400,1,1,装备副属性
10626,2118,40级_饰品_防御向_魔伤加成%,0,魔法伤害,,66,130=180|240=240,,,90|5,400,1,1,装备副属性
10627,2118,40级_饰品_防御向_蓝量,0,魔法值,,395,13=17|23=23,,,90|5,250,1,,装备副属性
10628,2118,40级_饰品_防御向_生命值,0,生命值,,401,200=270|360=360,,,90|5,250,1,2,装备副属性
10629,2118,40级_饰品_防御向_物理防御,0,物理防御,,396,13=17|23=23,,,90|5,250,1,,装备副属性
10630,2118,40级_饰品_防御向_魔法防御,0,魔法防御,,397,13=17|23=23,,,90|5,250,1,,装备副属性
10631,2210,70级_武器_物理攻击_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10632,2210,70级_武器_物理攻击_暴伤%,0,暴击伤害,,59,240=330|450=450,,,90|5,500,1,2,装备副属性
10633,2210,70级_武器_物理攻击_物理攻击,0,物理攻击,,402,490=650|890=890,,,90|5,250,1,2,装备副属性
10634,2210,70级_武器_物理攻击_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,250,1,,装备副属性
10635,2210,70级_武器_物理攻击_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,250,1,,装备副属性
10636,2210,70级_武器_物理攻击_蓝量,0,魔法值,,395,23=30|41=41,,,90|5,250,1,,装备副属性
10637,2210,70级_武器_物理攻击_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10638,2210,70级_武器_物理攻击_生命值,0,生命值,,392,264=352|486=486,,,90|5,250,1,,装备副属性
10639,2211,70级_武器_魔法攻击_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10640,2211,70级_武器_魔法攻击_暴伤%,0,暴击伤害,,59,240=330|450=450,,,90|5,500,1,2,装备副属性
10641,2211,70级_武器_魔法攻击_魔法攻击,0,魔法攻击,,403,490=650|890=890,,,90|5,250,1,2,装备副属性
10642,2211,70级_武器_魔法攻击_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,250,1,,装备副属性
10643,2211,70级_武器_魔法攻击_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,250,1,,装备副属性
10644,2211,70级_武器_魔法攻击_蓝量,0,魔法值,,395,23=30|41=41,,,90|5,250,1,,装备副属性
10645,2211,70级_武器_魔法攻击_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10646,2211,70级_武器_魔法攻击_生命值,0,生命值,,392,264=352|486=486,,,90|5,250,1,,装备副属性
10647,2212,70级_身_生命_物理攻击,0,物理攻击,,402,490=650|890=890,,,90|5,250,1,2,装备副属性
10648,2212,70级_身_生命_魔法攻击,0,魔法攻击,,403,490=650|890=890,,,90|5,250,1,2,装备副属性
10649,2212,70级_身_生命_物理攻击,0,物理攻击,,393,59=78|107=107,,,90|5,250,1,,装备副属性
10650,2212,70级_身_生命_魔法攻击,0,魔法攻击,,394,59=78|107=107,,,90|5,250,1,,装备副属性
10651,2212,70级_身_生命_生命值,0,生命值,,392,264=352|486=486,,,90|5,500,1,,装备副属性
10652,2212,70级_身_生命_生命值,0,生命值,,401,370=490|670=670,,,90|5,500,1,2,装备副属性
10653,2212,70级_身_生命_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,500,1,,装备副属性
10654,2212,70级_身_生命_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,500,1,,装备副属性
10655,2213,70级_头_攻击向_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10656,2213,70级_头_攻击向_暴伤%,0,暴击伤害,,59,240=330|450=450,,,90|5,500,1,2,装备副属性
10657,2213,70级_头_攻击向_物理攻击,0,物理攻击,,402,490=650|890=890,,,90|5,250,1,2,装备副属性
10658,2213,70级_头_攻击向_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,250,1,,装备副属性
10659,2213,70级_头_攻击向_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,250,1,,装备副属性
10660,2213,70级_头_攻击向_蓝量,0,魔法值,,395,23=30|41=41,,,90|5,250,1,,装备副属性
10661,2213,70级_头_攻击向_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10662,2213,70级_头_攻击向_生命值,0,生命值,,392,264=352|486=486,,,90|5,250,1,,装备副属性
10663,2214,70级_头_攻击向_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10664,2214,70级_头_攻击向_暴伤%,0,暴击伤害,,59,240=330|450=450,,,90|5,500,1,2,装备副属性
10665,2214,70级_头_攻击向_魔法攻击,0,魔法攻击,,403,490=650|890=890,,,90|5,250,1,2,装备副属性
10666,2214,70级_头_攻击向_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,250,1,,装备副属性
10667,2214,70级_头_攻击向_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,250,1,,装备副属性
10668,2214,70级_头_攻击向_蓝量,0,魔法值,,395,23=30|41=41,,,90|5,250,1,,装备副属性
10669,2214,70级_头_攻击向_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10670,2214,70级_头_攻击向_生命值,0,生命值,,392,264=352|486=486,,,90|5,250,1,,装备副属性
10671,2215,70级_足/尾_防御向_物理攻击,0,物理攻击,,402,490=650|890=890,,,90|5,250,1,2,装备副属性
10672,2215,70级_足/尾_防御向_魔法攻击,0,魔法攻击,,403,490=650|890=890,,,90|5,250,1,2,装备副属性
10673,2215,70级_足/尾_防御向_物理攻击,0,物理攻击,,393,59=78|107=107,,,90|5,250,1,,装备副属性
10674,2215,70级_足/尾_防御向_魔法攻击,0,魔法攻击,,394,59=78|107=107,,,90|5,250,1,,装备副属性
10675,2215,70级_足/尾_防御向_生命值,0,生命值,,392,264=352|486=486,,,90|5,500,1,,装备副属性
10676,2215,70级_足/尾_防御向_生命值,0,生命值,,401,370=490|670=670,,,90|5,500,1,2,装备副属性
10677,2215,70级_足/尾_防御向_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,500,1,,装备副属性
10678,2215,70级_足/尾_防御向_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,500,1,,装备副属性
10679,2216,70级_饰品_攻击向_攻击速度%,0,攻击速度,,71,240=330|450=450,,,90|5,100,1,2,装备副属性
10680,2216,70级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,240=330|450=450,,,90|5,100,1,2,装备副属性
10681,2216,70级_饰品_攻击向_物伤加成%,0,物理伤害,,65,240=330|450=450,,,90|5,400,1,1,装备副属性
10682,2216,70级_饰品_攻击向_魔伤加成%,0,魔法伤害,,66,240=330|450=450,,,90|5,400,1,1,装备副属性
10683,2216,70级_饰品_攻击向_蓝量,0,魔法值,,395,23=30|41=41,,,90|5,250,1,,装备副属性
10684,2216,70级_饰品_攻击向_生命值,0,生命值,,401,370=490|670=670,,,90|5,250,1,2,装备副属性
10685,2216,70级_饰品_攻击向_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,250,1,,装备副属性
10686,2216,70级_饰品_攻击向_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,250,1,,装备副属性
10687,2217,70级_饰品_攻击向_攻击速度%,0,攻击速度,,71,240=330|450=450,,,90|5,100,1,2,装备副属性
10688,2217,70级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,240=330|450=450,,,90|5,100,1,2,装备副属性
10689,2217,70级_饰品_攻击向_物伤加成%,0,物理伤害,,65,240=330|450=450,,,90|5,400,1,1,装备副属性
10690,2217,70级_饰品_攻击向_魔伤加成%,0,魔法伤害,,66,240=330|450=450,,,90|5,400,1,1,装备副属性
10691,2217,70级_饰品_攻击向_蓝量,0,魔法值,,395,23=30|41=41,,,90|5,250,1,,装备副属性
10692,2217,70级_饰品_攻击向_生命值,0,生命值,,401,370=490|670=670,,,90|5,250,1,2,装备副属性
10693,2217,70级_饰品_攻击向_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,250,1,,装备副属性
10694,2217,70级_饰品_攻击向_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,250,1,,装备副属性
10695,2218,70级_饰品_防御向_攻击速度%,0,攻击速度,,71,240=330|450=450,,,90|5,100,1,2,装备副属性
10696,2218,70级_饰品_防御向_CD冷却加速%,0,技能冷却加速,,433,240=330|450=450,,,90|5,100,1,2,装备副属性
10697,2218,70级_饰品_防御向_物伤加成%,0,物理伤害,,65,240=330|450=450,,,90|5,400,1,1,装备副属性
10698,2218,70级_饰品_防御向_魔伤加成%,0,魔法伤害,,66,240=330|450=450,,,90|5,400,1,1,装备副属性
10699,2218,70级_饰品_防御向_蓝量,0,魔法值,,395,23=30|41=41,,,90|5,250,1,,装备副属性
10700,2218,70级_饰品_防御向_生命值,0,生命值,,401,370=490|670=670,,,90|5,250,1,2,装备副属性
10701,2218,70级_饰品_防御向_物理防御,0,物理防御,,396,23=30|41=41,,,90|5,250,1,,装备副属性
10702,2218,70级_饰品_防御向_魔法防御,0,魔法防御,,397,23=30|41=41,,,90|5,250,1,,装备副属性
10703,2310,85级_武器_物理攻击_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10704,2310,85级_武器_物理攻击_暴伤%,0,暴击伤害,,59,300=410|560=560,,,90|5,500,1,2,装备副属性
10705,2310,85级_武器_物理攻击_物理攻击,0,物理攻击,,402,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10706,2310,85级_武器_物理攻击_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,250,1,,装备副属性
10707,2310,85级_武器_物理攻击_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,250,1,,装备副属性
10708,2310,85级_武器_物理攻击_蓝量,0,魔法值,,395,28=37|51=51,,,90|5,250,1,,装备副属性
10709,2310,85级_武器_物理攻击_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10710,2310,85级_武器_物理攻击_生命值,0,生命值,,392,328=436|600=600,,,90|5,250,1,,装备副属性
10711,2311,85级_武器_魔法攻击_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10712,2311,85级_武器_魔法攻击_暴伤%,0,暴击伤害,,59,300=410|560=560,,,90|5,500,1,2,装备副属性
10713,2311,85级_武器_魔法攻击_魔法攻击,0,魔法攻击,,403,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10714,2311,85级_武器_魔法攻击_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,250,1,,装备副属性
10715,2311,85级_武器_魔法攻击_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,250,1,,装备副属性
10716,2311,85级_武器_魔法攻击_蓝量,0,魔法值,,395,28=37|51=51,,,90|5,250,1,,装备副属性
10717,2311,85级_武器_魔法攻击_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10718,2311,85级_武器_魔法攻击_生命值,0,生命值,,392,328=436|600=600,,,90|5,250,1,,装备副属性
10719,2312,85级_身_生命_物理攻击,0,物理攻击,,402,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10720,2312,85级_身_生命_魔法攻击,0,魔法攻击,,403,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10721,2312,85级_身_生命_物理攻击,0,物理攻击,,393,73=97|134=134,,,90|5,250,1,,装备副属性
10722,2312,85级_身_生命_魔法攻击,0,魔法攻击,,394,73=97|134=134,,,90|5,250,1,,装备副属性
10723,2312,85级_身_生命_生命值,0,生命值,,392,328=436|600=600,,,90|5,500,1,,装备副属性
10724,2312,85级_身_生命_生命值,0,生命值,,401,460=610|830=830,,,90|5,500,1,2,装备副属性
10725,2312,85级_身_生命_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,500,1,,装备副属性
10726,2312,85级_身_生命_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,500,1,,装备副属性
10727,2313,85级_头_攻击向_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10728,2313,85级_头_攻击向_暴伤%,0,暴击伤害,,59,300=410|560=560,,,90|5,500,1,2,装备副属性
10729,2313,85级_头_攻击向_物理攻击,0,物理攻击,,402,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10730,2313,85级_头_攻击向_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,250,1,,装备副属性
10731,2313,85级_头_攻击向_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,250,1,,装备副属性
10732,2313,85级_头_攻击向_蓝量,0,魔法值,,395,28=37|51=51,,,90|5,250,1,,装备副属性
10733,2313,85级_头_攻击向_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10734,2313,85级_头_攻击向_生命值,0,生命值,,392,328=436|600=600,,,90|5,250,1,,装备副属性
10735,2314,85级_头_攻击向_暴击,0,暴击,,55,4=5|7=7,,,90|5,500,1,2,装备副属性
10736,2314,85级_头_攻击向_暴伤%,0,暴击伤害,,59,300=410|560=560,,,90|5,500,1,2,装备副属性
10737,2314,85级_头_攻击向_魔法攻击,0,魔法攻击,,403,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10738,2314,85级_头_攻击向_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,250,1,,装备副属性
10739,2314,85级_头_攻击向_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,250,1,,装备副属性
10740,2314,85级_头_攻击向_蓝量,0,魔法值,,395,28=37|51=51,,,90|5,250,1,,装备副属性
10741,2314,85级_头_攻击向_暴击防护,0,暴击防护,,57,4=5|7=7,,,90|5,250,1,2,装备副属性
10742,2314,85级_头_攻击向_生命值,0,生命值,,392,328=436|600=600,,,90|5,250,1,,装备副属性
10743,2315,85级_足/尾_防御向_物理攻击,0,物理攻击,,402,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10744,2315,85级_足/尾_防御向_魔法攻击,0,魔法攻击,,403,610=810|1110=1110,,,90|5,250,1,2,装备副属性
10745,2315,85级_足/尾_防御向_物理攻击,0,物理攻击,,393,73=97|134=134,,,90|5,250,1,,装备副属性
10746,2315,85级_足/尾_防御向_魔法攻击,0,魔法攻击,,394,73=97|134=134,,,90|5,250,1,,装备副属性
10747,2315,85级_足/尾_防御向_生命值,0,生命值,,392,328=436|600=600,,,90|5,500,1,,装备副属性
10748,2315,85级_足/尾_防御向_生命值,0,生命值,,401,460=610|830=830,,,90|5,500,1,2,装备副属性
10749,2315,85级_足/尾_防御向_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,500,1,,装备副属性
10750,2315,85级_足/尾_防御向_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,500,1,,装备副属性
10751,2316,85级_饰品_攻击向_攻击速度%,0,攻击速度,,71,300=410|560=560,,,90|5,100,1,2,装备副属性
10752,2316,85级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,300=410|560=560,,,90|5,100,1,2,装备副属性
10753,2316,85级_饰品_攻击向_物伤加成%,0,物理伤害,,65,300=410|560=560,,,90|5,400,1,1,装备副属性
10754,2316,85级_饰品_攻击向_魔伤加成%,0,魔法伤害,,66,300=410|560=560,,,90|5,400,1,1,装备副属性
10755,2316,85级_饰品_攻击向_蓝量,0,魔法值,,395,28=37|51=51,,,90|5,250,1,,装备副属性
10756,2316,85级_饰品_攻击向_生命值,0,生命值,,401,460=610|830=830,,,90|5,250,1,2,装备副属性
10757,2316,85级_饰品_攻击向_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,250,1,,装备副属性
10758,2316,85级_饰品_攻击向_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,250,1,,装备副属性
10759,2317,85级_饰品_攻击向_攻击速度%,0,攻击速度,,71,300=410|560=560,,,90|5,100,1,2,装备副属性
10760,2317,85级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,300=410|560=560,,,90|5,100,1,2,装备副属性
10761,2317,85级_饰品_攻击向_物伤加成%,0,物理伤害,,65,300=410|560=560,,,90|5,400,1,1,装备副属性
10762,2317,85级_饰品_攻击向_魔伤加成%,0,魔法伤害,,66,300=410|560=560,,,90|5,400,1,1,装备副属性
10763,2317,85级_饰品_攻击向_蓝量,0,魔法值,,395,28=37|51=51,,,90|5,250,1,,装备副属性
10764,2317,85级_饰品_攻击向_生命值,0,生命值,,401,460=610|830=830,,,90|5,250,1,2,装备副属性
10765,2317,85级_饰品_攻击向_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,250,1,,装备副属性
10766,2317,85级_饰品_攻击向_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,250,1,,装备副属性
10767,2318,85级_饰品_防御向_攻击速度%,0,攻击速度,,71,300=410|560=560,,,90|5,100,1,2,装备副属性
10768,2318,85级_饰品_防御向_CD冷却加速%,0,技能冷却加速,,433,300=410|560=560,,,90|5,100,1,2,装备副属性
10769,2318,85级_饰品_防御向_物伤加成%,0,物理伤害,,65,300=410|560=560,,,90|5,400,1,1,装备副属性
10770,2318,85级_饰品_防御向_魔伤加成%,0,魔法伤害,,66,300=410|560=560,,,90|5,400,1,1,装备副属性
10771,2318,85级_饰品_防御向_蓝量,0,魔法值,,395,28=37|51=51,,,90|5,250,1,,装备副属性
10772,2318,85级_饰品_防御向_生命值,0,生命值,,401,460=610|830=830,,,90|5,250,1,2,装备副属性
10773,2318,85级_饰品_防御向_物理防御,0,物理防御,,396,28=37|51=51,,,90|5,250,1,,装备副属性
10774,2318,85级_饰品_防御向_魔法防御,0,魔法防御,,397,28=37|51=51,,,90|5,250,1,,装备副属性
10775,2410,100级_武器_物理攻击_暴击,0,暴击,,55,5=6|8=8,,,90|5,500,1,2,装备副属性
10776,2410,100级_武器_物理攻击_暴伤%,0,暴击伤害,,59,370=490|670=670,,,90|5,500,1,2,装备副属性
10777,2410,100级_武器_物理攻击_物理攻击,0,物理攻击,,402,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10778,2410,100级_武器_物理攻击_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,250,1,,装备副属性
10779,2410,100级_武器_物理攻击_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,250,1,,装备副属性
10780,2410,100级_武器_物理攻击_蓝量,0,魔法值,,395,33=44|61=61,,,90|5,250,1,,装备副属性
10781,2410,100级_武器_物理攻击_暴击防护,0,暴击防护,,57,5=6|8=8,,,90|5,250,1,2,装备副属性
10782,2410,100级_武器_物理攻击_生命值,0,生命值,,392,394=526|722=722,,,90|5,250,1,,装备副属性
10783,2411,100级_武器_魔法攻击_暴击,0,暴击,,55,5=6|8=8,,,90|5,500,1,2,装备副属性
10784,2411,100级_武器_魔法攻击_暴伤%,0,暴击伤害,,59,370=490|670=670,,,90|5,500,1,2,装备副属性
10785,2411,100级_武器_魔法攻击_魔法攻击,0,魔法攻击,,403,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10786,2411,100级_武器_魔法攻击_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,250,1,,装备副属性
10787,2411,100级_武器_魔法攻击_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,250,1,,装备副属性
10788,2411,100级_武器_魔法攻击_蓝量,0,魔法值,,395,33=44|61=61,,,90|5,250,1,,装备副属性
10789,2411,100级_武器_魔法攻击_暴击防护,0,暴击防护,,57,5=6|8=8,,,90|5,250,1,2,装备副属性
10790,2411,100级_武器_魔法攻击_生命值,0,生命值,,392,394=526|722=722,,,90|5,250,1,,装备副属性
10791,2412,100级_身_生命_物理攻击,0,物理攻击,,402,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10792,2412,100级_身_生命_魔法攻击,0,魔法攻击,,403,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10793,2412,100级_身_生命_物理攻击,0,物理攻击,,393,88=118|162=162,,,90|5,250,1,,装备副属性
10794,2412,100级_身_生命_魔法攻击,0,魔法攻击,,394,88=118|162=162,,,90|5,250,1,,装备副属性
10795,2412,100级_身_生命_生命值,0,生命值,,392,394=526|722=722,,,90|5,500,1,,装备副属性
10796,2412,100级_身_生命_生命值,0,生命值,,401,550=730|1000=1000,,,90|5,500,1,2,装备副属性
10797,2412,100级_身_生命_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,500,1,,装备副属性
10798,2412,100级_身_生命_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,500,1,,装备副属性
10799,2413,100级_头_攻击向_暴击,0,暴击,,55,5=6|8=8,,,90|5,500,1,2,装备副属性
10800,2413,100级_头_攻击向_暴伤%,0,暴击伤害,,59,370=490|670=670,,,90|5,500,1,2,装备副属性
10801,2413,100级_头_攻击向_物理攻击,0,物理攻击,,402,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10802,2413,100级_头_攻击向_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,250,1,,装备副属性
10803,2413,100级_头_攻击向_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,250,1,,装备副属性
10804,2413,100级_头_攻击向_蓝量,0,魔法值,,395,33=44|61=61,,,90|5,250,1,,装备副属性
10805,2413,100级_头_攻击向_暴击防护,0,暴击防护,,57,5=6|8=8,,,90|5,250,1,2,装备副属性
10806,2413,100级_头_攻击向_生命值,0,生命值,,392,394=526|722=722,,,90|5,250,1,,装备副属性
10807,2414,100级_头_攻击向_暴击,0,暴击,,55,5=6|8=8,,,90|5,500,1,2,装备副属性
10808,2414,100级_头_攻击向_暴伤%,0,暴击伤害,,59,370=490|670=670,,,90|5,500,1,2,装备副属性
10809,2414,100级_头_攻击向_魔法攻击,0,魔法攻击,,403,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10810,2414,100级_头_攻击向_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,250,1,,装备副属性
10811,2414,100级_头_攻击向_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,250,1,,装备副属性
10812,2414,100级_头_攻击向_蓝量,0,魔法值,,395,33=44|61=61,,,90|5,250,1,,装备副属性
10813,2414,100级_头_攻击向_暴击防护,0,暴击防护,,57,5=6|8=8,,,90|5,250,1,2,装备副属性
10814,2414,100级_头_攻击向_生命值,0,生命值,,392,394=526|722=722,,,90|5,250,1,,装备副属性
10815,2415,100级_足/尾_防御向_物理攻击,0,物理攻击,,402,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10816,2415,100级_足/尾_防御向_魔法攻击,0,魔法攻击,,403,730=970|1340=1340,,,90|5,250,1,2,装备副属性
10817,2415,100级_足/尾_防御向_物理攻击,0,物理攻击,,393,88=118|162=162,,,90|5,250,1,,装备副属性
10818,2415,100级_足/尾_防御向_魔法攻击,0,魔法攻击,,394,88=118|162=162,,,90|5,250,1,,装备副属性
10819,2415,100级_足/尾_防御向_生命值,0,生命值,,392,394=526|722=722,,,90|5,500,1,,装备副属性
10820,2415,100级_足/尾_防御向_生命值,0,生命值,,401,550=730|1000=1000,,,90|5,500,1,2,装备副属性
10821,2415,100级_足/尾_防御向_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,500,1,,装备副属性
10822,2415,100级_足/尾_防御向_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,500,1,,装备副属性
10823,2416,100级_饰品_攻击向_攻击速度%,0,攻击速度,,71,370=490|670=670,,,90|5,100,1,2,装备副属性
10824,2416,100级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,370=490|670=670,,,90|5,100,1,2,装备副属性
10825,2416,100级_饰品_攻击向_物伤加成%,0,物理伤害,,65,370=490|670=670,,,90|5,400,1,1,装备副属性
10826,2416,100级_饰品_攻击向_魔伤加成%,0,魔法伤害,,66,370=490|670=670,,,90|5,400,1,1,装备副属性
10827,2416,100级_饰品_攻击向_蓝量,0,魔法值,,395,33=44|61=61,,,90|5,250,1,,装备副属性
10828,2416,100级_饰品_攻击向_生命值,0,生命值,,401,550=730|1000=1000,,,90|5,250,1,2,装备副属性
10829,2416,100级_饰品_攻击向_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,250,1,,装备副属性
10830,2416,100级_饰品_攻击向_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,250,1,,装备副属性
10831,2417,100级_饰品_攻击向_攻击速度%,0,攻击速度,,71,370=490|670=670,,,90|5,100,1,2,装备副属性
10832,2417,100级_饰品_攻击向_CD冷却加速%,0,技能冷却加速,,433,370=490|670=670,,,90|5,100,1,2,装备副属性
10833,2417,100级_饰品_攻击向_物伤加成%,0,物理伤害,,65,370=490|670=670,,,90|5,400,1,1,装备副属性
10834,2417,100级_饰品_攻击向_魔伤加成%,0,魔法伤害,,66,370=490|670=670,,,90|5,400,1,1,装备副属性
10835,2417,100级_饰品_攻击向_蓝量,0,魔法值,,395,33=44|61=61,,,90|5,250,1,,装备副属性
10836,2417,100级_饰品_攻击向_生命值,0,生命值,,401,550=730|1000=1000,,,90|5,250,1,2,装备副属性
10837,2417,100级_饰品_攻击向_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,250,1,,装备副属性
10838,2417,100级_饰品_攻击向_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,250,1,,装备副属性
10839,2418,100级_饰品_防御向_攻击速度%,0,攻击速度,,71,370=490|670=670,,,90|5,100,1,2,装备副属性
10840,2418,100级_饰品_防御向_CD冷却加速%,0,技能冷却加速,,433,370=490|670=670,,,90|5,100,1,2,装备副属性
10841,2418,100级_饰品_防御向_物伤加成%,0,物理伤害,,65,370=490|670=670,,,90|5,400,1,1,装备副属性
10842,2418,100级_饰品_防御向_魔伤加成%,0,魔法伤害,,66,370=490|670=670,,,90|5,400,1,1,装备副属性
10843,2418,100级_饰品_防御向_蓝量,0,魔法值,,395,33=44|61=61,,,90|5,250,1,,装备副属性
10844,2418,100级_饰品_防御向_生命值,0,生命值,,401,550=730|1000=1000,,,90|5,250,1,2,装备副属性
10845,2418,100级_饰品_防御向_物理防御,0,物理防御,,396,33=44|61=61,,,90|5,250,1,,装备副属性
10846,2418,100级_饰品_防御向_魔法防御,0,魔法防御,,397,33=44|61=61,,,90|5,250,1,,装备副属性
10847,2510,110级_武器_物理攻击_暴击,0,暴击,,55,5=7|10=10,,,90|5,500,1,2,装备副属性
10848,2510,110级_武器_物理攻击_暴伤%,0,暴击伤害,,59,410=540|750=750,,,90|5,500,1,2,装备副属性
10849,2510,110级_武器_物理攻击_物理攻击,0,物理攻击,,402,810=1090|1490=1490,,,90|5,250,1,2,装备副属性
10850,2510,110级_武器_物理攻击_物理防御,0,物理防御,,396,37=49|68=68,,,90|5,250,1,,装备副属性
10851,2510,110级_武器_物理攻击_魔法防御,0,魔法防御,,397,37=49|68=68,,,90|5,250,1,,装备副属性
10852,2510,110级_武器_物理攻击_蓝量,0,魔法值,,395,37=49|68=68,,,90|5,250,1,,装备副属性
